circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,sebsi,marzouki,observers
18,2,7,23,2,341,164,400,0,236,164,400,0,0,161,3,0,164,0,1814,1905,True,45,116,sebsi:1  marzouki:1  
18,2,7,23,1,341,228,400,0,172,228,400,0,0,212,15,1,228,0,1810,1900,True,100,112,sebsi:1  marzouki:1  
18,2,7,22,4,546,215,600,0,385,215,600,0,0,212,1,2,215,0,1800,1837,True,58,154,sebsi:1  marzouki:1  
18,2,7,22,3,546,290,600,1,309,290,600,0,0,286,2,2,290,0,1800,1900,False,84,202,sebsi:1  marzouki:1  
18,2,7,22,2,546,356,600,0,244,356,600,0,0,346,6,4,356,0,1810,1910,True,134,212,sebsi:1  marzouki:1  
18,2,7,22,1,546,346,600,0,254,346,600,0,0,329,15,2,346,0,1810,1857,True,161,168,sebsi:1  marzouki:1  
18,2,7,21,2,415,228,492,2,262,228,492,0,0,226,1,1,228,0,1816,1909,True,70,156,sebsi:1  marzouki:1  
18,2,7,21,1,415,301,500,0,199,301,500,0,0,295,3,3,301,0,1815,1900,True,119,176,sebsi:1  marzouki:1  
18,2,6,20,2,428,200,500,0,300,200,500,0,0,193,4,3,200,0,1820,1856,True,64,129,sebsi:1  marzouki:1  
18,2,6,20,1,429,322,500,0,178,322,500,0,0,318,4,0,322,0,1820,1925,True,137,181,sebsi:1  marzouki:1  
18,2,6,19,4,595,285,700,0,415,285,700,0,0,280,2,3,285,0,1815,1847,True,118,162,sebsi:1  marzouki:1  
18,2,6,19,3,598,363,700,0,337,363,700,0,0,355,7,1,363,0,1820,1915,False,142,213,sebsi:1  marzouki:1  
18,2,6,19,2,598,448,700,0,252,448,700,0,0,447,0,1,448,0,1800,1855,False,182,265,sebsi:1  marzouki:1  
18,2,6,19,1,598,417,700,0,283,417,700,0,0,396,14,7,417,0,1815,1909,True,221,175,sebsi:1  marzouki:1  
18,2,6,18,5,495,268,600,1,331,268,600,0,0,260,5,3,268,0,1800,1850,False,92,168,sebsi:1  marzouki:1  
18,2,6,18,4,495,290,596,0,306,290,596,0,0,286,3,1,290,0,1800,1900,True,80,206,sebsi:1  marzouki:1  
18,2,6,18,3,495,331,600,0,269,331,600,0,0,329,2,0,331,0,1810,1850,True,118,211,sebsi:1  marzouki:1  
