circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,sebsi,marzouki,observers
17,2,6,43,1,74,38,100,0,62,38,100,0,0,36,0,2,38,0,1810,1830,True,11,25,sebsi:0  marzouki:1  
17,2,6,42,1,107,78,200,0,122,78,200,0,0,75,1,2,78,0,1810,1835,True,11,64,sebsi:0  marzouki:1  
17,2,6,41,1,339,128,400,0,272,128,400,0,0,126,1,1,128,0,1834,1915,True,24,102,sebsi:0  marzouki:1  
17,2,6,40,1,221,151,300,0,149,151,300,0,0,150,0,1,151,0,1805,1830,True,70,80,sebsi:1  marzouki:1  
17,2,6,39,1,308,175,400,0,225,175,400,0,0,174,1,0,175,0,1805,1835,True,39,135,sebsi:1  marzouki:1  
17,2,6,38,2,308,120,400,0,280,120,400,0,0,120,0,0,120,0,1820,1910,True,23,97,sebsi:1  marzouki:1  
17,2,6,38,1,309,185,400,0,215,185,400,0,0,178,7,0,185,0,1801,1840,True,78,100,sebsi:1  marzouki:1  
17,2,5,37,1,65,33,100,0,67,33,100,0,0,33,0,0,33,0,1809,1826,True,21,12,sebsi:1  marzouki:1  
17,2,5,36,1,175,85,200,0,115,85,200,0,0,85,0,0,85,0,1800,1820,True,40,45,sebsi:1  marzouki:1  
17,2,5,35,1,296,137,400,0,263,137,400,0,0,131,4,2,137,0,1805,1825,True,69,62,sebsi:1  marzouki:1  
17,2,5,34,2,543,244,600,0,356,244,600,0,0,241,3,0,244,0,1800,1900,True,82,159,sebsi:1  marzouki:1  
17,2,5,34,1,544,348,600,0,252,348,600,0,0,342,5,1,348,0,1810,1856,True,166,176,sebsi:1  marzouki:1  
17,2,5,33,2,454,184,500,5,311,184,500,0,0,178,4,2,184,0,1815,1846,True,42,136,sebsi:1  marzouki:1  
17,2,5,33,1,454,268,500,1,231,268,500,0,0,262,2,4,268,0,1815,1850,True,110,152,sebsi:1  marzouki:1  
