circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,sebsi,marzouki,observers
14,1,15,35,2,340,121,400,0,279,121,400,0,0,116,4,1,121,0,1803,1900,True,23,93,sebsi:1  marzouki:1  
14,1,15,35,1,340,226,401,1,174,226,401,0,0,218,4,4,226,0,1800,1825,False,93,125,sebsi:1  marzouki:1  
14,1,14,34,1,257,123,300,0,177,123,300,0,0,122,0,1,123,0,1810,1845,True,54,68,sebsi:1  marzouki:1  
14,1,14,33,2,408,121,500,0,379,121,500,0,0,119,0,2,121,0,1800,1824,False,59,60,sebsi:1  marzouki:1  
14,1,14,33,1,408,203,500,0,297,203,500,0,0,203,0,0,203,0,,1835,False,133,70,sebsi:1  marzouki:1  
14,1,13,32,1,244,108,300,0,192,108,300,0,0,106,2,0,108,0,1800,1900,False,51,55,sebsi:1  marzouki:1  
14,1,13,31,1,211,85,300,0,215,85,300,0,0,85,0,0,85,0,1800,1820,True,54,31,sebsi:1  marzouki:1  
14,1,13,30,1,570,182,600,0,418,182,600,0,0,176,3,3,182,0,1810,1850,True,117,59,sebsi:1  marzouki:1  
14,1,12,29,1,210,107,300,0,193,107,300,0,0,104,3,0,107,0,1805,1820,True,79,25,sebsi:1  marzouki:1  
14,1,12,28,1,242,84,300,0,216,84,300,0,0,83,1,0,84,0,1800,1820,True,45,38,sebsi:1  marzouki:1  
14,1,11,27,2,567,155,601,0,446,155,601,0,0,154,1,0,155,0,1800,1930,False,75,79,sebsi:1  marzouki:1  
14,1,11,27,1,568,316,598,0,282,316,598,0,0,310,5,1,316,0,1800,1910,True,225,85,sebsi:1  marzouki:1  
14,1,10,26,1,519,214,600,0,386,214,600,0,0,211,2,1,214,0,1810,1841,False,157,54,sebsi:1  marzouki:1  
14,1,10,25,2,598,266,700,2,432,266,700,0,0,263,2,1,266,0,1840,1940,True,196,67,sebsi:1  marzouki:1  
14,1,10,25,1,599,404,706,0,302,404,706,0,0,391,2,11,404,0,1805,1940,True,302,89,sebsi:1  marzouki:1  
14,1,10,24,2,309,102,400,0,298,102,400,0,0,100,2,0,102,0,1810,1840,True,37,63,sebsi:1  marzouki:1  :  
14,1,10,24,1,310,211,400,0,189,211,400,0,0,209,2,0,211,0,1820,1900,True,97,112,sebsi:1  marzouki:1  
14,1,9,23,1,363,143,400,0,257,143,400,0,0,140,2,1,143,0,1800,1900,False,85,55,sebsi:1  marzouki:1  
14,1,8,22,2,438,179,500,0,321,179,500,0,0,177,2,0,179,0,1810,1835,True,62,115,sebsi:1  marzouki:1  
14,1,8,22,1,439,262,500,0,238,262,500,0,0,257,4,1,262,0,1800,1832,True,169,88,sebsi:1  marzouki:1  
14,1,8,21,3,403,182,500,0,318,182,500,0,0,178,3,1,182,0,1804,1835,True,47,131,sebsi:1  marzouki:1  
14,1,8,21,2,405,237,507,2,268,237,507,0,0,234,3,0,237,0,1800,1845,True,93,141,sebsi:1  marzouki:1  
14,1,8,21,1,405,249,500,0,251,249,500,0,0,244,5,0,249,0,1815,1854,True,148,96,sebsi:1  marzouki:1  
14,1,7,20,1,92,43,100,0,57,43,100,0,0,42,0,1,43,0,1800,1813,True,22,20,sebsi:1  marzouki:1  
14,1,7,19,1,283,90,300,0,210,90,300,0,0,87,1,2,90,0,1800,1821,True,67,20,sebsi:1  marzouki:1  
14,1,7,18,2,423,98,500,0,402,98,500,0,0,97,1,0,98,0,1815,1900,False,48,49,sebsi:1  marzouki:1  
14,1,7,18,1,423,215,500,0,285,215,500,0,0,213,2,0,215,0,1810,1855,True,125,88,sebsi:1  marzouki:1  
14,1,6,17,1,388,156,500,0,344,156,500,0,0,154,2,0,155,0,1800,1830,False,75,79,sebsi:1  marzouki:1  
14,1,6,16,1,254,106,300,0,194,106,300,0,0,104,1,1,106,0,1810,1900,False,71,33,sebsi:1  marzouki:1  
14,1,6,15,2,354,142,400,0,258,142,400,0,0,140,1,1,142,0,1800,1837,True,63,77,sebsi:1  marzouki:1  
14,1,6,15,1,355,202,400,0,198,202,400,0,0,196,4,2,202,0,1813,1840,True,118,78,sebsi:1  marzouki:1  
14,1,6,14,2,416,92,500,0,408,92,500,0,0,90,1,1,92,0,,1840,True,43,47,sebsi:1  marzouki:1  
14,1,6,14,1,416,228,500,0,272,228,500,0,0,225,0,3,228,0,1805,1842,True,149,76,sebsi:1  marzouki:1  
14,1,5,13,1,494,215,600,0,385,215,600,0,0,206,4,5,215,0,1815,1850,True,93,113,sebsi:1  marzouki:1  
14,1,5,12,2,329,95,400,0,305,95,400,0,0,94,1,0,95,0,1800,1830,True,61,33,sebsi:1  marzouki:1  
14,1,5,12,1,330,168,400,1,231,168,400,0,0,164,3,1,168,0,1800,1830,False,128,36,sebsi:1  marzouki:1  
14,1,4,11,1,148,47,200,0,153,47,200,0,0,46,1,0,47,0,1800,1825,False,38,8,sebsi:1  marzouki:1  
14,1,4,10,2,597,153,700,0,547,153,700,0,0,149,3,1,153,0,1800,1900,False,77,72,sebsi:1  marzouki:1  
14,1,4,10,1,597,333,700,0,367,333,700,0,0,316,8,9,333,0,1815,1900,False,204,112,sebsi:1  marzouki:1  
14,1,4,9,1,390,163,502,0,339,163,502,0,0,154,7,2,163,0,1820,1900,False,129,25,sebsi:1  marzouki:1  
