circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,tampon,AfekTounes,UPL,PopularFront,Ennahdha,NidaTounes,circ_id,circ_name,deleg_id,deleg_name,sdeleg_id,center_id,center_name,station_id,latitude,longitude
23,1,1,1,1,554,434,600,0,166,166,434,600,0,0,405,13,16,434,0,True,2,13,8,59,220,23,Sfax 1,1,El Hencha,1,1,E.P. 2 MARS HINCHA,1,35.122696,10.741199
23,1,1,1,2,554,447,600,2,151,153,447,600,0,0,414,11,22,447,0,False,3,11,16,96,176,23,Sfax 1,1,El Hencha,1,1,E.P. 2 MARS HINCHA,2,35.122696,10.741199
23,1,1,1,3,554,430,600,1,169,170,430,600,0,0,417,6,7,430,0,False,3,11,21,92,162,23,Sfax 1,1,El Hencha,1,1,E.P. 2 MARS HINCHA,3,35.122696,10.741199
23,1,1,1,4,554,359,600,1,240,241,359,600,0,0,352,5,2,359,0,False,2,18,13,85,117,23,Sfax 1,1,El Hencha,1,1,E.P. 2 MARS HINCHA,4,35.122696,10.741199
23,1,1,1,5,554,344,600,9,247,256,344,600,0,0,334,9,1,344,0,False,3,20,5,72,116,23,Sfax 1,1,El Hencha,1,1,E.P. 2 MARS HINCHA,5,35.122696,10.741199
23,1,1,1,6,551,379,599,26,194,220,379,599,0,0,373,1,5,379,0,True,2,24,13,70,132,23,Sfax 1,1,El Hencha,1,1,E.P. 2 MARS HINCHA,6,35.122696,10.741199
23,1,1,2,1,482,282,600,10,309,319,281,600,0,1,229,32,20,281,0,False,2,10,5,35,106,23,Sfax 1,1,El Hencha,1,2,E.P.AOULED HMID 1 HINCHA,1,35.144908,10.701194
23,1,1,3,1,326,266,400,0,134,134,266,400,0,0,241,16,9,266,0,False,3,2,4,16,29,23,Sfax 1,1,El Hencha,1,3,E.P.AOULED TAHER HINCHA,1,35.09089,10.781504
23,1,1,3,2,326,234,400,0,166,166,234,400,0,0,226,3,5,234,0,False,0,1,3,6,13,23,Sfax 1,1,El Hencha,1,3,E.P.AOULED TAHER HINCHA,2,35.09089,10.781504
23,1,1,4,1,427,366,500,0,134,134,366,500,0,0,342,16,8,366,0,False,2,3,16,80,127,23,Sfax 1,1,El Hencha,1,4,E.P.MANSOURA HINCHA,1,35.119021,10.742664
23,1,1,4,2,426,336,500,7,157,164,336,500,0,0,331,4,1,336,0,True,5,13,7,77,91,23,Sfax 1,1,El Hencha,1,4,E.P.MANSOURA HINCHA,2,35.119021,10.742664
23,1,1,5,1,214,163,300,0,137,137,163,300,0,0,147,11,5,163,0,False,0,2,1,37,59,23,Sfax 1,1,El Hencha,1,5,E.P.SIDI GHRIB HINCHA,1,35.129243,10.801377
23,1,1,6,1,343,235,400,0,165,165,235,400,0,0,211,20,4,235,0,False,1,5,1,31,122,23,Sfax 1,1,El Hencha,1,6,E.P.AOULED HMID 2 HINCHA,1,35.147618,10.718757
