circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,sebsi,marzouki,observers,circ_id,circ_name,deleg_id,deleg_name,sdeleg_id,center_id,center_name,station_id,latitude,longitude
12,1,1,1,1,591,365,700,0,335,365,700,0,0,359,4,2,365,0,1815,0,True,275,84,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,1,1,E.P.SIDI JEDIDI,1,36.416389,10.460325
12,1,1,1,2,591,352,700,0,348,352,700,0,0,347,2,3,352,0,1810,1908,True,219,128,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,1,1,E.P.SIDI JEDIDI,2,36.416389,10.460325
12,1,1,1,3,590,276,700,0,424,276,700,0,0,270,4,2,276,0,1815,1848,True,165,105,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,1,1,E.P.SIDI JEDIDI,3,36.416389,10.460325
12,1,1,2,1,365,229,400,1,170,229,400,0,0,221,4,4,229,0,1815,1900,True,149,72,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,1,2,E.P.HAMMAM BT JEDIDI S. JEDIDI,1,36.391035,10.383971
12,1,1,3,1,244,143,300,0,157,143,300,0,0,134,8,1,143,0,1805,1820,True,106,28,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,1,3,E.P.EL MANCHAR Sidi JEDIDI,1,36.435584,10.493731
12,1,1,4,1,498,274,600,0,326,274,600,0,0,265,6,3,274,0,1815,1900,True,220,45,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,1,4,E.P.TAFERNINE  Sidi JEDIDI,1,36.396691,10.447275
12,1,1,5,1,354,210,400,0,190,210,400,0,0,206,4,0,210,0,1810,1840,True,176,30,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,1,5,E.P.HATTOUS Sidi JEDIDI,1,36.423285,10.359864
12,1,2,6,2,373,169,400,0,231,169,400,0,0,163,4,2,169,0,1830,1900,True,96,67,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,2,6,E.P.JEBEL LATRACHE,2,36.469037,10.503112
12,1,2,8,1,429,248,503,0,255,248,503,0,0,240,2,6,248,0,1817,1845,True,205,35,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,2,8,E.P.OUED EL OUSSOUD El Atrach,1,36.449879,10.542821
12,1,3,9,1,516,381,600,0,219,381,600,0,0,364,13,4,381,0,1805,1905,True,301,63,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,3,9,E.P.IBN KHALDOUN-BIR BOURAGBA,1,36.430267,10.57007
12,1,3,9,2,516,385,600,0,215,385,600,0,0,375,8,2,385,0,1810,1905,True,268,107,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,3,9,E.P.IBN KHALDOUN-BIR BOURAGBA,2,36.430267,10.57007
12,1,3,9,3,516,355,600,0,245,355,600,0,0,346,6,3,355,0,1800,1910,False,257,89,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,3,9,E.P.IBN KHALDOUN-BIR BOURAGBA,3,36.430267,10.57007
12,1,3,9,4,516,259,600,0,341,259,600,0,0,253,3,3,259,0,1800,1902,True,177,76,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,3,9,E.P.IBN KHALDOUN-BIR BOURAGBA,4,36.430267,10.57007
12,1,3,9,5,513,265,599,0,334,265,599,0,0,261,3,1,265,0,1812,1905,True,162,99,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,3,9,E.P.IBN KHALDOUN-BIR BOURAGBA,5,36.430267,10.57007
12,1,3,10,1,519,330,600,0,270,330,600,0,0,322,6,2,330,0,1830,1900,True,262,60,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,3,10,E.P.BENI OUEL BIR BOURAGBA,1,36.451128,10.595059
12,1,3,11,1,474,363,498,1,134,363,498,0,0,351,5,7,363,0,1820,1915,True,296,55,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,3,11,E.P.KSAR EZZIT BIR BOURAGBA,1,36.429509,10.577361
12,1,3,11,2,474,350,500,1,149,350,500,0,0,336,7,7,350,0,1815,1915,True,254,82,sebsi:1  marzouki:1  ,12,Nabeul 2,1,Hammamet,3,11,E.P.KSAR EZZIT BIR BOURAGBA,2,36.429509,10.577361
