circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,tampon,AfekTounes,UPL,PopularFront,Ennahdha,NidaTounes,circ_id,circ_name,deleg_id,deleg_name,sdeleg_id,center_id,center_name,station_id,latitude,longitude
12,1,1,1,1,591,438,700,24,238,262,438,700,0,0,388,19,31,438,0,True,3,14,5,79,171,12,Nabeul 2,1,Hammamet,1,1,E.P.SIDI JEDIDI,1,36.416389,10.460325
12,1,1,1,2,591,407,702,7,288,295,407,702,0,0,399,4,4,407,0,True,3,11,5,115,183,12,Nabeul 2,1,Hammamet,1,1,E.P.SIDI JEDIDI,2,36.416389,10.460325
12,1,1,1,3,590,346,700,2,352,354,346,700,0,0,338,2,6,346,0,True,3,23,9,100,154,12,Nabeul 2,1,Hammamet,1,1,E.P.SIDI JEDIDI,3,36.416389,10.460325
12,1,1,2,1,365,284,400,0,116,116,284,400,0,0,264,16,4,284,0,True,3,3,1,68,125,12,Nabeul 2,1,Hammamet,1,2,E.P.HAMMAM BT JEDIDI S. JEDIDI,1,36.391035,10.383971
12,1,1,3,1,244,176,310,0,134,134,176,310,0,0,158,12,6,176,0,True,3,4,10,21,90,12,Nabeul 2,1,Hammamet,1,3,E.P.EL MANCHAR Sidi JEDIDI,1,36.435584,10.493731
12,1,1,4,1,498,333,601,14,254,268,333,601,0,0,291,25,17,333,0,True,1,7,0,45,168,12,Nabeul 2,1,Hammamet,1,4,E.P.TAFERNINE  Sidi JEDIDI,1,36.396691,10.447275
12,1,1,5,1,354,262,400,16,122,138,262,400,0,0,223,36,3,262,0,True,1,0,1,23,159,12,Nabeul 2,1,Hammamet,1,5,E.P.HATTOUS Sidi JEDIDI,1,36.423285,10.359864
12,1,2,6,1,373,272,499,0,227,227,272,499,0,0,229,26,17,272,0,True,2,16,6,40,89,12,Nabeul 2,1,Hammamet,2,6,E.P.JEBEL LATRACHE,1,36.469037,10.503112
12,1,2,6,2,373,224,500,2,274,276,224,500,0,0,215,7,2,224,0,True,5,21,2,50,79,12,Nabeul 2,1,Hammamet,2,6,E.P.JEBEL LATRACHE,2,36.469037,10.503112
12,1,2,7,1,382,264,500,0,236,236,264,500,0,0,245,13,6,264,0,True,1,13,1,54,128,12,Nabeul 2,1,Hammamet,2,7,E.P.EL MZIRAA El Atrach,1,36.473272,10.438101
12,1,2,8,1,429,296,495,6,193,199,296,495,0,0,262,16,18,296,0,True,1,16,2,32,147,12,Nabeul 2,1,Hammamet,2,8,E.P.OUED EL OUSSOUD El Atrach,1,36.449879,10.542821
12,1,3,9,1,516,414,602,0,188,188,414,602,0,0,369,33,12,414,0,True,9,11,3,50,220,12,Nabeul 2,1,Hammamet,3,9,E.P.IBN KHALDOUN-BIR BOURAGBA,1,36.430267,10.57007
12,1,3,9,2,516,401,600,1,198,199,401,600,0,0,382,12,7,401,0,True,7,20,6,78,201,12,Nabeul 2,1,Hammamet,3,9,E.P.IBN KHALDOUN-BIR BOURAGBA,2,36.430267,10.57007
12,1,3,9,3,516,388,604,0,216,216,388,604,0,0,378,8,2,388,0,True,11,11,7,75,210,12,Nabeul 2,1,Hammamet,3,9,E.P.IBN KHALDOUN-BIR BOURAGBA,3,36.430267,10.57007
