circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, الإصلاح والتنمية,آفاق تونس,اتحاد القوى الشبابية,اتحاد شباب ديمقراطي تونسي,ارادة الشعب,الأمان,الائتلاف الديمقراطي ,الاتحاد الوطني الحر,الاتحاد من أجل تونس ,الانفتاح والوفاء,البؤساء,البناء الوطني,التحالف الديمقراطي,التكافل الاجتماعي,التكتل من أجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الجبهة الوطنية التونسية,الحزب الاسلامي التونسي,الحزب الاشتراكي,الحزب التونسي,الحزب الجمهوري,الحزب الشعبي التقدمي,الشعب يريد,العريضة الشعبية,القائمة الدستورية الموحدة,المؤتمر الشعبي,المؤتمر من أجل الجمهورية,تونس مش للبيع,تيار المحبة,حركة الديمقراطيين الاجتماعيين,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة النهضة,حركة وفاء,حزب الخضر للتقدم,حزب العمل التونسي,حزب المجد,حزب الوحدة,صوت شعب تونس,عزم توكل بناء,قائمة أمل تونس,قائمة الحزب الليبرالي التونسي,قائمة حركة الشباب الوطني التونسي,نحب بلادي نظيفة,حركة نداء تونس,observers
1,10,3,85,6,590,311,700,2,388,400,310,700,0,1,302,3,5,310,0,False,19:00,21:20,1,10,0,1,0,0,0,70,0,1,1,0,1,0,0,14,6,0,0,1,1,7,0,1,0,0,0,10,0,0,0,1,1,101,3,0,0,0,0,0,0,0,1,0,0,69,حركة النهضة:1  آفاق تونس:1  نداء تونس:1  
1,10,3,85,5,590,384,700,3,313,316,384,700,0,0,371,3,10,384,0,False,18h05,21h45,0,6,0,0,0,0,1,73,0,0,1,1,2,0,0,11,7,2,1,0,1,1,0,0,0,1,0,7,1,3,0,1,1,159,1,2,0,1,3,0,0,0,0,0,0,84,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  
1,10,3,85,4,590,393,700,4,303,307,393,700,0,0,359,29,5,393,0,False,19h05,21h45,0,7,1,0,0,2,0,57,0,0,1,1,0,1,3,5,5,1,0,0,3,2,5,1,3,1,0,5,0,4,1,1,5,143,3,2,0,2,6,1,1,3,2,2,0,79,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  
1,10,3,85,3,590,402,700,2,296,298,402,700,0,0,347,27,28,402,0,False,19h15,22h,2,7,0,1,0,0,2,90,2,1,1,4,2,2,1,2,3,1,0,1,1,2,0,0,2,1,0,3,0,0,0,3,1,110,3,1,1,3,6,0,0,4,1,0,2,81,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  آفاق تونس:1  
1,10,3,85,2,590,436,700,1,263,264,436,700,0,0,352,61,23,436,0,False,19h,21h20,3,8,3,1,3,0,2,42,4,2,1,0,1,3,2,3,3,3,3,3,1,3,5,0,2,0,0,1,0,2,1,3,2,117,8,1,4,2,13,3,1,1,0,2,2,88,حركة النهضة:1  نداء تونس:1  
1,10,3,85,1,590,408,700,6,286,292,408,700,0,0,350,42,16,408,0,True,1850,0040,0,13,5,0,2,1,4,68,2,2,1,3,0,4,4,1,4,1,2,3,1,2,1,0,0,2,1,2,1,2,0,3,2,102,2,2,0,0,12,0,2,3,0,1,0,89,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
1,10,2,84,6,552,410,600,0,190,190,410,600,0,0,408,1,1,410,0,False,,20.45,0,18,0,0,0,0,0,32,9,0,1,0,3,0,4,18,23,1,0,0,0,7,0,1,0,1,0,6,0,0,0,0,0,101,1,0,0,0,3,1,0,1,0,1,0,176,نداء تونس:1  حركة النهضة:2  الجبهة الشعبية:1  
1,10,2,84,5,555,450,603,0,153,153,450,603,0,0,436,9,5,450,0,True,1920,2213,0,20,0,0,0,0,2,27,5,0,0,0,5,1,3,24,19,1,0,0,0,10,0,0,1,0,0,3,0,1,0,1,0,107,4,0,0,2,4,0,0,0,0,4,0,192,الجبهة الشعبية:1  حركة النهضة:1  نداء تونس:1  
1,10,2,84,4,555,421,600,1,178,179,421,600,0,0,420,1,0,421,0,False,1920,2150,0,17,0,0,1,0,1,30,11,0,0,0,4,0,2,27,19,0,1,0,0,12,0,1,0,0,0,3,0,0,0,0,0,65,2,1,0,2,0,0,0,0,0,1,0,220,حركة النهضة:1  نداء تونس:1  
1,10,2,84,3,555,455,600,4,141,145,455,600,0,0,451,4,0,455,0,False,19,2335,0,18,1,0,0,0,2,28,10,1,1,2,0,0,2,24,22,0,0,1,1,9,0,0,0,1,1,4,0,0,1,0,0,117,3,0,0,1,1,1,0,0,0,2,1,196,آفاق تونس:1  نداء تونس:1  حركة النهضة:2  
1,10,2,84,2,555,465,600,5,130,135,465,600,0,0,458,4,3,465,0,False,1855,2205,1,14,0,1,0,2,1,26,12,0,2,2,5,1,6,11,17,1,1,1,2,4,0,1,1,3,0,1,0,1,0,2,0,102,3,1,1,1,5,2,1,3,0,0,0,220,حركة النهضة:1  نداء تونس:1  الاتحاد من أجل تونس :1  
1,10,2,84,1,555,465,602,0,137,137,465,602,0,0,440,12,13,465,0,True,1910,2200,2,7,3,0,0,0,3,18,10,0,5,2,1,0,1,9,6,0,2,2,1,9,1,0,1,4,0,3,0,3,3,0,1,96,0,2,1,3,10,0,2,3,1,0,0,225,حركة النهضة:1  نداء تونس:1  
1,10,2,83,2,512,393,600,5,202,207,393,600,0,0,386,5,2,393,0,False,1905,2145,0,22,0,0,0,0,0,17,9,0,0,0,4,1,5,23,25,2,0,0,0,7,0,1,1,1,1,7,0,1,0,0,3,75,4,0,0,0,0,0,0,0,0,0,0,177,نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  التكتل من أجل العمل والحريات:1  
1,10,2,83,1,512,434,600,0,166,166,434,600,0,0,421,8,5,434,0,False,19.10,21.40,0,15,0,1,0,0,0,19,7,0,1,0,2,0,1,13,15,1,2,0,1,4,0,0,1,0,0,7,0,3,0,2,1,93,2,1,0,0,6,1,0,1,0,0,1,220,التكتل من أجل العمل والحريات:1  نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
1,10,1,82,6,564,403,600,0,195,195,405,600,0,2,397,5,3,405,0,False,"19,10","21,55",0,21,0,0,0,0,0,29,7,0,1,0,3,0,2,25,13,1,0,1,1,8,0,2,2,3,1,9,0,4,0,0,0,123,0,0,0,0,1,0,1,0,0,1,0,138,الشعب يريد:  الجبهة الشعبية:  آفاق تونس:  العريضة الشعبية:  حركة النهضة:  
1,10,1,82,5,568,433,599,0,166,166,433,599,0,0,427,5,1,433,0,False,18:40,23:00,0,28,1,0,0,0,0,34,5,0,1,2,3,3,3,8,15,0,1,0,1,7,0,2,0,0,0,5,0,3,0,0,1,132,0,0,0,0,3,0,0,0,1,1,0,167,حركة النهضة:1  آفاق تونس:1  العريضة الشعبية:1  نداء تونس:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  
1,10,1,82,4,568,397,601,0,204,204,397,601,0,0,389,2,6,397,0,False,"19,35","23,20",0,21,0,0,0,1,1,48,3,0,1,1,5,1,3,17,7,0,1,0,1,10,1,0,0,1,0,4,0,2,0,0,0,100,1,0,0,0,1,0,0,1,0,0,0,157,آفاق تونس:  نداء تونس:  حركة النهضة:  الاتحاد الوطني الحر:  
1,10,1,82,3,568,412,600,0,188,188,412,600,0,0,399,12,1,412,0,False,1905,2115,0,16,0,1,0,0,0,33,8,0,3,2,3,1,2,16,17,0,0,0,1,5,2,0,1,0,0,7,0,2,1,0,0,119,3,0,1,0,2,0,0,0,0,0,0,153,نداء تونس:1  آفاق تونس:2  حركة النهضة:1  
1,10,1,82,2,568,440,600,4,156,160,440,600,0,0,412,11,17,440,0,False,19.18,22.03,0,8,0,0,0,0,2,25,9,0,1,4,2,1,3,9,10,1,3,0,3,3,1,1,2,1,0,3,2,0,0,1,1,123,4,3,1,3,7,0,1,2,0,0,0,172,تيار المحبة:1  حركة النهضة:1  آفاق تونس:2  نداء تونس:1  
1,10,1,82,1,568,425,599,2,172,174,425,599,0,0,375,28,22,425,0,False,19.01,23.05,0,12,1,1,2,1,2,22,11,1,1,2,3,1,3,4,9,1,1,1,1,8,1,2,3,0,1,3,2,0,2,0,3,89,1,1,1,1,12,2,0,3,2,0,0,158,نداء تونس:1  حركة النهضة:1  آفاق تونس:1  
1,10,1,81,2,575,418,700,4,278,282,418,700,0,0,414,2,2,418,0,False,19.30,22.00,0,23,0,0,0,0,0,31,12,0,0,4,3,0,6,20,15,0,0,0,0,3,0,0,1,0,0,6,0,0,0,0,0,106,3,1,0,0,3,0,0,0,1,1,0,175,حركة النهضة:1  نداء تونس:1  
1,10,1,81,1,575,447,700,3,251,254,446,700,0,1,428,12,6,446,0,False,19,"22,15",0,14,1,0,0,1,0,19,6,0,1,1,1,0,2,13,10,0,1,0,1,8,0,1,0,2,1,5,1,1,0,2,0,109,2,1,0,0,4,0,0,0,1,0,0,219,حركة النهضة:  نداء تونس:  آفاق تونس:  
1,5,5,55,5,513,366,601,3,232,235,366,601,0,0,356,3,7,366,0,False,19.25,21.00,0,17,0,0,0,0,1,23,5,0,1,1,9,0,2,10,21,0,1,0,0,9,0,1,1,1,0,2,0,3,0,2,1,87,2,0,0,0,0,0,0,0,0,0,0,156,حركة النهضة:1  نداء تونس:1  
1,5,5,55,4,515,359,600,1,240,241,359,600,0,0,348,6,5,359,0,False,1850,2055,0,25,0,0,0,1,0,31,11,0,0,0,7,0,2,14,12,1,0,0,0,10,0,2,0,2,0,1,0,0,0,2,0,65,2,0,1,1,0,1,0,0,0,0,0,157,حركة النهضة:2  نداء تونس:1  الحزب الجمهوري:1  
1,5,5,55,3,515,390,600,0,210,210,390,600,0,0,381,8,1,390,0,False,18.45,20.30,1,15,0,0,0,1,0,13,3,0,0,0,7,0,4,11,8,0,0,0,1,9,0,0,0,4,0,2,0,0,0,2,0,122,1,0,1,0,1,0,0,1,0,0,1,173,نداء تونس:1  التكتل من أجل العمل والحريات:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
1,5,5,55,2,515,401,598,1,196,197,401,598,0,0,395,4,2,401,0,False,1920,2050,1,9,0,0,1,0,0,10,12,0,0,0,2,0,3,7,11,1,4,0,0,6,0,2,0,3,0,2,1,0,0,2,2,109,1,0,1,2,4,0,0,0,0,0,0,199,حركة النهضة:1  الجبهة الشعبية:1  نداء تونس:1  
1,5,5,55,1,515,389,600,7,205,212,388,600,0,1,369,10,9,388,0,False,19h,21h36,0,5,1,0,0,2,1,11,7,1,0,1,3,0,2,2,11,1,0,0,1,6,0,0,0,3,0,3,0,2,0,1,0,95,1,1,0,1,6,3,1,0,0,0,0,197,حركة النهضة:1  الجبهة الشعبية:1  نداء تونس:1  
1,5,4,54,3,563,344,600,0,256,256,344,600,0,0,337,2,5,344,0,False,1930,2115,0,9,0,0,1,1,0,30,9,0,1,0,0,0,1,12,9,1,1,1,1,5,1,0,0,1,2,6,1,0,1,8,1,107,1,0,0,2,3,0,0,1,0,0,1,119,حركة النهضة:1  نداء تونس:2  
1,5,4,54,2,565,398,600,2,200,202,398,600,0,0,386,8,4,398,0,True,1858,2130,1,10,0,0,0,0,3,29,3,0,0,3,1,1,2,8,10,3,0,1,1,6,1,1,0,0,1,5,0,3,2,5,1,132,1,0,0,5,5,1,0,0,0,1,0,140,حركة النهضة:1  نداء تونس:1  
1,5,4,54,1,565,417,600,3,183,186,414,600,0,3,379,30,5,414,0,False,1830,2130,1,8,5,0,1,0,0,13,2,2,4,1,1,0,4,6,9,0,4,2,0,7,5,0,1,6,1,2,1,5,1,9,1,101,1,2,0,2,10,1,0,0,1,0,1,158,حركة النهضة:1  نداء تونس:1  
1,5,3,53,7,584,366,700,1,333,334,366,700,0,0,360,0,6,366,0,False,19h12,,0,10,1,0,0,1,0,37,6,0,0,1,4,1,3,10,14,0,1,0,0,10,0,1,1,0,0,6,0,0,2,1,3,112,3,0,1,1,3,0,0,1,0,0,1,125,حركة النهضة:1  نداء تونس:2  
1,5,3,53,6,590,434,699,3,262,265,434,699,0,0,428,3,3,434,0,False,19h05,22h10,1,22,0,0,0,0,2,56,3,1,1,0,1,0,3,14,12,0,2,1,1,6,0,0,0,0,0,5,1,0,0,1,1,102,3,0,1,3,4,0,0,0,1,0,0,180,حركة النهضة:1  نداء تونس:2  
1,5,3,53,5,590,404,700,0,296,296,404,700,0,0,397,2,5,404,0,False,20h18,00h02,0,10,0,0,0,0,0,47,6,0,2,0,5,1,1,17,23,1,1,0,3,4,1,0,0,0,0,1,0,0,0,0,0,98,3,0,0,0,3,2,0,0,0,0,0,168,حركة النهضة:2  نداء تونس:1  الجبهة الشعبية:1  
1,5,3,53,4,590,410,698,3,285,288,410,698,0,0,397,9,4,410,0,False,19h,22h,2,10,1,0,0,1,0,27,6,1,0,1,1,1,2,7,11,2,1,2,1,4,0,0,0,2,0,2,0,3,0,0,2,150,2,2,0,2,3,1,1,0,0,0,0,146,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
1,5,3,53,3,590,447,700,3,250,253,447,700,0,0,419,15,13,447,0,False,18h55,23h,3,7,0,1,0,0,3,38,9,1,0,0,1,0,3,10,9,1,2,1,1,1,0,1,3,2,0,6,0,2,1,1,0,114,2,1,1,1,8,0,1,0,0,1,0,183,حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  الاتحاد من أجل تونس :1  
1,5,3,53,2,590,469,700,0,231,231,469,700,0,0,444,12,13,469,0,False,19h20,23h25,0,7,0,1,2,1,5,45,11,2,1,2,0,1,2,19,8,1,2,2,2,6,0,0,1,2,0,3,0,3,2,0,2,107,3,0,0,2,7,1,1,3,1,1,2,183,حركة النهضة:1  الجبهة الشعبية:1  نداء تونس:1  
1,5,3,53,1,590,463,600,3,136,139,461,600,0,2,421,17,23,461,0,False,19h15,22h05,1,3,1,1,1,1,5,32,8,1,3,1,4,5,2,10,3,0,2,2,3,3,3,1,1,2,0,0,2,4,1,4,1,96,3,5,1,6,4,0,1,1,1,0,3,189,حركة النهضة:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  نداء تونس:1  حركة وفاء:1  
1,5,2,52,3,562,397,601,1,203,204,397,601,0,0,392,2,3,397,0,True,1815,0025,0,16,0,0,0,0,1,62,6,1,6,1,4,0,3,14,20,0,3,0,0,8,1,0,1,2,0,8,0,1,0,0,3,93,1,0,0,1,0,1,0,1,1,1,0,132,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  التكتل من أجل العمل والحريات:1  
1,5,2,52,2,564,421,602,3,178,181,422,603,1,1,412,4,6,422,0,False,1820,2205,1,13,1,0,0,1,4,39,6,0,5,0,3,0,5,8,16,0,0,0,1,8,0,0,0,1,0,9,0,3,1,0,3,120,1,1,0,2,2,0,0,0,1,1,0,155,نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  
1,5,2,52,1,564,448,700,2,250,252,448,700,0,0,418,24,6,448,0,True,19,22,1,8,2,0,2,2,4,37,11,1,1,1,1,0,2,4,14,0,2,1,1,10,0,4,0,3,0,1,1,0,0,1,1,109,6,1,1,0,7,0,0,3,0,0,0,175,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  المؤتمر من أجل الجمهورية:1  الجبهة الشعبية:1  
1,5,2,51,3,516,368,600,0,232,232,370,600,0,0,364,6,0,370,0,False,19h,22h04,0,17,0,0,0,5,1,41,7,0,5,4,5,0,2,14,9,1,1,0,2,8,1,1,0,0,0,6,0,1,0,0,2,93,3,2,2,1,2,0,0,0,0,0,1,129,حركة النهضة:1  نداء تونس:1  
1,5,2,51,2,517,390,600,3,208,211,389,600,0,1,380,5,4,389,0,False,18h39,23h,0,10,0,0,0,1,2,43,7,1,1,0,5,0,1,8,12,0,2,0,1,5,1,2,0,2,0,8,0,1,0,1,1,102,5,2,2,1,0,0,1,0,0,1,2,149,حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
1,5,2,51,1,517,417,600,1,183,184,416,600,0,1,386,16,14,416,0,False,19h15,22h15,1,9,0,0,0,0,3,40,9,2,2,1,0,0,5,6,5,1,2,3,0,7,0,0,1,0,1,2,0,2,0,2,4,93,2,2,0,0,6,2,1,1,1,1,0,169,آفاق تونس:1  حركة النهضة:1  العريضة الشعبية:1  الاتحاد الوطني الحر:1  نداء تونس:1  
1,5,1,50,7,556,332,600,3,265,268,332,600,0,0,325,4,3,332,0,True,1900,2100,1,18,0,0,0,0,1,17,5,1,0,0,2,0,0,16,20,0,0,1,0,6,1,0,0,1,0,3,0,0,0,0,4,124,2,0,2,0,1,0,0,0,0,0,0,99,نداء تونس:1  حركة النهضة:1  
1,5,1,50,6,561,371,600,0,229,229,371,600,0,0,359,5,7,371,0,True,1900,2200,0,23,0,0,0,0,2,28,2,0,1,0,2,0,2,14,19,0,0,0,1,7,1,0,0,6,1,3,0,2,0,0,0,77,2,0,0,1,2,0,0,1,0,0,0,162,حركة النهضة:1  نداء تونس:1  
1,5,1,50,5,561,390,600,1,209,210,390,600,0,0,384,3,3,390,0,False,1845,2100,0,17,0,0,0,0,1,11,3,0,0,1,3,0,2,19,19,1,0,0,0,8,1,0,0,0,0,5,1,0,0,0,0,130,1,0,0,0,0,0,0,0,0,0,1,160,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
1,5,1,50,4,561,415,600,3,182,185,415,600,0,0,404,6,5,415,0,False,1900,2115,6,8,0,0,1,0,0,19,3,0,0,0,2,0,2,17,12,0,0,0,1,8,1,0,2,1,1,4,1,2,1,1,2,157,2,1,0,0,5,2,0,1,0,1,0,140,حركة النهضة:1  نداء تونس:1  
1,5,1,50,3,561,400,600,6,194,200,400,600,0,0,384,14,2,400,0,False,1950,2308,2,11,0,2,1,1,3,15,5,2,3,0,0,0,4,5,10,0,1,2,2,5,2,1,0,4,1,4,1,0,0,1,3,110,1,0,0,3,13,3,2,0,0,0,0,161,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
1,5,1,50,2,561,460,600,0,140,140,460,600,0,0,438,9,13,460,0,False,1840,2055,3,9,1,0,0,1,2,23,6,1,3,2,3,0,3,11,6,1,1,0,1,5,1,1,0,3,0,2,0,1,0,0,3,137,2,1,2,1,8,0,0,4,1,2,0,187,حركة النهضة:1  نداء تونس:1  
1,5,1,50,1,561,431,600,3,166,169,431,600,0,0,398,15,18,431,0,False,1855,2105,4,14,4,0,0,0,5,15,5,0,4,0,3,0,3,3,9,3,1,1,1,9,1,1,0,3,1,1,0,4,1,2,1,100,5,3,3,2,12,1,0,2,1,1,1,168,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  نداء تونس:1  
1,9,4,80,3,468,278,600,0,322,322,278,600,0,0,263,13,2,278,0,False,19h05,21h30,0,1,0,0,0,0,1,38,1,0,0,0,4,0,3,7,6,2,1,0,1,3,2,0,0,0,0,3,0,3,1,0,0,65,2,1,0,0,4,12,0,0,0,4,0,97,حركة النهضة:1  نداء تونس:1  
1,9,4,80,2,486,340,600,2,259,261,339,600,0,1,326,8,5,339,0,False,19h20,22h05,0,7,0,0,0,1,1,27,2,0,0,0,0,1,0,7,5,4,5,0,0,10,1,0,1,2,0,4,0,0,0,1,0,117,3,2,0,0,6,19,0,1,0,2,0,97,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
1,9,4,80,1,487,362,601,4,237,241,360,601,0,2,312,41,7,360,0,False,19h20,21h23,1,2,1,0,1,3,6,23,4,1,2,0,1,1,2,1,4,0,4,0,3,6,1,0,4,3,2,2,2,2,1,1,3,89,3,0,1,1,5,8,0,2,0,1,0,115,حركة النهضة:1  نداء تونس:1  
1,9,4,79,7,570,356,700,1,342,343,356,699,1,0,348,4,4,356,0,False,18h30,21h18,0,7,0,1,1,0,0,44,1,1,0,0,2,0,0,10,5,3,0,0,0,10,0,1,3,0,2,3,0,4,0,0,1,108,1,0,0,0,2,34,0,0,0,3,1,100,حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
1,9,4,79,6,574,350,700,1,349,350,350,700,0,0,335,7,8,350,0,False,18h30,21h20,0,7,0,0,0,0,0,34,3,2,0,0,1,0,2,14,4,1,1,0,0,11,0,1,0,4,1,5,0,1,0,0,1,108,2,0,0,0,2,13,0,0,0,1,0,116,حركة النهضة:1  نداء تونس:1  
1,9,4,79,5,574,398,715,0,317,317,398,715,0,0,387,9,2,398,0,False,19h,22h15,0,9,1,1,3,1,0,36,3,0,0,1,1,2,2,14,7,1,1,1,1,10,0,0,0,1,1,5,0,3,3,1,0,150,1,4,1,1,4,22,0,0,0,4,0,91,حركة النهضة:1  تيار المحبة:1  نداء تونس:1  الحزب الجمهوري:1  
1,9,4,79,4,574,415,685,1,270,271,414,685,0,1,404,6,4,414,0,True,19h,21h,0,4,2,2,1,1,3,33,3,1,1,1,4,3,2,8,6,1,2,2,1,11,3,3,1,2,0,3,2,3,0,0,2,144,1,1,1,1,2,11,1,3,0,4,0,124,حركة النهضة:1  نداء تونس:1  
1,9,4,79,3,574,435,699,3,261,264,435,699,0,0,382,24,29,435,0,False,18h50,20h25,2,6,0,2,0,1,5,30,1,0,0,2,2,0,1,10,3,0,1,2,1,5,2,0,2,4,2,2,0,1,3,2,1,147,5,1,0,0,8,7,0,1,0,2,0,118,حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
1,9,4,79,2,574,432,700,1,267,268,432,700,0,0,388,39,5,445,0,False,19h20,23h,3,5,1,0,2,2,5,27,2,3,1,1,2,4,2,7,4,5,4,2,1,7,0,0,1,8,3,5,1,2,5,1,1,93,6,5,0,2,13,9,1,1,1,5,2,133,حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
1,9,4,79,1,574,445,699,0,254,254,445,699,0,0,376,42,27,69,0,True,18h52,,2,6,2,2,0,3,5,14,3,3,2,3,0,1,1,0,2,0,1,2,1,10,2,2,0,2,0,3,1,8,3,3,4,85,1,8,1,2,11,11,3,2,2,4,1,154,حركة النهضة:1  نداء تونس:1  
1,9,3,78,2,548,417,600,0,183,183,417,600,0,0,397,16,4,417,0,False,19h17,22h20,0,13,0,0,1,0,2,30,2,2,0,4,0,0,1,7,11,3,2,3,4,13,1,0,5,2,0,2,1,3,1,1,2,151,4,2,0,1,7,8,0,1,2,1,1,103,حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  الحزب الجمهوري:1  
1,9,3,78,1,548,423,601,2,178,180,421,601,0,2,365,41,15,421,0,False,18h45,22h30,0,6,3,3,2,4,2,19,5,2,0,2,0,1,0,4,4,1,2,0,0,9,0,5,4,2,0,2,0,4,1,3,1,118,1,3,1,1,8,12,0,0,0,0,0,130,حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
1,9,2,77,3,513,327,600,1,272,273,327,600,0,0,316,6,5,327,0,False,19h,22h16,1,7,1,0,1,1,1,25,7,0,1,0,0,2,1,12,13,0,0,0,2,19,0,0,3,0,0,4,0,3,0,0,1,79,2,1,0,0,1,12,0,0,0,1,1,114,حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  الحزب الجمهوري:1  الجبهة الشعبية:1  
1,9,2,77,2,513,367,600,1,232,233,367,600,0,0,350,15,2,367,0,False,"19,15",21,1,4,0,0,1,0,2,18,11,1,0,0,2,2,2,7,19,2,0,0,1,25,1,1,0,2,1,0,0,6,3,1,0,100,4,2,0,1,5,11,0,0,0,0,0,114,حركة النهضة:  الجبهة الشعبية:  نداء تونس:  تيار المحبة:  
1,9,2,77,1,513,378,600,0,222,222,378,600,0,0,331,35,12,378,0,False,"18,42","21,40",2,4,6,1,0,0,6,19,13,1,0,0,2,1,0,3,12,1,1,2,0,19,1,2,2,2,1,2,1,4,1,3,2,61,1,0,0,1,5,18,1,2,0,4,0,124,نداء تونس:  الجبهة الشعبية:  تيار المحبة:  حركة النهضة:  
1,9,2,76,4,492,299,600,0,301,301,299,600,0,0,289,8,2,299,0,False,18h40,21h,1,1,0,0,0,0,0,26,7,0,0,0,1,0,0,6,18,1,1,0,1,26,1,0,1,0,0,6,0,0,0,0,0,58,0,0,0,1,1,31,0,0,0,0,0,101,حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  الجبهة الشعبية:1  
1,9,2,76,3,493,359,610,5,246,251,359,610,0,0,355,1,3,359,0,False,19h20,22h15,1,5,0,0,0,0,0,22,8,1,1,1,0,0,2,5,11,0,0,1,2,25,1,1,0,0,0,6,1,0,1,1,0,120,1,1,1,0,3,22,1,0,0,0,1,109,حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  الاتحاد من أجل تونس :1  الحزب الجمهوري:1  الجبهة الشعبية:1  
1,9,2,76,2,493,362,590,1,227,228,361,589,1,1,337,13,11,361,0,True,18h40,20h55,1,4,0,1,1,0,3,23,7,1,1,4,0,1,1,9,14,2,1,0,3,10,2,0,1,0,2,3,1,4,0,1,0,94,2,3,0,2,2,17,0,1,1,1,1,112,حركة النهضة:1  الجبهة الشعبية:1  الحزب الجمهوري:1  نداء تونس:1  
1,9,2,76,1,493,381,600,0,220,0,380,380,220,1,332,37,11,380,0,False,18h30,20h51,1,1,2,0,4,0,1,7,15,1,1,0,1,0,1,3,16,1,5,1,2,21,1,2,4,3,1,3,1,3,5,2,1,74,2,2,1,0,10,24,0,2,0,0,0,107,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
1,9,1,75,3,406,271,500,0,229,229,271,500,0,0,269,0,2,271,0,False,18h20,19h45,0,5,0,0,0,0,0,20,5,0,3,0,2,0,1,7,7,2,0,0,0,13,0,1,0,1,0,8,0,1,0,1,0,83,0,0,0,0,1,2,0,1,0,2,0,103,حركة النهضة:2  نداء تونس:1  الاتحاد الوطني الحر:1  تيار المحبة:1  الحزب الجمهوري:1  
1,9,1,75,2,406,302,500,1,197,198,302,500,0,0,290,9,3,302,0,False,1840,2040,0,2,0,1,0,1,1,11,5,1,1,1,2,3,1,1,9,0,1,0,0,9,0,0,1,0,1,6,0,1,1,1,6,98,2,0,0,1,2,2,0,0,1,1,1,116,حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  المؤتمر من أجل الجمهورية:1  
1,9,1,75,1,406,318,500,0,182,182,318,500,0,0,296,18,4,318,0,False,1830,2055,1,7,0,0,3,1,0,14,3,0,0,1,1,0,2,3,5,0,1,4,0,14,0,1,2,1,0,3,1,1,0,2,1,91,1,1,4,0,1,0,1,0,0,1,1,123,حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
1,2,6,28,2,308,228,400,0,160,160,228,388,12,0,224,1,3,228,0,False,18:30,20:30,0,4,0,0,1,0,0,28,3,0,1,2,0,1,1,8,5,0,0,0,3,3,0,0,0,0,0,7,0,0,0,0,1,76,0,0,0,1,3,1,0,1,0,1,1,72,حركة النهضة:  نداء تونس:  الاتحاد الوطني الحر:  الجبهة الشعبية:  
1,2,6,28,1,309,245,400,5,151,156,245,400,0,0,217,20,8,245,0,False,1848,2140,1,3,1,0,0,2,1,11,1,1,1,1,0,2,0,2,5,0,3,1,3,1,1,0,0,3,0,2,1,1,2,0,1,94,2,2,0,1,4,1,0,2,0,2,0,58,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  
