circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, حركة الشعب,آفاق تونس,أمل وعمل,اتحاد الشباب الديمقراطي,اتحاد القوى الشبابية,الأحرار,الأمان,الأمانة والعدالة,الأمل,الائتلاف الديمقراطي للعمل والتنمية,الاتحاد الوطني الحر,الاتحاد من أجل تونس,الاصلاح والتنمية,البناء الوطني,التآلف,التحالف الديمقراطي,التكتل من أجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الجبهة الوطنية التونسية,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحرية من أجل العدالة والتنمية,الحزب التونسي,الحزب الجمهوري,الزيتونة,السلام والازدهار,الشباب الحر,الشعب يريد ,الصمود,العمل التونسي,القائمة البورقيبية,القائمة المستقلة العين الساهرة,القائمة المستقلة لخدمة منوبة,القلم,المؤتمر الشعبي,المؤتمر من أجل الجمهورية,المبادرة,المدافعون عن الحق,المستقبل,المعطلين عن العمل,النجاح,الوفاق ,تونس العزيزة,تونس الغد,تيار المحبة,حركة البناء المغاربي,حركة الديمقراطيين الاشتراكيين,حركة النهضة,حركة وفاء,حزب المجد,حزب المحافظين التونسيين,صوت شعب تونس,قائمة النور للديمقراطية والتنمية,قائمة حزب العدل والتنمية,متحدون من أجل تونس,حركة نداء تونس,نداء قرطاج,وطني,observers
5,6,5,60,3,518,377,600,4,219,223,377,600,0,0,354,20,3,377,0,True,1900,2154,14,5,0,2,1,1,0,4,2,4,49,0,0,0,0,2,2,2,10,1,0,1,1,2,0,1,1,2,0,1,1,7,0,0,1,0,1,8,1,0,0,3,2,0,3,3,2,3,117,3,6,1,1,0,4,1,77,1,0,التكتل من أجل العمل والحريات:1  العمل التونسي:1  حركة النهضة:1  نداء تونس:1  
5,6,5,60,2,518,382,600,2,216,218,382,600,0,0,307,60,15,382,0,True,1925,2230,13,4,2,4,2,2,2,0,1,6,46,1,0,0,2,3,5,3,5,2,0,3,4,0,3,4,0,2,3,3,7,3,1,3,0,1,1,4,1,1,0,0,4,0,2,2,2,1,68,11,2,3,1,1,1,4,57,0,1,العمل التونسي:1  حركة النهضة:1  نداء تونس:1  
5,6,5,60,1,518,410,600,0,190,190,410,600,0,0,355,32,23,410,0,True,18:45,22:35,14,2,4,4,1,3,2,2,2,8,48,2,1,3,2,1,7,1,5,2,0,2,2,3,2,2,0,0,2,3,5,4,0,2,0,0,8,10,2,2,1,2,0,1,3,3,2,1,75,6,2,0,1,0,6,2,85,1,1,المبادرة:  حركة النهضة:  نداء تونس:  التيار الديمقراطي:  الجبهة الشعبية:  
5,6,4,59,1,554,291,600,1,308,309,291,600,0,0,258,18,15,291,0,True,18.25,21.45,4,0,2,1,1,3,2,2,1,5,11,2,0,0,2,0,10,4,2,2,2,0,1,0,0,1,0,0,2,0,4,3,0,4,0,2,3,4,1,0,1,0,1,3,3,1,0,0,55,9,2,2,3,2,2,10,83,0,0,الجبهة الشعبية:1  التكتل من أجل العمل والحريات:1  الاتحاد الوطني الحر:2  حركة النهضة:1  المبادرة:1  نداء تونس:1  
5,6,3,58,3,529,358,600,0,242,242,358,600,0,0,355,2,1,358,0,True,18.20,20.32,1,3,1,1,1,0,1,0,0,1,55,0,0,0,1,1,1,1,8,1,1,0,0,0,22,0,1,0,0,0,1,1,0,2,0,0,7,0,0,1,2,0,0,0,2,2,1,0,110,5,1,0,0,0,0,0,117,1,1,الاتحاد الوطني الحر:1  حركة النهضة:1  متحدون من أجل تونس:1  نداء تونس:1  
5,6,3,58,2,529,431,600,0,169,169,431,600,0,0,410,19,2,431,0,False,19:05,22:30,3,0,2,1,0,1,3,0,2,1,23,0,2,0,0,0,0,0,12,1,1,0,1,1,12,1,0,0,0,2,3,0,2,2,0,0,2,1,2,2,0,0,1,0,5,1,1,0,153,6,0,0,1,1,0,0,158,0,0,الاتحاد الوطني الحر:  الجبهة الشعبية:  نداء تونس:  حركة النهضة:  
5,6,3,58,1,529,431,600,9,169,178,422,600,0,9,373,10,40,422,0,True,1930,2350,3,4,3,5,2,0,2,0,2,4,29,3,0,0,1,0,1,0,6,0,0,0,2,1,7,2,1,1,1,0,0,3,1,0,3,1,2,4,1,3,0,1,0,0,9,4,0,1,85,7,0,3,2,1,0,5,153,3,1,التكتل من أجل العمل والحريات:1  الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
5,6,2,57,1,427,205,500,0,295,295,205,500,0,0,166,34,5,205,0,True,1845,2125,0,0,1,0,0,0,0,3,3,4,6,3,0,0,0,2,0,0,1,1,0,2,3,0,1,1,0,0,0,1,2,1,0,1,3,0,3,2,3,2,1,0,0,0,7,0,1,0,11,2,0,0,2,1,1,0,89,1,1,متحدون من أجل تونس:2  حركة النهضة:1  نداء تونس:1  
5,6,2,56,1,146,74,200,0,126,126,74,200,0,0,62,9,3,74,0,False,18:20,20:00,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,1,1,2,0,0,2,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,1,8,2,0,0,0,0,0,0,24,0,1,حركة النهضة:2  نداء تونس:2  المبادرة:  :  :  
5,6,1,55,4,544,348,600,0,252,252,348,600,0,0,338,6,4,348,0,False,19:40,22:00,43,7,1,0,0,0,0,0,0,0,43,2,0,0,0,0,6,6,11,1,0,0,0,0,2,1,0,1,0,0,2,2,1,0,0,1,6,4,0,0,0,1,1,0,0,1,0,0,81,1,0,0,0,0,0,6,105,2,0,نداء تونس:  متحدون من أجل تونس:  حركة النهضة:  التكتل من أجل العمل والحريات:  
5,6,1,55,3,545,375,600,1,224,225,375,600,0,0,362,11,2,375,0,True,18:30,21:15,17,11,0,0,0,0,1,0,0,2,41,2,1,0,0,2,7,9,11,0,0,1,1,0,3,0,0,0,0,1,3,3,0,0,1,1,6,3,0,1,1,2,0,0,1,3,1,1,119,1,0,0,2,0,0,2,101,0,0, حركة الشعب:  الجبهة الشعبية:  متحدون من أجل تونس:  تيار المحبة:  نداء تونس:  حركة النهضة:  
5,6,1,55,2,545,409,600,2,191,193,407,600,0,2,365,31,11,407,0,True,18:31,21:39,20,7,1,1,0,0,0,2,4,3,36,1,0,1,1,2,3,5,10,0,2,0,1,0,3,2,1,0,2,2,6,2,0,2,0,0,4,3,0,1,0,0,0,0,1,2,2,0,116,2,1,0,1,1,0,1,108,2,0,القائمة البورقيبية:  حركة النهضة:  أمل وعمل:  نداء تونس:  متحدون من أجل تونس:  
5,6,1,55,1,545,402,600,9,189,198,402,600,0,0,372,26,4,402,0,False,18:35,20:45,15,6,7,1,2,3,1,2,1,6,26,1,0,2,1,2,5,3,3,1,1,0,3,2,6,4,0,2,2,2,7,6,1,2,0,0,5,2,1,2,0,3,0,2,6,4,0,0,97,3,0,1,0,1,2,3,112,1,1,نداء تونس:1  العمل التونسي:1  متحدون من أجل تونس:1  حركة النهضة:1  المبادرة:1  
5,6,1,54,2,558,371,600,1,228,229,371,600,0,0,358,5,8,371,0,False,20H05,22H55,16,10,0,0,2,1,0,1,1,1,62,1,1,0,1,4,4,4,15,0,0,0,0,0,2,0,0,0,1,0,2,1,0,0,1,0,4,4,0,0,1,3,0,1,0,0,0,0,99,4,1,0,1,0,1,0,107,0,1,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  المبادرة:1  التكتل من أجل العمل والحريات:1  
5,6,1,54,1,559,436,600,3,162,165,435,600,0,1,404,13,18,435,0,True,,2350,19,7,0,1,0,1,0,1,1,2,42,0,1,0,0,4,8,3,8,3,0,0,2,2,3,2,0,1,2,0,2,4,0,1,0,0,5,5,0,3,0,3,0,0,0,4,0,0,126,4,1,1,1,1,1,2,126,1,0,الاتحاد الوطني الحر:1  نداء تونس:2  
5,6,1,53,4,519,353,600,0,247,247,353,600,0,0,349,2,2,353,0,False,18:20,22:15,34,7,1,0,1,0,0,0,0,0,42,1,0,0,0,1,6,11,12,0,1,1,0,0,5,0,0,1,0,1,4,2,0,1,1,0,3,0,0,1,0,0,0,0,0,2,0,0,85,3,2,0,0,0,0,0,119,1,0,التكتل من أجل العمل والحريات:2  حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
5,6,1,53,3,519,403,600,2,195,197,403,600,0,0,396,7,0,403,0,False,19:18,,24,12,0,0,0,0,0,0,0,2,38,2,1,2,2,2,10,4,14,0,0,1,0,0,3,0,0,0,0,0,5,2,0,1,0,1,1,4,0,0,0,0,0,0,1,3,0,2,143,1,2,0,0,0,2,0,109,2,0,حركة النهضة:   حركة الشعب:  متحدون من أجل تونس:  نداء تونس:  
5,6,1,53,2,519,426,600,3,171,174,426,600,0,0,415,9,2,426,0,False,19:00,22:45,22,3,2,1,1,2,0,2,1,5,26,1,1,0,0,2,14,11,18,2,0,1,1,1,1,0,0,0,1,0,2,0,0,0,1,2,4,1,1,0,1,1,0,1,1,1,0,1,141,4,0,1,0,1,0,0,131,1,0,المبادرة:  متحدون من أجل تونس:  حركة النهضة:  العمل التونسي:   حركة الشعب:  نداء تونس:  
5,6,1,53,1,519,438,600,0,162,162,438,600,0,0,408,15,15,438,0,False,19:15,21:50,16,4,1,4,0,0,1,0,1,5,23,2,0,0,2,3,17,11,12,1,2,0,2,2,4,0,1,1,0,0,4,2,0,1,0,0,4,3,1,1,1,0,2,0,4,3,1,0,120,4,1,0,0,0,0,3,133,4,1,نداء تونس:  متحدون من أجل تونس:   حركة الشعب:  حركة النهضة:  
5,8,7,94,2,412,277,500,0,223,223,277,500,0,0,271,0,6,277,0,False,18:19,22:30,3,3,1,0,0,0,0,1,0,8,28,1,1,0,0,3,1,6,3,0,0,0,0,0,3,1,0,1,0,0,0,0,0,2,0,0,6,10,1,0,0,4,0,0,0,2,0,0,114,2,0,0,1,0,0,0,65,0,0,حركة النهضة:1  نداء تونس:1  
5,8,7,94,1,413,323,500,1,178,179,321,500,0,2,289,16,16,321,0,False,18:48,22:58,0,1,0,0,1,0,0,1,4,8,19,0,1,0,1,2,1,3,4,2,3,0,2,0,2,1,1,1,0,3,2,2,1,3,0,0,1,7,1,3,0,4,0,1,1,1,1,2,118,1,0,2,0,1,4,1,69,1,1,نداء تونس:1  آفاق تونس:1  حركة النهضة:1  المبادرة:1  
5,8,7,93,6,580,360,700,0,340,340,360,700,0,0,351,6,3,360,0,False,18:50,20:45,1,3,0,1,0,2,1,0,1,9,59,1,0,0,1,1,1,9,7,1,1,1,1,1,3,2,0,1,0,4,2,0,0,1,0,0,5,11,0,0,1,9,1,0,0,0,0,0,119,1,1,0,0,0,0,0,88,0,0,نداء تونس:1  الاتحاد الوطني الحر:1  الحركة الدستورية:1  حركة النهضة:1  
5,8,7,93,5,582,344,700,1,355,356,344,700,0,0,337,2,5,344,0,False,18:30,21:48,1,7,1,0,1,1,2,1,1,11,36,2,0,0,0,2,0,7,12,0,1,0,1,0,2,1,0,2,1,2,0,0,0,1,1,0,5,9,1,0,0,2,0,0,0,3,1,0,130,1,1,0,0,1,0,0,85,1,0,الجبهة الشعبية:1  حركة النهضة:1  نداء تونس:1  
5,8,7,93,4,582,423,700,1,277,278,422,700,0,1,393,19,10,422,0,False,17:45,22:00,1,7,2,0,0,0,2,2,0,21,41,1,1,0,0,1,2,8,7,0,0,1,3,0,3,1,0,0,2,0,1,1,0,0,0,1,5,21,0,0,0,4,0,0,2,0,0,0,160,1,1,0,0,0,0,1,86,0,3,المبادرة:1  حركة النهضة:1  
5,8,7,93,3,582,445,700,1,254,255,445,700,0,0,415,25,5,445,0,False,18:35,22:07,2,3,1,3,0,1,1,1,1,18,27,2,0,0,0,1,3,6,19,0,2,1,3,2,3,1,0,2,0,1,0,2,0,1,0,1,3,17,1,0,0,7,2,3,4,1,1,1,165,1,0,2,0,1,0,0,96,2,0,حركة النهضة:1  المبادرة:1  نداء تونس:1  
5,8,7,93,2,582,448,700,2,250,252,448,700,0,0,405,23,20,448,0,False,18:40,23:00,1,8,2,4,1,1,1,2,0,16,31,2,0,1,0,0,3,5,6,0,3,0,2,3,1,2,2,2,1,3,2,2,4,1,1,1,2,14,0,4,1,2,1,2,5,2,2,2,142,2,0,1,4,1,1,0,101,1,1,المبادرة:1  حركة النهضة:1   حركة الشعب:1  نداء تونس:1  
5,8,7,93,1,582,475,700,0,225,225,475,700,0,0,386,54,35,475,0,False,18:50,22:15,1,3,1,4,2,0,2,1,5,19,27,2,1,4,1,0,1,3,4,0,1,0,1,0,4,1,2,1,1,3,1,2,1,2,3,0,3,23,2,1,0,6,1,1,7,1,1,1,119,4,1,0,2,0,1,1,102,4,1,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
5,8,6,92,5,562,282,600,2,316,318,282,600,0,0,277,1,4,282,0,False,1850,2105,2,11,1,1,0,5,0,1,0,2,39,2,1,0,0,1,1,7,12,0,1,1,0,0,7,0,0,0,0,0,0,0,0,1,0,1,5,4,0,0,1,13,1,0,0,2,0,0,104,0,0,1,0,0,0,0,49,0,0,حركة النهضة:3  المبادرة:1  نداء تونس:1  
5,8,6,92,4,563,307,600,0,293,0,307,307,293,0,299,1,7,307,0,False,2005,2005,3,13,0,0,0,7,1,0,0,0,24,1,1,0,0,1,2,3,17,0,1,1,0,0,2,0,1,0,0,0,1,4,1,1,0,0,2,10,0,0,0,15,0,0,0,3,0,0,103,0,1,0,0,0,1,1,76,2,0,حركة النهضة:2  نداء تونس:1  
5,8,6,92,3,563,371,600,3,226,229,371,600,0,0,358,9,4,371,0,False,1837,,2,19,2,0,0,3,0,0,0,0,24,1,1,0,1,1,3,2,9,3,0,0,2,1,2,2,3,0,0,1,1,2,3,2,0,3,6,8,0,1,0,20,3,1,0,2,0,1,149,1,2,0,0,0,1,0,69,1,0, حركة الشعب:1  نداء تونس:1  حركة النهضة:2  
5,8,6,92,2,563,388,600,4,209,212,388,600,0,0,332,54,2,338,56,False,1830,2045,0,5,1,4,0,2,4,1,2,4,27,1,4,0,1,3,4,1,12,4,1,3,3,0,6,4,0,0,0,1,1,3,2,3,0,0,3,14,1,3,0,8,4,1,5,9,2,1,95,3,1,2,1,0,3,1,61,2,1,حركة النهضة:2  نداء تونس:1  المبادرة:1  
5,8,6,92,1,563,415,600,1,181,182,418,600,0,3,376,19,21,418,0,True,1830,1,5,12,3,3,1,8,0,3,0,3,23,3,1,0,3,3,1,5,13,2,2,1,2,0,2,1,0,2,2,1,2,3,2,3,2,4,2,13,1,3,0,20,2,0,4,4,0,0,113,3,1,1,1,1,2,1,72,7,4,
5,8,5,91,6,513,364,600,0,236,236,364,600,0,0,357,3,4,364,0,False,,,1,13,0,0,0,0,0,0,0,1,53,2,0,1,0,3,3,20,15,2,2,0,0,1,4,0,0,0,0,2,0,0,0,0,0,0,3,1,1,2,0,8,0,1,0,2,0,0,72,1,2,1,0,0,0,0,140,0,0,حركة النهضة:1  نداء تونس:1  
5,8,5,91,5,513,349,600,0,251,251,349,600,0,0,346,1,2,349,0,False,1910,2150,6,12,1,0,0,0,0,0,0,1,26,2,1,1,0,9,2,24,10,1,2,0,1,1,8,0,0,0,1,0,0,2,0,1,0,1,4,1,0,0,0,7,0,0,1,2,0,0,90,2,1,0,0,0,0,0,124,1,0,آفاق تونس:1  حركة النهضة:1  نداء تونس:1  
5,8,5,91,4,513,385,600,0,215,215,385,600,0,0,376,6,3,385,0,False,1832,2130,6,9,0,0,0,1,0,1,0,1,32,1,1,0,0,3,3,17,14,1,1,0,0,2,2,1,0,0,0,0,0,1,1,0,1,0,2,4,0,0,0,6,1,0,1,4,0,0,131,4,0,0,0,0,1,0,121,2,0,حركة النهضة:1  الحركة الدستورية:1  نداء تونس:1  
5,8,5,91,3,513,397,600,2,201,203,397,600,0,0,386,6,5,397,0,True,1910,,13,7,1,0,0,1,1,0,0,2,21,3,1,0,0,6,3,8,18,0,0,0,0,2,7,2,1,1,0,1,0,1,1,1,0,1,4,6,1,1,0,6,1,1,1,2,1,0,142,3,1,0,0,0,0,0,109,3,1,حركة النهضة:1  نداء تونس:1  
5,8,5,91,2,513,409,600,4,187,191,409,600,0,0,391,13,5,409,0,False,2000,2201,3,9,3,0,2,1,0,0,2,6,28,4,0,1,1,3,4,7,7,2,0,1,1,0,3,0,1,0,1,2,2,4,3,2,1,0,3,4,3,1,3,10,1,0,2,5,0,1,129,2,1,1,1,1,0,2,115,2,0,أمل وعمل:1  حركة النهضة:1  الحركة الدستورية:1  
5,8,5,91,1,513,418,600,2,180,182,418,600,0,0,398,12,8,418,0,False,1930,2200,5,6,1,1,3,1,0,1,2,4,17,2,0,0,0,3,7,7,5,1,3,1,0,1,9,0,1,0,1,1,5,4,1,1,1,4,2,3,1,1,1,10,2,1,1,2,0,0,100,2,1,1,0,0,0,2,167,2,0,الحركة الدستورية:1  حركة النهضة:1  نداء تونس:1  
5,8,5,90,4,455,337,500,0,163,163,337,500,0,0,334,1,2,337,0,False,1815,2100,2,15,4,1,0,1,0,0,0,0,48,1,0,0,0,10,4,18,19,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,6,4,0,0,0,12,0,0,0,0,0,0,72,2,0,0,1,0,1,0,105,0,0,أمل وعمل:1  حركة النهضة:1  نداء تونس:1  
5,8,5,90,2,456,381,500,0,119,119,381,500,0,0,364,8,9,381,0,False,1900,2215,6,11,1,0,0,0,0,0,2,2,28,1,1,0,0,5,3,11,6,1,1,0,0,2,4,1,0,0,1,0,1,1,0,0,0,1,2,1,1,1,1,13,1,0,1,2,0,0,125,4,1,0,0,0,0,2,114,4,1,حركة النهضة:1  نداء تونس:1  
5,8,5,90,1,456,384,500,3,114,117,383,500,0,1,366,8,9,383,0,False,1815,2035,4,7,3,2,0,0,1,3,2,4,21,1,2,0,0,5,4,12,5,3,2,1,0,1,3,2,1,3,0,1,2,3,0,2,1,0,4,4,1,3,3,26,3,0,2,3,1,0,81,0,3,0,0,0,3,3,122,2,1,نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
5,8,5,89,6,542,337,600,0,263,263,337,600,0,0,332,1,4,337,0,False,19H10,21H20,3,7,0,1,0,1,0,1,0,1,23,2,0,0,0,2,3,11,20,1,2,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,5,4,0,1,0,17,0,0,0,1,0,0,103,2,1,0,0,0,0,0,108,2,1,حركة النهضة:1  نداء تونس:1  
5,3,7,33,3,445,243,500,0,257,257,243,500,0,0,230,3,10,243,0,True,18H40,20H58,2,5,0,3,1,1,0,1,0,0,28,1,0,1,1,1,4,5,2,1,0,2,0,1,4,0,0,0,0,0,3,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,72,4,1,0,1,0,0,1,76,1,0,حركة النهضة:1  
5,3,7,33,2,447,295,500,0,205,205,295,500,0,0,270,6,19,295,0,True,18H45,21H30,2,1,2,3,0,2,0,1,0,1,13,2,2,0,0,0,2,3,2,1,0,0,0,1,7,1,0,3,1,0,0,1,1,0,1,1,5,2,0,1,0,1,0,1,1,5,0,0,116,2,0,0,1,1,1,1,78,0,0,حركة النهضة:1  نداء تونس:1  
5,3,7,33,1,447,317,500,1,182,183,316,499,1,1,277,22,17,316,0,True,18.55,21.10,0,1,1,4,2,3,1,3,1,2,16,1,2,0,1,2,0,1,3,3,2,0,2,1,3,1,1,1,5,0,2,4,3,0,2,1,1,5,3,2,2,1,3,2,2,4,0,0,86,1,0,0,4,2,1,0,82,1,1,نداء تونس:1  حركة النهضة:1  تيار المحبة:1  
5,3,7,32,1,472,339,500,0,161,161,339,500,0,0,319,15,5,339,0,True,19.13,21.29,3,3,1,3,1,1,0,0,0,2,15,0,1,0,1,1,2,10,2,1,0,0,0,1,4,0,0,3,1,0,1,1,0,0,1,1,1,10,0,0,1,2,1,2,5,1,0,0,82,6,2,2,1,0,2,0,137,3,1,حركة النهضة:3  نداء تونس:1  التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  
5,3,7,31,1,392,309,500,1,190,191,309,500,0,0,305,2,2,309,0,True,19.30,23.00,3,7,1,1,0,2,0,2,0,2,9,2,0,0,1,2,1,5,1,0,0,0,1,0,4,0,1,0,2,0,0,2,1,3,0,0,5,2,1,0,0,1,1,0,1,4,1,1,136,1,0,0,2,0,0,1,93,2,0,حركة النهضة:3  الاتحاد الوطني الحر:2  نداء تونس:1  
5,3,6,30,1,316,244,400,0,156,156,244,400,0,0,233,6,5,244,0,True,18.45,20.10,2,1,1,2,0,0,0,0,0,3,15,2,1,3,0,0,1,2,4,0,0,0,0,0,16,1,2,0,0,0,2,5,3,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,46,1,0,0,1,0,0,0,109,0,4,حركة النهضة:1  الحركة الدستورية:1  نداء تونس:1  
5,3,6,29,3,399,234,500,0,266,266,234,500,0,0,225,7,2,234,0,True,18.30,,0,2,0,3,1,1,1,1,0,0,17,2,1,0,1,2,2,6,7,0,0,0,0,3,7,0,1,0,2,0,1,4,0,0,0,1,13,5,1,0,0,1,0,0,1,2,0,1,48,0,1,0,0,0,1,0,80,5,0,حركة النهضة:2  الحزب الجمهوري:1  نداء تونس:1  
5,3,6,29,2,401,285,500,1,214,215,285,500,0,0,270,14,1,285,0,True,19h,23h40,3,5,1,1,0,0,1,1,0,1,17,1,1,0,0,1,2,5,7,1,0,0,0,0,6,1,0,0,1,0,1,0,1,0,2,1,6,2,0,1,0,0,1,2,1,1,0,1,80,3,1,1,0,3,2,2,99,3,0,حركة النهضة:1  الحزب الجمهوري:1  نداء تونس:2  
5,3,6,29,1,401,319,500,1,180,181,319,500,0,0,269,35,15,319,0,False,1845,2210,1,2,0,1,0,0,0,2,2,5,11,3,1,1,2,4,1,1,4,2,2,3,0,1,10,1,1,1,1,0,1,3,0,2,2,1,8,6,1,0,0,0,2,1,5,3,2,0,66,3,1,1,1,2,2,0,86,6,0,حركة النهضة:1  القائمة البورقيبية:1  نداء تونس:2  
5,3,5,28,3,421,261,500,0,239,239,261,500,0,0,256,1,4,261,0,True,18h46,,1,8,1,0,2,0,0,1,0,0,30,2,0,0,0,3,1,7,9,0,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,3,1,0,1,1,1,1,0,0,0,0,1,75,1,2,0,1,0,0,0,97,0,0,حركة النهضة:2  نداء تونس:1  
5,3,5,28,2,423,341,500,0,159,159,341,500,0,0,320,16,5,341,0,True,19h10,21h30,3,7,1,0,0,0,0,0,0,1,22,0,1,0,1,4,2,8,2,1,0,0,0,1,3,1,0,0,0,2,1,5,1,1,2,0,4,5,2,0,0,0,0,1,5,2,1,0,136,0,1,0,0,0,1,0,91,1,0,حزب المجد:1  حركة النهضة:1  نداء تونس:1  التحالف الديمقراطي:1  الأمانة والعدالة:1  
5,3,5,28,1,423,332,500,4,165,169,331,500,0,1,303,22,6,331,0,True,18:49,,2,7,0,1,2,0,0,0,1,0,30,2,0,2,1,2,3,2,10,3,1,1,2,2,3,0,2,2,0,0,0,1,1,0,2,0,2,4,1,0,0,1,3,0,9,2,0,0,85,1,0,1,1,1,0,2,102,2,1,حركة النهضة:2  نداء تونس:1  
5,3,4,27,3,482,319,600,3,278,281,319,600,0,0,308,6,5,319,0,True,1925,2150,0,6,0,0,0,0,0,0,1,1,64,1,0,0,0,2,1,2,2,1,0,0,1,2,2,1,0,1,1,0,0,2,0,0,0,1,7,1,0,0,0,1,0,1,0,1,0,0,122,5,3,1,0,0,1,1,72,0,0,حركة النهضة:1  القائمة البورقيبية:1  نداء تونس:1  
5,3,4,27,2,482,359,600,0,241,241,359,600,0,0,340,5,14,359,0,False,18h15,21h30,2,3,0,1,0,1,1,1,1,2,38,3,0,0,0,2,3,3,7,1,0,0,1,1,5,0,0,1,1,0,2,5,0,1,2,1,9,2,2,1,0,0,1,1,0,2,1,0,144,4,3,1,0,0,0,2,75,1,0,حركة النهضة:1  نداء تونس:1  
5,3,4,27,1,482,371,600,0,229,229,371,600,0,0,326,40,5,371,0,True,1900,2140,0,4,2,5,2,1,1,2,1,3,1,2,1,3,2,3,4,2,2,3,0,2,1,4,3,0,2,1,0,0,3,3,1,1,2,2,7,5,2,1,0,0,1,2,0,2,0,1,111,2,2,1,1,1,3,1,81,3,0,حركة النهضة:2  نداء تونس:1  القائمة البورقيبية:1  
5,3,3,26,3,425,249,500,3,249,252,248,500,0,1,235,8,5,248,0,True,18:05,21:16,2,4,1,0,0,1,1,0,0,1,40,0,0,1,0,0,2,5,1,1,0,0,0,0,5,0,0,0,0,0,1,2,1,1,0,1,2,5,0,0,1,0,1,0,2,1,0,0,57,0,0,0,0,2,1,1,91,0,0,حركة النهضة:2  الحزب الجمهوري:2  نداء تونس:1  
5,3,3,26,2,425,327,500,0,173,173,327,500,0,0,307,6,14,327,0,True,1830,2030,0,3,0,0,0,0,1,3,0,6,38,1,0,1,1,1,1,3,3,1,0,1,1,4,7,3,0,2,2,0,1,6,2,1,0,1,3,5,0,1,1,0,1,3,1,1,0,1,85,3,2,0,0,1,3,0,102,0,0,حركة النهضة:2  نداء تونس:1  تيار المحبة:1  الحزب الجمهوري:1  
5,3,3,26,1,425,327,500,1,172,173,327,500,0,0,273,25,29,327,0,True,1917,2130,0,4,1,3,0,3,0,2,1,12,24,3,2,1,1,1,0,4,3,2,0,0,1,2,4,1,1,1,0,2,6,7,1,1,2,2,1,12,1,1,1,4,0,0,2,9,1,0,51,3,0,1,2,1,2,0,79,4,0,حركة النهضة:2  نداء تونس:1  حزب المجد:1  الحزب الجمهوري:1  القائمة البورقيبية:1  
5,3,2,25,4,542,355,600,0,245,245,355,600,0,0,344,5,6,355,0,True,1845,2115,1,8,0,1,1,0,0,0,6,0,48,1,0,0,0,2,2,19,13,1,0,0,1,4,5,0,0,2,0,0,0,6,0,0,0,0,8,4,0,0,0,1,0,0,0,6,0,0,98,3,3,0,0,0,0,0,99,1,0,حركة النهضة:2  حزب المجد:1  نداء تونس:1  الحزب الجمهوري:1  تيار المحبة:1  
5,3,2,25,3,542,399,598,0,199,199,399,598,0,0,386,5,8,399,0,True,1845,2130,0,14,0,1,0,1,2,0,8,2,39,2,0,0,0,5,2,9,4,1,1,0,0,4,9,0,0,1,0,0,1,4,1,1,0,0,13,3,2,1,1,0,2,0,0,6,0,1,133,6,1,0,0,1,1,0,103,0,0,حركة النهضة:2  نداء تونس:1  الاتحاد الوطني الحر:1  حزب المجد:1  الجبهة الشعبية:1  
5,3,2,25,2,542,424,600,0,176,176,424,600,0,0,383,24,17,424,0,True,19.05,22.30,8,6,0,1,0,0,0,1,14,6,32,1,0,0,0,4,1,6,13,2,1,2,1,5,5,0,0,3,2,0,2,4,2,4,0,0,3,2,0,0,0,0,2,2,0,2,1,1,141,7,4,1,3,1,0,2,85,0,0,حركة النهضة:2  التحالف الديمقراطي:1  نداء تونس:1  
5,3,2,25,1,542,441,600,0,159,159,441,600,0,0,411,23,7,441,0,True,19.00,22.00,0,6,2,5,1,1,3,1,9,7,26,1,1,0,0,2,1,6,4,1,0,1,3,4,5,2,0,1,1,0,1,4,1,2,2,0,5,4,0,2,0,0,3,1,7,3,0,1,126,5,6,2,0,1,0,0,136,3,2,حركة النهضة:1  تيار المحبة:1  القائمة البورقيبية:1  الجبهة الشعبية:1  نداء تونس:1  الاتحاد الوطني الحر:1  
