circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, حركة الشعب,آفاق تونس,أمل وعمل,اتحاد الشباب الديمقراطي,اتحاد القوى الشبابية,الأحرار,الأمان,الأمانة والعدالة,الأمل,الائتلاف الديمقراطي للعمل والتنمية,الاتحاد الوطني الحر,الاتحاد من أجل تونس,الاصلاح والتنمية,البناء الوطني,التآلف,التحالف الديمقراطي,التكتل من أجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الجبهة الوطنية التونسية,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحرية من أجل العدالة والتنمية,الحزب التونسي,الحزب الجمهوري,الزيتونة,السلام والازدهار,الشباب الحر,الشعب يريد ,الصمود,العمل التونسي,القائمة البورقيبية,القائمة المستقلة العين الساهرة,القائمة المستقلة لخدمة منوبة,القلم,المؤتمر الشعبي,المؤتمر من أجل الجمهورية,المبادرة,المدافعون عن الحق,المستقبل,المعطلين عن العمل,النجاح,الوفاق ,تونس العزيزة,تونس الغد,تيار المحبة,حركة البناء المغاربي,حركة الديمقراطيين الاشتراكيين,حركة النهضة,حركة وفاء,حزب المجد,حزب المحافظين التونسيين,صوت شعب تونس,قائمة النور للديمقراطية والتنمية,قائمة حزب العدل والتنمية,متحدون من أجل تونس,حركة نداء تونس,نداء قرطاج,وطني,observers
5,3,1,24,2,348,228,400,0,172,172,228,400,0,0,216,7,5,228,0,True,18.30,20.15,1,4,0,2,0,0,0,1,0,0,34,0,0,1,1,1,1,6,7,2,1,0,1,2,4,0,0,3,0,0,0,2,0,1,0,1,2,4,0,1,0,0,2,0,0,1,0,0,66,3,4,0,0,0,1,0,55,1,0,نداء تونس:1  حركة النهضة:1  تيار المحبة:1  الحزب الجمهوري:1  
5,3,1,24,1,349,274,400,0,126,126,274,400,0,0,254,12,8,274,0,True,18.45,20.45,0,4,3,1,0,0,1,2,1,4,18,4,1,1,2,1,3,3,6,1,2,0,2,0,1,1,2,0,1,2,1,8,1,1,1,0,2,5,2,1,0,1,0,0,5,2,1,1,74,1,8,2,1,2,1,0,64,2,0,آفاق تونس:1  حركة النهضة:1  نداء تونس:1  القائمة البورقيبية:1  
5,3,1,23,6,509,351,600,2,246,248,351,599,1,0,345,2,4,351,0,False,1925,2150,0,24,0,0,0,0,3,0,0,0,48,1,0,0,0,4,3,14,9,0,0,0,0,3,9,0,0,9,0,0,0,0,0,0,0,0,9,4,0,0,0,1,0,0,0,3,0,0,84,2,5,0,0,1,0,0,110,0,0,حركة النهضة:2  نداء تونس:1  الحزب الجمهوري:1  
5,3,1,23,5,508,349,600,4,247,251,349,600,0,0,346,2,1,349,0,True,1849,2226,0,12,1,0,0,1,4,0,1,0,28,2,0,0,0,5,0,18,14,0,1,0,0,7,6,0,0,4,0,0,1,0,0,0,0,1,11,5,0,0,0,2,0,0,1,3,0,0,91,1,4,0,0,0,0,0,120,2,0,القائمة البورقيبية:1  نداء تونس:1  الحزب الجمهوري:1  حركة النهضة:2  
5,3,1,23,4,508,354,600,2,244,246,354,600,0,0,349,3,2,354,0,True,1845,2230,2,6,1,0,1,0,1,0,0,2,26,1,0,0,0,2,3,20,8,1,0,0,1,1,11,1,0,4,0,0,2,2,0,0,0,0,5,5,0,0,0,6,0,0,0,2,0,0,109,1,7,0,0,0,0,0,115,2,0,الحزب الجمهوري:1  حركة النهضة:1  التحالف الديمقراطي:1  
5,3,1,23,3,508,404,600,3,193,196,404,600,0,0,395,1,8,404,0,True,1855,2330,2,11,0,1,0,1,1,0,1,3,31,2,0,0,0,2,2,11,15,1,1,0,1,4,9,0,0,2,2,0,1,3,0,0,0,0,12,1,0,0,0,3,1,0,0,1,0,0,139,1,6,0,0,0,0,0,121,1,2,نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
5,3,1,23,2,508,404,600,0,196,196,404,600,0,0,378,13,13,404,0,False,18h55,22h50,2,9,1,3,2,0,2,1,1,6,14,2,0,1,1,5,6,14,4,1,2,0,2,5,6,2,0,0,2,0,4,2,0,1,1,0,2,4,1,2,0,3,0,0,3,3,0,2,107,1,16,0,0,0,2,0,127,3,0,حزب المجد:1  حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
5,3,1,23,1,508,431,600,2,167,169,431,600,0,0,407,14,10,431,0,True,1840,2145,3,19,1,1,2,0,1,0,2,3,28,0,2,1,1,2,2,3,10,3,0,3,0,3,5,1,0,4,0,2,2,0,1,0,1,1,3,9,1,0,0,1,0,2,3,2,0,1,121,2,13,1,1,0,1,1,135,2,1,التكتل من أجل العمل والحريات:1  حركة النهضة:1  تيار المحبة:1  نداء تونس:1  
5,3,1,22,8,548,430,600,5,165,170,430,600,0,0,419,8,3,430,0,False,18H50,21H40,1,15,0,0,0,0,3,0,0,0,43,2,0,1,0,0,1,19,16,0,0,0,0,7,5,0,0,2,0,0,0,4,0,0,0,1,12,3,0,0,0,2,1,2,0,1,0,0,140,3,2,1,0,0,1,1,127,0,0,حركة النهضة:2  حزب المجد:1  
5,3,1,22,7,553,394,600,1,205,206,394,600,0,0,389,4,1,394,0,False,19h05,22h37,2,16,0,0,1,0,0,0,0,1,22,3,1,0,0,5,2,21,13,0,0,0,0,8,9,2,0,3,0,0,1,0,0,0,0,0,9,3,0,1,0,2,1,0,0,2,0,0,140,8,4,0,0,0,0,0,109,0,0,حزب المجد:1  حركة النهضة:2  الحزب الجمهوري:1  نداء تونس:1  
5,3,1,22,6,553,424,600,1,175,176,424,600,0,0,418,2,4,424,0,True,19.25,22.00,1,10,1,0,0,0,0,1,0,0,27,1,1,0,0,2,3,21,4,0,1,0,0,5,14,1,0,0,0,0,0,1,1,0,0,1,3,5,0,0,0,2,1,0,0,3,0,2,169,6,8,0,1,0,0,0,119,3,0,الشباب الحر:1  حركة النهضة:2  نداء تونس:1  
5,3,1,22,5,553,465,600,2,133,135,465,600,0,0,458,4,3,465,0,True,1908,2225,3,11,0,0,0,0,2,0,0,1,30,1,0,0,1,4,4,16,8,1,1,0,0,4,4,0,1,0,1,1,2,3,0,0,0,0,4,8,0,0,0,2,1,2,0,3,0,1,202,4,3,0,0,0,0,1,126,1,1,حركة النهضة:2  نداء تونس:1  الحزب الجمهوري:1  حزب المجد:1  
5,3,1,22,4,553,457,600,1,143,144,456,600,0,1,446,7,3,456,0,True,18.30,21.50,4,17,0,1,0,1,3,0,1,3,16,2,1,0,0,2,4,14,23,2,0,1,0,2,7,1,0,3,0,0,1,1,0,0,1,0,9,4,0,0,1,0,0,0,2,3,0,0,182,5,5,1,0,0,0,0,123,0,0,حركة النهضة:2  الحزب الجمهوري:1  التحالف الديمقراطي:1  نداء تونس:1  
5,3,1,22,3,553,449,600,0,151,151,449,600,0,0,432,16,1,449,0,True,1900,2230,4,10,0,3,1,2,1,3,2,5,25,2,2,2,0,3,2,5,6,1,2,1,0,4,4,2,1,1,1,2,1,4,0,1,1,0,6,6,2,1,0,5,1,1,3,0,0,1,158,1,6,0,0,0,3,1,132,1,0,حركة النهضة:2  نداء تونس:1  
5,3,1,22,2,553,466,599,3,130,133,466,599,133,0,440,16,10,466,0,False,19H,22H,3,3,2,4,0,0,2,1,1,1,19,5,3,0,1,2,7,8,8,1,5,0,5,9,10,1,1,4,2,0,6,4,3,1,2,3,0,8,5,3,0,5,1,0,1,4,1,1,130,1,15,1,1,2,1,1,131,2,0,حركة النهضة:2  نداء تونس:1  آفاق تونس:1  تيار المحبة:1  حزب المجد:1  
5,3,1,22,1,553,478,600,2,120,122,478,600,0,0,462,9,7,478,0,True,19.15,21.15,1,7,1,1,1,0,0,0,1,2,11,0,1,0,0,2,2,11,5,2,1,1,0,3,7,4,1,4,0,0,3,2,0,1,0,0,4,5,0,2,0,2,0,0,0,3,0,3,197,3,3,0,0,0,1,0,163,1,0,التكتل من أجل العمل والحريات:1  حزب المجد:1  حركة النهضة:2  القائمة البورقيبية:1  
5,7,5,79,2,569,354,600,1,245,246,354,600,0,0,333,6,15,354,0,True,2016,2245,1,4,0,0,0,1,1,2,0,1,22,1,1,0,1,0,2,9,14,2,0,0,0,1,4,0,1,0,0,0,1,6,2,0,2,0,8,0,0,1,0,1,0,0,1,6,0,0,113,3,0,0,1,1,1,0,116,2,0,حركة النهضة:1  نداء تونس:1  
5,7,5,79,1,569,427,600,2,171,173,427,600,0,0,377,38,12,427,0,True,2000,2258,1,2,3,5,1,0,2,1,1,11,15,4,2,1,1,3,4,6,9,3,0,1,0,1,4,3,1,0,2,0,1,6,3,1,2,0,0,7,1,0,0,4,3,0,6,8,0,0,86,3,1,1,0,3,1,1,148,4,0,حركة النهضة:2  الجبهة الشعبية:1  :  
5,7,4,78,6,515,402,600,3,195,198,402,600,0,0,399,1,2,402,0,True,19.00,21.30,0,42,0,0,1,0,0,0,0,0,29,8,0,0,0,4,1,18,21,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,70,1,0,0,0,0,0,0,187,1,0,حركة النهضة:1  
5,7,4,78,5,517,384,600,1,215,216,384,600,0,0,379,1,4,384,0,True,1845,2115,0,30,0,0,0,0,0,0,0,2,16,2,1,0,0,6,1,34,10,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,8,2,0,1,1,0,0,1,1,1,0,1,75,1,2,1,0,0,0,0,175,0,0,نداء تونس:1  حركة النهضة:1  
5,7,4,78,4,517,414,600,2,184,186,414,600,0,0,407,4,3,414,0,True,1842,2130,0,13,0,0,0,1,0,1,1,0,12,6,1,1,0,4,1,28,7,0,0,0,0,0,12,2,0,0,0,0,1,1,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,128,2,1,0,0,0,0,1,170,0,0,حركة النهضة:1  الحزب الجمهوري:1  
5,7,4,78,3,517,435,600,0,165,165,435,600,0,0,428,3,4,435,0,True,1908,2212,1,12,0,1,1,1,0,0,0,2,12,1,1,0,1,4,0,19,25,0,1,1,0,0,4,1,0,0,0,0,1,0,1,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,126,4,0,0,1,0,0,0,194,1,0,آفاق تونس:1  حركة النهضة:1  نداء تونس:1  
5,7,4,78,2,517,445,600,2,153,155,445,600,0,0,436,6,3,445,0,True,1845,,1,12,1,0,0,0,1,0,0,2,13,4,2,0,2,4,4,17,10,0,1,0,0,0,3,0,1,0,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,4,1,0,0,130,5,0,0,0,0,0,1,209,0,0,حركة النهضة:1  نداء تونس:1  
5,7,4,78,1,517,455,600,0,145,145,455,600,0,0,452,1,2,455,0,True,1815,2130,2,19,1,1,0,0,0,1,1,1,17,6,0,0,0,4,2,13,15,2,1,0,0,0,5,0,1,0,0,0,2,0,0,0,0,0,2,3,1,0,0,1,2,0,0,2,0,0,114,2,4,0,0,0,0,0,224,2,0,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
5,7,4,77,3,515,345,600,0,255,255,345,600,0,0,340,3,2,345,0,True,1845,2030,0,14,0,0,0,4,0,0,0,0,26,2,1,0,0,6,1,19,17,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,83,6,2,0,0,0,0,0,144,1,1,حركة النهضة:1  نداء تونس:1  
5,7,4,77,2,516,391,600,0,209,209,391,600,0,0,374,10,7,391,0,True,1830,2205,1,12,1,2,0,0,1,2,1,2,21,6,1,0,0,3,2,11,10,3,0,1,2,0,5,5,0,0,0,0,0,4,0,0,0,0,7,2,0,1,1,1,3,0,2,1,0,0,119,6,0,0,0,0,1,0,132,0,2,حركة النهضة:1  الجبهة الشعبية:1  نداء تونس:1  
5,7,4,77,1,516,400,600,1,199,200,400,600,0,0,369,12,19,400,0,False,18:30,21:42,2,17,4,4,0,3,0,1,2,6,6,1,2,0,1,0,2,11,1,3,0,0,0,2,4,2,1,2,0,1,3,3,1,0,0,2,7,3,0,1,2,0,3,1,4,0,2,0,123,6,3,0,1,0,0,1,123,2,0,الجبهة الشعبية:  حركة النهضة:  القائمة البورقيبية:  
5,7,3,76,5,507,350,600,0,250,0,350,350,250,0,346,1,3,350,0,False,18:15,21:17,2,23,1,0,0,1,1,0,1,0,28,1,4,0,1,2,1,22,13,0,0,0,1,0,9,0,0,0,1,0,0,2,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,1,80,0,2,0,0,1,0,0,139,0,0,حركة النهضة:1  القائمة البورقيبية:1  نداء تونس:1  
5,7,3,76,4,505,350,600,1,249,250,350,600,0,0,344,3,3,350,0,True,20:42,23:56,1,13,0,1,0,0,0,0,0,0,20,5,1,1,0,4,0,22,8,1,3,0,2,0,3,3,0,0,0,0,0,0,0,1,2,0,8,0,0,0,0,1,1,0,1,0,0,0,91,1,2,1,0,0,0,0,147,0,0,التحالف الديمقراطي:1  نداء تونس:1  حركة النهضة:1  
5,7,3,76,3,505,376,600,0,224,224,376,600,0,0,370,3,3,376,0,True,19.00,21.10,0,11,0,1,0,4,0,1,0,0,15,3,3,0,0,4,2,17,14,1,0,1,0,1,7,3,0,0,0,0,0,5,0,1,0,0,4,0,0,1,0,1,0,1,1,0,0,1,125,2,2,0,0,0,0,0,137,0,1,حركة النهضة:1   حركة الشعب:1  نداء تونس:1  
5,7,3,76,2,505,388,600,3,209,212,388,600,0,0,377,9,2,388,0,True,19:07,21:14,3,17,0,1,0,0,0,1,2,4,6,3,6,0,0,2,2,8,21,0,0,0,1,1,3,1,1,2,0,0,0,4,0,0,1,0,8,3,0,1,0,0,2,0,0,0,0,0,106,7,0,0,0,0,0,0,157,1,2,تيار المحبة:1  نداء تونس:1  حركة النهضة:1  
5,7,3,76,1,505,405,600,0,195,195,405,600,0,0,385,14,6,405,0,True,1808,2210,1,11,0,0,0,0,1,0,2,1,13,3,4,0,0,2,3,13,8,2,1,0,0,0,3,3,0,0,0,1,2,8,0,2,2,0,0,0,0,0,0,1,0,0,2,3,2,1,114,3,1,0,0,0,0,0,172,0,0,حركة النهضة:1  نداء تونس:1  
5,7,3,75,6,574,353,700,5,342,347,353,700,0,0,345,1,7,353,0,True,18:35,21:15,2,29,0,2,1,1,1,0,0,0,17,3,0,0,0,6,3,25,18,3,2,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,10,2,0,0,1,0,0,0,0,2,0,0,72,4,2,0,0,0,1,0,129,2,0,حركة النهضة:1  القائمة البورقيبية:1  الجبهة الوطنية التونسية:1  
5,7,3,75,5,575,380,700,1,319,320,380,700,0,0,373,4,3,380,0,True,18H30,,5,16,0,0,0,0,0,0,1,0,17,6,1,0,0,10,2,38,18,3,0,0,0,4,6,0,1,0,1,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,2,0,0,0,81,2,0,0,0,0,0,0,145,0,0,حركة النهضة:1  نداء تونس:1  
5,7,3,75,3,575,424,700,2,275,277,423,700,0,1,413,6,4,423,0,True,1840,2145,5,16,0,0,0,1,0,0,1,2,10,4,2,0,0,5,4,13,15,1,3,0,1,0,8,1,0,0,1,0,0,3,0,0,0,0,9,1,2,0,0,0,0,0,0,4,0,0,133,1,4,0,0,0,0,1,162,0,0,حركة النهضة:1  الحزب الجمهوري:1  
5,7,3,75,2,575,461,700,3,238,241,459,700,0,2,444,6,9,459,0,False,18:45,21:27,3,14,1,2,1,0,0,0,1,3,13,4,0,1,0,3,2,14,14,5,0,0,1,1,7,2,0,1,1,0,2,0,0,0,1,0,0,3,0,1,0,1,1,1,1,6,0,0,165,2,2,0,0,0,0,0,161,3,0,حركة النهضة:1  نداء تونس:1  
5,7,3,75,1,575,473,700,0,227,227,473,473,0,0,458,6,9,473,0,True,1900,2145,1,13,1,0,0,1,1,3,1,2,6,6,0,1,0,2,4,13,16,3,3,1,0,3,9,1,2,0,0,1,1,3,2,1,0,0,4,1,2,2,1,1,1,0,1,2,1,2,102,2,0,0,1,0,1,0,232,0,1,حركة النهضة:1  تيار المحبة:1  نداء تونس:1  
5,7,3,74,8,547,403,600,1,196,197,403,600,0,0,396,2,5,403,0,False,18:20,21:30,1,21,0,1,2,2,0,0,0,2,31,4,4,0,0,1,1,17,26,1,1,0,0,0,7,1,0,0,0,0,2,8,0,1,1,0,8,2,0,0,0,0,0,0,0,1,0,0,80,0,0,0,0,0,0,0,170,0,0,حركة النهضة:1  
5,7,3,74,7,547,377,600,1,222,223,377,600,0,0,374,1,2,377,0,False,19:00,21:30,2,20,1,0,0,0,1,0,0,2,19,5,0,0,1,3,1,16,18,3,0,0,0,0,6,1,0,0,1,0,0,3,0,0,0,0,11,0,0,0,2,0,1,0,0,3,0,0,95,0,1,0,0,0,0,0,157,1,0,حركة النهضة:1  
5,7,3,74,6,547,414,600,0,186,186,414,600,0,0,405,4,5,414,0,False,19:00,,2,18,0,0,0,0,0,0,1,1,14,1,4,1,0,4,1,23,8,1,0,0,1,1,8,3,0,0,1,0,1,4,0,0,0,1,8,2,0,0,0,0,0,0,1,2,0,0,136,3,0,0,0,0,0,0,153,1,0,حركة النهضة:1  
5,7,3,74,5,547,435,600,2,163,165,435,600,0,0,426,8,1,435,0,False,18H28,21H38,5,16,0,0,0,0,0,2,1,1,15,2,4,0,0,3,3,18,13,1,0,0,1,0,3,1,0,0,0,0,0,4,0,0,0,0,9,3,0,0,0,1,0,2,0,3,0,0,174,4,1,1,1,1,0,0,132,1,0,حركة النهضة:1  نداء تونس:1  
5,7,3,74,4,547,427,600,4,170,174,426,600,0,1,415,5,6,426,0,False,2012,2258,3,10,0,1,0,0,0,0,0,7,16,2,3,0,0,2,3,16,20,2,0,1,0,0,5,0,0,0,1,0,1,2,0,1,0,0,9,1,0,1,0,0,0,0,1,2,0,0,146,2,1,0,0,0,0,1,155,0,0,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
5,7,3,74,3,547,437,600,0,163,163,437,600,0,0,420,15,2,437,0,False,18:38,21:45,1,7,0,1,1,1,0,1,1,4,13,4,5,0,1,0,3,16,12,1,1,0,0,1,8,0,3,0,1,0,1,10,0,3,1,1,5,2,0,0,0,1,0,0,1,2,0,0,143,6,0,0,0,0,0,0,157,1,0,حركة النهضة:1   حركة الشعب:1  نداء تونس:2  
5,7,3,74,2,547,436,600,2,162,164,436,600,0,0,408,15,13,436,0,False,18:15,21:00,6,12,3,0,1,1,2,0,0,2,12,4,8,0,2,3,3,7,6,0,1,0,1,0,3,3,3,0,0,0,2,8,0,3,2,0,1,2,2,1,0,1,0,0,5,2,0,2,108,0,0,1,0,0,0,2,181,2,0, حركة الشعب:1  حركة النهضة:1  القائمة البورقيبية:1  
5,7,1,71,4,564,448,600,0,152,152,448,600,0,0,444,3,1,448,0,False,18h40,21h10,1,21,0,0,0,1,1,0,0,1,25,5,1,1,0,4,2,22,13,1,1,0,2,1,9,2,0,1,0,0,0,1,1,1,1,0,5,5,0,0,0,2,0,0,0,4,0,0,114,2,1,0,1,0,0,0,188,3,0,العمل التونسي:1  حركة النهضة:1  التحالف الديمقراطي:1  نداء تونس:1  
5,7,1,71,3,564,486,600,1,114,115,485,600,0,1,476,4,5,485,0,True,1830,2105,3,16,0,0,0,1,0,0,4,1,14,2,0,0,0,8,3,16,27,0,1,0,1,0,6,1,1,0,2,1,0,2,1,0,1,0,8,3,0,0,0,2,1,0,1,3,0,0,135,3,0,0,0,0,0,0,206,2,0,نداء تونس:1  الحركة الدستورية:1  حركة النهضة:1  
5,7,1,71,2,564,473,600,0,127,127,473,600,0,0,455,13,5,473,0,True,1804,2255,1,17,2,0,0,0,0,0,1,3,19,5,0,0,0,2,4,17,15,1,0,0,1,2,7,2,0,1,1,0,0,0,1,1,1,1,4,5,0,0,0,4,2,0,1,4,1,0,90,4,0,0,2,1,1,0,228,3,0,حركة النهضة:2  نداء تونس:1  آفاق تونس:1  
5,7,1,71,1,564,490,600,2,108,110,490,600,0,0,477,7,6,490,0,True,1800,2100,2,15,0,0,0,2,0,0,2,2,14,7,1,2,0,5,2,13,12,2,1,0,1,0,7,2,0,0,3,0,0,2,1,0,1,0,8,3,0,1,0,1,1,1,2,3,0,0,94,1,2,0,1,0,1,0,256,3,0,الجبهة الشعبية:1  حركة النهضة:1  
5,7,1,70,8,552,428,600,1,171,172,428,600,0,0,420,2,6,428,0,True,1900,2245,6,34,0,1,0,3,0,1,0,0,26,11,2,0,0,1,1,29,28,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,1,8,1,0,0,0,3,0,0,0,0,0,0,69,1,0,1,0,0,1,1,179,2,0,التيار الديمقراطي:1  حركة النهضة:1  نداء تونس:1  
5,7,1,70,7,552,380,600,0,220,220,380,600,0,0,376,1,3,380,0,False,1800,2025,7,34,0,0,0,0,0,0,1,0,10,7,1,0,0,5,1,29,21,0,1,0,0,0,7,2,1,0,0,0,0,0,0,1,0,0,7,5,0,0,0,0,0,0,0,1,0,0,66,1,0,0,0,0,0,0,166,2,0,حركة النهضة:1  نداء تونس:1  
5,7,1,70,6,552,435,600,3,162,165,435,600,0,0,430,4,1,435,0,True,18h26,21h19,4,32,0,1,0,0,0,0,0,0,21,11,1,0,0,5,3,26,15,0,0,0,0,0,14,1,0,1,0,0,2,0,0,1,0,0,9,6,0,1,0,0,1,1,0,0,0,0,76,0,0,0,0,0,0,0,198,0,0,حركة النهضة:1  نداء تونس:1  
5,7,1,70,5,552,410,600,2,188,190,410,600,0,0,396,8,6,410,0,True,19h30,00h30,8,14,0,0,0,1,0,0,0,1,15,5,1,1,0,7,4,20,22,0,1,1,0,2,12,2,0,0,0,0,0,1,0,1,37,1,17,4,1,0,0,0,0,0,0,3,0,0,116,3,0,0,0,0,0,0,132,0,0,حركة النهضة:1   حركة الشعب:1  الحزب الجمهوري:1  
5,7,1,70,4,552,435,600,2,163,165,435,600,0,0,429,2,4,435,0,True,1830,2245,6,21,0,0,0,0,1,0,0,1,16,6,2,0,0,2,2,38,19,0,1,0,0,0,9,1,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0,125,3,0,1,0,0,0,0,163,1,0,حركة النهضة:1   حركة الشعب:1  
5,7,1,70,3,552,469,600,0,131,131,469,600,0,0,466,2,1,469,0,True,18H35,22H40,11,16,0,0,0,5,0,0,0,2,14,4,0,1,0,7,2,10,24,0,1,0,0,0,9,1,1,0,1,0,2,0,0,0,0,0,6,3,0,0,0,0,0,0,2,3,0,0,125,2,0,2,0,0,0,0,211,1,0,حركة النهضة:1  نداء تونس:1  
5,7,1,70,2,552,471,600,1,128,129,471,600,0,0,457,7,7,471,0,True,1850,2120,8,25,0,0,1,0,0,3,0,8,14,8,1,0,0,2,3,13,4,0,0,0,0,0,8,1,0,0,1,0,1,0,0,0,1,0,7,2,0,0,0,1,3,0,0,1,1,0,104,5,1,1,2,1,1,2,221,2,0,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  تيار المحبة:1  
5,7,1,69,6,508,332,600,0,268,268,332,600,0,0,328,2,2,332,0,True,18.40,21.30,1,16,3,3,1,0,0,1,0,0,30,1,0,0,0,1,2,11,19,1,4,0,0,0,6,1,0,1,0,0,0,1,0,1,0,0,8,0,0,0,0,4,0,0,0,3,0,0,81,3,2,1,0,0,0,0,121,1,0,حركة النهضة:1  
5,7,1,69,5,509,326,600,1,273,274,326,600,0,0,322,0,4,326,0,True,18.30,21.25,1,16,0,0,0,0,0,0,2,2,20,3,1,0,0,4,4,17,8,0,2,0,0,1,7,2,0,1,0,0,0,0,1,0,0,0,10,8,1,0,0,0,0,0,0,1,0,0,91,2,1,0,0,0,0,0,115,1,0,حركة النهضة:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  
5,7,1,69,4,509,386,600,1,213,214,386,600,0,0,380,4,2,386,0,True,18.15,21.00,6,16,1,4,1,0,0,1,3,0,20,3,0,1,0,4,1,28,7,1,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,7,5,0,1,0,2,0,0,2,1,0,0,140,1,2,0,1,0,1,0,112,1,0,الحركة الدستورية:1  حركة النهضة:1   حركة الشعب:1  
5,7,1,69,2,509,393,600,1,207,208,392,600,0,1,365,13,14,392,0,True,1900,2220,3,8,3,1,0,1,0,0,2,4,15,4,0,1,2,1,2,17,13,0,1,1,1,2,11,4,0,1,1,1,2,2,2,1,0,1,2,3,0,0,0,2,2,0,0,5,0,2,101,3,0,0,0,1,0,1,135,0,0,التحالف الديمقراطي:1  حركة النهضة:1  نداء تونس:1  
5,7,1,69,1,509,419,602,0,183,183,419,602,0,0,376,17,26,419,0,True,19.20,22.56,5,18,2,1,0,0,0,1,2,8,17,0,2,0,1,3,2,6,7,2,3,1,0,0,10,1,0,5,0,1,1,1,5,1,0,0,3,4,0,1,1,3,1,0,3,1,1,1,93,4,1,1,0,0,1,1,147,1,0,حركة النهضة:1  نداء تونس:1   حركة الشعب:1  
5,7,1,68,8,530,395,600,2,203,205,395,600,0,0,389,1,5,395,0,True,18.39,20.50,2,38,0,0,0,0,0,0,0,0,30,5,0,0,0,2,1,12,26,0,0,0,1,0,9,3,0,0,2,0,0,0,0,1,0,0,12,1,0,1,0,2,0,0,0,3,0,0,61,1,1,0,0,0,0,0,175,0,0,آفاق تونس:1  حركة النهضة:1  نداء تونس:1  
5,7,1,68,7,537,372,600,2,226,228,372,600,0,0,368,4,0,372,0,True,1900,2208,0,28,0,0,0,1,0,0,0,1,13,7,0,0,0,5,2,11,22,0,1,0,0,0,8,3,0,1,2,0,0,0,0,1,1,0,11,3,0,0,2,1,0,0,0,1,0,0,82,1,0,0,0,0,0,0,157,3,0,حركة النهضة:1  نداء تونس:1  
5,7,1,68,6,537,432,600,4,164,168,432,600,0,0,430,2,0,432,0,False,1910,2140,2,26,0,1,0,2,1,0,0,1,16,5,0,0,0,3,1,31,14,0,1,0,0,1,4,4,1,0,0,0,0,0,0,0,1,1,8,1,0,2,0,1,0,0,0,1,0,0,95,2,0,0,0,0,0,0,203,1,0,الجبهة الشعبية:1  حركة النهضة:1  نداء تونس:1  
5,7,1,68,5,537,461,600,2,137,139,461,600,0,0,454,5,2,461,0,True,1844,2230,5,22,1,1,0,1,0,0,2,2,16,7,0,0,0,2,1,25,22,1,0,0,0,1,5,3,2,0,1,0,0,1,0,0,2,2,9,1,0,1,0,3,1,0,0,0,0,0,140,2,2,0,0,0,0,0,169,1,0,التيار الديمقراطي:1  نداء تونس:1  حركة النهضة:1  
5,7,1,68,4,537,453,600,1,146,147,453,600,0,0,450,1,2,453,0,True,1813,2121,12,27,0,0,0,1,3,0,1,2,16,4,1,0,0,4,2,20,28,0,2,1,0,1,9,1,0,0,2,0,0,0,0,0,1,1,11,5,0,2,0,0,1,0,0,2,0,0,126,3,0,0,0,0,1,1,156,2,0,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  التيار الديمقراطي:1  
5,7,1,68,3,537,468,600,1,132,133,467,600,0,1,458,5,4,467,0,True,18H58,22H,0,18,0,1,0,1,0,2,0,1,15,3,1,0,0,7,4,15,28,0,2,1,0,0,5,1,0,0,1,0,0,0,0,1,1,0,11,5,0,2,0,4,4,0,0,0,0,1,122,3,3,1,0,0,2,0,191,1,0,حركة النهضة:1  نداء تونس:1  التحالف الديمقراطي:1  
