circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,أمانة,أمن شامل لانقاذ تونس,اتحاد الشباب الديمقراطي,الاتحاد الوطني الحر,الاتحاد من أجل تونس ,الارادة,التحالف الديمقراطي,التكتل من اجل العمل والحريات,التيار الديمقراطي,الثقافة والعمل,الجبهة الشعبية,الجريد,الحركة الديمقراطية للاصلاح والبناء,الحزب الجمهوري,الشعب يريد,الصمود,العقل مفتاح التطور والنمر,العمل والأمل,العين الحمراء,المؤتمر من أجل الجمهورية,النخلة,تونس العزيزة,تيار المحبة,جبهة الاحرار,حركة التونسي,حركة الديمقراطيين الاشتراكيين,حركة الشباب الوطني التونسي,حركة الشعب,حركة النهضة,حركة وفاء,حزب الأمان,حزب الغد,حزب النور للديمقراطية والتنمية,شمس الجنوب,صحوة الجريد,صوت الجريد,صوت شعب تونس,كلمة حق,لمجد الجريد,حركة نداء تونس,ولاء,observers
18,4,7,41,1,598,404,696,0,292,292,404,696,0,0,333,47,24,404,0,False,19:00,22:00,4,3,3,1,8,2,33,42,3,3,2,3,0,2,17,0,7,3,0,2,6,1,2,1,0,2,4,3,1,63,2,17,2,0,2,2,8,2,2,17,53,5,اتحاد الشباب الديمقراطي:1  نداء تونس:1  حركة النهضة:1  التيار الديمقراطي:1  تونس العزيزة:1  الاتحاد الوطني الحر:1  آفاق تونس:1  
18,4,7,40,3,465,272,500,14,214,228,272,500,0,0,260,6,6,272,0,False,18:15,20,3,1,0,1,39,1,47,28,5,1,0,2,3,2,32,0,1,1,2,0,2,1,0,1,0,0,0,0,0,34,2,4,0,0,1,0,2,0,0,17,27,0,الاتحاد الوطني الحر:1  الارادة:1  حزب الأمان:1  نداء تونس:1  الحزب الجمهوري:1  
18,4,7,40,2,465,327,500,0,173,173,327,500,0,0,316,7,4,327,0,False,19h,20h10,3,2,1,0,20,3,56,36,10,1,0,2,2,1,37,0,1,1,1,0,4,4,2,2,0,1,1,0,0,72,1,7,1,0,0,2,4,1,1,19,15,2,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  الارادة:1  
18,4,7,40,1,465,371,500,23,106,129,371,500,0,0,325,29,17,371,0,True,18:20,20:45,1,5,2,0,26,5,34,25,11,1,2,7,5,2,31,3,4,1,2,3,3,8,1,4,0,1,7,1,3,65,2,3,5,1,1,4,2,0,1,13,29,1,الاتحاد الوطني الحر:1  حركة النهضة:1  لمجد الجريد:1  الارادة:1  
18,4,6,39,2,521,290,600,0,310,310,290,600,0,0,283,3,4,290,0,False,1819,2013,3,0,0,1,33,1,19,40,2,0,0,6,1,0,1,0,0,0,1,0,10,0,1,1,1,0,0,1,5,107,0,1,0,2,1,0,5,0,0,1,39,0,نداء تونس:1  حركة النهضة:1  حركة الشعب:1  الجبهة الشعبية:1  الارادة:1  
18,4,6,39,1,522,365,600,0,235,235,365,600,0,0,326,30,9,365,0,False,18.50,21.15,3,1,0,0,21,1,22,40,1,0,3,12,1,0,0,1,4,1,1,2,6,3,4,4,3,1,2,1,9,94,4,2,2,6,2,0,3,2,0,0,63,1,المؤتمر من أجل الجمهورية:1  تونس العزيزة:1  الاتحاد الوطني الحر:1  حركة الشعب:1  الارادة:1  حركة النهضة:1  نداء تونس:1  
18,4,5,38,1,291,209,400,0,191,191,209,400,0,0,199,4,6,209,0,False,18.00,20.00,9,1,0,1,40,0,1,1,2,0,2,3,4,0,1,0,1,0,0,1,2,1,7,0,2,0,1,1,0,74,0,1,1,0,0,1,38,0,0,2,1,0,المؤتمر من أجل الجمهورية:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
18,4,5,37,2,596,309,700,1,391,392,308,700,0,1,296,3,9,308,0,True,1915,2110,0,1,0,0,12,1,24,34,2,7,3,2,3,0,17,1,2,0,0,0,9,3,1,0,0,0,0,1,2,69,4,6,0,0,2,1,8,2,1,47,30,1,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  نداء تونس:1  لمجد الجريد:1  الحزب الجمهوري:1  آفاق تونس:1  الارادة:1  
18,4,5,37,1,596,381,700,0,319,319,381,700,0,0,352,13,16,381,0,True,19.10,21.20,3,2,2,0,10,8,44,28,3,2,1,2,2,0,18,3,9,0,1,0,3,8,2,2,1,1,6,0,5,90,2,6,2,5,5,2,5,4,1,28,34,2,الحزب الجمهوري:1  آفاق تونس:1  الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  الارادة:1  حزب الأمان:1  نداء تونس:1  
18,4,4,36,2,474,302,500,0,199,199,301,500,0,1,293,3,5,301,0,True,18.57,21.57,2,0,9,1,8,3,2,1,0,1,0,2,5,1,3,0,2,1,0,0,8,3,8,1,0,0,0,8,9,74,0,3,0,1,118,0,0,1,1,2,15,0,حركة النهضة:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  شمس الجنوب:1  حركة الشعب:1  تونس العزيزة:1  النخلة:1  
18,4,4,36,1,475,350,600,1,249,250,350,600,0,0,329,18,3,350,0,True,1900,2130,1,2,7,0,7,0,2,5,1,0,1,6,4,3,2,1,5,0,0,1,1,2,18,3,1,0,2,5,8,80,1,4,3,2,132,1,3,1,0,2,12,0,شمس الجنوب:1  تونس العزيزة:1  صوت الجريد:1  
18,4,4,35,2,552,263,600,2,336,338,262,600,0,1,252,4,6,262,0,True,1830,2015,2,0,20,0,19,0,5,9,1,0,0,4,4,0,2,0,2,0,0,0,7,6,20,2,0,0,0,0,5,45,1,1,0,0,79,0,4,0,0,0,14,0,الارادة:1  حركة النهضة:2  الاتحاد الوطني الحر:1  أمن شامل لانقاذ تونس:1  
18,4,4,35,1,553,377,600,0,223,223,377,600,0,0,331,34,12,377,0,True,"18,30","21,30",1,4,28,1,10,4,3,12,1,1,0,6,2,0,0,2,4,1,1,1,4,15,14,1,1,1,2,3,6,63,5,4,0,2,82,0,3,2,0,3,33,5,الاتحاد الوطني الحر:  حركة النهضة:  
18,4,3,34,2,455,241,500,0,259,259,241,500,0,0,225,2,14,241,0,False,18.35,20.15,4,1,0,1,12,0,3,2,7,1,0,3,1,0,2,0,0,0,1,0,65,0,0,2,0,0,1,0,0,51,0,1,1,0,4,0,4,1,0,2,55,0,الارادة:1  الجبهة الشعبية:1  حركة النهضة:1  نداء تونس:1  
18,4,3,34,1,455,333,504,3,168,171,333,504,0,0,314,18,1,333,0,False,19:10,22:20,0,6,3,2,8,7,9,0,4,1,2,2,0,0,1,1,2,1,1,2,66,4,2,0,0,4,5,1,2,82,4,2,0,0,5,1,7,1,5,4,66,1,الحزب الجمهوري:1  المؤتمر من أجل الجمهورية:1  حزب الأمان:1  نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  صوت الجريد:1  
18,4,3,33,2,549,259,600,0,341,341,259,600,0,0,251,1,7,259,0,False,1800,2000,0,0,0,1,23,3,3,3,2,0,0,3,1,0,0,0,0,0,0,0,69,1,1,4,0,1,1,0,0,78,1,4,0,1,7,0,3,2,1,0,38,0,حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
18,4,3,33,1,550,384,600,2,214,216,384,600,0,0,344,13,27,384,0,False,"18,30","20,38",2,0,3,1,17,3,4,1,0,5,2,2,3,0,4,0,3,0,0,1,79,5,2,5,3,3,7,0,3,106,3,4,4,3,3,2,3,0,5,3,49,1,المؤتمر من أجل الجمهورية:  تونس العزيزة:  نداء تونس:  الحزب الجمهوري:  حركة النهضة:  
18,4,2,32,2,522,312,600,0,288,288,312,600,0,0,309,1,2,312,0,False,1830,2000,1,0,0,4,30,3,38,3,0,4,0,1,0,2,5,0,0,1,0,0,8,3,1,2,1,0,0,0,27,81,2,4,0,0,3,0,37,1,0,15,31,1,حركة النهضة:1  نداء تونس:1  
18,4,2,32,1,522,396,600,1,203,204,396,600,0,0,375,11,10,396,0,False,18h30,,4,1,1,2,29,5,27,3,0,3,0,4,3,4,3,3,0,0,1,1,10,10,3,5,2,1,4,0,39,112,2,5,0,2,2,0,32,1,0,18,33,0,النخلة:1  الارادة:1  الحزب الجمهوري:1  حركة الشعب:1  حركة النهضة:1  نداء تونس:1  حزب الأمان:1  
18,4,2,31,2,472,243,500,9,248,257,243,500,0,0,235,1,7,243,0,True,18:40,19:37,0,0,0,1,17,1,3,0,0,1,1,0,0,0,2,0,0,0,0,0,15,3,2,3,1,0,0,0,7,106,0,7,0,0,1,0,12,1,1,5,45,0,الحزب الجمهوري:1  حركة النهضة:1  النخلة:1  المؤتمر من أجل الجمهورية:1  الارادة:1  حزب الأمان:1  نداء تونس:1  
18,4,2,31,1,472,317,500,0,183,183,317,500,0,0,261,44,12,317,0,False,1845,2140,5,0,0,1,15,0,3,2,2,1,1,1,3,1,4,2,2,1,1,1,14,6,5,5,0,1,3,0,9,102,1,1,2,0,2,1,14,0,1,4,44,0,لمجد الجريد:1  الارادة:1  حركة النهضة:1  نداء تونس:1  صوت الجريد:1  
18,4,1,30,2,426,249,600,2,349,351,249,600,0,0,242,6,1,249,0,False,1900,2015,0,0,0,0,21,2,9,2,0,3,0,2,0,2,0,1,0,2,0,0,8,1,0,0,2,0,0,1,0,31,0,3,7,0,0,0,111,0,0,1,33,0,الارادة:1  حركة النهضة:1  كلمة حق:1  صوت الجريد:1  
18,4,1,30,1,427,325,500,0,175,175,325,500,0,0,303,8,14,325,0,False,1915,2125,4,0,0,0,18,3,2,3,0,1,4,6,4,2,0,4,1,1,0,0,7,11,1,0,0,1,4,0,2,39,1,2,2,3,1,0,132,0,0,5,39,0,صوت الجريد:  حركة النهضة:  نداء تونس:  المؤتمر من أجل الجمهورية:  الارادة:  العقل مفتاح التطور والنمر:  تونس العزيزة:  الحزب الجمهوري:  
18,4,1,29,2,316,148,400,2,250,252,148,400,0,0,146,0,2,148,0,True,18.15,19.21,2,0,0,0,7,1,3,1,2,2,0,1,0,0,1,0,0,1,1,0,2,0,0,3,1,1,0,0,0,22,1,8,0,0,0,0,66,0,1,2,17,0,صوت الجريد:1  تونس العزيزة:1  العقل مفتاح التطور والنمر:1  المؤتمر من أجل الجمهورية:1  نداء تونس:1  حركة النهضة:1  
18,4,1,29,1,317,219,400,2,179,181,219,400,0,0,205,13,1,219,0,False,18.20,20.00,0,0,0,1,8,1,1,0,2,0,2,0,3,0,2,0,0,0,0,0,6,8,0,1,5,0,2,1,2,32,2,3,1,0,1,3,72,0,0,1,45,0,صوت الجريد:1  نداء تونس:1  حركة النهضة:1  تونس العزيزة:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  
18,4,1,28,3,462,274,500,0,226,226,274,500,0,0,270,2,2,274,0,True,18.26,20.05,0,0,1,1,12,0,3,7,4,1,1,4,1,0,2,0,0,0,1,0,13,0,4,0,0,2,1,0,1,45,1,5,1,0,0,0,116,0,1,7,35,0,حركة النهضة:1  حزب الأمان:1  تونس العزيزة:1  
18,4,1,28,2,462,337,500,1,162,163,337,500,0,0,330,5,2,337,0,False,19H01,20H15,2,0,0,1,8,2,5,3,5,4,1,4,2,0,0,1,0,0,7,0,11,1,3,0,1,0,3,0,1,81,1,7,5,0,1,0,111,0,0,2,57,0,الارادة:1  صوت الجريد:1  الحزب الجمهوري:1  حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  
18,4,1,28,1,462,350,500,2,148,150,350,500,0,0,328,9,13,350,0,True,18.27,20.23,2,3,1,4,11,1,6,5,5,2,3,5,2,0,1,2,1,0,5,0,8,7,4,3,0,1,9,0,2,61,2,6,2,2,0,2,93,2,2,7,53,3,الاتحاد الوطني الحر:1  صوت الجريد:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  الحزب الجمهوري:1  الارادة:1  
18,4,1,27,3,518,285,600,0,316,316,284,600,0,1,273,5,6,284,0,False,18h42,20h20,1,1,0,1,18,1,5,4,2,1,0,7,3,0,1,0,0,0,0,0,7,1,1,1,4,0,0,0,0,32,1,4,4,0,1,0,119,0,0,5,48,0,حركة النهضة:1  نداء تونس:1  الارادة:1  تونس العزيزة:1  حزب الأمان:1  
18,4,1,27,2,518,379,600,0,221,221,379,600,0,0,364,4,11,379,0,True,18.45,,2,0,1,0,19,1,3,6,3,1,0,9,4,0,4,0,0,0,1,0,7,4,3,0,4,1,0,0,2,73,1,5,11,0,5,0,131,1,2,4,56,0,حركة النهضة:1  نداء تونس:1  العقل مفتاح التطور والنمر:1  الاتحاد الوطني الحر:1  
18,4,1,27,1,518,391,600,1,208,209,391,600,0,0,372,14,5,391,0,True,18h25,20h25,2,3,0,0,16,2,2,6,5,2,2,3,1,0,1,0,2,0,1,1,6,7,4,2,7,0,3,1,2,62,1,6,5,0,1,1,118,2,1,5,88,1,حركة النهضة:1  صوت الجريد:1  تونس العزيزة:1  شمس الجنوب:1  نداء تونس:1  
