circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,أجيال التحدي,أهداف الثورة أولا,االتكتل من اجل العمل والحريات,اتحاد القوى الشبابية,الأصالة,الاتحاد الوطني الحر,الاتحاد من اجل تونس,التحالف الديمقراطي,التيار الديمقراطي,الثقافة والعمل,الجبهة الشعبية,الجبهة الوطنية التونسية,الجبهة الوطنية للانقاذ,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحزب الجمهوري,الحزب الجمهوري المغاربي,الطليعة الشبابية,العريضة الشعبية,المؤتمر الشعبي,المؤتمر من أجل الجمهورية,المستقبل من أجل تونس,الوحدويين الاحرار,الوفاء لمشروع الشهيد,اليسر,تونس العزيزة,تونسنا الغالية,تيار المحبة,حركة التونسي,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الأمان,حزب العمل التونسي,حزب المبادرة,حزب المجد,حزب الوسط الاجتماعي,صفاقسنا,صوت الريف,صوت صفاقس,قوى 14 جانفي,observers
24,6,2,102,4,515,414,600,4,182,186,414,600,0,0,413,0,1,414,0,False,18.20,21.46,20,0,0,2,0,0,5,4,9,13,1,9,0,0,1,0,9,0,1,1,0,6,0,0,0,0,2,1,0,0,0,0,87,225,2,5,1,2,1,0,2,1,3,0,الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  
24,6,2,102,3,515,413,603,1,189,190,413,603,0,0,411,0,2,413,0,False,19.00,22.25,11,0,0,6,0,0,6,5,6,7,0,27,1,3,0,0,8,1,1,1,0,2,1,0,0,1,2,0,0,0,1,1,86,208,6,3,2,3,2,1,1,0,8,0,حركة نداء تونس:1  حركة النهضة:2  حزب المبادرة:1  
24,6,2,102,2,515,445,600,5,150,155,445,600,0,0,439,5,1,445,0,False,19.00,22.00,14,0,0,6,1,0,5,6,2,9,0,31,0,0,0,1,8,0,0,0,0,4,1,0,0,0,2,2,1,2,0,0,84,240,2,1,3,1,0,2,0,2,9,0,حركة نداء تونس:1  حركة النهضة:1  تونس العزيزة:1  حزب المبادرة:1  االتكتل من اجل العمل والحريات:1  
24,6,2,102,1,515,437,600,1,162,1,437,437,0,0,412,13,12,437,1,False,1830,2330,11,1,1,1,0,0,4,5,8,3,0,16,0,0,1,1,3,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,55,281,2,2,2,4,0,0,2,1,3,0,حركة نداء تونس:1  حركة النهضة:1  آفاق تونس:1  الجبهة الشعبية:1  التحالف الديمقراطي:1  حزب الأمان:1  
24,6,1,101,6,537,280,592,3,309,312,280,592,0,0,273,4,3,280,0,False,1830,2030,16,0,0,1,0,0,5,1,0,10,1,17,0,1,0,0,5,0,0,0,0,12,1,0,1,0,0,0,0,0,0,1,52,129,1,2,0,1,0,0,2,0,7,1,حركة نداء تونس:1  المؤتمر من أجل الجمهورية:1  الاتحاد من اجل تونس:1  حركة النهضة:1  
24,6,1,101,5,540,326,600,1,273,274,325,599,1,1,324,1,0,326,1,False,1900,2117,9,2,1,1,0,0,7,2,2,6,0,12,0,0,0,0,6,0,0,1,2,10,0,0,0,0,0,0,2,0,0,0,93,154,3,2,0,2,0,1,0,0,6,0,حركة نداء تونس:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:2  
24,6,1,101,4,540,392,600,0,209,209,392,601,1,0,390,0,2,392,0,False,1858,2105,12,0,0,1,1,0,5,2,5,11,0,22,0,1,0,0,5,0,0,5,0,5,0,0,1,0,1,0,3,0,0,1,132,161,5,1,0,3,1,1,0,0,5,0,حركة نداء تونس:1  حركة النهضة:1  
24,6,1,101,3,540,415,601,2,184,186,415,601,0,0,407,5,3,415,0,False,1800,2120,9,1,0,3,1,0,2,0,2,11,0,16,0,0,0,0,3,0,1,1,0,2,0,2,0,0,3,0,5,1,0,3,167,149,3,4,4,4,0,1,0,0,8,1,حزب المبادرة:1  حركة نداء تونس:1  حركة وفاء:1  الجبهة الشعبية:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
24,6,1,101,2,600,431,600,12,159,171,430,601,1,1,424,3,3,430,0,False,1810,2030,9,2,1,1,1,0,3,2,7,6,0,9,1,1,0,2,7,0,0,0,2,4,0,0,0,0,1,2,0,2,1,1,142,198,4,1,0,4,1,0,3,1,4,1,حركة نداء تونس:1  حركة النهضة:2  االتكتل من اجل العمل والحريات:1  حزب المبادرة:1  
24,6,1,101,1,540,410,599,0,189,189,410,599,0,0,385,10,15,410,0,False,18:55,22:15,9,3,1,5,0,1,2,3,4,9,1,7,0,3,1,0,7,0,0,0,0,5,0,3,1,2,0,1,3,2,0,2,98,193,2,1,2,1,5,0,0,3,4,1,حزب المبادرة:  آفاق تونس:  حركة نداء تونس:  الجبهة الشعبية:  حركة النهضة:  
24,5,7,100,3,563,356,600,1,243,244,356,600,0,0,353,2,1,356,0,False,"18,30",,14,0,0,2,0,0,16,0,11,8,1,24,0,0,0,0,5,1,0,1,0,21,0,1,0,0,0,0,1,2,0,0,91,143,1,1,2,0,1,0,0,0,6,0,حركة نداء تونس:  الاتحاد الوطني الحر:  حركة النهضة:  الحزب الجمهوري:  
24,5,7,100,2,565,387,600,5,208,213,387,600,0,0,384,2,1,387,0,False,18:30,20:30,11,2,0,4,0,0,11,1,15,11,0,23,1,0,0,0,6,0,0,2,0,20,0,0,0,0,1,1,13,0,0,2,106,148,3,0,1,2,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  
24,5,7,100,1,565,423,600,1,177,1,423,424,0,0,398,13,12,423,0,False,"18,35","20,10",12,1,1,2,1,0,5,2,13,9,0,26,0,0,1,1,6,1,2,0,1,17,2,1,0,0,5,2,4,3,0,2,96,162,3,2,3,1,1,1,1,3,5,0,آفاق تونس:  حركة النهضة:  المؤتمر من أجل الجمهورية:  الحزب الجمهوري:  
24,5,7,99,8,557,371,600,1,228,229,371,600,0,0,369,0,2,371,0,False,19,"21,35",11,0,0,0,0,0,17,1,16,11,0,34,2,1,0,1,3,0,0,1,0,18,0,0,0,0,0,1,3,1,0,2,91,139,5,2,1,1,1,0,2,0,4,0,حركة النهضة:  حركة نداء تونس:  الاتحاد الوطني الحر:  
24,5,7,99,7,558,387,608,5,216,221,387,608,0,0,382,1,4,387,0,True,19:20,20:48,12,0,0,1,1,0,13,3,16,30,0,23,0,0,1,0,8,0,0,2,0,25,1,0,0,0,0,1,1,0,0,1,102,127,2,2,0,1,0,0,0,0,9,0,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
24,5,7,99,6,558,403,608,6,199,205,403,608,0,0,396,3,4,403,0,False,19:15,21:52,12,0,1,0,0,0,14,2,19,21,0,21,0,0,0,1,8,0,3,0,3,14,0,0,0,0,0,1,2,1,0,1,130,128,1,5,0,1,2,1,0,0,4,0,حركة نداء تونس:1  حركة النهضة:1  الاتحاد من اجل تونس:1  الجبهة الشعبية:1  حزب العمل التونسي:1  
24,5,7,99,5,558,397,596,1,198,199,397,596,0,0,396,1,0,397,0,False,18:55,20:46,5,0,0,1,0,0,15,5,18,14,0,30,0,1,0,0,6,1,2,3,0,11,0,1,4,0,0,1,19,2,1,2,126,122,2,2,1,1,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
24,5,7,99,4,558,464,600,0,136,136,464,600,0,0,449,9,6,464,0,True,18.50,20.45,11,1,0,5,0,0,12,5,15,8,0,20,1,1,0,0,3,1,0,4,2,16,0,2,0,0,0,2,8,5,0,0,160,149,3,4,0,5,0,1,2,1,2,0,
24,5,7,99,3,558,470,600,1,130,131,469,600,0,1,459,10,0,469,0,False,18.30,21.00,13,2,0,4,0,0,10,4,11,10,0,20,2,1,2,1,6,0,1,1,2,12,0,0,0,0,2,0,4,2,0,3,158,174,0,0,3,2,1,0,1,1,6,0,آفاق تونس:1  الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:1  
24,5,7,99,2,558,466,596,3,127,130,466,596,0,0,447,13,6,466,0,True,18.45,21.00,10,4,0,3,2,1,8,5,12,15,0,10,0,2,1,1,9,2,2,2,0,16,0,1,0,0,2,0,4,3,0,2,117,186,1,1,2,3,0,1,3,4,11,1,التحالف الديمقراطي:1  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,7,99,1,558,495,604,3,109,112,492,604,0,3,476,13,3,492,0,False,19.25,22.15,9,1,0,2,0,0,10,1,20,15,0,15,0,2,0,2,4,0,1,0,1,13,1,1,1,0,1,0,4,1,1,4,119,223,4,6,1,2,1,1,2,3,3,1,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:1  
24,5,7,98,7,560,259,600,0,341,341,259,600,0,0,254,5,0,259,0,False,19.00,20.05,10,0,3,0,0,0,18,0,0,10,0,11,1,0,0,0,5,0,1,1,0,11,1,0,0,0,2,0,5,1,0,1,67,98,2,1,1,2,0,0,0,0,2,0,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
24,5,7,98,6,561,340,600,1,255,256,340,596,4,0,333,6,1,340,0,True,1836,2010,8,0,0,0,0,0,20,0,5,17,0,15,0,1,0,0,8,0,1,0,0,16,0,1,1,0,0,0,6,1,0,2,78,139,2,1,3,0,0,0,0,0,5,1,حركة نداء تونس:1  الحزب الجمهوري:1  حركة النهضة:1  
24,5,7,98,5,561,331,592,0,261,261,331,592,0,0,326,4,1,331,0,False,1830,2041,8,0,2,1,1,0,20,1,9,23,0,16,0,0,0,0,5,0,2,1,1,14,0,2,1,0,1,0,4,0,2,1,87,114,1,0,0,2,1,0,0,0,6,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
24,5,7,98,4,561,369,600,0,231,231,369,600,0,0,361,5,3,369,0,False,1835,2100,7,1,1,2,1,0,23,1,6,11,0,25,0,0,1,0,13,1,1,7,0,17,0,0,0,1,3,0,7,0,1,1,90,129,5,0,0,3,0,0,0,0,3,0,تونس العزيزة:1  الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  
24,5,7,98,3,561,386,600,0,214,214,386,600,0,0,380,3,3,386,0,False,1814,2100,7,1,1,0,0,1,16,1,8,7,0,17,0,0,1,2,1,0,2,3,0,19,0,1,0,1,4,1,6,1,2,2,108,158,1,2,1,2,0,1,1,0,1,0,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  التحالف الديمقراطي:1  الحزب الجمهوري:1  
24,5,7,98,2,561,433,600,0,167,167,433,600,0,0,415,10,8,433,0,False,1835,2045,10,2,4,4,0,1,13,2,9,7,1,17,1,1,0,1,8,0,3,1,0,8,0,5,0,0,0,1,5,5,1,3,102,178,6,0,2,5,2,2,0,0,5,0,حركة نداء تونس:1  حركة النهضة:1  آفاق تونس:1  الحزب الجمهوري:1  
24,5,7,98,1,561,455,604,5,146,151,453,604,0,2,428,18,7,453,0,False,1845,2100,9,2,0,5,1,1,15,3,5,12,0,18,1,1,0,5,18,0,2,4,0,13,1,1,1,3,2,1,3,4,2,4,89,178,4,2,2,3,1,0,3,1,7,1,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
24,5,6,97,3,407,306,500,1,193,194,306,500,0,0,303,0,3,306,0,True,1850,2045,21,3,0,1,1,0,4,1,4,13,0,6,0,0,1,0,3,0,0,1,1,7,0,0,0,0,0,0,3,0,0,0,139,77,1,3,1,2,0,0,0,0,10,0,الاتحاد الوطني الحر:1  الجبهة الشعبية:1  آفاق تونس:1  حركة النهضة:2  
24,5,6,97,2,409,362,500,0,138,138,362,500,0,0,358,1,3,362,0,False,1830,2130,15,2,0,3,0,0,1,1,6,17,0,7,1,0,0,0,12,0,0,0,0,2,0,1,0,0,3,0,2,1,0,2,166,101,6,0,0,1,1,0,1,0,5,1,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  آفاق تونس:1  حزب المبادرة:1  
24,5,6,97,1,409,344,500,1,155,156,344,500,0,0,332,4,8,344,0,False,1830,2030,16,0,0,4,3,0,3,1,8,6,2,5,1,1,1,0,3,0,2,0,1,4,3,0,0,3,5,0,2,0,0,4,152,84,4,0,0,3,0,2,0,0,8,1,حركة نداء تونس:1  الاتحاد الوطني الحر:2  حركة النهضة:1  
24,5,6,96,5,531,372,600,1,227,228,372,600,0,0,370,2,0,372,0,False,1818,2027,9,0,0,3,0,0,12,2,9,14,0,32,0,1,0,1,6,0,0,0,1,15,0,0,0,1,0,1,3,0,1,5,99,128,0,8,2,3,2,0,0,0,11,1,حركة نداء تونس:1  التحالف الديمقراطي:1  حركة النهضة:1  
24,5,6,96,4,532,371,600,2,228,230,370,600,0,1,363,4,3,370,0,False,1855,2048,10,0,0,5,0,0,13,2,6,15,1,21,0,1,0,0,5,0,1,0,0,6,0,0,1,3,0,1,4,1,0,3,122,126,2,2,1,4,1,0,1,0,5,0,حركة النهضة:1  الاتحاد الوطني الحر:1  
24,5,6,96,3,532,413,600,1,186,187,413,600,0,0,407,1,5,413,0,True,1830,2000,6,2,0,3,0,0,4,3,11,11,0,21,0,0,0,0,16,0,1,2,0,15,0,0,0,0,1,3,9,0,0,1,145,137,2,0,1,4,2,0,0,1,6,0,حركة نداء تونس:1  حركة النهضة:1  
24,5,6,96,2,532,422,600,3,175,178,422,600,0,0,408,10,4,422,0,False,1850,2110,10,1,0,1,0,1,10,2,8,9,0,22,1,0,0,0,12,0,1,2,1,12,0,1,0,0,0,0,2,3,0,4,142,141,4,2,0,3,1,0,1,0,11,0,الاتحاد الوطني الحر:1  حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
24,5,6,96,1,532,444,600,0,156,156,444,600,0,0,428,5,11,444,0,False,1900,,5,1,0,4,0,0,12,5,5,10,0,17,2,1,3,1,11,1,1,4,0,4,0,1,0,0,1,1,2,5,1,4,135,174,1,3,1,0,4,1,1,0,4,2,حركة النهضة:1  الاتحاد الوطني الحر:1  حزب المبادرة:1  
24,5,6,95,4,570,428,700,0,271,271,429,700,0,1,426,1,2,429,0,False,1842,2100,12,0,0,1,0,0,12,0,6,30,0,11,0,0,0,0,5,1,0,1,0,8,0,0,0,2,0,0,1,0,0,1,173,121,4,0,2,2,0,0,1,0,32,0,حركة النهضة:1  الاتحاد الوطني الحر:1  التحالف الديمقراطي:1  
24,5,6,95,3,573,470,700,1,229,230,470,700,0,0,466,2,2,470,0,False,18:40,21:15,12,1,0,3,1,0,5,2,9,22,0,11,0,0,0,0,11,0,1,1,1,7,0,0,0,1,0,0,2,0,0,2,219,136,4,1,3,2,1,1,1,1,5,0,الاتحاد الوطني الحر:1  الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:2  
24,5,6,95,2,573,498,700,0,202,202,498,700,0,0,490,3,5,498,0,False,18:45,20:50,15,0,0,5,0,0,6,4,7,21,0,8,0,0,1,0,9,0,2,1,0,7,0,2,0,1,0,1,4,1,0,1,246,126,4,1,0,2,3,0,0,0,11,0,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,6,95,1,573,467,700,0,233,233,467,700,0,0,436,26,5,467,0,False,18.20,21.45,8,2,0,4,0,1,8,2,12,13,1,8,0,0,1,0,5,2,1,1,0,10,1,3,0,3,1,1,2,1,0,2,178,141,7,3,2,1,0,0,3,0,7,1,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
24,5,5,94,2,591,431,700,2,267,269,431,700,0,0,423,3,5,431,0,False,19.00,,11,1,3,2,0,0,6,4,4,17,1,24,2,2,1,0,14,1,1,3,1,8,0,0,0,0,0,1,1,0,0,0,147,150,5,1,1,2,1,0,0,1,7,0,حركة نداء تونس:2  آفاق تونس:1  حركة النهضة:1  
24,5,5,94,1,591,486,700,3,211,214,486,700,0,0,470,8,8,486,0,False,1912,2200,12,2,4,8,1,0,12,5,4,10,1,18,5,0,0,0,5,2,1,1,2,3,0,1,0,0,0,1,4,1,0,0,137,195,7,1,3,7,1,0,0,3,13,0,حركة نداء تونس:2  حركة النهضة:1  الاتحاد الوطني الحر:1  حزب المبادرة:1  الاتحاد من اجل تونس:1  
24,5,4,91,7,530,423,600,2,175,177,423,600,0,0,417,5,1,423,0,False,1903,2130,40,0,0,3,0,0,6,2,15,32,0,14,0,0,0,0,8,0,0,1,2,14,0,0,0,0,0,0,1,0,0,2,126,123,6,1,0,3,1,1,0,0,15,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
24,5,4,91,6,531,415,604,1,188,189,415,604,0,0,410,1,4,415,0,False,1850,2045,24,0,0,4,0,0,9,0,12,18,0,6,0,0,0,0,4,1,1,0,0,14,0,1,0,0,1,1,0,0,0,3,161,119,5,2,1,3,1,0,1,0,15,3,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,4,91,5,531,447,600,3,150,153,447,600,0,0,443,3,1,447,0,False,1850,2110,25,0,0,8,0,0,4,1,12,23,0,5,0,0,0,0,9,0,0,1,0,7,0,0,0,0,0,0,2,0,0,0,203,117,8,5,2,0,0,0,1,0,9,1,االتكتل من اجل العمل والحريات:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
24,5,4,91,4,531,462,600,2,136,138,462,600,0,0,457,3,2,462,0,True,1845,2152,20,0,1,9,0,0,3,2,3,19,0,7,0,0,1,0,7,1,0,0,1,9,0,0,0,1,0,0,0,0,0,2,236,115,3,4,0,2,1,0,3,0,6,1,الاتحاد الوطني الحر:2  حركة نداء تونس:1  حركة النهضة:2  
24,5,4,91,3,531,467,600,0,133,133,467,600,0,0,463,3,1,467,0,False,1900,2230,17,0,0,4,0,0,5,4,4,16,0,10,0,0,0,1,5,0,0,0,0,10,1,1,0,0,2,0,0,1,0,1,236,127,3,1,1,1,0,2,2,0,7,1,الاتحاد الوطني الحر:2  حركة نداء تونس:1  حركة النهضة:1  
24,5,4,91,2,531,413,696,0,283,283,413,696,0,0,398,8,7,413,0,True,1825,2100,15,1,1,5,3,0,5,7,5,12,0,6,0,1,1,1,7,0,1,1,1,2,0,0,0,0,0,0,0,1,1,3,169,125,4,0,1,3,0,0,1,1,13,1,الاتحاد الوطني الحر:2  حركة نداء تونس:1  حركة النهضة:1  
24,5,4,91,1,531,459,600,2,140,142,458,600,0,1,447,8,3,458,0,True,1840,2045,18,1,0,4,0,1,1,1,7,15,0,7,1,1,0,1,5,1,0,2,0,4,0,0,0,0,2,0,1,1,1,2,167,168,2,5,2,4,2,0,3,0,15,2,حركة نداء تونس:1  الاتحاد الوطني الحر:2  االتكتل من اجل العمل والحريات:1  حركة النهضة:1  
24,5,3,90,2,589,480,700,3,220,223,477,700,0,3,460,13,4,477,0,False,18.30,22.47,16,2,1,3,2,0,3,1,7,6,0,17,2,3,3,0,7,1,2,0,4,8,0,0,0,0,0,1,3,0,0,2,97,238,2,4,4,3,3,0,3,1,10,1,آفاق تونس:1  الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,3,90,1,589,484,700,0,217,217,483,700,0,1,470,8,5,483,0,False,1850,2200,20,0,0,4,0,0,4,5,5,2,0,11,0,1,0,2,8,1,3,0,2,11,1,1,0,1,2,2,2,1,0,2,86,257,3,5,2,0,4,2,1,1,12,0,حركة الشعب:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,2,89,8,529,421,600,3,176,179,421,600,0,0,419,1,1,421,0,True,1830,2115,23,0,0,2,0,0,10,8,8,18,0,33,0,0,0,0,2,0,0,0,0,4,0,0,1,0,0,0,0,2,0,1,83,201,1,2,2,2,0,0,0,0,16,0,آفاق تونس:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
24,5,2,89,7,530,390,600,0,210,210,390,600,0,0,386,2,2,390,0,True,18:50,22:30,24,0,0,2,0,1,4,3,10,26,0,26,0,1,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,77,172,5,6,1,0,0,0,0,1,11,0,حزب المبادرة:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,2,89,6,530,381,600,1,218,219,381,600,0,0,376,4,1,381,0,False,1900,2100,16,0,0,5,0,0,5,1,13,22,0,15,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,6,0,0,2,91,156,0,7,1,3,4,0,1,1,6,0,الحزب الجمهوري:1  الاتحاد من اجل تونس:1  حركة النهضة:1  حزب المبادرة:1  حركة نداء تونس:1  
24,5,2,89,5,530,433,600,0,167,167,433,600,0,433,427,5,1,433,0,False,1850,2103,10,0,0,5,0,0,2,4,13,25,0,30,1,0,0,0,14,0,0,0,0,9,0,0,0,0,3,0,0,1,0,1,110,178,2,6,3,5,0,0,0,0,5,0,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,2,89,4,530,434,600,4,162,166,434,600,0,0,432,0,2,434,0,True,19.15,21.45,16,2,0,3,0,1,5,6,10,12,1,25,0,1,1,0,12,0,1,2,0,6,0,0,1,0,2,0,3,1,0,6,118,185,1,2,1,4,1,0,0,0,3,0,حركة نداء تونس:1  حركة النهضة:1  االتكتل من اجل العمل والحريات:1  
24,5,2,89,3,530,450,600,5,145,150,450,600,0,0,447,1,2,450,0,False,18.15,20.45,16,1,0,2,0,0,3,4,4,16,0,19,3,0,1,0,9,0,1,0,0,11,0,1,2,0,1,1,0,2,0,2,114,216,2,3,2,3,0,0,1,0,7,0,التحالف الديمقراطي:1  حركة نداء تونس:1  حركة النهضة:1  الحزب الجمهوري:1  االتكتل من اجل العمل والحريات:1  
24,5,2,89,2,530,433,600,0,167,167,433,600,0,0,420,10,3,433,0,False,18.45,21.25,12,0,1,4,1,0,10,7,4,11,0,14,0,0,0,0,5,0,1,0,2,2,0,1,0,0,0,0,4,1,0,2,87,221,3,5,3,2,1,1,0,1,10,4,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:1  
24,5,2,89,1,530,468,600,3,129,132,468,600,0,0,456,4,8,468,0,False,1830,2030,15,2,3,5,0,0,3,6,4,17,1,14,1,1,0,1,6,0,1,1,1,5,0,1,1,0,1,2,1,3,0,3,117,212,9,2,4,1,1,0,3,2,6,0,حركة النهضة:1  حزب المبادرة:1  حركة نداء تونس:1  الحزب الجمهوري:1  
24,5,2,88,2,370,254,400,0,146,146,254,400,0,0,250,3,1,254,0,False,1911,2035,6,0,0,0,0,0,5,0,6,9,0,8,0,1,0,0,3,0,0,3,0,5,1,0,0,0,1,1,1,0,0,2,87,96,6,1,0,3,2,0,1,0,2,0,حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:1  
24,5,2,88,1,371,304,400,0,96,96,304,400,0,0,273,23,8,304,0,False,2000,2300,1,5,1,1,0,0,4,5,4,6,0,8,0,2,0,0,3,0,5,2,0,3,1,1,0,1,0,0,2,0,1,2,89,104,4,2,2,4,1,3,0,3,0,3,حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:1  
24,5,2,87,7,584,433,700,0,267,267,433,700,0,0,429,1,3,433,0,False,1900,2115,23,0,0,4,0,0,10,2,6,19,0,32,0,0,0,0,11,0,0,1,1,19,0,0,0,0,0,0,2,0,1,3,99,161,3,3,3,3,2,1,0,1,19,0,حركة النهضة:1  التحالف الديمقراطي:1  
24,5,2,87,6,585,405,704,12,287,299,405,704,0,0,401,1,3,405,0,False,18.56,21.9,14,1,0,4,0,0,14,1,11,26,1,19,0,0,0,0,9,0,0,1,1,7,0,0,2,0,1,0,2,0,1,1,102,165,3,3,0,0,0,0,0,1,11,0,حركة نداء تونس:1  الحزب الجمهوري:1  حركة النهضة:1  حزب المبادرة:1  
24,5,2,87,5,585,435,701,1,265,266,435,701,0,0,429,4,2,435,0,True,19.00,21.00,8,0,0,2,0,0,8,2,13,24,1,15,0,1,0,0,11,0,0,5,1,7,0,1,1,0,3,1,11,0,1,2,135,152,7,5,2,2,2,0,1,2,3,0,الحزب الجمهوري:1  التحالف الديمقراطي:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,2,87,4,585,475,692,0,217,217,475,692,0,0,465,7,3,475,0,False,18.45,21.15,17,0,0,6,0,0,5,3,4,25,0,19,0,1,0,0,15,0,0,1,0,10,0,0,0,0,1,2,5,2,0,3,149,169,3,4,5,7,1,1,0,0,7,0,الجبهة الشعبية:1  الحزب الجمهوري:2  حركة النهضة:1  حركة نداء تونس:1  
24,5,2,87,3,585,455,700,11,234,245,455,700,0,0,448,2,5,455,0,False,18.00,22.30,15,1,3,2,0,0,5,4,9,19,0,27,0,1,1,0,14,1,1,2,0,9,0,1,0,0,1,0,8,1,2,4,136,163,6,3,1,4,1,0,1,1,1,0,
24,5,2,87,2,585,475,700,5,220,225,475,700,0,0,461,10,4,475,0,False,1900,2130,18,1,0,2,0,1,3,6,6,14,0,16,0,4,0,0,15,1,2,1,0,8,1,4,0,0,2,4,2,1,2,1,129,187,2,7,4,5,2,1,1,1,6,1,حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حزب المبادرة:1  :  
24,5,2,87,1,585,468,696,5,224,229,467,696,0,1,440,16,11,467,0,True,18.50,22.00,13,0,1,4,3,0,6,3,3,12,1,16,0,0,1,2,14,1,0,0,0,8,0,0,0,0,2,1,5,1,1,4,97,200,6,8,5,6,3,4,0,3,6,0,آفاق تونس:1  الحزب الجمهوري:1  الجبهة الشعبية:1  حركة نداء تونس:1  حركة وفاء:1  حركة النهضة:1  
24,5,2,86,8,548,397,600,0,203,203,397,600,0,0,394,1,2,397,0,False,19.00,9.30,30,0,2,3,0,0,14,3,8,18,0,45,0,2,0,0,13,0,0,0,0,8,0,0,0,0,0,0,2,0,0,1,86,136,4,4,1,0,0,2,0,0,12,0,حركة النهضة:1  آفاق تونس:1  حزب المبادرة:1  حركة نداء تونس:1  
24,5,2,86,7,550,416,608,0,192,192,416,608,0,0,410,3,3,416,0,False,18.55,0,24,0,1,1,0,0,9,4,4,22,0,32,0,1,0,0,5,0,0,1,0,8,0,0,0,0,3,0,4,0,0,0,104,161,4,1,4,2,2,1,1,0,11,0,آفاق تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  الجبهة الشعبية:1  حزب الأمان:1  حزب المبادرة:1  
24,5,2,86,6,550,389,600,6,205,211,389,600,0,0,385,1,3,389,0,False,18.30,0,12,0,0,3,0,0,9,3,11,20,1,17,0,2,0,0,8,0,1,2,0,11,0,0,1,1,0,0,12,0,0,4,118,131,3,6,1,0,1,0,0,0,7,0,حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:2  
24,5,2,86,5,550,476,600,1,123,124,476,600,0,0,470,3,3,476,0,True,18h55,21h25,16,0,1,4,0,0,4,1,8,25,0,28,0,1,0,0,12,0,1,1,1,14,0,0,0,0,0,1,4,0,0,3,174,151,1,1,1,2,1,1,2,0,10,1,حركة نداء تونس:1  حزب المبادرة:1  حركة النهضة:1  
24,5,2,86,4,550,454,600,0,146,146,454,600,0,0,449,4,1,454,0,False,18h10,,8,0,0,3,0,0,3,2,7,12,1,23,0,1,2,1,8,0,0,2,0,10,0,0,0,0,2,0,7,0,0,8,158,172,4,3,2,4,2,1,0,0,3,0,تونس العزيزة:1  حزب المبادرة:1  حركة النهضة:1  حركة نداء تونس:1  
