circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,أجيال التحدي,أهداف الثورة أولا,االتكتل من اجل العمل والحريات,اتحاد القوى الشبابية,الأصالة,الاتحاد الوطني الحر,الاتحاد من اجل تونس,التحالف الديمقراطي,التيار الديمقراطي,الثقافة والعمل,الجبهة الشعبية,الجبهة الوطنية التونسية,الجبهة الوطنية للانقاذ,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحزب الجمهوري,الحزب الجمهوري المغاربي,الطليعة الشبابية,العريضة الشعبية,المؤتمر الشعبي,المؤتمر من أجل الجمهورية,المستقبل من أجل تونس,الوحدويين الاحرار,الوفاء لمشروع الشهيد,اليسر,تونس العزيزة,تونسنا الغالية,تيار المحبة,حركة التونسي,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الأمان,حزب العمل التونسي,حزب المبادرة,حزب المجد,حزب الوسط الاجتماعي,صفاقسنا,صوت الريف,صوت صفاقس,قوى 14 جانفي,observers
24,5,2,86,3,550,481,601,0,119,120,481,601,0,0,480,0,1,481,0,True,18h30,20h48,18,0,1,5,0,1,3,2,14,18,0,35,0,2,0,1,6,1,0,1,0,7,0,0,3,0,1,0,0,0,1,3,155,190,3,3,0,1,0,1,1,1,2,0,التحالف الديمقراطي:1  الجبهة الشعبية:1  حزب المبادرة:1  حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  
24,5,2,86,2,550,450,600,0,150,150,450,600,0,0,431,8,11,450,0,False,,,10,3,1,3,0,1,5,2,4,11,0,12,0,6,0,0,16,2,1,1,0,5,0,2,1,2,3,1,5,1,0,2,109,195,2,3,1,9,1,2,2,0,7,0,الجبهة الشعبية:1  الحزب الجمهوري:1  حزب المبادرة:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,2,86,1,550,467,591,3,121,124,467,591,0,0,455,8,4,467,0,False,18h30,20h15,9,0,0,5,0,0,6,2,2,15,1,13,2,2,0,0,17,0,1,0,2,4,1,3,1,1,2,0,2,0,0,4,115,220,1,1,6,6,4,1,1,0,4,1,الجبهة الشعبية:1  حركة النهضة:1  حزب المبادرة:1  حركة نداء تونس:1  صوت صفاقس:1  
24,5,1,85,6,512,401,600,2,197,199,401,600,0,0,397,0,4,401,0,True,18h45,21h30,44,1,0,3,0,0,6,2,8,31,0,10,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,1,75,180,3,1,1,4,0,0,0,0,18,0,حزب المبادرة:1  حركة النهضة:1  حركة نداء تونس:1  آفاق تونس:1  
24,5,1,85,5,514,410,600,0,190,190,410,600,0,0,406,0,4,410,0,True,18.50,20.30,34,1,0,2,0,0,10,2,8,30,0,7,0,0,0,1,3,0,0,2,0,8,0,0,0,0,0,0,3,1,0,1,116,151,4,1,1,2,2,1,1,0,14,0,آفاق تونس:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:1  حزب المبادرة:1  
24,5,1,85,4,514,451,600,8,141,149,451,600,0,0,449,1,1,451,0,False,18.45,21.10,22,0,0,8,0,0,1,1,9,29,0,13,0,0,0,0,6,1,0,0,0,10,0,0,0,0,0,0,0,0,0,3,148,178,1,6,0,1,1,0,0,0,11,0,حركة نداء تونس:1  حركة النهضة:1  
24,5,1,85,3,514,447,600,2,153,155,445,600,0,2,436,3,6,445,0,False,1900,2200,24,3,0,3,1,0,0,0,8,16,0,16,1,1,2,0,4,0,0,0,0,8,0,0,0,0,1,0,4,1,0,2,136,185,3,2,1,5,0,0,2,0,7,0,حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  
24,5,1,85,2,514,432,604,1,172,173,431,604,0,1,425,0,6,431,0,True,1815,2110,28,1,0,2,2,0,5,0,10,15,0,16,1,0,1,0,7,1,1,0,0,7,1,1,0,1,1,1,0,0,0,3,132,169,2,0,1,5,1,0,0,4,5,1,آفاق تونس:1  حزب المبادرة:1  االتكتل من اجل العمل والحريات:1  حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
24,5,1,85,1,514,443,600,1,155,156,443,599,1,0,428,6,9,443,0,False,1850,2200,24,6,0,1,0,0,1,0,3,17,0,8,0,1,2,0,4,1,1,0,0,3,1,3,1,0,0,2,0,1,0,1,140,176,6,1,2,2,3,1,2,1,12,1,حركة نداء تونس:1  آفاق تونس:1  
24,5,1,84,7,570,430,700,4,266,270,430,700,0,0,426,1,3,430,0,False,18.50,20.45,25,1,0,2,0,0,7,1,14,20,0,29,0,3,0,0,12,0,0,0,0,12,0,0,0,0,1,0,2,0,0,2,89,192,0,0,0,1,1,0,0,0,12,0,الحزب الجمهوري:1  التحالف الديمقراطي:1  صوت صفاقس:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,1,84,6,574,429,700,5,266,271,429,700,0,0,423,4,2,429,0,False,1845,2045,26,2,0,5,0,0,14,4,11,22,0,12,0,1,0,0,11,0,0,1,0,9,0,0,0,0,0,0,2,0,0,1,112,170,4,2,0,3,1,1,2,1,6,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:2  
24,5,1,84,5,574,442,700,0,258,258,442,700,0,0,436,3,3,442,0,False,19.15,21.15,20,1,0,0,1,0,8,2,21,31,0,10,0,1,0,0,9,0,0,0,0,6,0,0,0,0,0,0,6,0,1,1,138,157,4,3,1,0,4,0,0,0,4,1,حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:3  الاتحاد الوطني الحر:1  
24,5,1,84,4,574,464,700,0,236,236,464,700,0,0,456,4,4,464,0,False,18.45,22.30,21,1,0,2,0,0,8,3,12,23,0,7,0,0,1,0,8,0,0,0,0,11,0,1,1,0,4,0,2,1,0,3,140,187,4,0,1,2,3,2,1,0,7,0,حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:2  االتكتل من اجل العمل والحريات:1  
24,5,1,84,3,574,490,700,1,209,210,490,700,0,0,486,4,0,490,0,False,19.00,22.25,21,0,0,3,0,0,3,3,9,12,0,22,0,0,0,1,13,0,2,2,0,6,0,1,1,0,2,0,3,2,0,1,150,212,4,2,0,3,2,0,1,0,5,0,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  
24,5,1,84,2,574,454,702,0,249,249,453,702,0,1,439,5,9,453,0,False,18.50,21.45,12,3,1,2,0,0,7,4,8,9,0,8,0,3,0,0,11,0,0,0,0,9,1,0,0,0,4,2,1,2,1,3,117,204,7,2,0,5,3,0,1,0,6,3,حركة نداء تونس:1  آفاق تونس:1  حركة النهضة:1  
24,5,1,84,1,574,472,700,1,228,229,471,700,0,1,451,13,7,471,0,False,18.55,21.35,10,2,0,2,0,0,0,4,8,7,1,11,0,1,0,1,24,2,0,0,1,6,0,1,1,0,1,4,2,1,0,2,97,244,1,1,2,3,1,0,0,3,7,0,الحزب الجمهوري:1  آفاق تونس:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
24,5,1,83,7,557,405,600,2,193,195,405,600,0,0,399,1,5,405,0,False,18.35,20.45,29,1,0,4,0,0,4,4,7,20,0,29,0,0,0,0,5,0,0,0,0,14,0,0,0,1,0,1,3,0,0,1,90,157,1,0,1,2,1,0,0,0,24,0,آفاق تونس:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حزب المبادرة:2  
24,5,1,83,6,558,403,600,0,197,197,403,600,0,0,401,1,1,403,0,False,,,24,1,0,1,0,0,6,3,12,16,0,15,0,0,1,0,6,1,1,1,0,5,0,0,0,0,0,0,3,0,0,1,103,168,6,3,0,4,0,1,0,0,19,0,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حزب المبادرة:1  
24,5,1,83,5,558,417,600,1,182,183,417,600,0,0,413,3,1,417,0,False,19.35,22.06,19,0,0,1,0,0,7,4,4,17,0,24,0,0,0,1,5,1,1,3,1,6,0,0,0,0,2,0,7,0,0,0,132,154,1,2,0,8,1,1,1,0,9,1,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حزب المبادرة:1  
24,5,1,83,3,558,486,612,1,125,126,486,612,0,0,477,6,3,486,0,True,1900,2140,17,2,0,5,0,0,6,4,6,10,0,20,1,1,2,0,10,0,2,0,0,4,0,1,0,0,2,0,5,2,0,3,154,192,4,0,0,6,1,0,1,0,16,0,حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:1  
24,5,1,83,1,558,465,596,0,131,131,465,596,0,0,454,6,5,465,0,True,18.45,21.50,10,7,0,1,2,1,5,9,5,13,0,8,0,0,2,0,11,3,0,2,1,5,0,2,1,0,2,1,4,1,1,0,87,240,8,2,0,7,0,1,2,2,8,0,حزب المبادرة:1  حركة نداء تونس:1  
24,3,6,57,1,497,331,600,0,269,269,331,600,0,62,304,15,12,331,0,False,18.12,20.00,2,1,0,1,1,0,11,0,3,1,0,1,0,1,0,1,2,0,5,3,1,8,1,3,0,5,5,2,6,0,0,2,104,122,2,2,1,1,1,1,1,2,0,1,حركة نداء تونس:1  حركة النهضة:1  الحزب الجمهوري:1  الطليعة الشبابية:1  
24,3,6,56,2,325,191,400,0,209,209,191,400,0,0,189,1,1,191,0,False,18.35,20.30,1,0,0,2,0,0,6,0,4,1,1,2,0,1,0,0,6,1,1,0,0,5,3,25,0,0,0,1,3,0,0,8,73,43,0,0,0,0,0,0,1,0,0,1,حركة نداء تونس:1  الحزب الجمهوري:1  حركة النهضة:1  
24,3,6,56,1,325,248,402,0,154,154,248,402,0,0,238,10,0,248,0,False,18.15,19.45,2,0,1,2,0,0,6,0,3,1,0,3,0,1,0,1,19,0,2,2,1,3,4,17,0,2,0,0,11,0,2,16,74,55,2,0,3,3,0,1,0,0,0,1,حركة الشعب:1  حركة النهضة:1  حركة نداء تونس:1  
24,3,5,55,2,388,191,496,0,305,305,191,496,0,0,189,1,1,191,0,True,18.00,19.39,1,1,0,4,0,0,2,1,1,2,1,11,0,1,2,0,2,0,0,3,0,5,5,11,0,0,2,1,6,1,0,1,46,71,3,0,0,3,0,1,0,1,0,0,حركة نداء تونس:1  
24,3,5,55,1,388,295,500,7,198,205,295,500,0,0,287,8,0,295,0,True,18.30,20.20,1,2,1,4,0,0,4,0,2,2,1,10,3,4,7,1,5,1,4,7,0,0,9,9,0,1,6,2,5,1,1,1,63,106,2,1,0,4,2,2,2,5,3,3,التحالف الديمقراطي:1  الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  
24,3,4,54,1,205,153,300,0,147,147,153,300,0,0,140,10,3,153,0,False,18.30,20.05,1,1,1,0,0,0,3,0,3,2,0,1,0,0,0,0,2,0,0,0,2,12,7,4,0,0,0,0,9,1,2,2,26,58,1,0,0,0,1,0,0,0,1,0,حركة النهضة:1  الاتحاد الوطني الحر:2  الحزب الجمهوري:1  حركة نداء تونس:2  
24,3,4,53,2,318,168,400,1,231,232,168,400,0,0,160,5,3,168,0,False,18.40,20.20,1,1,2,1,0,1,4,0,7,2,0,1,0,0,0,0,1,0,0,3,0,8,1,3,0,0,1,0,4,1,1,2,69,42,2,0,0,0,0,0,0,1,1,0,حركة نداء تونس:1  
24,3,3,52,1,335,202,400,1,197,198,202,400,0,0,191,6,5,202,0,False,19.00,21.00,1,1,0,4,1,0,9,1,7,0,3,6,1,0,4,2,2,0,0,0,0,5,5,1,0,0,0,1,4,2,1,8,42,70,1,0,3,2,1,0,0,1,1,1,التحالف الديمقراطي:1  حركة نداء تونس:3  الاتحاد الوطني الحر:1  حركة النهضة:1  حزب المبادرة:1  
24,3,3,51,1,309,208,400,1,192,193,207,400,0,0,196,6,5,207,0,False,19h05,21h54,0,0,0,35,0,1,3,0,2,1,5,8,0,1,8,2,6,0,1,2,0,2,0,1,1,0,0,0,5,2,0,1,36,67,2,0,0,3,0,0,0,0,1,0,التحالف الديمقراطي:1  الحزب الجمهوري:1  الجبهة الشعبية:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:2  
24,3,3,50,1,332,241,400,1,158,159,241,400,0,0,236,3,2,241,0,False,1828,2000,4,1,0,2,0,1,1,0,1,0,39,2,1,1,2,0,0,2,2,0,3,7,2,1,1,0,0,2,2,0,0,2,68,82,3,1,0,0,1,1,0,0,1,0,الثقافة والعمل:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
24,3,3,49,3,435,236,500,1,263,264,236,500,0,0,231,1,4,236,0,True,1810,2041,2,1,0,0,0,0,4,0,4,5,11,6,1,1,2,0,1,0,2,1,0,8,14,0,0,1,0,0,4,0,0,1,62,84,1,0,1,13,0,0,0,0,1,0,الاتحاد الوطني الحر:1  حزب المبادرة:1  حركة نداء تونس:2  
24,3,3,49,2,435,307,500,0,193,193,307,500,0,0,299,4,4,307,0,True,1830,2045,2,1,0,0,0,0,5,1,8,3,11,1,2,3,2,2,4,1,1,1,0,7,21,2,1,0,1,0,3,1,0,1,88,110,0,1,0,7,1,1,1,3,2,0,حركة نداء تونس:2  الحزب الجمهوري:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حزب المبادرة:1  
24,3,3,49,1,435,346,500,2,154,156,344,500,0,2,329,11,4,344,0,True,19h,22h30,3,2,0,4,1,1,5,3,2,1,6,3,0,7,5,2,4,0,5,4,0,9,21,7,0,0,1,2,5,3,0,2,51,142,4,0,1,8,4,2,1,4,3,1,الاتحاد من اجل تونس:1  حركة نداء تونس:1  حركة النهضة:1  
24,3,3,48,2,537,341,600,0,259,259,341,600,0,0,336,2,3,341,0,True,18h15,21h45,6,0,0,0,0,0,14,1,10,16,0,9,2,0,2,1,1,0,2,4,1,16,2,1,0,1,2,0,3,3,1,7,112,99,3,0,2,6,1,1,0,1,6,0,حركة الشعب:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
24,3,3,48,1,538,420,600,0,180,180,420,600,0,0,387,26,8,421,1,True,18h,22h,3,1,1,1,0,0,13,8,7,4,3,9,1,0,2,3,4,4,1,3,2,14,7,2,1,2,3,1,7,1,0,16,94,143,2,0,2,7,1,0,2,4,6,2,الحزب الجمهوري:1  حزب المبادرة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
24,3,1,46,6,513,314,600,0,286,286,314,600,0,0,311,3,0,314,0,True,1900,2100,17,0,0,1,0,0,29,1,4,14,1,12,2,0,0,0,6,0,2,3,0,11,1,3,1,0,0,1,2,0,0,7,32,159,0,0,0,0,1,0,0,0,1,0,الجبهة الشعبية:1  حركة الشعب:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
24,3,1,46,5,516,302,600,0,298,298,302,600,0,0,297,3,2,302,0,False,18h25,,9,0,0,3,1,0,13,0,6,18,0,10,0,1,1,0,7,0,2,1,0,14,1,5,1,0,0,0,5,1,0,4,61,126,1,2,0,2,0,0,1,0,1,0,الجبهة الشعبية:1  حزب المبادرة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
24,3,1,46,4,516,375,604,0,224,224,380,604,0,5,377,2,1,380,0,False,19,22,7,0,0,0,0,0,22,2,5,9,1,22,0,3,1,1,5,0,1,3,0,7,3,1,1,0,1,1,2,2,0,8,74,187,2,1,1,3,1,0,0,0,0,0,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  التحالف الديمقراطي:1  حزب المبادرة:1  
24,3,1,46,3,516,399,602,0,204,204,398,602,0,1,392,5,1,399,0,False,1800,2100,8,2,0,0,0,1,14,3,6,8,0,20,3,2,0,1,10,0,0,3,0,6,1,4,2,0,3,0,4,2,0,9,72,198,1,1,0,3,0,1,1,0,3,0,حركة النهضة:1  حركة نداء تونس:1  
24,3,1,46,2,516,370,600,1,229,230,370,600,0,0,349,6,15,370,0,False,18h35,21h05,6,3,0,1,0,0,5,2,3,9,1,12,1,1,0,1,6,0,0,2,2,5,2,5,3,0,1,3,3,1,1,4,60,187,3,3,4,2,2,1,2,0,2,0,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
24,3,1,46,1,516,406,600,0,194,194,406,600,0,0,381,16,9,406,0,False,18h,21h,11,1,1,4,0,0,8,1,1,8,0,16,1,0,1,1,11,0,2,3,1,6,0,4,1,0,2,1,0,2,1,4,46,235,4,1,0,0,2,0,0,0,2,0,االتكتل من اجل العمل والحريات:1  حركة نداء تونس:1  حركة النهضة:1  
24,3,1,45,4,552,355,598,0,243,0,355,355,243,0,345,6,4,355,0,False,18h,21h15,17,0,1,3,1,0,32,1,1,7,1,26,0,2,1,0,11,0,0,2,2,9,1,1,0,1,2,0,1,2,0,2,45,167,2,1,0,1,0,0,0,0,2,0,حركة النهضة:1  حزب المبادرة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:2  
24,3,1,45,3,552,388,596,0,208,208,388,596,0,0,382,3,3,388,0,False,19h,,9,0,0,1,0,0,21,3,7,13,0,24,0,0,1,0,6,0,1,0,3,5,4,0,0,0,0,1,2,2,0,13,73,180,3,0,2,4,2,0,0,0,2,0,حركة الشعب:1  حركة النهضة:1  حركة نداء تونس:1  
24,3,1,45,2,552,448,595,2,145,147,448,595,0,0,443,5,0,448,0,False,18h10,21h10,12,0,0,1,0,0,12,1,2,10,1,32,3,1,1,2,10,1,1,0,0,7,0,4,0,0,1,1,1,1,1,11,85,230,3,0,2,1,1,1,0,1,2,0,حزب المبادرة:1  حركة نداء تونس:1  حركة النهضة:1  
24,3,1,45,1,552,439,596,2,156,158,438,596,0,1,414,15,9,438,0,False,1850,2038,11,3,1,6,0,0,8,3,3,9,1,19,1,1,0,1,7,0,2,3,0,6,2,6,0,1,0,2,2,1,1,4,49,242,1,0,3,8,0,3,0,0,2,2,الحزب الجمهوري:1  أهداف الثورة أولا:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  االتكتل من اجل العمل والحريات:1  
24,3,1,44,6,512,342,600,0,258,258,342,600,0,0,336,4,2,342,0,False,1909,2204,15,0,0,1,0,0,31,2,2,7,0,19,0,2,2,2,6,0,0,1,0,3,4,1,0,0,1,0,0,2,0,6,36,182,1,4,2,0,0,0,1,0,3,0,حركة نداء تونس:1  حركة النهضة:1  
24,3,1,44,5,511,306,600,2,292,294,306,600,0,0,303,1,2,306,0,False,1900,2125,8,0,0,0,0,0,23,0,0,8,3,11,0,1,3,0,5,0,1,1,0,10,0,4,0,0,2,0,3,3,1,6,54,147,3,2,1,2,0,0,0,0,1,0,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:2  التحالف الديمقراطي:1  الجبهة الشعبية:1  االتكتل من اجل العمل والحريات:1  
24,3,1,44,4,511,372,596,2,222,224,372,596,0,0,369,2,1,372,0,True,1922,2040,9,0,0,4,0,0,18,1,3,5,0,12,0,0,1,4,9,0,0,0,0,6,2,2,0,0,0,0,2,3,0,9,86,184,3,2,1,0,2,0,0,1,0,0,حركة نداء تونس:1  الاتحاد الوطني الحر:1  
24,3,1,44,3,511,406,598,1,191,192,406,598,0,0,403,1,2,406,0,False,1935,,11,0,1,2,0,0,13,2,3,8,0,15,0,2,0,4,13,0,2,0,0,11,1,4,0,0,1,0,2,2,0,6,73,209,4,3,0,2,2,0,4,1,2,0,الجبهة الشعبية:1  حركة نداء تونس:1  حركة الشعب:1  حركة النهضة:1  
24,3,1,44,2,511,382,600,0,218,218,382,600,0,0,363,19,0,382,0,False,1900,2115,8,3,0,1,0,0,12,3,2,5,0,13,1,0,1,1,16,1,1,3,0,5,2,2,0,1,0,0,0,3,1,7,62,188,5,2,1,3,4,1,0,1,4,0,حركة نداء تونس:1  حركة النهضة:1  
24,3,1,44,1,511,395,600,1,205,206,394,600,0,1,363,22,9,394,0,False,1900,2140,4,2,1,5,1,1,4,2,2,6,1,13,0,0,3,3,4,2,4,4,1,3,2,2,0,0,3,2,2,6,0,7,46,216,0,2,0,1,1,1,1,0,3,1,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  
24,2,5,43,1,526,338,600,2,258,260,337,597,3,1,325,11,1,337,0,False,1859,2230,3,0,0,0,0,0,35,2,8,0,1,3,1,1,3,1,2,1,0,4,1,2,1,2,0,7,0,0,11,4,0,1,44,152,2,2,20,4,1,1,1,3,1,0,حركة نداء تونس:1  آفاق تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حزب المبادرة:1  
24,2,4,41,1,343,216,400,0,184,184,216,400,0,0,198,12,6,216,0,False,1832,2000,1,1,1,0,0,0,4,3,6,4,1,1,3,2,1,2,1,0,3,1,0,17,2,1,7,1,1,1,3,0,1,1,92,22,3,0,2,2,1,0,0,1,4,1,حركة نداء تونس:1  حركة النهضة:1  حزب المبادرة:1  
24,2,3,40,1,411,220,500,0,281,281,218,499,1,2,193,7,18,218,0,False,1900,2306,0,1,0,1,0,0,3,0,4,5,0,0,0,0,2,2,1,0,0,5,0,2,1,2,0,0,1,0,2,1,1,2,82,65,6,0,0,3,0,0,0,1,0,0,حركة نداء تونس:1  حركة النهضة:1  
24,2,3,39,1,531,371,600,7,222,229,371,600,0,0,350,20,1,371,0,False,1830,2200,2,2,0,2,0,0,25,0,2,2,0,2,2,1,0,1,0,0,15,0,1,3,0,1,1,1,0,0,2,3,1,0,139,135,0,0,0,4,1,0,1,0,1,0,الاتحاد الوطني الحر:3  حركة النهضة:1  حركة نداء تونس:3  
24,2,3,38,2,347,188,400,0,212,212,188,400,0,0,179,6,3,188,0,False,1820,1957,2,0,0,0,0,0,6,0,2,0,0,1,1,0,1,0,3,0,7,2,0,2,0,0,0,0,0,0,5,0,0,1,66,76,1,0,0,1,0,0,1,1,0,0,حركة نداء تونس:2  حركة النهضة:1  حزب المبادرة:1  
24,2,3,38,1,347,271,400,15,114,129,271,400,0,0,234,31,6,271,0,True,1840,2117,0,0,0,1,0,0,5,3,0,0,3,0,2,0,3,1,0,0,7,3,1,5,1,1,0,0,0,3,8,6,2,1,83,86,3,0,0,2,0,2,1,0,1,0,آفاق تونس:1  حركة نداء تونس:1  حركة النهضة:1  
24,2,2,37,1,470,312,500,0,188,0,312,312,0,0,300,8,4,312,0,True,1815,2000,4,1,0,1,0,0,8,0,7,5,9,8,1,0,2,4,6,1,1,1,2,8,2,3,1,0,0,1,6,2,2,5,61,107,2,0,3,31,1,1,2,0,0,2,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حزب المبادرة:1  حركة النهضة:1  
24,2,2,36,1,324,228,400,0,172,172,228,400,0,0,210,15,3,228,0,False,1830,2000,2,2,0,0,0,0,11,1,3,0,0,2,0,0,3,0,1,0,1,1,0,0,0,3,1,1,1,1,1,4,0,2,110,47,2,0,1,5,1,0,1,0,2,0,:  
24,2,2,35,3,593,279,698,0,419,419,279,698,0,0,266,6,7,279,0,False,18h15,21h30,2,0,0,0,0,0,20,0,14,7,1,6,1,0,2,1,0,0,4,2,0,7,1,0,2,0,0,0,5,1,2,2,105,72,1,0,1,6,0,1,0,0,0,0,التحالف الديمقراطي:1  الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  
24,2,2,35,2,595,417,800,2,385,387,416,803,3,1,405,4,7,416,0,False,1835,2220,7,0,1,0,1,0,21,1,16,9,3,9,0,1,6,1,5,0,10,5,2,10,0,1,2,3,1,0,9,1,0,1,163,101,3,0,4,3,0,0,1,3,1,0,حركة نداء تونس:1  حركة النهضة:1  آفاق تونس:1  
24,2,2,35,1,595,448,700,0,252,252,448,700,0,0,400,35,13,448,0,False,1815,2230,4,1,3,2,1,0,17,2,35,1,3,5,1,3,8,3,2,1,5,3,0,14,0,5,2,1,2,0,20,5,0,2,98,124,3,2,0,9,1,2,0,8,2,0,حركة نداء تونس:1  حركة النهضة:1  التحالف الديمقراطي:1  حزب المبادرة:1  
24,2,1,34,2,353,187,400,0,213,213,187,400,0,0,182,4,1,187,0,False,18.15,19.25,10,0,0,0,0,0,12,0,5,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,101,46,1,0,0,2,0,0,0,0,0,0,حركة نداء تونس:3  الاتحاد الوطني الحر:1  حزب المبادرة:1  حركة النهضة:1  
24,2,1,34,1,353,224,400,0,176,176,224,400,0,0,197,5,22,224,0,False,18.00,20.42,6,1,0,1,0,1,6,0,5,0,1,0,0,0,1,2,1,1,2,1,1,0,2,1,0,0,0,1,3,1,1,0,94,49,2,0,1,8,2,1,0,0,0,1,الاتحاد الوطني الحر:1  حركة النهضة:2  التحالف الديمقراطي:1  آفاق تونس:1  حركة نداء تونس:2  
24,2,1,33,2,420,212,500,1,287,288,212,500,0,0,206,2,4,212,0,False,1855,2050,7,0,1,1,0,0,18,2,3,0,1,0,0,0,0,0,3,1,4,1,0,2,0,0,0,3,0,0,2,0,0,7,105,38,4,0,0,2,0,0,1,0,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  حزب المبادرة:1  
24,2,1,33,1,420,304,500,0,196,196,304,500,0,0,277,23,4,304,0,True,18.50,21.00,4,2,0,0,1,2,21,5,3,1,1,2,0,0,3,3,1,2,6,0,1,2,1,4,0,2,1,2,4,2,1,13,106,56,1,1,2,11,0,1,1,3,3,2,التحالف الديمقراطي:1  حزب المبادرة:1  حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  آفاق تونس:1  
24,1,7,32,1,443,254,500,8,238,246,254,500,0,0,242,11,1,254,0,False,18.35,21.00,5,5,0,0,1,0,10,2,3,0,2,0,1,0,3,2,3,1,1,11,1,4,2,4,0,2,0,0,0,3,1,4,92,63,1,0,0,6,1,3,0,3,1,1,حركة النهضة:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  آفاق تونس:1  حركة نداء تونس:1  حزب المبادرة:1  
24,1,7,31,2,515,346,600,0,254,254,346,600,0,0,323,19,4,346,0,False,18.35,20.00,4,0,0,0,1,0,1,0,1,1,1,4,1,0,0,2,0,0,133,2,0,0,2,1,0,0,0,0,0,1,0,1,94,68,2,0,0,2,0,0,0,0,1,0,حركة نداء تونس:1  الطليعة الشبابية:1  الجبهة الشعبية:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
24,1,7,31,1,516,421,600,1,179,180,420,600,0,1,388,17,15,420,0,False,1800,2145,3,0,0,0,1,0,6,1,1,0,2,1,1,0,1,10,1,1,128,0,0,6,2,6,0,0,0,0,3,0,1,1,128,72,6,1,0,2,0,1,1,1,0,0,آفاق تونس:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  الطليعة الشبابية:1  
24,1,6,30,1,204,119,300,2,179,181,119,300,0,0,113,6,0,119,0,False,1830,2100,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,1,28,0,0,1,0,1,0,0,0,0,12,0,0,2,35,17,0,0,2,2,0,0,0,2,0,0,حركة نداء تونس:2  حزب المبادرة:1  آفاق تونس:1  حركة الشعب:1  حركة النهضة:2  الاتحاد الوطني الحر:1  
24,1,6,29,1,273,179,295,1,115,116,179,295,0,0,171,8,0,179,0,True,1815,1940,7,0,0,2,0,0,5,1,0,0,0,1,1,0,0,0,2,2,11,2,0,2,0,1,0,0,0,0,12,0,1,9,32,74,0,1,0,2,0,0,0,2,0,1,حركة نداء تونس:3  حركة النهضة:1  تيار المحبة:1  آفاق تونس:1  الاتحاد الوطني الحر:1  
