circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,أبناء الشعب,أمن شامل لانقاذ تونس,اتحاد القوى الشبابية,اتحاد شباب ديمقراطي تونسي,آفاق تونس,الأمان,الاتحاد الوطني الحر,الاتحاد من أجل تونس ,البناء الوطني,التحالف الديمقراطي,التيار الديمقراطي,الثقافة والعمل,الجبهة الشعبية,الجبهة الوطنية التونسية,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحزب الجمهوري,الحزب الجمهوري المغربي,الحزب الليبرالي التونسي,الربيع العربي لتحقيق السيادة الاقتصادية,الشعب يريد,القائمة البرقيبية,المؤتمر من أجل الجمهورية,النور للديمقراطية والتنمية,اليد في اليد,تونس للجميع,تيار المحبة الائتلافية ,تيار صوت الشعب الحر,حركة التونسي,حركة الديمقراطيين الاشتراكيين,حركة الشباب الوطني التونسي,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب التكتل,حزب العمل التونسي,حزب اللقاء الدستوري,حزب المبادرة,حزب المجد,صوت شعب تونس,عزم-توكل-بناء,لنا الحق,محيطنا نماء لثروتنا,نداء قرطاج,observers
2,6,2,49,1,575,534,700,0,166,166,534,700,0,0,525,5,4,534,0,False,18h10,21h30,0,0,0,0,14,0,3,22,0,1,1,1,16,0,1,0,5,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,42,408,0,2,0,0,1,1,0,0,1,0,1,حركة نداء تونس:2  الاتحاد من أجل تونس :1  
2,6,1,48,3,588,443,700,2,255,257,443,700,0,0,440,0,3,443,0,False,1905,,0,1,0,0,26,1,9,15,0,3,3,0,8,0,2,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,31,321,3,2,0,0,2,1,0,0,0,0,1,افاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد من أجل تونس :1  
2,6,1,48,2,585,486,701,0,215,215,486,701,0,0,485,0,1,486,0,False,1845,2100,0,1,0,0,27,0,11,5,0,3,8,0,9,1,1,1,5,1,0,0,1,1,11,0,0,1,1,0,0,0,0,0,52,331,2,3,1,1,4,2,0,0,0,0,1,الاتحاد من أجل تونس :1  حركة النهضة:1  حركة نداء تونس:1  
2,6,1,48,1,585,498,700,2,200,202,497,699,1,1,491,5,1,497,0,False,1920,2200,0,0,0,0,19,1,8,11,0,0,6,0,3,0,0,0,11,0,0,0,1,0,3,0,1,4,0,0,0,0,1,0,40,361,3,4,0,0,8,1,1,0,0,2,2,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
2,6,1,47,7,572,468,700,0,232,232,468,700,0,0,461,2,5,468,0,False,18:50,21:10,0,0,0,0,31,1,7,14,0,3,6,0,20,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,19,335,3,4,0,1,7,1,0,0,1,0,1,حركة نداء تونس:  حركة النهضة:  :  
2,6,1,47,6,577,483,701,1,217,218,483,701,0,0,479,2,2,483,0,False,19.15,22.45,0,0,0,0,34,0,4,17,2,4,6,0,11,0,1,0,5,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,31,344,1,4,1,0,6,1,1,0,0,0,0,حركة نداء تونس:  حركة النهضة:  
2,6,1,47,5,577,514,700,1,185,186,514,700,0,0,508,0,6,514,0,False,18.30,20.00,0,0,0,0,27,0,4,15,0,0,4,0,6,0,1,0,2,0,0,0,1,0,6,0,0,1,0,0,0,0,0,0,29,401,2,2,0,0,6,1,0,0,0,0,0,حركة النهضة:  افاق تونس:  حركة نداء تونس:  
2,6,1,47,3,577,535,701,2,164,166,535,701,0,0,529,3,3,535,0,False,1900,2215,0,0,0,0,20,0,3,24,0,0,1,0,6,2,1,0,5,0,0,1,1,0,2,0,0,2,0,2,0,0,0,0,35,413,2,2,0,0,4,1,1,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  
2,6,1,47,2,577,523,700,3,176,179,521,700,0,2,518,2,1,521,0,False,18:50,22:20,0,0,0,0,14,0,2,23,0,1,2,0,9,0,0,0,3,0,0,0,1,0,1,0,0,2,1,0,0,0,0,1,35,418,1,4,0,0,0,0,0,0,0,0,0,حركة نداء تونس:1  افاق تونس:1  
2,6,1,47,1,577,523,702,3,176,179,523,702,0,0,521,1,1,523,0,False,1820,2045,0,1,0,1,22,0,2,21,0,2,3,0,6,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,21,417,3,7,1,0,4,1,1,0,0,0,1,حركة نداء تونس:1  حركة النهضة:1  
2,9,4,80,6,531,409,600,6,185,191,409,600,0,0,403,5,1,409,0,True,18.35,21.08,0,0,0,0,32,0,14,9,0,5,3,0,12,0,0,0,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,21,294,1,1,0,0,1,0,1,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  
2,9,4,80,5,531,422,600,1,177,178,422,600,0,0,422,0,0,422,0,True,1900,2055,0,0,0,0,21,0,8,14,0,0,8,0,9,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,23,316,2,4,1,0,1,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  
2,9,4,80,4,531,477,600,2,121,123,477,600,0,0,475,1,1,477,0,False,19.00,23.15,0,0,0,0,38,0,5,16,0,5,16,0,8,0,1,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,42,330,1,3,0,0,2,0,1,0,0,0,1,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
2,9,4,80,3,531,473,600,1,126,127,473,600,0,0,468,5,0,473,0,False,19.00,21.40,0,0,0,0,23,0,6,10,1,4,3,0,11,0,0,0,4,0,0,0,0,2,6,0,0,0,3,0,0,0,0,1,38,350,2,1,0,0,2,0,0,0,0,0,1,الاتحاد من أجل تونس :1  حركة النهضة:1  حركة نداء تونس:1  
2,9,4,80,2,531,493,600,2,105,107,493,600,0,0,489,0,4,493,0,False,18:47,22:39,0,0,0,0,22,0,4,9,0,3,6,0,9,2,2,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,42,369,0,3,0,0,6,1,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,9,4,80,1,531,480,600,2,118,120,480,600,0,0,477,2,1,480,0,False,18.10,21.15,0,0,0,0,13,0,1,12,0,1,6,1,6,0,1,0,5,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,38,378,2,4,0,0,3,1,0,0,0,0,1,افاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  
2,9,3,79,7,560,352,600,0,248,248,352,600,0,0,344,2,6,352,0,False,18:49,21:19,0,0,0,0,24,1,25,1,1,5,11,2,16,3,3,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,72,155,3,2,0,0,1,0,0,0,0,0,2,حركة نداء تونس:1  حركة النهضة:1  
2,9,3,79,6,561,367,600,4,229,233,367,600,0,0,365,1,1,367,0,False,1830,2200,0,0,0,0,20,0,22,3,0,10,25,0,8,1,3,0,6,1,0,0,0,0,9,0,0,2,0,0,1,0,2,0,90,151,3,4,2,0,2,0,0,0,0,0,0,حركة نداء تونس:1  
2,9,3,79,5,561,376,600,1,223,224,376,600,0,0,368,3,5,376,0,True,18:20,,1,0,0,1,18,0,11,0,1,8,25,1,10,0,1,1,5,0,0,0,0,0,21,1,0,0,2,0,0,0,0,3,100,146,4,2,1,0,3,1,0,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  
2,9,3,79,4,561,414,600,2,185,187,413,600,0,1,406,7,0,413,0,True,18h50,23h55,0,0,0,0,20,0,12,4,0,3,11,0,7,3,2,1,3,0,0,0,0,0,8,0,0,4,0,0,0,0,0,3,156,155,2,5,3,0,2,1,0,0,1,0,0,حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  الجبهة الشعبية:1  
2,9,3,79,3,561,418,600,0,182,182,418,600,0,0,397,19,2,418,0,False,18h,22h07,2,0,0,1,14,0,10,5,0,2,8,0,16,0,2,0,7,0,0,0,0,0,8,0,0,1,2,0,0,0,0,3,130,172,5,1,0,0,3,4,1,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  حزب المبادرة:1  
2,9,3,79,1,561,434,600,0,166,0,434,600,0,0,409,12,13,434,0,False,18:35,21:17,1,1,0,1,5,1,11,2,1,1,8,0,7,2,1,1,13,1,0,0,2,1,6,2,1,4,2,0,1,1,0,1,113,199,2,3,1,1,3,4,0,1,1,0,3,حركة النهضة:1  حركة نداء تونس:1  
2,9,2,78,7,580,420,700,2,278,280,420,700,0,0,416,2,2,420,0,False,19:30,22:00,0,0,0,0,20,2,21,4,0,5,13,1,15,1,0,0,1,0,0,0,0,0,9,0,0,2,1,0,0,0,0,0,93,220,3,1,0,0,3,0,0,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  حزب المبادرة:1  
2,9,2,77,8,572,448,699,0,251,251,448,699,0,0,447,0,1,448,0,False,18H45,20H25,0,0,0,0,33,0,19,6,1,7,25,0,28,0,0,0,5,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,65,236,3,4,0,0,2,2,0,0,0,0,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  
2,9,2,77,7,579,434,700,2,264,266,434,700,0,0,428,3,3,434,0,False,1850,2210,0,0,1,0,35,0,12,7,1,5,24,0,14,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,59,245,2,0,1,0,8,0,1,0,0,0,0,حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
2,9,2,77,6,579,415,700,1,284,285,415,700,0,0,410,2,3,415,0,False,18H50,21H15,0,0,0,0,27,0,9,6,0,2,23,0,26,1,3,0,9,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,78,205,2,3,0,1,1,1,0,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  حزب المبادرة:1  
2,9,2,77,5,579,469,700,2,230,232,468,700,0,1,465,0,3,468,0,False,18H45,23H30,0,0,0,0,42,0,13,2,1,13,22,0,20,0,0,0,5,0,0,0,0,0,18,0,0,0,1,0,0,1,0,0,121,194,2,2,1,0,1,4,0,0,0,1,1,حركة النهضة:1  حركة نداء تونس:1  :  
2,9,2,77,4,579,459,700,1,240,241,459,700,0,0,455,2,2,459,0,False,18H30,21H00,0,0,0,1,34,0,14,2,1,4,17,0,10,2,0,0,9,2,0,0,0,1,8,0,0,4,0,0,0,0,0,0,100,239,1,2,0,0,3,1,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,9,2,77,3,579,478,701,1,222,223,478,701,0,0,475,3,0,478,0,True,19H28,23H25,0,0,0,0,15,1,16,6,0,7,15,1,21,1,1,1,4,0,0,2,0,0,7,0,0,1,2,0,1,0,0,3,90,264,3,6,0,0,2,3,1,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
2,9,2,77,2,579,490,700,4,207,211,489,700,0,1,485,3,1,489,0,True,18:10,22:00,0,0,0,0,25,1,6,1,1,2,4,1,10,2,0,0,5,0,1,0,3,1,2,0,1,3,0,1,1,1,1,1,69,326,5,4,0,0,3,1,0,1,0,0,2,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,9,2,77,1,579,501,700,3,197,200,500,700,0,1,498,0,2,500,0,True,19:30,21:15,0,0,0,0,27,0,10,3,0,3,10,0,13,1,1,0,8,0,1,0,1,0,5,0,0,2,2,0,0,0,0,0,93,306,3,2,0,0,3,1,1,0,1,0,1,حركة نداء تونس:1  حركة النهضة:1  
2,9,1,76,7,546,341,600,0,259,259,341,600,0,0,335,3,3,341,0,False,18:45,21:37,0,0,0,2,22,0,10,5,0,4,15,0,10,0,0,0,7,0,0,0,0,0,5,0,0,0,1,0,0,0,1,3,63,185,1,1,0,0,0,0,0,0,0,0,0,حركة نداء تونس:1  حركة النهضة:1  
2,9,1,76,6,548,351,601,4,246,250,351,601,0,0,349,1,1,351,0,False,1840,2009,0,1,0,0,32,0,4,6,0,8,24,0,12,0,2,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,63,180,0,1,0,0,1,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,9,1,76,5,548,380,600,0,220,220,380,600,0,0,378,0,2,380,0,False,18:55,20:50,0,0,0,0,15,0,6,13,0,5,27,0,11,0,0,1,6,0,0,0,0,0,14,0,0,0,2,1,0,1,3,1,83,179,3,2,0,0,3,0,1,0,1,0,0,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
2,9,1,76,4,548,439,600,0,161,161,439,600,0,0,436,1,2,439,0,True,19:00,23:34,0,0,0,0,14,0,13,5,0,6,17,0,11,2,0,0,7,0,0,0,0,0,10,1,0,3,1,1,0,2,0,1,96,236,3,1,0,0,2,1,2,0,1,0,0,حركة نداء تونس:1  حركة النهضة:1  
2,9,1,76,3,548,455,600,1,144,145,455,600,0,0,449,4,2,455,0,False,18:20,21:55,0,1,0,0,15,0,5,7,0,5,11,0,10,3,0,0,5,0,0,0,1,0,3,1,1,3,0,3,0,0,0,2,97,261,1,3,2,0,3,4,0,0,0,1,1,افاق تونس:1  حركة نداء تونس:1  حركة النهضة:1  
2,9,1,76,2,548,443,600,4,153,157,443,600,0,0,429,12,2,443,0,False,18:35,21:20,2,1,1,1,12,0,6,5,1,2,7,1,0,0,0,1,3,3,0,1,0,0,3,0,0,4,2,1,0,2,0,2,67,268,2,7,1,0,5,2,2,0,1,2,0,حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  
2,9,1,76,1,548,456,600,1,144,145,455,600,0,1,431,15,9,455,0,False,18:28,21:00,0,2,1,0,16,0,6,10,1,0,15,0,10,1,3,0,6,0,0,1,0,1,0,0,0,5,1,0,1,0,0,1,53,285,0,2,2,1,4,2,0,0,0,0,1,حركة نداء تونس:1  حركة النهضة:1  
2,10,6,87,4,538,352,600,2,246,248,352,600,0,0,338,9,5,352,0,False,19h,21h10,1,0,0,0,9,0,41,4,0,3,8,0,13,0,0,0,2,0,0,0,0,1,9,0,0,1,2,1,0,0,0,3,56,176,2,1,2,0,1,2,0,0,0,0,0,الاتحاد الوطني الحر:1  افاق تونس:1  حركة نداء تونس:1  حركة النهضة:1  
2,10,6,87,3,541,417,600,2,183,185,415,600,0,2,397,12,6,415,0,False,18.10,21.50,1,1,0,0,20,2,27,2,2,1,15,0,12,1,0,0,8,2,0,0,0,0,6,0,1,3,3,1,0,1,0,12,91,168,3,5,1,0,3,3,1,0,0,0,1,حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  الجبهة الشعبية:1  
2,10,6,87,2,541,436,600,4,160,164,436,600,0,0,405,25,6,436,0,False,19h,20h55,0,1,2,0,9,0,28,3,1,1,7,0,18,1,0,1,12,0,1,0,3,2,6,0,0,2,2,0,2,3,0,8,84,189,5,0,0,0,2,4,0,1,1,0,6,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
2,10,6,87,1,541,433,600,0,167,167,433,600,0,0,361,34,38,433,0,False,1815,2200,1,1,1,1,8,1,22,2,2,2,3,2,11,2,1,0,4,0,1,0,2,3,4,0,2,6,1,1,4,3,0,3,58,182,3,5,3,1,2,3,1,1,2,1,5,الاتحاد الوطني الحر:1  حركة وفاء:1  حركة نداء تونس:1  حركة النهضة:1  
2,10,5,86,7,568,375,600,1,224,225,375,600,0,0,361,12,2,375,0,False,1845,2215,0,0,1,0,11,0,16,1,0,1,7,0,20,0,0,0,8,1,0,0,0,0,9,0,0,1,2,0,3,1,1,6,90,166,2,0,1,0,6,0,0,0,1,3,3,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
2,10,5,86,6,571,340,600,1,260,261,339,600,0,1,334,2,3,339,0,False,18.10,20.46,0,0,0,0,20,0,29,1,0,2,11,0,10,0,0,0,3,0,0,0,0,0,6,1,0,0,0,0,1,0,0,2,68,173,5,1,0,0,1,0,0,0,0,0,0,حركة نداء تونس:1  الجبهة الشعبية:1  افاق تونس:1  الاتحاد الوطني الحر:1  
2,10,5,86,4,571,420,600,0,180,180,420,600,0,0,408,4,8,420,0,False,19h,22h,2,0,0,0,9,0,24,3,3,3,11,3,7,0,0,0,7,0,0,0,1,1,6,0,0,0,0,0,1,0,0,9,123,182,3,1,0,0,5,0,0,0,1,3,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,10,5,86,3,571,416,600,0,184,184,416,600,0,0,390,22,4,416,0,False,19h50,23h,1,2,0,1,3,0,11,3,2,0,8,0,13,3,1,0,7,0,0,1,3,1,3,0,0,3,1,0,1,0,0,10,103,186,7,2,1,0,3,4,1,0,3,0,2,حركة وفاء:1  حركة النهضة:1  حركة نداء تونس:1  
2,10,5,86,2,571,450,600,0,150,150,450,600,0,0,416,27,7,450,0,False,18:15,22:30,0,2,0,1,12,0,20,3,3,1,8,3,6,3,0,0,6,1,0,0,0,2,2,0,2,7,1,0,0,2,1,6,100,209,2,1,0,0,3,1,1,0,0,2,5,حركة نداء تونس:1  حركة النهضة:1  حركة وفاء:1  
2,10,5,86,1,571,457,600,3,143,146,454,600,0,3,413,26,15,454,0,False,19.01,11.28,0,2,4,1,5,1,11,2,3,1,9,1,5,5,3,2,8,3,2,0,0,3,5,1,2,11,1,0,5,4,1,3,82,203,5,4,2,0,3,3,1,0,0,2,4,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
2,10,4,85,6,521,406,600,1,115,1,405,406,194,1,405,0,0,405,0,False,19:02,20:45,0,0,0,0,30,1,18,9,1,4,10,0,15,1,0,0,7,0,0,0,1,1,3,0,0,0,2,0,0,0,0,0,36,253,0,4,0,0,4,1,1,0,1,1,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,10,4,85,5,526,415,600,2,183,185,415,600,0,0,413,1,1,415,0,False,18:45,21:55,0,0,0,0,24,2,20,11,0,1,4,0,7,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31,293,5,1,0,0,2,1,1,1,0,0,0,الأمان:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
2,10,4,85,4,526,430,600,3,167,170,430,600,0,0,424,4,2,430,0,False,1900,2300,0,0,0,0,25,0,5,12,0,6,7,0,6,0,1,0,2,1,0,0,0,0,7,0,0,0,1,0,0,1,0,0,56,287,0,1,0,0,2,1,2,0,1,0,0,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
2,10,4,85,3,526,463,600,4,136,137,463,600,0,0,458,2,3,463,0,False,1830,2229,1,0,0,0,18,0,10,14,0,1,5,0,16,1,0,0,3,0,0,0,3,0,2,0,0,1,0,0,0,0,1,1,69,303,2,1,0,0,2,1,0,0,0,1,2,حركة نداء تونس:1  حركة النهضة:1  الأمان:1  
2,10,4,85,2,526,465,600,1,135,136,464,600,0,1,456,7,1,464,0,False,19.40,22.30,1,1,0,0,11,0,14,10,0,0,4,0,1,1,0,0,9,0,0,0,1,0,6,0,1,1,0,0,1,0,0,0,61,321,0,4,0,0,4,2,0,0,1,0,1,الاتحاد الوطني الحر:1  افاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  
2,10,4,85,1,526,460,599,3,136,139,460,599,0,0,453,5,2,460,0,False,18.45,22.00,1,1,0,0,12,0,3,21,0,2,3,1,3,1,0,0,5,1,1,0,0,0,3,0,0,3,0,0,1,0,0,0,60,321,0,1,0,0,1,6,0,0,0,1,1,الاتحاد من أجل تونس :1  حركة النهضة:1  حركة نداء تونس:1  
2,10,3,84,4,584,455,700,4,241,245,455,700,0,0,451,3,1,455,0,False,1800,2220,0,0,0,0,30,1,7,12,0,1,6,1,8,0,1,0,7,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,27,338,0,2,0,0,4,1,0,0,0,0,1,الاتحاد الوطني الحر:1  الجبهة الشعبية:1  الاتحاد من أجل تونس :1  حركة نداء تونس:1  
2,10,3,84,2,584,519,700,3,178,181,519,700,0,0,515,3,1,519,0,True,18:30,23:20,1,1,0,0,11,3,6,10,0,3,3,0,4,1,0,0,2,1,0,0,2,2,4,0,0,3,0,0,0,1,0,0,38,408,0,3,0,1,3,1,0,0,0,0,3,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد من أجل تونس :1  
2,10,3,84,1,584,498,700,2,200,202,498,700,0,0,484,10,4,498,0,False,1848,2000,0,0,0,0,11,1,1,18,0,2,1,0,12,2,0,0,5,1,0,1,0,1,3,0,0,1,1,1,3,3,0,0,25,377,0,6,0,0,1,1,0,0,1,2,3,حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  الاتحاد من أجل تونس :1  
2,10,3,83,6,554,411,600,0,189,189,411,600,0,0,409,1,1,411,0,False,19.00,21.40,0,0,1,0,24,0,15,8,0,3,15,0,19,2,0,0,10,1,0,0,1,0,5,0,0,1,1,0,0,0,0,2,63,230,1,1,1,0,2,0,0,0,0,0,3,الاتحاد الوطني الحر:1  الاتحاد من أجل تونس :1  حركة نداء تونس:1  
2,10,3,83,5,553,426,594,2,166,168,426,594,0,0,422,4,0,426,0,False,1835,2122,2,0,0,0,28,0,26,8,1,1,9,0,15,1,0,0,7,0,0,0,1,0,6,0,0,0,1,0,0,1,0,0,32,264,3,3,1,0,5,1,0,0,0,1,5,حزب التكتل:1  حركة النهضة:1  افاق تونس:1  الاتحاد الوطني الحر:1  
2,10,3,83,4,553,462,600,2,136,138,462,600,0,0,458,3,1,462,0,False,19.03,23.00,0,0,0,0,15,0,16,7,0,1,12,0,7,2,0,0,6,0,0,0,4,0,4,0,0,1,0,1,1,0,1,2,90,282,1,1,1,0,1,0,0,0,0,0,2,الاتحاد الوطني الحر:1  حركة وفاء:1  حركة النهضة:1  الجبهة الشعبية:1  حركة نداء تونس:1  
2,10,3,83,3,553,479,601,4,119,4,478,482,119,1,471,2,5,478,0,False,19:10,22:00,6,1,0,0,10,0,8,6,1,0,8,0,18,2,1,0,7,1,0,1,4,1,7,0,1,0,4,0,0,0,0,2,71,299,0,3,1,0,1,1,0,0,0,0,6,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,10,3,83,2,553,488,601,1,112,113,488,601,0,0,475,9,4,488,0,False,18h40,22h15,0,0,0,0,6,1,7,2,2,2,6,0,6,3,0,0,7,0,0,0,2,2,7,0,2,1,0,1,1,3,0,0,98,304,3,0,0,0,2,2,1,0,2,1,3,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد من أجل تونس :1  
2,10,3,83,1,553,484,600,3,113,116,484,600,0,0,466,17,1,484,0,False,1925,2200,1,0,0,1,13,3,11,10,3,1,4,0,1,3,1,0,5,0,0,0,3,1,5,0,1,2,0,0,2,1,1,0,56,326,0,0,0,0,0,2,1,1,1,2,4,حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  
2,10,2,82,3,566,432,600,6,163,169,431,600,0,1,423,6,2,431,0,True,1900,2235,0,0,0,0,40,0,10,3,0,1,8,0,18,1,0,0,12,0,0,1,0,1,8,0,1,0,0,0,0,0,0,2,61,243,2,3,0,0,2,3,1,0,0,0,2,افاق تونس:1  حركة النهضة:1  الاتحاد من أجل تونس :1  حركة نداء تونس:1  
2,10,2,82,2,568,473,600,2,125,127,473,600,0,0,466,6,1,473,0,False,18:40,21:35,1,0,0,0,17,0,5,6,0,1,4,1,8,2,2,0,8,0,1,0,0,0,9,0,0,1,3,0,0,0,0,0,101,278,4,4,1,0,4,0,2,0,0,0,3,الاتحاد الوطني الحر:1  حركة النهضة:1  حزب التكتل:1  الاتحاد من أجل تونس :1  حركة نداء تونس:1  
2,10,2,82,1,568,479,600,1,120,121,479,600,0,0,458,8,13,479,0,False,19:00,23:20,0,1,1,0,12,1,6,4,0,1,6,0,5,3,0,0,8,0,0,0,1,1,2,0,0,2,1,0,1,1,0,0,99,289,4,2,0,0,2,1,0,0,1,0,3,الاتحاد الوطني الحر:1  حركة نداء تونس:2  
2,10,1,81,6,582,388,700,4,307,311,388,699,1,0,384,2,2,388,0,True,19.49,22.23,0,0,0,0,30,2,4,7,0,1,9,0,32,0,0,0,4,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,46,235,1,1,1,0,2,0,0,0,1,0,1,حركة النهضة:1  حركة نداء تونس:2  
2,10,1,81,5,584,454,700,4,242,246,454,700,0,0,452,2,0,454,0,False,19:00,21:30,0,0,0,1,25,1,9,9,0,0,14,0,13,2,2,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,42,307,5,0,0,0,6,2,2,0,0,1,0,حركة نداء تونس:2  حركة النهضة:1  
2,10,1,81,4,584,477,700,7,216,223,477,700,0,0,471,4,2,477,0,False,18.04,22.44,0,0,0,1,13,1,4,9,0,2,7,1,15,1,2,0,5,0,0,1,0,0,6,0,0,1,1,0,1,0,0,0,65,328,1,1,0,0,2,2,0,0,0,0,1,افاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  :  
2,10,1,81,3,584,482,700,0,218,218,482,700,0,0,476,0,6,482,0,False,19.32,22.10,0,0,0,0,19,0,1,18,0,2,9,2,9,1,3,0,5,0,0,0,0,0,6,0,0,3,1,2,0,0,0,0,47,329,0,5,1,0,6,4,0,0,1,1,1,الاتحاد من أجل تونس :1  الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  
2,10,1,81,2,584,513,700,3,184,187,513,700,0,0,512,1,0,513,0,True,19.00,22.30,0,0,1,0,11,1,9,13,0,0,10,0,6,1,0,0,8,0,0,0,1,1,3,0,1,2,2,0,1,0,0,1,66,366,1,2,0,0,0,1,0,0,0,3,1,الاتحاد الوطني الحر:1  الاتحاد من أجل تونس :1  الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:2  
2,10,1,81,1,584,510,700,0,190,190,510,700,0,0,493,8,9,510,0,True,18.15,21.00,1,1,0,0,9,0,1,8,4,1,7,0,5,2,0,1,1,2,0,0,2,1,2,0,3,5,0,0,0,1,0,2,57,361,3,4,0,0,2,1,0,0,1,1,4,حركة النهضة:1  حركة نداء تونس:2  
