circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,أبناء الشعب,أمن شامل لانقاذ تونس,اتحاد القوى الشبابية,اتحاد شباب ديمقراطي تونسي,آفاق تونس,الأمان,الاتحاد الوطني الحر,الاتحاد من أجل تونس ,البناء الوطني,التحالف الديمقراطي,التيار الديمقراطي,الثقافة والعمل,الجبهة الشعبية,الجبهة الوطنية التونسية,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحزب الجمهوري,الحزب الجمهوري المغربي,الحزب الليبرالي التونسي,الربيع العربي لتحقيق السيادة الاقتصادية,الشعب يريد,القائمة البرقيبية,المؤتمر من أجل الجمهورية,النور للديمقراطية والتنمية,اليد في اليد,تونس للجميع,تيار المحبة الائتلافية ,تيار صوت الشعب الحر,حركة التونسي,حركة الديمقراطيين الاشتراكيين,حركة الشباب الوطني التونسي,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب التكتل,حزب العمل التونسي,حزب اللقاء الدستوري,حزب المبادرة,حزب المجد,صوت شعب تونس,عزم-توكل-بناء,لنا الحق,محيطنا نماء لثروتنا,نداء قرطاج,observers
2,7,9,69,2,463,324,500,1,175,176,324,500,0,0,321,1,2,324,0,True,"19,55","22,15",0,0,0,0,8,1,20,1,1,3,19,0,17,1,1,0,6,0,0,0,0,0,8,0,0,0,1,1,0,0,0,3,96,124,3,1,1,1,2,0,0,0,0,1,1,حركة نداء تونس:  حركة النهضة:  
2,7,9,69,1,463,371,500,4,125,129,371,500,0,0,352,11,8,371,0,False,19,"21,35",0,3,0,0,4,1,18,5,3,3,6,1,6,3,2,0,5,2,0,0,1,0,5,0,0,2,1,1,1,1,0,0,105,163,1,3,0,1,3,1,0,0,0,1,0,حركة النهضة:  حركة نداء تونس:2  الاتحاد الوطني الحر:  
2,7,8,68,6,569,380,600,6,214,220,380,600,0,0,367,11,2,380,0,False,19h,,0,0,0,0,14,1,45,3,3,5,18,0,19,0,0,0,2,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,72,169,2,3,0,0,2,0,0,0,0,1,0,
2,7,8,68,5,571,391,600,2,207,209,391,600,0,0,386,2,3,391,0,False,19.15,22.00,0,0,0,1,12,0,17,4,1,5,17,1,15,0,1,0,9,0,0,0,0,1,10,1,0,1,2,1,0,0,0,0,123,150,5,5,0,0,0,1,0,0,1,1,1,حركة النهضة:1  حركة نداء تونس:1  
2,7,8,68,4,571,415,603,2,186,188,415,603,0,1,405,7,3,415,0,False,1945,2300,0,1,1,1,13,0,18,1,3,3,19,2,11,1,1,1,7,1,0,0,0,2,13,0,0,2,0,0,0,1,1,1,149,146,1,2,0,0,2,0,0,0,0,0,1,حركة نداء تونس:1  حركة النهضة:1  
2,7,8,68,3,571,461,600,2,137,139,461,600,0,0,447,13,1,461,0,False,19.00,23.25,1,0,0,0,16,2,17,2,3,6,11,5,24,1,6,2,6,3,0,3,1,1,5,0,0,4,1,0,1,0,0,1,129,181,3,1,1,0,4,1,2,0,0,0,3,حركة النهضة:1  حركة نداء تونس:1  
2,7,8,68,2,571,446,600,4,150,154,446,600,0,0,387,51,8,446,0,False,1900,2145,0,1,2,1,5,2,17,1,3,1,15,0,5,3,3,0,9,2,4,0,1,1,9,1,1,9,2,0,0,3,0,1,129,137,1,3,1,1,5,3,2,1,0,0,2,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,8,68,1,571,473,600,0,127,127,473,600,0,0,449,8,16,473,0,False,18.40,21.00,0,1,1,1,11,2,19,4,2,3,8,1,5,1,4,0,7,1,1,1,1,3,3,2,1,12,3,1,1,2,0,3,125,202,4,4,1,1,1,2,0,1,0,3,0,حركة نداء تونس:1  حركة النهضة:1  
2,7,7,67,5,539,378,600,0,222,222,378,600,0,0,372,0,6,378,378,False,1842,2215,1,0,0,0,23,0,32,4,0,2,15,1,13,1,1,0,4,0,0,0,0,0,10,0,0,0,1,3,2,0,0,0,71,175,4,2,1,1,4,0,0,0,0,0,1,حركة النهضة:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  حركة نداء تونس:1  
2,7,7,67,4,542,375,599,0,225,225,374,599,0,1,369,2,3,374,0,False,1915,2230,0,0,0,0,16,0,19,1,0,3,13,0,14,2,1,0,4,2,1,0,0,1,12,1,0,4,1,2,0,0,0,0,109,157,0,1,0,0,3,0,1,0,0,1,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,7,67,3,542,418,600,1,181,182,418,600,0,0,402,6,10,418,0,True,19h,21h15,0,1,0,1,13,1,14,7,0,3,12,0,7,1,1,0,12,0,0,0,1,2,7,1,1,1,1,0,1,2,0,2,127,172,3,3,1,0,2,2,0,0,0,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,7,67,2,542,437,599,1,161,162,438,600,1,1,417,9,12,438,0,False,1922,2342,0,1,0,0,7,1,13,4,0,3,6,0,9,4,3,1,12,1,0,2,0,2,1,0,2,5,1,3,0,0,0,2,108,204,4,2,0,6,1,3,2,1,1,1,1,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
2,7,7,67,1,542,431,600,2,167,169,431,600,0,0,377,49,5,431,0,False,1859,2057,3,3,0,1,6,0,13,1,2,1,5,3,5,3,0,0,10,1,0,2,1,1,3,0,1,3,2,4,0,4,0,0,84,190,9,4,0,2,0,3,0,1,2,2,2,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,7,66,4,593,415,700,2,283,285,415,700,0,0,406,8,1,415,0,False,19.00,22.00,1,1,0,0,22,0,33,4,1,4,19,0,22,0,0,0,7,0,0,0,0,0,9,1,0,0,1,2,0,0,0,0,76,191,3,3,0,0,2,2,1,0,0,1,0,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,7,66,3,595,450,700,2,248,250,450,700,0,0,444,4,2,450,0,False,18.00,,0,0,0,0,16,0,36,1,1,1,28,2,15,0,0,1,6,0,0,0,1,2,10,0,1,1,5,0,0,0,1,0,109,194,2,3,0,1,5,0,0,0,0,1,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,7,66,2,595,483,700,1,217,218,482,700,0,1,459,17,6,482,0,False,1830,2145,0,3,0,0,17,0,16,1,0,3,14,1,18,1,1,0,2,0,0,0,0,4,9,0,1,1,7,1,0,1,0,2,111,230,4,2,1,0,1,1,0,1,2,2,1,تيار صوت الشعب الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,7,66,1,595,473,700,0,227,227,473,700,0,0,449,24,0,473,0,True,19.20,21.55,2,3,1,1,11,2,22,2,0,0,11,1,11,3,2,0,5,2,0,0,2,0,5,1,1,1,3,1,0,2,0,1,72,254,3,5,1,1,6,2,1,0,3,3,2,حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
2,7,6,65,6,555,390,597,0,207,207,390,597,0,0,387,2,1,390,0,False,1855,2100,0,0,0,0,23,1,38,7,0,2,14,0,8,1,4,0,7,1,1,0,1,1,10,0,0,0,0,0,1,0,0,0,91,166,2,1,2,1,1,0,0,1,0,0,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,6,65,5,555,377,599,0,222,222,377,599,0,0,371,4,2,377,0,True,1815,2115,0,0,1,0,12,2,21,1,0,3,19,0,10,5,1,0,10,0,0,1,0,1,12,0,0,4,2,2,0,0,0,6,105,139,6,2,2,0,3,0,0,0,0,1,0,حركة النهضة:1  حركة نداء تونس:1  
2,7,6,65,4,555,420,600,4,176,180,420,600,0,0,411,5,4,420,0,False,1835,2045,0,1,0,0,8,0,22,7,1,0,18,0,9,2,0,0,11,0,0,1,1,1,11,4,0,3,4,0,0,1,1,0,153,139,1,3,0,1,6,0,1,0,1,0,0,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
2,7,6,65,3,555,439,600,5,156,161,439,600,0,0,426,7,6,439,0,False,18.30,20.45,0,1,1,0,5,3,20,0,0,1,9,0,5,2,0,2,8,0,1,2,2,2,8,1,0,5,3,1,0,1,0,3,175,149,2,1,0,4,4,1,1,0,1,0,2,حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
2,7,6,65,2,555,433,600,4,163,167,433,600,0,0,380,42,11,433,0,False,1845,2135,1,1,0,1,13,0,14,3,0,1,7,2,7,2,2,0,11,0,1,0,0,1,3,2,3,6,4,0,0,3,0,2,119,143,8,1,1,4,4,6,2,1,0,1,0,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
2,7,6,65,1,555,456,601,1,149,150,451,601,0,5,414,20,17,451,0,False,18.49,21.44,1,2,0,0,11,0,18,1,2,3,8,2,4,5,3,1,3,0,0,0,0,6,4,0,1,5,2,3,2,0,0,1,116,190,2,3,3,2,1,3,1,0,1,1,3,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
2,7,5,64,9,583,495,700,0,205,205,495,700,0,0,491,1,3,495,0,True,19.00,21.15,0,0,1,0,37,0,27,6,2,3,28,0,48,3,0,0,4,1,1,0,0,1,17,0,0,1,0,0,0,1,0,1,79,219,1,3,0,0,4,1,0,0,0,0,2,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
2,7,5,64,8,583,462,701,0,239,239,462,701,0,0,460,1,1,462,0,False,1930,2235,0,0,0,0,48,0,8,6,4,4,29,2,26,0,1,0,6,0,0,0,0,0,14,1,1,0,0,0,0,1,0,0,92,211,1,1,0,0,2,1,0,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  
2,7,5,64,7,583,465,900,0,435,435,465,900,0,0,461,1,3,465,0,False,19.15,22.00,0,0,0,0,28,1,13,5,0,6,34,0,25,0,0,0,10,1,0,1,0,0,15,0,0,0,0,0,0,2,0,1,108,201,2,5,0,0,2,1,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,7,5,64,6,583,503,700,2,194,196,504,700,0,1,503,1,0,504,0,False,,2130,0,0,0,1,32,0,12,7,1,6,22,1,13,0,1,0,13,0,0,0,0,0,13,0,0,2,2,0,0,0,1,4,139,224,1,4,0,0,2,2,0,0,0,0,0,حزب التكتل:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,5,64,5,583,501,700,3,197,200,500,700,0,1,495,4,1,500,0,False,18.45,22.35,0,0,0,0,14,0,13,6,0,6,11,2,18,1,0,0,14,2,0,1,1,0,6,0,0,0,0,0,0,2,0,2,149,225,3,4,1,0,3,0,0,1,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,7,5,64,4,583,509,700,1,190,191,509,700,0,0,507,1,1,509,0,False,19.15,22.35,0,1,0,1,19,2,7,7,0,5,30,0,42,2,0,1,10,1,0,0,0,2,12,0,0,0,1,0,0,0,0,3,147,202,1,5,0,0,3,2,0,0,1,0,0,حركة النهضة:1  الجبهة الشعبية:1  افاق تونس:1  حركة نداء تونس:1  
2,7,5,64,3,583,531,700,0,169,169,531,700,0,0,518,9,4,531,0,False,1905,2105,0,0,0,0,15,0,8,5,0,7,13,0,12,2,0,0,3,1,0,2,0,0,10,0,1,6,2,0,2,1,0,0,170,241,1,4,1,0,4,2,2,1,0,1,1,حركة النهضة:1  حركة نداء تونس:1  
2,7,5,64,2,583,511,698,0,187,187,511,698,0,0,498,8,5,511,0,False,1910,2210,1,0,0,0,16,2,6,6,2,2,8,1,6,2,1,0,12,2,0,4,1,0,5,1,1,2,1,0,0,1,0,0,142,254,1,6,1,0,4,4,0,1,0,0,2,حزب التكتل:1  حركة نداء تونس:1  حركة النهضة:1  
2,7,5,64,1,583,505,700,1,195,196,504,700,0,1,501,2,1,504,0,True,19.23,22.40,1,1,1,0,15,1,8,8,1,0,16,0,9,1,1,0,3,1,0,2,0,3,7,0,0,1,2,0,0,0,0,2,146,260,2,1,0,0,5,2,0,0,0,1,0,حركة نداء تونس:1  حركة النهضة:1  
2,7,5,63,5,538,378,600,1,221,222,378,600,0,0,371,1,6,378,0,False,1825,2010,0,0,0,0,33,0,20,6,0,4,20,1,16,7,2,0,6,0,0,0,0,0,5,0,0,0,3,0,0,0,0,1,3,173,1,6,1,0,2,1,0,0,0,0,0,حركة نداء تونس:1  افاق تونس:1  
2,7,5,63,4,542,361,699,0,360,0,361,361,338,0,360,0,1,361,0,False,18.40,21.00,0,0,0,1,30,0,7,4,0,4,28,0,9,1,1,0,6,0,0,0,0,1,11,0,0,1,0,0,1,0,0,1,85,160,2,4,0,0,1,1,0,0,1,0,0,حركة نداء تونس:1  حركة النهضة:1  
2,7,5,63,3,542,404,600,1,195,196,404,600,0,0,402,0,2,404,0,True,1830,2000,0,0,0,0,20,1,10,3,0,4,21,0,19,2,1,0,6,0,0,1,1,0,10,0,0,1,3,0,0,0,0,0,91,195,1,5,0,0,2,3,0,0,1,1,0,الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  
2,7,5,63,2,542,428,600,1,171,172,428,600,0,0,418,6,4,428,0,False,1830,2030,0,0,0,0,15,0,7,2,1,4,13,1,7,2,2,0,9,0,0,0,0,0,3,0,0,3,1,1,0,1,0,0,124,209,1,4,1,0,3,1,1,1,1,0,0,حركة نداء تونس:1  حركة النهضة:1  
2,7,5,63,1,542,452,600,2,146,148,452,600,0,0,436,6,10,452,0,False,1900,2122,0,0,0,1,19,0,5,8,0,1,9,0,17,3,1,2,6,0,1,0,0,1,1,0,0,2,1,0,0,0,0,1,104,233,6,4,0,0,2,4,0,1,0,0,3,حركة نداء تونس:1  حركة النهضة:1  حزب التكتل:1  
2,7,4,62,1,406,312,500,1,188,189,311,500,0,1,304,3,4,311,0,False,2000,2232,1,0,0,1,14,1,16,1,0,6,12,0,7,1,0,0,4,1,0,0,1,1,4,0,0,2,0,0,1,1,0,2,63,153,3,2,1,0,3,0,0,0,1,0,1,الجبهة الشعبية:1  افاق تونس:1  حركة نداء تونس:1  حركة النهضة:1  
2,7,3,61,8,524,399,600,0,201,201,399,600,0,0,397,2,0,399,0,False,1915,2125,0,0,0,1,47,0,17,4,0,1,13,0,23,1,2,0,12,0,1,0,0,0,3,0,0,1,1,0,0,0,1,0,59,201,0,4,0,0,2,0,0,0,1,0,1,حركة نداء تونس:1  حركة النهضة:2  
2,7,3,61,7,528,393,600,3,204,207,393,600,0,0,391,1,1,393,0,True,1830,2030,0,0,0,0,20,3,9,5,0,5,19,1,21,3,2,0,4,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,61,225,0,3,0,0,3,1,0,0,0,0,0,حركة النهضة:1  الأمان:1  
2,7,3,61,6,528,366,600,0,234,234,366,600,0,0,365,1,0,366,0,False,1835,2015,0,0,0,0,22,0,13,4,0,5,32,0,17,1,1,0,19,0,1,0,0,0,9,0,0,2,1,0,0,0,0,2,84,147,1,3,1,0,0,0,0,0,0,0,0,التحالف الديمقراطي:1  حركة نداء تونس:2  حركة النهضة:1  
2,7,3,61,5,528,442,600,0,158,158,442,600,0,0,437,1,4,442,0,True,1910,2115,1,0,0,0,24,1,14,4,1,6,15,0,16,1,1,0,5,0,0,0,0,1,12,0,0,1,0,0,0,0,0,2,102,221,0,4,1,0,0,1,1,0,2,0,0,حركة نداء تونس:1  حركة النهضة:1  الأمان:1  :  
2,7,3,61,4,528,423,600,0,177,177,423,600,0,0,418,3,2,423,0,False,1845,2130,2,1,0,0,16,2,8,4,1,4,15,0,23,0,1,1,8,0,0,0,0,0,4,0,0,0,1,0,1,0,0,1,105,205,3,4,0,0,5,1,0,0,0,0,2,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الأمان:1  
2,7,3,61,3,528,451,600,0,149,149,451,600,0,0,439,8,4,451,0,False,1800,2100,0,1,0,0,26,1,3,5,0,6,9,2,21,0,0,1,2,1,0,1,1,0,7,1,0,1,1,1,0,1,0,0,103,225,3,8,0,1,4,1,0,0,0,0,2,حركة النهضة:1  
2,7,3,61,2,528,455,600,2,145,147,453,600,0,2,438,8,7,453,0,True,18.20,21.15,1,2,0,0,20,1,5,5,0,5,10,0,10,1,1,1,5,2,0,0,1,2,4,0,1,4,1,0,0,1,1,1,80,253,0,3,0,0,6,3,3,1,0,3,1,التحالف الديمقراطي:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,3,61,1,528,447,600,2,151,153,447,600,0,0,443,3,1,447,0,False,18.38,21.45,0,1,0,0,17,0,8,5,0,2,10,0,8,1,0,0,5,0,0,1,0,2,4,0,1,0,0,0,0,0,0,1,103,256,5,3,0,0,4,1,0,0,0,0,4,الجبهة الشعبية:1  حركة النهضة:1  افاق تونس:1  حركة نداء تونس:1  
2,7,3,60,7,555,430,600,0,170,170,430,600,0,0,424,2,4,430,0,False,18.25,,0,0,0,0,34,0,18,6,0,2,14,0,36,0,1,0,7,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,58,235,3,3,0,0,0,0,0,0,0,0,0,الأمان:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,3,60,6,555,426,600,2,172,174,426,600,0,0,421,3,2,426,0,False,19.36,23.00,0,0,0,1,42,0,17,2,0,1,29,0,14,0,0,0,4,1,0,0,0,1,5,0,0,1,0,0,0,0,1,1,50,240,0,5,1,1,3,0,0,0,1,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,7,3,60,5,555,418,600,2,180,182,418,600,0,0,407,9,2,418,0,False,1840,2135,0,0,0,0,21,0,16,9,0,3,30,0,11,1,0,0,8,0,0,0,0,0,5,1,0,1,3,0,1,0,0,0,94,191,5,3,0,0,1,3,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  
2,7,3,60,4,555,425,600,1,174,175,425,600,0,0,421,4,0,425,0,False,18.45,21.02,0,0,0,0,18,0,5,4,2,6,13,0,25,1,0,0,10,1,0,0,0,1,6,0,2,0,2,1,0,0,0,0,105,210,1,1,1,0,4,2,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,7,3,60,3,555,456,600,0,144,144,456,600,0,0,446,5,5,456,0,False,19.00,21.25,0,0,0,0,26,1,9,3,0,3,18,0,13,0,0,0,7,0,0,0,0,3,2,1,0,2,1,0,0,0,0,1,96,250,2,1,1,0,5,0,1,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
2,7,3,60,2,555,440,600,4,156,160,440,600,0,0,430,8,2,440,0,False,19.20,21.49,0,0,1,0,11,0,1,9,1,3,13,0,7,4,2,1,5,2,0,0,0,2,3,1,0,2,0,1,0,1,0,0,83,259,1,6,0,0,5,2,2,0,1,0,1,حركة النهضة:1  حركة نداء تونس:1  
2,7,3,60,1,555,470,600,3,127,130,470,600,0,0,460,8,2,470,0,False,1845,2200,0,1,2,0,9,0,8,6,0,4,11,1,13,1,1,0,6,3,0,0,0,0,1,0,1,4,2,1,0,0,0,0,97,276,0,2,1,0,5,2,0,1,1,0,0,حركة نداء تونس:1  حركة النهضة:1  افاق تونس:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  
2,7,2,59,7,578,409,700,15,276,291,409,700,0,0,407,1,1,409,0,False,22.20,2.00,1,0,1,0,34,0,29,9,0,4,14,0,22,2,1,0,6,0,1,0,0,0,19,0,0,1,1,0,0,1,0,0,82,167,2,6,0,0,1,2,0,0,1,0,0,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
2,7,2,59,6,579,410,700,1,289,290,410,700,0,0,405,2,3,410,0,False,18.19,20.30,0,0,0,0,29,0,10,0,0,5,26,0,12,0,0,0,12,1,0,1,0,0,9,0,2,0,2,0,1,0,0,0,108,175,3,3,1,0,0,2,0,1,1,1,0,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:2  
2,7,2,59,5,579,456,700,4,240,244,456,700,0,0,452,3,1,456,0,True,18.50,21.10,1,0,0,0,25,0,17,6,0,5,16,0,15,0,1,0,10,0,1,0,0,2,8,0,0,0,1,0,1,0,0,0,121,211,1,3,2,0,1,2,1,0,1,0,0,حركة نداء تونس:2  حزب التكتل:1  
2,7,2,59,4,579,459,712,0,253,253,459,712,0,0,454,3,2,459,0,True,19.05,20.45,0,0,0,1,14,0,16,2,2,3,29,0,26,0,1,0,10,0,0,1,1,0,7,1,1,2,4,1,1,1,1,0,104,210,1,6,0,0,2,4,0,0,1,0,1,حركة النهضة:1  حزب التكتل:1  حركة نداء تونس:1  
2,7,2,59,3,579,482,700,0,218,218,482,700,0,0,466,11,5,482,0,True,1852,2315,1,1,0,1,15,0,16,5,0,4,12,2,10,1,2,0,7,0,0,0,0,5,8,0,1,5,0,0,0,1,0,2,146,209,2,3,0,1,3,0,0,0,0,2,1,حركة نداء تونس:1  حركة النهضة:1  الحزب الجمهوري:1  حزب التكتل:1  
2,7,2,59,2,579,474,700,1,225,226,474,700,0,0,445,20,9,474,0,False,2020,0014,0,1,1,1,15,0,11,5,0,3,12,2,12,1,4,0,12,1,0,3,2,1,2,1,0,3,1,1,1,2,0,0,112,208,6,8,2,1,4,0,2,1,0,1,2,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
2,7,2,59,1,579,488,700,2,210,212,488,700,0,0,471,13,4,488,0,False,1850,2133,0,1,0,0,17,0,11,9,0,4,13,2,16,2,3,1,8,2,0,1,0,1,4,0,1,4,0,2,1,0,0,1,102,246,2,4,0,1,3,1,1,0,3,1,3,افاق تونس:1  حركة نداء تونس:1  حركة النهضة:1  
2,7,1,58,3,413,287,600,0,313,313,287,600,0,0,284,2,1,287,0,False,1830,2150,0,0,0,0,15,0,11,2,1,2,13,0,13,2,0,0,4,0,0,0,0,0,8,2,0,1,1,0,0,1,0,0,66,138,1,1,0,0,0,1,0,0,0,0,1,صوت شعب تونس:2  حركة النهضة:1  
2,7,1,58,2,415,317,601,1,282,283,317,600,1,0,309,3,5,317,0,True,1840,2126,0,0,0,0,15,1,13,1,0,1,5,0,12,1,0,0,8,0,0,1,0,1,6,1,0,1,2,1,0,2,0,0,85,144,2,1,1,0,2,1,0,0,0,0,1,حركة نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
2,7,1,58,1,415,349,500,2,149,151,349,500,0,0,328,14,7,349,0,True,"18,15","21,15",0,2,1,1,7,0,10,4,0,2,4,1,5,2,2,0,7,0,0,1,0,5,1,0,0,2,0,0,0,0,0,1,63,193,2,3,2,0,1,2,1,1,1,1,0,الجبهة الشعبية:  حركة وفاء:  حركة النهضة:  حركة نداء تونس:  
2,7,1,57,7,594,433,700,1,266,267,433,700,0,0,427,3,3,433,0,True,1828,,0,0,0,0,43,0,29,4,0,3,14,0,28,1,0,0,6,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,83,200,1,1,1,0,2,1,0,0,0,0,0,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
2,7,1,57,6,599,459,700,1,240,241,459,700,0,0,455,2,2,459,0,True,,2046,0,0,0,0,29,1,14,4,0,3,25,0,17,2,0,0,7,0,0,0,0,0,14,0,0,2,1,2,0,1,0,1,107,215,2,2,0,0,4,2,0,0,0,0,0,حركة نداء تونس:1  حركة النهضة:1  
2,7,1,57,5,599,484,700,0,216,216,484,700,0,0,479,3,2,484,0,False,1830,2100,0,0,0,0,27,2,17,4,0,4,23,0,11,1,1,0,13,0,0,0,0,1,17,0,0,0,4,1,0,0,0,0,141,197,3,2,1,1,3,2,1,0,0,0,2,حركة نداء تونس:1  حركة النهضة:1  
2,7,1,57,4,599,519,700,0,181,181,519,700,0,0,513,5,1,519,0,True,"18,35","20,55",0,1,1,1,20,1,8,6,0,5,22,0,22,1,0,0,6,1,0,0,0,0,11,0,0,2,2,0,0,0,0,1,165,223,2,4,1,0,5,2,0,0,0,0,0,المؤتمر من أجل الجمهورية:  حركة النهضة:  حركة نداء تونس:  
2,7,1,57,3,599,519,700,4,177,181,519,700,0,0,511,6,2,519,0,False,"19,20","23,20",0,0,0,0,19,1,11,1,1,5,18,2,22,0,0,0,5,0,0,0,0,3,9,0,0,5,2,0,0,0,0,2,165,231,2,3,1,0,0,0,1,0,0,0,2,الجبهة الشعبية:  حركة النهضة:  حركة نداء تونس:  
2,7,1,57,2,599,493,701,1,207,208,493,701,0,0,446,27,20,493,0,True,19.00,22.10,0,0,0,0,19,1,10,6,0,1,17,0,10,1,0,0,4,2,0,0,0,1,3,0,1,6,3,3,1,0,0,1,120,211,7,1,4,1,4,4,1,0,0,1,2,حركة نداء تونس:1  حركة النهضة:1  
2,7,1,57,1,599,520,701,2,179,181,520,701,0,0,508,9,3,520,0,False,1930,2310,0,1,0,0,14,0,12,6,0,2,14,0,17,1,2,0,7,1,1,0,0,1,7,0,0,2,0,0,1,0,0,1,118,278,6,3,3,0,4,2,1,0,1,1,1,حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  
2,7,1,56,9,585,400,700,3,297,300,400,700,0,0,386,7,7,400,0,False,"18,25",21,0,0,0,0,36,0,9,4,0,7,18,0,37,0,2,0,3,0,0,0,0,0,16,0,0,2,0,0,0,1,0,0,80,164,1,4,0,0,1,1,0,0,0,0,0,حركة نداء تونس:2  حركة النهضة:  الحزب الجمهوري:  
2,7,1,56,8,589,452,700,5,243,248,452,700,0,0,452,0,0,452,0,True,18h30,20h47,0,0,0,0,60,1,17,9,0,7,29,0,29,2,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,58,221,2,0,0,3,2,0,0,0,0,0,0,حركة نداء تونس:1  حركة النهضة:1  
2,7,1,56,7,589,440,700,0,260,260,440,700,0,0,440,0,0,440,0,False,"18,42",21,0,0,0,0,42,0,11,2,0,8,18,0,21,4,1,0,8,0,0,0,0,0,18,0,0,1,3,0,0,1,0,0,97,195,2,4,0,1,2,1,0,0,0,0,0,الجبهة الشعبية:  حركة نداء تونس:  الحزب الجمهوري:  حركة النهضة:  
2,7,1,56,6,589,455,700,1,244,245,455,700,0,0,452,2,1,455,0,False,"19,07","21,15",0,0,0,3,33,0,9,7,0,5,27,1,27,1,1,0,10,0,0,0,0,0,12,0,1,1,4,0,0,0,0,0,102,191,5,5,0,0,3,1,0,1,1,1,0,حركة النهضة:  حركة نداء تونس:  
2,7,1,56,5,589,498,700,4,198,202,498,700,0,0,496,0,2,498,0,False,1904,2206,0,0,0,1,28,0,14,10,0,8,17,0,22,0,1,0,5,0,0,0,0,0,8,0,0,1,1,1,0,2,0,1,107,252,1,9,0,0,3,2,0,0,0,0,2,حزب التكتل:1  حركة نداء تونس:1  حركة النهضة:1  
2,7,1,56,4,589,501,700,4,195,199,501,700,0,0,490,1,10,501,0,True,19h30,,1,0,0,1,18,2,20,4,0,5,21,1,31,2,1,0,6,1,0,0,0,0,9,0,0,3,2,0,0,1,0,2,105,236,3,3,0,0,5,2,1,0,1,2,1,حركة النهضة:1  حركة نداء تونس:1  
2,7,1,56,3,589,517,700,0,183,183,517,700,0,0,511,2,4,517,0,False,"18,15","21,45",0,0,0,0,22,1,6,6,0,2,16,7,18,1,1,0,5,0,0,0,0,0,5,0,0,1,2,0,0,1,0,1,121,283,2,9,0,0,1,1,1,0,1,2,1,حركة النهضة:  المؤتمر من أجل الجمهورية:  الاتحاد الوطني الحر:  افاق تونس:  حركة نداء تونس:  
