circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,الأمان,الاتحاد الوطني الحر,الاتحاد من أجل تونس,الاصلاح والمواطنة ,الانقاذ,التحالف الديمقراطي,التطلع,التيار الديمقراطي,الجبهة الشعبية,الحركة الدستورية,الحزب الجمهوري,الحزب الديمراطي للعدالة والرخاء,الرفاهة,الشباب الديمقراطي,الشعب يريد,العدالة والتنمية,العزة لتونس,العزم والارادة والعمل,المؤتمر من أجل الجمهورية,المبادرة,تيار المحبة ,تيار صوت الشعب الحر,حركة التونسي,حركة النهضة,حركة وفاء,حزب المجد,صوت شعب تونس,فلاح,حركة نداء تونس,نضال كريم,observers
21,4,1,54,6,523,358,606,24,224,248,358,606,0,0,353,3,2,358,0,False,18.40,20.55,105,0,3,2,0,0,1,0,8,5,0,0,0,1,0,0,1,1,0,1,0,2,0,0,29,0,1,0,2,191,0,آفاق تونس:  الاتحاد من أجل تونس:  الحزب الجمهوري:  حركة النهضة:  
21,4,1,54,5,523,408,606,13,185,198,408,606,0,0,402,2,4,408,0,False,18.40,20.34,90,0,5,10,0,0,7,0,9,9,2,3,0,2,0,1,1,4,0,5,3,1,0,0,54,1,1,0,1,193,0,حركة النهضة:  نداء تونس:  آفاق تونس:  الجبهة الشعبية:  
21,4,1,54,4,523,438,602,2,162,164,438,602,0,0,432,1,5,438,0,False,19.10,22.00,98,0,3,9,1,0,2,0,2,13,1,5,0,1,0,0,1,3,0,6,4,1,0,0,64,3,2,1,1,210,1,حركة النهضة:  نداء تونس:  الاتحاد الوطني الحر:  
21,4,1,54,3,523,459,705,1,245,246,459,705,0,0,446,10,3,459,0,True,08.19,,106,0,33,10,1,3,1,0,5,7,0,2,0,1,0,0,1,3,0,4,5,1,0,1,54,5,3,1,0,227,2,الجبهة الشعبية:  نداء تونس:  آفاق تونس:  حركة النهضة:  
21,4,1,54,2,523,447,600,1,152,153,447,600,0,0,424,8,15,447,0,True,19.00,21.41,113,0,3,9,1,4,1,1,2,3,4,2,0,2,0,2,0,0,0,4,4,1,0,0,32,5,2,0,0,225,4,حركة النهضة:2  آفاق تونس:1  نداء تونس:1  :  
21,4,1,54,1,523,457,600,1,143,144,457,600,0,0,441,10,6,457,0,False,19:10,21:50,112,0,0,7,0,2,2,0,4,9,1,4,1,2,0,0,0,2,1,8,3,2,1,0,45,2,2,0,0,230,1,آفاق تونس:1  نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:2  المؤتمر من أجل الجمهورية:1  
21,3,3,53,2,357,260,400,0,140,140,260,400,0,0,250,3,7,260,0,False,18.30,20.00,14,0,7,1,0,1,1,2,0,2,14,2,1,2,0,1,0,0,1,2,2,0,0,0,52,2,0,0,1,142,0,نداء تونس:  حركة النهضة:  الحركة الدستورية:  آفاق تونس:  
21,3,3,53,1,358,294,396,10,92,102,294,396,0,0,259,29,6,294,0,False,18.30,21.50,11,0,3,0,1,0,1,2,1,2,14,0,1,4,0,1,2,1,2,3,0,2,0,0,53,3,3,2,1,143,3,حركة النهضة:  الحزب الجمهوري:  آفاق تونس:  نداء تونس:  
21,3,2,52,2,600,438,700,1,262,263,437,700,0,1,429,6,2,437,0,False,18.00,20.38,55,0,11,7,0,0,0,1,7,36,5,6,0,1,0,1,0,0,0,2,1,1,0,0,34,15,2,1,4,239,0,الاتحاد من أجل تونس:  حركة النهضة:  نداء تونس:  آفاق تونس:  
21,3,2,52,1,600,503,698,0,195,195,503,698,0,0,479,23,1,503,0,False,18.00,21.30,40,1,4,8,3,1,3,1,12,41,5,10,1,1,2,6,1,2,0,1,0,2,0,1,40,9,2,2,2,277,1,الاتحاد من أجل تونس:1  آفاق تونس:1  الحركة الدستورية:1  نداء تونس:1  حركة النهضة:1  
21,3,2,51,1,577,468,701,1,233,234,467,701,0,1,458,7,2,467,0,False,18.30,22.15,115,0,11,3,3,0,1,1,6,20,8,8,1,2,0,5,0,0,0,1,3,1,2,3,58,19,0,0,1,186,0,الحركة الدستورية:1  
21,3,2,50,5,526,380,600,8,212,220,380,600,0,0,377,2,1,380,0,False,18.45,21.18,54,1,14,3,1,0,6,0,13,24,3,13,0,0,0,4,0,0,1,9,0,1,1,0,52,10,0,0,0,166,1,نداء تونس:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  حركة النهضة:1  حركة وفاء:1  الاتحاد من أجل تونس:1  
21,3,2,50,4,529,412,600,1,187,188,412,600,0,0,403,9,0,412,0,False,18.30,20.35,42,0,14,3,0,1,6,0,13,33,4,6,1,0,1,4,0,0,0,9,0,0,1,3,61,10,0,0,1,190,0,حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  آفاق تونس:1  
21,3,2,50,3,529,455,601,15,131,146,455,601,0,0,453,0,2,455,0,False,18.15,2010,50,0,13,3,1,1,1,0,4,40,3,12,0,0,2,2,0,2,0,3,0,1,0,0,71,22,4,1,0,219,0,الاتحاد من أجل تونس:1  حركة النهضة:1  نداء تونس:1  
21,3,2,50,2,529,444,600,4,152,156,444,600,0,0,413,14,17,444,0,True,1800,2130,36,0,0,3,0,0,3,0,3,29,10,14,0,3,0,2,0,3,1,8,1,2,2,1,66,19,1,1,1,204,0,حركة النهضة:1  
21,3,2,50,1,529,447,600,5,149,154,446,600,0,1,415,23,8,446,0,False,1830,2130,31,0,6,7,4,3,2,2,7,22,5,10,0,4,1,1,3,0,1,3,6,3,1,0,51,11,1,1,1,226,2,نداء تونس:1  آفاق تونس:1  الحزب الجمهوري:1  الاتحاد من أجل تونس:1  حركة النهضة:1  
21,3,1,49,2,502,365,596,7,224,231,365,596,0,0,360,3,2,365,0,False,1800,2212,39,0,13,2,1,0,2,0,4,29,0,6,0,0,0,3,0,1,3,3,1,1,1,0,50,6,1,0,0,194,0,آفاق تونس:1  نداء تونس:1  حركة النهضة:1  
21,3,1,49,1,503,422,600,1,177,178,422,600,0,0,399,20,3,422,0,False,1800,2100,34,1,2,4,1,0,2,1,5,27,3,10,2,1,0,3,0,2,1,5,3,1,0,0,50,8,1,2,1,228,1,الاتحاد من أجل تونس:1  نداء تونس:1  حركة النهضة:1  آفاق تونس:1  
21,3,1,48,6,567,401,600,3,196,199,401,600,0,0,398,2,1,401,0,True,1800,2130,79,2,14,3,0,0,0,0,9,36,5,11,0,0,1,4,0,0,0,5,0,0,0,0,32,10,0,0,1,186,0,الاتحاد من أجل تونس:1  حركة النهضة:1  نداء تونس:1  الحركة الدستورية:1  
21,3,1,48,5,567,397,600,11,192,203,397,600,0,0,391,2,4,397,0,True,1833,2212,60,0,13,5,0,0,4,1,15,37,2,8,0,0,0,6,0,1,0,5,0,1,0,1,42,6,1,0,0,181,2,حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
21,3,1,48,4,567,438,600,2,160,162,438,600,0,0,429,9,0,438,0,False,18h,21h30,56,0,5,10,0,0,1,0,12,31,1,10,0,0,0,5,0,1,0,4,0,1,0,0,57,6,1,0,1,226,1,حركة النهضة:1  الحزب الجمهوري:1  نداء تونس:1  
21,3,1,48,3,567,477,602,1,124,125,477,602,0,0,473,2,2,477,0,True,20h,23h,49,4,6,10,0,0,1,1,9,40,1,9,0,1,0,4,0,2,3,4,2,1,0,2,65,7,3,2,1,245,1,آفاق تونس:1  حركة النهضة:1  نداء تونس:1  
21,3,1,48,2,567,437,700,3,260,263,437,700,0,0,387,24,26,437,0,False,19h10,20h50,53,2,6,16,2,1,3,2,2,27,8,9,1,2,2,6,0,0,1,5,2,8,0,2,27,7,3,3,1,182,4,آفاق تونس:1  الاتحاد الوطني الحر:1  الاتحاد من أجل تونس:1  حركة النهضة:  الحزب الجمهوري:1  نداء تونس:1  
21,3,1,48,1,567,488,600,3,109,112,488,600,0,0,455,17,16,488,0,False,18h,20h20,71,0,3,7,4,0,3,4,5,20,10,6,0,0,0,2,3,4,1,5,0,0,2,4,45,7,2,2,3,239,3,آفاق تونس:1  حركة النهضة:1  الاتحاد من أجل تونس:1  الحزب الجمهوري:1  نداء تونس:1  
21,3,1,47,7,513,340,600,0,260,260,340,600,0,0,339,0,1,340,0,False,18h50,20h30,56,0,13,5,0,0,1,0,2,36,0,8,0,0,1,1,0,0,0,0,0,1,0,0,30,13,0,0,0,172,0,حركة النهضة:1  نداء تونس:1  
21,3,1,47,6,516,332,600,1,267,268,332,600,0,0,329,2,1,332,0,False,18:55,21:40,60,0,10,1,1,0,3,0,4,15,6,7,0,1,0,4,0,0,0,6,0,0,12,1,43,12,0,0,0,155,0,الاتحاد من أجل تونس:  حركة النهضة:  نداء تونس:  الاتحاد الوطني الحر:  
21,3,1,47,5,516,382,600,1,217,218,382,600,0,0,374,4,4,382,0,False,18h30,20h33,57,1,8,2,0,0,0,0,6,18,0,11,0,2,0,2,0,1,0,5,0,2,1,0,62,12,0,1,0,183,0,حركة النهضة:1  نداء تونس:1  الاتحاد من أجل تونس:1  
21,3,1,47,4,516,420,600,0,180,180,420,600,0,0,417,5,2,420,0,False,18h15,20h04,58,1,11,8,0,0,2,1,10,19,3,7,0,0,0,0,0,0,0,5,0,3,1,1,54,7,0,0,3,219,0,حركة النهضة:1  حركة وفاء:1  الحزب الجمهوري:1  نداء تونس:1  
21,3,1,47,3,516,414,600,26,160,186,414,600,0,0,405,5,4,414,0,False,18h30,21h10,46,1,13,9,0,0,1,1,5,11,8,8,1,3,0,2,0,0,0,1,1,0,0,1,48,6,2,1,0,236,0,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  تيار المحبة :1  
21,3,1,47,2,516,390,610,0,220,220,390,610,0,0,350,29,11,390,0,False,18h15,21h15,35,0,6,4,7,0,3,4,4,9,4,3,0,5,0,6,0,1,1,3,4,4,1,1,29,10,2,2,0,197,5,حركة النهضة:1  الاتحاد من أجل تونس:1  الحزب الجمهوري:1  
21,3,1,47,1,516,422,600,1,178,179,421,600,0,1,403,15,3,421,0,True,18.45,21.00,39,0,8,8,1,0,7,2,6,14,10,5,0,4,0,6,0,2,0,4,5,1,1,2,41,7,1,1,1,226,1,الاتحاد من أجل تونس:1  حركة النهضة:1  نداء تونس:1  آفاق تونس:1  حركة وفاء:1  
21,9,10,168,1,164,109,200,0,91,91,109,200,0,0,93,8,8,109,0,False,,1950,6,0,15,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,8,1,1,1,3,50,1,آفاق تونس:1  حركة النهضة:2  الاتحاد الوطني الحر:1  نداء تونس:1  
21,9,10,167,1,483,315,600,0,285,285,315,600,0,0,277,37,1,315,0,False,19h28,22h23,28,1,26,2,1,0,0,0,0,3,1,4,1,0,0,2,0,0,2,0,6,1,3,1,32,1,1,1,1,159,0,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  آفاق تونس:1  
21,9,10,166,3,585,383,700,2,315,317,383,700,0,0,370,10,3,383,0,False,1910,2056,72,0,93,0,0,0,0,0,1,7,3,2,0,0,0,1,0,0,1,1,3,3,2,2,66,1,1,0,0,110,1,الاتحاد الوطني الحر:1  نداء تونس:1  حركة النهضة:1  آفاق تونس:1  الاتحاد الوطني الحر:1  
21,9,10,166,2,585,422,700,5,273,278,422,700,0,0,393,25,4,422,0,False,17:00,21:43,74,0,95,2,2,0,0,2,1,6,3,2,0,2,0,0,1,0,2,0,3,1,0,2,81,5,7,2,0,98,2,الحزب الجمهوري:  حركة النهضة:2  الاتحاد الوطني الحر:  الجبهة الشعبية:  آفاق تونس:2  نداء تونس:  
21,9,10,166,1,585,442,700,0,258,258,442,700,0,0,358,69,15,442,0,True,18.35,22.05,31,0,85,3,0,1,0,3,1,4,6,0,0,0,0,2,1,0,0,1,4,3,3,5,53,2,5,1,3,138,3,الاتحاد الوطني الحر:1  الجبهة الشعبية:1  حركة النهضة:1  آفاق تونس:1  نداء تونس:1  
21,9,9,165,1,466,325,500,2,173,175,325,500,0,0,304,18,3,325,0,False,18.00,19.55,23,0,73,1,0,2,0,0,0,1,13,5,0,0,0,3,0,1,0,0,6,2,2,1,31,2,2,5,1,129,1,حركة النهضة:  آفاق تونس:  نداء تونس:  الاتحاد الوطني الحر:  
21,9,8,164,1,386,235,502,1,266,267,235,502,0,0,209,15,11,235,0,False,18.20,20.05,15,2,10,5,3,2,0,1,2,6,8,1,0,1,2,2,0,1,1,2,2,0,3,0,47,4,1,4,0,81,3,آفاق تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:2  
21,9,8,163,2,466,294,500,39,167,206,294,500,0,0,284,9,1,294,0,False,18.24,20.50,36,1,23,2,0,0,0,0,1,7,3,4,1,1,1,0,0,0,0,4,4,6,0,0,83,0,2,0,1,103,1,آفاق تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
21,9,8,163,1,466,348,500,5,141,146,348,494,6,0,314,28,6,348,0,False,18.16,20.56,21,0,20,0,2,1,1,1,2,5,8,2,0,4,1,1,0,0,1,0,4,5,1,2,65,4,3,5,3,151,1,آفاق تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  الحركة الدستورية:1  
21,9,7,162,1,237,139,300,4,157,161,139,300,0,0,122,17,0,139,0,True,18.00,19.46,10,0,2,1,2,0,1,1,3,0,26,1,0,1,0,0,0,0,1,0,1,4,2,0,16,2,0,0,0,47,1,آفاق تونس:1  حركة النهضة:2  الاتحاد الوطني الحر:1  نداء تونس:2  
21,9,7,161,1,358,188,392,16,188,204,188,392,0,0,145,32,11,188,0,False,18.15,20.10,30,0,11,1,2,0,0,0,0,0,5,5,1,2,0,1,0,0,1,1,0,2,0,2,20,0,0,0,0,61,0,آفاق تونس:1  حركة النهضة:2  الاتحاد الوطني الحر:1  نداء تونس:1  
21,9,7,160,1,435,285,496,1,211,212,284,496,0,1,249,32,3,284,0,False,1846,2156,13,0,12,1,4,0,1,1,4,1,14,4,0,0,0,1,0,0,1,3,7,5,2,1,56,7,1,4,5,99,2,نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  آفاق تونس:1  
21,9,7,159,2,345,187,400,0,213,213,187,400,0,0,175,10,2,187,0,False,18.40,20.14,28,0,2,0,2,0,1,1,1,2,26,2,0,1,1,0,0,0,0,2,0,4,0,0,37,5,0,0,1,58,1,آفاق تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  تيار المحبة :1  
21,9,7,159,1,346,216,400,2,182,184,216,400,0,0,191,21,4,216,0,False,18.15,20.50,13,0,8,3,0,0,0,1,0,1,20,2,0,1,0,1,0,0,0,1,1,8,0,0,39,7,0,4,0,79,2,آفاق تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
21,9,6,158,1,553,355,600,0,245,245,355,600,0,0,332,22,1,355,0,False,18.21,,2,1,1,3,3,0,1,2,1,2,4,3,1,1,0,1,1,1,0,0,3,4,0,0,73,2,1,3,1,216,1,حركة النهضة:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  نداء تونس:1  
21,9,6,157,3,446,331,500,0,169,169,331,500,0,0,319,10,2,331,331,False,18.10,19.54,12,0,9,0,0,0,1,0,5,2,0,31,0,1,0,1,0,1,0,2,1,0,0,0,67,3,1,1,0,181,0,حركة النهضة:1  الحزب الجمهوري:1  نداء تونس:1  
21,9,6,157,2,446,349,500,15,151,151,349,500,0,0,331,14,1,349,0,False,1800,1930,9,0,5,1,1,0,0,2,0,0,2,17,1,0,0,0,0,2,0,3,4,1,2,0,97,2,0,0,0,185,0,حركة النهضة:1  الحزب الجمهوري:1  نداء تونس:  
21,9,6,157,1,446,377,500,0,123,123,377,500,0,0,347,21,9,377,0,False,1815,2045,14,0,4,1,2,2,5,2,2,3,7,15,1,0,0,2,0,1,0,0,8,7,0,1,83,5,2,2,4,172,2,نداء تونس:1  الحزب الجمهوري:1  حركة النهضة:1  
21,9,5,156,2,336,230,400,14,156,170,230,400,0,0,221,8,1,230,0,False,18h20,21h,19,0,2,1,0,0,0,0,3,4,28,3,0,0,0,0,0,1,0,3,2,0,0,0,54,4,0,0,2,95,0,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  الحركة الدستورية:1  
21,9,5,156,1,336,251,392,3,138,141,251,392,0,0,221,15,15,251,0,False,18h50,21h15,5,0,1,1,1,1,0,2,0,0,33,3,1,1,0,1,1,0,0,0,3,1,0,1,55,4,1,1,0,102,2,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  
21,9,4,155,1,524,412,600,2,186,188,412,600,0,0,393,14,5,412,0,False,18h34,21h30,56,0,14,1,3,0,1,1,6,6,2,6,0,1,0,2,0,0,2,1,12,2,0,0,53,3,1,3,1,214,2,الاتحاد الوطني الحر:1  حركة النهضة:2  نداء تونس:2  آفاق تونس:1  
21,9,4,154,2,555,382,600,5,213,218,382,600,0,0,375,1,6,382,0,False,18h45,21h,44,0,3,4,1,0,0,0,12,8,2,9,0,0,2,1,1,0,1,6,8,0,0,4,70,7,1,1,0,190,0,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  آفاق تونس:1  
21,9,4,153,3,403,292,500,5,202,207,293,500,0,0,283,4,6,293,0,True,19h03,20h54,7,0,3,0,0,0,1,1,0,1,125,0,0,0,0,0,1,1,0,2,3,0,0,0,54,20,0,0,0,63,1,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  الحركة الدستورية:1  
21,9,4,153,2,404,305,506,1,200,201,305,506,0,0,295,8,2,305,0,False,18h,20h45,6,0,1,0,5,1,1,0,3,1,110,3,0,0,0,0,0,0,0,2,4,2,1,0,65,26,0,1,0,60,3,حركة النهضة:1  نداء تونس:1  حركة وفاء:1  الحركة الدستورية:1  
21,9,4,153,1,404,342,500,7,151,158,342,500,0,0,302,37,3,342,0,False,18h40,21h20,11,1,2,0,4,1,0,3,1,4,126,1,2,1,2,1,1,0,2,0,5,2,2,1,48,8,2,1,0,69,1,الحركة الدستورية:1  حركة النهضة:1  نداء تونس:1  
21,9,3,152,2,586,406,700,0,294,294,406,700,0,0,402,3,1,406,0,True,19h,21h10,54,0,7,2,0,0,0,0,5,8,1,6,0,0,1,1,0,1,1,7,21,2,0,0,72,6,2,1,2,200,2,الاتحاد الوطني الحر:1  حركة النهضة:1  الحركة الدستورية:1  الحزب الجمهوري:1  نداء تونس:1  
21,9,3,152,1,585,441,700,1,258,259,441,700,0,0,421,13,7,441,0,False,18h48,20h45,35,1,9,2,1,0,0,0,2,6,10,9,2,3,0,1,0,1,0,5,13,4,2,1,86,4,0,2,2,219,1,حركة النهضة:1  الحركة الدستورية:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  نداء تونس:1  
21,9,3,151,4,505,325,600,25,250,275,325,600,0,0,322,0,3,325,0,False,1838,2100,52,0,8,0,1,0,0,0,8,3,2,5,0,0,0,0,0,0,0,5,5,3,0,0,60,1,0,0,0,168,1,حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
21,9,3,151,3,508,379,600,2,220,222,378,600,0,1,366,4,8,378,0,False,1821,2034,38,1,6,0,2,0,1,0,8,2,1,3,0,0,0,1,0,1,0,5,8,2,0,2,86,2,1,1,1,193,1,نداء تونس:1  حركة النهضة:1  
21,9,3,151,2,508,422,600,5,173,178,422,600,0,0,417,4,1,422,0,False,1840,2110,31,0,12,0,0,0,0,1,8,6,3,6,0,1,1,1,0,2,1,1,12,5,1,1,101,4,0,1,0,217,1,حركة النهضة:1  نداء تونس:1  الحركة الدستورية:1  الاتحاد الوطني الحر:1  
21,9,3,151,1,508,399,600,1,201,202,398,600,0,1,367,16,15,398,0,True,1805,2142,29,1,9,2,3,1,0,5,6,5,4,6,2,3,2,0,1,0,0,1,10,7,1,0,71,3,2,4,2,183,4,حركة النهضة:1  نداء تونس:1  
21,9,2,150,4,577,428,700,27,246,273,427,700,0,1,423,2,2,427,0,False,19.00,21.00,64,0,13,1,0,0,2,0,10,3,2,2,0,0,1,1,0,1,1,7,12,0,1,0,75,3,1,1,0,222,0,الحزب الجمهوري:1  آفاق تونس:1  حركة النهضة:1  نداء تونس:1  
21,9,2,150,3,577,441,700,4,256,260,440,700,0,1,438,2,0,440,0,False,18.33,20.50,85,2,9,0,0,0,3,0,14,11,4,3,0,0,0,1,0,0,0,3,6,1,1,0,94,5,1,1,0,194,0,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
21,9,2,150,2,577,492,700,0,208,208,492,700,0,0,488,3,1,492,0,False,19.15,21.15,59,1,5,0,1,0,2,0,9,6,1,5,0,2,0,1,0,1,1,5,9,1,0,0,117,5,0,0,3,254,0,آفاق تونس:1  الرفاهة:1  نداء تونس:1  
21,9,2,150,1,577,499,700,26,175,201,499,700,0,0,476,13,10,499,0,True,19.05,21.47,42,0,6,3,5,2,2,1,6,6,3,6,0,2,0,3,4,0,3,5,10,3,4,0,84,7,4,3,3,257,2,حركة النهضة:1  الحزب الجمهوري:1  نداء تونس:1  تيار المحبة :1  
21,9,2,149,3,404,261,500,4,235,239,261,500,0,0,259,0,2,261,0,True,1900,2030,35,0,4,1,0,0,1,0,5,3,1,5,1,0,0,0,0,1,0,1,4,0,0,0,53,3,0,0,0,141,0,نداء تونس:2  حركة النهضة:2  الاتحاد الوطني الحر:1  
21,9,2,149,2,405,312,500,1,188,189,311,500,0,1,305,2,4,311,0,False,1900,2050,32,0,4,0,0,0,2,0,5,1,1,5,0,1,0,0,1,1,0,1,12,1,2,2,72,2,1,2,0,157,0,حركة النهضة:1  نداء تونس:1  
21,9,2,149,1,405,334,500,0,166,166,334,500,0,0,324,7,3,334,0,False,18.15,20.50,22,1,6,2,2,0,0,2,3,2,3,5,2,2,0,2,0,1,1,4,11,3,2,1,75,2,2,0,0,167,1,حركة النهضة:1  نداء تونس:1  
21,9,1,148,2,457,290,490,0,200,200,290,490,0,0,286,2,2,290,0,False,18.10,20.30,30,0,14,0,0,0,0,0,4,4,2,3,2,0,0,2,0,1,0,3,4,0,1,0,82,1,1,1,1,130,0,الاتحاد الوطني الحر:1  نداء تونس:1  حركة النهضة:1  
21,9,1,148,1,457,352,500,0,148,148,352,500,0,0,339,7,6,352,0,False,18.27,20.31,32,1,8,2,4,0,0,1,3,2,3,6,1,3,1,1,0,0,0,7,9,1,3,0,77,4,0,0,0,169,1,نداء تونس:1  حركة النهضة:1  
21,9,1,147,5,573,416,700,4,280,284,416,700,0,0,412,1,3,416,0,True,18.50,21.10,74,0,12,1,1,0,0,0,11,12,3,5,0,0,1,4,0,1,0,8,5,0,0,0,73,3,0,0,1,197,0,حركة النهضة:1  نداء تونس:1  
21,9,1,147,4,573,421,704,8,275,283,421,704,0,0,417,2,2,421,0,True,19.00,21.15,72,1,9,1,0,0,0,0,13,5,2,9,0,0,1,2,0,0,2,8,7,0,0,0,84,2,1,0,1,197,0,حركة النهضة:1  الاتحاد الوطني الحر:1  آفاق تونس:1  نداء تونس:1  
21,9,1,147,3,573,467,700,4,229,233,467,700,0,0,459,4,4,467,0,False,19.00,22.00,57,1,8,1,0,1,0,1,9,8,4,6,0,0,0,3,0,1,2,6,8,0,0,1,102,2,2,1,0,234,1,المبادرة:1  الحزب الجمهوري:1  نداء تونس:1  حركة النهضة:1  
21,9,1,147,2,573,472,700,1,227,228,472,700,0,0,461,5,6,472,0,False,19.20,20.30,54,3,9,1,2,0,0,0,4,14,2,2,1,0,1,2,1,1,1,8,8,1,1,1,95,1,3,1,1,243,0,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
21,9,1,147,1,573,468,700,0,232,232,468,700,0,0,448,8,12,468,0,False,18.30,21.20,43,0,3,1,0,1,0,4,2,6,2,12,0,2,0,3,1,2,0,3,9,0,1,1,72,2,1,2,0,273,2,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
21,11,5,189,1,501,290,600,56,254,310,290,600,0,0,219,46,25,290,0,False,18:15,20:40,5,2,4,5,2,1,4,2,1,6,0,7,0,3,1,1,0,1,3,1,1,13,1,1,29,3,0,1,1,119,0,حركة النهضة:1  نداء تونس:1  
21,11,4,188,1,264,213,300,8,79,87,213,300,0,0,201,4,8,213,0,False,1830,1935,4,0,1,1,3,1,0,2,0,0,1,5,0,4,0,1,0,0,1,7,1,0,1,3,120,3,0,1,1,38,2,حركة التونسي:1  حركة النهضة:1  نداء تونس:1  
21,11,4,187,1,275,186,300,1,114,115,185,300,0,1,167,10,8,185,0,False,18:05,19:23,1,2,13,0,2,1,0,1,1,1,0,1,0,4,1,1,1,0,1,1,1,3,0,3,48,3,0,2,2,73,0,حركة النهضة:2  الاتحاد الوطني الحر:1  نداء تونس:2  
21,11,4,186,2,490,280,600,0,320,320,280,600,0,0,262,12,6,280,0,False,18:00,20:45,18,0,5,0,0,3,3,2,4,3,0,4,0,2,1,2,1,2,1,6,2,7,4,1,109,7,2,1,2,68,2,فلاح:1  حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
21,11,4,186,1,490,365,601,10,226,236,365,601,0,0,313,24,28,365,0,False,18:15,20:30,17,3,9,2,3,0,0,3,6,9,6,4,0,7,4,3,2,0,2,10,7,6,4,0,108,3,1,1,2,88,3,فلاح:1  حركة النهضة:1  نداء تونس:1  
21,11,3,185,1,461,339,502,0,163,163,339,502,0,0,294,19,26,339,0,False,19:19,21:31,1,5,7,2,3,1,0,1,1,4,3,2,2,1,0,4,1,3,1,12,3,2,1,12,73,0,1,1,6,141,0,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  نداء تونس:1  حركة التونسي:1  
21,11,3,184,1,472,322,500,1,177,178,322,500,0,0,272,43,7,322,0,False,18:37,20:40,8,1,4,1,4,1,3,0,1,6,5,5,1,2,2,1,1,7,8,4,1,4,1,1,46,9,2,2,4,135,2,حركة النهضة:1  نداء تونس:1  
21,11,2,183,1,255,186,300,18,96,114,186,300,0,0,179,4,3,186,0,False,18:25,20:05,2,0,1,0,0,1,0,1,1,1,1,0,0,0,1,2,0,1,0,1,2,4,2,0,58,1,2,2,1,93,1,حركة النهضة:1  نداء تونس:1  
21,11,2,182,1,421,320,496,1,175,176,320,496,0,0,290,16,14,320,0,True,18:30,20:45,9,0,4,0,2,1,2,3,3,0,1,5,0,4,1,2,2,1,0,3,3,5,0,1,83,4,2,0,3,145,1,حركة النهضة:1  نداء تونس:1  
21,11,2,181,2,473,287,496,0,209,209,287,496,4,2,278,1,8,287,0,False,"18,35","20,47",10,0,8,2,0,0,2,1,3,10,1,1,0,2,0,0,0,0,1,23,5,3,1,2,147,5,2,1,0,47,1,حركة النهضة:  الاتحاد الوطني الحر:  نداء تونس:  
21,11,2,181,1,473,359,500,0,141,141,359,500,0,0,328,19,12,359,0,False,"18,20","20,05",3,0,2,2,1,1,1,4,4,9,4,5,1,4,0,0,1,1,2,16,6,5,2,3,172,6,4,3,2,60,4,حركة النهضة:  المؤتمر من أجل الجمهورية:  نداء تونس:  
21,11,1,180,1,173,121,200,0,79,79,121,200,0,0,105,10,6,121,0,False,1812,1918,1,1,2,1,2,0,1,0,0,2,2,0,1,1,0,1,1,0,1,2,1,1,0,0,49,1,1,1,1,30,1,نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
21,1,10,18,1,290,144,400,1,255,256,144,400,0,0,113,6,25,144,0,True,18.00,20.00,1,0,2,1,0,0,1,0,2,1,2,0,0,0,1,1,1,0,0,0,2,10,0,1,31,4,1,0,0,51,0,آفاق تونس:1  حركة النهضة:2  الاتحاد الوطني الحر:1  نداء تونس:1  تيار المحبة :1  
