circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,الأمان,الاتحاد الوطني الحر,الاتحاد من أجل تونس,الاصلاح والمواطنة ,الانقاذ,التحالف الديمقراطي,التطلع,التيار الديمقراطي,الجبهة الشعبية,الحركة الدستورية,الحزب الجمهوري,الحزب الديمراطي للعدالة والرخاء,الرفاهة,الشباب الديمقراطي,الشعب يريد,العدالة والتنمية,العزة لتونس,العزم والارادة والعمل,المؤتمر من أجل الجمهورية,المبادرة,تيار المحبة ,تيار صوت الشعب الحر,حركة التونسي,حركة النهضة,حركة وفاء,حزب المجد,صوت شعب تونس,فلاح,حركة نداء تونس,نضال كريم,observers
21,5,6,90,1,372,220,400,12,169,181,219,400,0,1,196,18,5,219,0,False,1824,2015,4,1,7,3,3,1,4,0,0,4,1,5,0,2,0,0,2,1,1,3,4,9,3,0,53,4,1,1,3,75,1,حركة النهضة:2  نداء تونس:2  تيار صوت الشعب الحر:1  آفاق تونس:1  
21,5,5,89,1,372,244,400,4,152,156,244,400,0,0,234,9,1,244,0,True,1850,2040,6,1,2,2,2,3,1,3,1,14,0,1,1,6,4,0,2,0,0,3,5,0,2,1,46,5,1,1,4,115,2,الاتحاد الوطني الحر:1  حركة النهضة:2  نداء تونس:2  
21,5,5,88,2,451,243,491,0,248,248,243,491,0,0,224,9,10,243,0,False,1815,2007,16,0,14,1,1,0,5,2,0,7,1,2,1,0,0,0,0,0,2,8,4,3,1,5,110,2,1,1,2,35,0,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  حركة التونسي:1  حركة النهضة:1  
21,5,5,88,1,451,328,501,0,173,173,328,501,0,0,276,42,10,328,0,False,1830,2020,9,0,13,2,4,4,7,2,1,7,1,1,1,0,4,4,2,2,0,11,8,5,3,3,126,2,2,0,3,51,2,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
21,5,5,87,1,563,333,601,0,268,268,333,601,0,0,303,27,3,333,0,True,1830,2115,8,0,10,2,5,2,1,2,9,23,2,5,1,2,1,5,0,0,1,4,7,2,3,4,64,8,1,4,4,121,2,حركة النهضة:1  نداء تونس:3  آفاق تونس:1  الاتحاد الوطني الحر:1  
21,5,4,86,2,455,216,504,13,275,288,216,504,0,0,203,8,5,216,0,True,18h39,20h32,10,0,4,0,0,1,5,0,2,11,0,6,0,1,0,0,0,0,0,3,2,1,1,2,46,2,0,0,3,102,1,حركة النهضة:2  نداء تونس:1  آفاق تونس:1  فلاح:2  تيار المحبة :1  
21,5,4,86,1,456,310,502,0,192,192,310,502,0,0,262,14,34,310,0,True,19.00,22.00,6,0,4,1,1,1,3,5,2,7,2,5,0,3,0,4,0,1,0,3,1,3,2,0,49,3,1,3,6,146,0,فلاح:1  نداء تونس:1  تيار المحبة :1  
21,5,3,85,1,139,96,200,2,102,104,96,200,0,0,83,12,1,96,0,True,18h30,20h05,5,0,2,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,3,0,0,1,0,24,1,0,2,0,39,0,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  آفاق تونس:1  الجبهة الشعبية:1  
21,5,3,84,1,224,158,300,0,142,0,158,158,0,0,141,16,1,158,0,False,18h10,19h37,1,0,3,2,1,3,0,2,2,37,2,10,2,2,3,1,0,1,0,1,0,1,1,2,19,1,1,0,1,41,1,حركة النهضة:2  نداء تونس:1  
21,5,3,83,1,338,203,401,1,197,198,203,401,0,0,187,16,0,203,0,True,18h40,20h23,5,1,8,0,3,3,0,2,1,30,2,3,0,4,0,0,2,2,0,2,2,4,0,4,39,1,1,1,0,67,0,الاتحاد الوطني الحر:1  حركة النهضة:2  نداء تونس:2  
21,5,2,82,1,343,243,400,7,150,157,243,400,0,0,208,31,4,243,0,True,1900,1935,5,0,2,0,2,1,1,1,1,6,2,3,3,3,1,2,0,1,1,0,1,2,2,1,16,2,0,2,0,147,0,حركة النهضة:1  نداء تونس:2  آفاق تونس:1  
21,5,2,81,1,226,131,300,0,169,169,131,300,0,0,124,7,0,131,0,False,18.20,19.30,9,0,3,0,0,0,4,2,0,11,2,0,0,0,0,3,0,0,0,0,0,2,0,2,21,1,1,10,0,50,3,آفاق تونس:1  حركة النهضة:1  نداء تونس:1  
21,5,2,80,1,483,305,602,10,87,97,305,402,200,0,275,12,18,305,0,False,0,21.08,14,0,2,1,2,0,28,1,3,7,4,4,0,9,4,5,0,1,0,3,4,1,1,1,35,5,2,0,4,128,6,حركة النهضة:1  
21,5,1,79,1,199,122,300,2,176,178,122,300,0,0,118,2,2,122,0,False,18.15,0,3,1,4,0,1,0,2,2,9,4,1,1,1,3,1,1,0,2,0,1,1,0,1,0,49,2,1,2,0,35,2,حركة النهضة:2  نداء تونس:1  
21,5,1,78,4,464,243,507,2,262,264,243,507,0,0,233,5,5,243,0,True,18.30,20.40,8,0,4,1,1,1,2,1,0,6,0,5,0,2,0,1,0,1,0,2,4,1,0,1,63,0,1,4,0,123,1,نداء تونس:1  حركة النهضة:1  
21,5,1,78,3,466,278,500,0,222,222,278,500,0,0,259,16,3,278,0,False,18:00,21:00,9,0,1,0,0,0,3,0,0,12,0,2,0,1,0,1,2,0,0,8,0,3,0,2,80,1,0,5,1,128,0,حركة النهضة:1  نداء تونس:1  
21,5,1,78,2,466,345,500,2,153,155,345,500,0,0,322,9,14,345,0,False,18:30,21:25,11,0,1,0,1,0,3,1,3,9,1,4,0,4,0,2,0,1,1,2,3,5,1,4,89,3,2,1,0,169,1,حركة النهضة:1  نداء تونس:1  
21,5,1,78,1,466,362,503,5,136,141,362,503,0,0,308,20,34,362,0,True,18:54,21:30,4,0,2,4,4,1,4,2,4,4,4,2,0,9,0,3,1,1,0,1,5,5,2,6,59,7,1,5,3,161,4,آفاق تونس:1  حركة النهضة:1  نداء تونس:1  
21,5,1,77,1,203,135,296,1,160,161,135,296,0,0,123,7,5,135,0,False,18h42,20h,1,0,2,1,0,0,0,0,2,1,1,0,0,1,0,1,1,0,0,1,2,0,0,3,33,3,0,1,0,69,0,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  آفاق تونس:1  
21,10,4,179,1,522,323,600,12,266,278,322,600,0,1,294,15,13,322,0,True,"18,40","20,56",6,0,13,0,1,2,2,0,3,8,0,1,0,5,0,3,0,2,0,4,1,7,0,4,46,4,3,1,2,175,1,نداء تونس:  حركة النهضة:  الاتحاد الوطني الحر:  آفاق تونس:  
21,10,4,178,2,396,216,500,0,284,284,216,500,0,0,208,2,6,216,0,False,1805,2000,58,0,16,0,0,0,1,0,3,1,2,2,0,0,0,0,0,0,0,1,0,1,0,0,37,2,1,1,0,82,0,الاتحاد الوطني الحر:1  نداء تونس:1  آفاق تونس:1  حركة التونسي:1  حركة النهضة:2  
21,10,4,178,1,396,278,500,1,222,223,277,500,0,1,253,13,11,277,0,True,"18,25",20,38,0,5,1,1,4,0,2,1,2,3,2,1,2,0,1,2,0,1,1,0,0,0,1,41,0,2,1,3,136,2,فلاح:  نداء تونس:  تيار المحبة :  حركة النهضة:  الاتحاد من أجل تونس:  
21,10,3,177,2,313,142,400,1,257,258,142,400,0,0,132,10,0,142,0,False,18h22,20h16,2,0,9,0,2,0,3,0,0,6,1,0,0,0,0,0,0,0,0,3,4,3,0,1,39,0,1,0,0,58,0,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
21,10,3,177,1,314,216,400,0,184,184,216,400,0,0,216,27,3,246,30,False,1835,2010,6,0,6,0,2,0,5,0,3,4,3,2,1,1,0,0,1,1,1,2,4,2,1,3,44,6,0,3,1,81,3,الحزب الجمهوري:1  الاتحاد الوطني الحر:1  حركة النهضة:2  نداء تونس:1  فلاح:1  
21,10,3,176,1,554,367,600,0,233,233,367,600,0,0,320,33,14,367,0,False,"18,20","20,30",1,2,31,0,0,2,0,1,4,8,1,18,0,2,0,2,0,0,0,7,7,7,2,3,107,5,2,6,0,102,0,نداء تونس:2  الحزب الجمهوري:  الاتحاد الوطني الحر:  فلاح:  آفاق تونس:  حركة النهضة:2  
21,10,3,175,1,540,360,600,12,228,240,360,600,0,0,308,25,27,360,0,True,"18,27","22,53",13,1,11,3,2,0,8,0,5,4,4,1,0,2,2,2,1,1,0,11,7,4,2,1,112,7,2,2,2,98,0,الاتحاد الوطني الحر:  الحزب الجمهوري:  حركة النهضة:2  نداء تونس:  
21,10,2,174,2,452,284,500,5,211,216,284,500,0,0,270,8,6,284,0,False,"18,10","20,41",14,1,21,1,1,2,0,0,2,7,1,4,0,0,1,7,0,1,0,5,4,2,3,0,54,4,1,0,1,132,1,نداء تونس:  الحزب الجمهوري:  حركة النهضة:  آفاق تونس:  الاتحاد الوطني الحر:  
21,10,2,174,1,452,355,500,12,136,148,352,500,0,3,320,20,12,352,0,False,19:50,21:50,8,0,3,1,0,1,0,1,5,6,2,1,0,2,4,6,1,2,2,8,3,6,2,1,45,5,0,1,4,200,0,آفاق تونس:  حركة النهضة:  نداء تونس:  المؤتمر من أجل الجمهورية:  الاتحاد الوطني الحر:  
21,10,1,173,1,496,348,600,1,251,252,348,600,0,0,324,16,8,348,0,True,,,11,1,11,0,0,1,1,2,3,13,6,4,1,0,0,1,1,1,0,12,1,5,0,0,103,2,2,2,0,140,0,آفاق تونس:  الحركة الدستورية:  حركة النهضة:  نداء تونس:  الاتحاد الوطني الحر:  
21,10,1,172,2,303,175,400,0,225,225,175,400,0,0,166,3,6,175,0,False,"18,10","20,45",9,1,11,1,0,2,0,1,3,16,2,6,0,0,2,1,0,0,0,2,0,2,0,0,26,1,1,0,14,65,0,الاتحاد الوطني الحر:  حركة النهضة:  آفاق تونس:  نداء تونس:  المؤتمر من أجل الجمهورية:  
21,10,1,172,1,303,224,398,8,168,176,223,399,0,1,192,13,18,223,0,False,"18,15","19,43",6,1,14,4,2,2,2,2,6,12,1,2,0,2,0,0,1,0,1,2,1,3,0,0,37,1,2,0,6,81,1,حركة النهضة:  الاتحاد الوطني الحر:  فلاح:  نداء تونس:  
21,10,1,171,1,316,171,400,1,231,232,168,400,0,3,159,5,4,168,0,False,"18,23","21,28",7,0,5,0,1,0,1,0,0,7,1,0,1,1,0,0,1,0,1,2,0,1,0,0,50,0,0,3,0,75,2,آفاق تونس:  حركة النهضة:  الاتحاد الوطني الحر:  نداء تونس:  
21,10,1,170,2,395,186,500,3,311,314,186,500,0,0,174,10,2,186,0,False,"18,30",21,0,0,7,0,1,0,0,0,2,9,2,3,0,1,1,0,0,3,0,5,0,6,0,0,29,2,0,0,2,101,0,آفاق تونس:  الاتحاد الوطني الحر:  الحركة الدستورية:  نداء تونس:  حركة النهضة:  
21,10,1,170,1,395,272,500,11,217,228,272,500,0,0,242,15,15,272,0,False,18:19,20:34,7,0,12,2,2,1,4,2,3,11,4,5,1,1,1,3,2,1,1,4,6,7,2,2,39,0,1,0,0,116,2,الاتحاد الوطني الحر:2  نداء تونس:2  حركة النهضة:  :  
21,10,1,169,5,556,315,600,12,273,285,315,600,0,0,311,2,2,315,0,True,1924,2050,11,0,29,1,0,0,0,1,9,10,2,3,1,0,0,0,0,0,0,6,1,0,1,0,58,5,1,0,1,172,0,آفاق تونس:1  نداء تونس:1  الحركة الدستورية:1  الاتحاد الوطني الحر:1  
21,10,1,169,4,556,319,600,1,280,281,319,600,0,0,303,9,7,319,0,False,1900,2030,22,1,13,1,0,0,3,0,6,6,1,5,0,0,0,1,0,0,0,5,1,3,0,1,63,2,0,0,1,168,0,الحركة الدستورية:1  حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
21,10,1,169,3,556,390,600,0,210,210,390,600,0,0,366,12,12,390,0,True,1810,2142,20,1,13,3,3,1,0,1,7,10,3,1,0,1,0,0,1,0,0,10,1,1,1,0,79,2,1,0,1,205,0,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  الحركة الدستورية:1  
21,10,1,169,2,556,432,600,20,148,168,432,600,0,0,405,26,1,432,0,True,1900,2120,12,0,12,1,1,1,2,1,5,13,3,5,1,4,0,1,2,1,1,8,0,0,1,2,79,8,1,2,0,237,1,الاتحاد الوطني الحر:1  آفاق تونس:1  حركة النهضة:1  نداء تونس:1  
21,10,1,169,1,556,428,600,5,169,174,426,600,0,2,347,41,38,426,0,False,1850,2200,8,0,9,1,4,1,3,3,9,7,3,2,1,2,0,3,2,4,1,8,4,6,2,1,63,5,3,1,2,188,1,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
21,4,9,76,1,567,294,600,2,305,307,293,600,0,1,252,34,7,293,0,True,18.30,21.36,7,2,5,1,2,3,3,3,0,4,2,2,2,6,0,1,2,2,0,5,3,8,1,3,72,8,1,3,4,96,1,الاتحاد الوطني الحر:1  نداء تونس:1  حركة النهضة:1  
21,4,8,75,1,405,214,499,0,285,285,214,499,0,0,192,17,5,214,0,False,1830,2021,18,0,1,3,2,0,2,1,2,1,1,3,1,4,1,1,0,0,1,2,2,3,1,0,60,1,2,1,1,73,4,آفاق تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
21,4,8,74,2,546,217,600,0,384,0,217,217,0,0,206,3,8,217,0,False,18.15,19.33,18,1,4,1,0,1,1,0,3,5,1,2,0,2,1,0,1,4,1,3,2,5,0,0,52,1,1,0,0,96,0,حركة النهضة:1  نداء تونس:2  الاتحاد الوطني الحر:1  
21,4,8,74,1,547,327,604,6,271,277,327,604,0,0,282,27,18,327,0,False,1900,2045,17,5,4,2,2,0,1,3,4,1,0,2,1,6,1,1,1,2,1,4,14,5,0,0,66,7,4,1,2,123,2,حركة النهضة:1  
21,4,7,73,3,471,336,500,7,157,164,336,500,0,0,333,3,0,336,0,False,18:25,20:40,106,0,12,1,0,0,2,1,17,8,0,4,0,0,1,0,0,1,1,6,3,3,0,0,40,5,3,1,0,118,0,حركة النهضة:  الحزب الجمهوري:  آفاق تونس:  نداء تونس:  
21,4,7,73,2,472,365,600,0,235,235,365,600,0,0,361,4,0,365,0,True,1840,2103,85,0,0,2,1,0,4,0,20,13,2,6,0,1,1,0,1,5,1,3,6,3,0,1,65,2,3,1,0,135,0,آفاق تونس:1  حركة النهضة:1  
21,4,7,73,1,472,404,505,0,101,101,404,505,0,0,389,6,9,404,0,False,18:15,20:30,90,1,3,2,3,0,1,0,16,6,2,7,3,0,0,0,1,0,0,5,8,5,2,2,58,3,6,2,0,160,3,نداء تونس:  حركة النهضة:  آفاق تونس:  حزب المجد:  
21,4,7,72,5,510,348,606,2,256,258,348,606,0,0,343,0,5,348,0,False,1800,2030,105,0,3,6,0,2,2,0,4,15,0,1,1,0,0,1,0,0,0,2,0,0,1,0,32,7,5,0,0,156,0,آفاق تونس:1  حركة النهضة:1  نداء تونس:1  
21,4,7,72,4,510,355,599,19,225,244,355,599,0,155,352,1,2,355,0,False,1815,2200,85,3,6,1,0,1,4,0,9,13,0,3,1,0,0,2,3,0,0,2,3,2,0,1,38,1,1,0,1,171,1,حركة النهضة:1  الحزب الجمهوري:1  آفاق تونس:1  نداء تونس:1  
21,4,7,72,3,510,366,600,7,227,234,366,600,0,0,360,4,2,366,0,True,18:35,21:03,48,0,8,4,0,1,4,0,8,7,1,6,0,0,0,2,0,2,0,4,0,1,1,0,94,3,1,1,0,164,0,آفاق تونس:  الحزب الجمهوري:  حركة النهضة:  نداء تونس:  
21,4,7,72,2,510,425,603,37,141,178,425,603,0,0,410,11,4,425,0,True,18h35,20h50,114,0,2,3,1,1,0,2,9,6,0,8,1,2,2,0,0,0,0,2,3,1,1,2,59,7,2,0,1,182,0,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
21,4,6,67,1,546,440,600,2,158,160,440,600,0,0,416,12,12,440,0,False,1800,2200,73,0,19,5,1,0,1,0,3,5,3,8,2,2,1,2,0,1,1,6,14,8,2,1,66,2,2,4,4,178,2,الحزب الجمهوري:1  حركة النهضة:1  نداء تونس:1  
21,4,5,66,1,386,200,500,2,298,300,200,500,0,0,174,18,8,200,0,False,1825,2038,14,2,11,1,2,0,0,1,1,3,2,3,2,0,2,0,0,1,0,1,15,1,1,0,23,3,1,0,0,82,2,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  الحزب الديمراطي للعدالة والرخاء:1  الاتحاد الوطني الحر:2  
21,4,5,65,1,539,322,600,2,281,283,322,605,5,0,273,31,18,322,0,False,19.25,21.00,75,0,3,2,2,1,0,2,1,2,2,2,1,8,2,5,3,1,4,2,16,0,3,1,66,5,3,0,3,63,0,حركة النهضة:1  آفاق تونس:1  
21,4,4,64,1,245,179,300,0,121,121,179,300,0,0,171,6,2,179,0,False,1830,2030,15,1,1,1,1,0,0,1,1,1,0,1,0,2,0,2,1,1,0,5,2,2,0,0,34,1,0,0,0,98,0,حركة النهضة:1  نداء تونس:2  الاتحاد الوطني الحر:2  
21,4,4,63,2,485,237,600,3,360,363,237,600,0,0,225,4,8,237,0,False,1932,2100,17,0,26,1,3,1,1,0,2,1,0,1,0,3,0,1,0,0,0,1,3,1,0,0,39,3,1,0,1,119,0,نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
21,4,3,62,2,363,194,400,0,206,206,194,400,0,0,184,1,9,194,0,False,1809,1938,25,0,1,0,0,2,1,1,1,3,0,0,0,1,0,0,0,1,1,0,2,0,0,0,44,2,0,0,0,99,0,حركة النهضة:1  المبادرة:1  نداء تونس:1  الحزب الجمهوري:1  آفاق تونس:1  
21,4,3,62,1,364,266,400,11,123,134,266,400,0,0,239,16,11,266,0,False,18.55,20.40,21,0,2,4,0,1,2,1,2,4,3,1,3,0,3,1,1,1,1,2,10,1,0,0,36,2,0,1,3,133,0,حركة النهضة:1  آفاق تونس:1  نداء تونس:1  
21,4,2,61,4,597,419,705,0,286,286,419,705,0,0,414,2,3,419,0,False,18h45,21h15,44,0,12,9,0,0,5,0,4,27,0,27,0,0,2,1,0,0,1,22,2,2,0,0,70,0,0,0,2,184,0,حركة النهضة:1  المؤتمر من أجل الجمهورية:1  الحزب الجمهوري:1  آفاق تونس:1  نداء تونس:1  
21,4,2,61,3,598,451,684,2,231,233,451,684,0,0,440,9,2,451,0,True,18h55,22h50,44,1,3,1,0,0,1,0,15,23,0,28,0,1,1,5,0,2,1,24,3,3,0,1,86,4,1,1,5,185,1,الاتحاد الوطني الحر:1  الجبهة الشعبية:1  حركة النهضة:1  الحزب الجمهوري:1  نداء تونس:1  
21,4,2,61,2,598,522,706,7,178,185,521,706,0,1,513,3,5,521,0,True,1915,,41,0,12,4,0,1,4,0,6,23,1,31,0,1,1,2,1,2,0,19,8,4,0,2,106,4,2,1,3,234,0,آفاق تونس:1  نداء تونس:1  الاتحاد من أجل تونس:1  الجبهة الشعبية:1  حركة النهضة:1  الحزب الجمهوري:1  
21,4,2,61,1,598,516,700,1,183,184,516,700,0,0,487,12,17,516,0,False,1830,2130,48,0,5,5,0,1,2,0,4,26,2,19,1,3,0,5,1,1,1,15,7,3,4,3,99,2,2,3,5,217,3,حركة النهضة:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  آفاق تونس:1  نداء تونس:1  
21,4,2,60,5,501,364,600,1,235,236,364,600,0,0,358,4,2,364,0,True,19h20,20h50,49,0,12,5,0,0,0,0,1,35,1,28,0,0,2,3,0,0,3,23,5,2,0,0,46,1,0,0,3,139,0,حركة النهضة:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  نداء تونس:1  
21,4,2,60,4,504,355,600,0,245,245,355,600,0,0,348,4,3,355,0,False,1910,2100,46,0,4,3,0,0,4,0,7,33,0,19,0,0,0,4,0,1,1,29,4,5,0,1,46,1,2,0,1,137,0,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  
21,4,2,60,3,504,413,604,1,190,191,413,604,0,0,406,4,3,413,0,False,18h16,20h30,47,0,3,3,1,0,2,0,7,27,1,21,0,2,0,1,0,2,0,20,3,2,0,1,87,2,3,0,6,163,2,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  الحزب الجمهوري:1  فلاح:1  المؤتمر من أجل الجمهورية:1  
21,4,2,60,2,504,414,603,1,188,189,414,603,0,0,399,12,3,414,0,True,1920,2230,48,0,4,6,2,1,2,0,6,22,1,21,2,0,0,1,1,2,0,21,3,2,0,0,91,1,2,1,3,156,0,حركة النهضة:1  الحزب الجمهوري:1  الجبهة الشعبية:1  آفاق تونس:1  
21,4,2,60,1,504,418,600,0,182,182,418,600,0,0,401,11,6,418,0,True,1932,2210,42,2,4,5,2,0,4,0,4,25,1,19,0,0,2,4,2,2,2,10,4,7,1,1,74,1,1,1,6,172,3,الجبهة الشعبية:1  نداء تونس:1  الحزب الجمهوري:1  
21,4,1,59,3,420,291,500,1,208,209,291,500,0,0,285,1,5,291,0,False,1830,2030,61,0,8,1,0,0,4,0,3,15,0,1,1,2,0,0,1,0,0,8,1,2,0,0,37,1,1,0,0,138,0,آفاق تونس:1  نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
21,4,1,59,2,420,317,501,1,184,185,316,501,0,1,301,11,4,316,0,False,1800,2030,49,0,10,2,0,2,2,0,9,18,1,4,0,1,0,0,0,1,0,1,0,4,0,0,54,1,0,1,0,140,1,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
21,4,1,59,1,420,357,517,0,160,160,357,517,0,0,341,12,4,357,0,False,1900,2050,51,0,8,4,1,0,1,1,4,17,0,8,0,0,1,1,2,3,0,5,4,4,1,0,46,4,1,2,1,171,0,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  الاتحاد من أجل تونس:1  آفاق تونس:1  
21,4,1,58,7,568,413,700,3,284,287,413,700,0,0,408,2,3,413,0,True,1830,2012,118,0,8,6,0,0,0,0,5,9,1,3,0,0,0,0,0,3,0,8,3,1,0,0,35,0,9,1,1,197,0,حزب المجد:1  آفاق تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
21,4,1,58,6,570,382,702,9,311,320,382,702,0,0,382,0,0,382,0,True,1900,2055,106,1,5,10,1,2,1,0,16,6,1,6,3,2,0,0,0,1,0,8,3,0,0,0,41,4,6,1,1,156,1,الرفاهة:1  آفاق تونس:1  الاتحاد من أجل تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
21,4,1,58,5,570,420,710,9,281,291,420,710,0,0,412,3,5,420,0,False,1830,2125,91,0,10,6,1,0,0,0,9,11,2,3,0,1,0,0,0,2,0,5,6,0,0,1,60,3,1,1,0,197,2,الاتحاد من أجل تونس:1  آفاق تونس:1  حركة النهضة:1  نداء تونس:1  
21,4,1,58,4,570,448,700,2,250,252,448,700,0,0,442,4,2,448,0,False,1830,2148,77,0,5,5,0,0,0,0,7,8,0,8,0,1,0,0,0,2,0,10,4,4,0,0,81,3,1,0,1,224,1,آفاق تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
21,4,1,58,3,570,487,700,0,213,213,487,700,0,0,480,6,1,487,0,False,1830,2030,118,0,4,13,1,2,2,2,5,14,0,5,0,4,1,0,0,2,0,2,7,1,1,0,81,7,10,0,0,196,2,نداء تونس:1  تيار المحبة :1  الحزب الديمراطي للعدالة والرخاء:1  الرفاهة:1  حركة النهضة:1  آفاق تونس:1  الاتحاد الوطني الحر:1  
21,4,1,58,2,570,490,718,6,222,228,490,718,0,0,467,17,6,490,0,False,18.00,22.15,18,0,2,18,1,0,1,4,5,5,2,2,1,0,0,2,1,3,1,11,3,2,0,1,55,8,2,2,1,213,3,آفاق تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
21,4,1,58,1,570,488,708,1,219,220,488,708,0,0,474,6,8,488,0,True,18.30,21.30,110,0,4,7,2,1,0,0,5,10,1,6,2,2,0,2,1,4,1,2,7,2,0,0,63,5,3,1,0,232,1,نداء تونس:1  الحزب الجمهوري:1  المبادرة:1  الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  آفاق تونس:1  حركة النهضة:1  
21,4,1,57,1,371,279,400,0,121,121,279,400,0,0,269,8,2,279,0,False,18.20,19.15,21,0,1,3,3,1,2,1,0,2,1,2,0,1,0,1,1,3,0,2,0,2,0,0,18,1,2,1,1,199,0,حركة النهضة:2  نداء تونس:2  
21,4,1,56,5,509,334,606,21,251,272,334,606,0,0,329,1,4,334,0,False,18.15,20.15,84,2,8,5,0,1,1,1,8,11,0,8,0,2,0,1,0,2,3,4,12,2,0,0,40,0,1,2,0,131,0,الاتحاد الوطني الحر:1  نداء تونس:1  حركة النهضة:2  آفاق تونس:1  
21,4,1,56,4,509,363,600,0,237,237,363,600,0,0,356,4,3,363,0,False,1900,2130,80,0,4,3,1,2,3,0,10,18,1,6,5,1,1,2,1,1,0,3,9,0,0,1,53,0,3,0,0,148,0,حركة النهضة:1  آفاق تونس:1  نداء تونس:1  الحزب الديمراطي للعدالة والرخاء:1  
21,4,1,56,3,509,393,603,2,208,210,393,603,0,0,387,1,5,393,0,True,19:30,,76,1,9,2,3,2,4,0,8,20,1,3,1,0,0,0,1,3,0,0,15,2,0,0,62,4,0,1,0,168,1,آفاق تونس:1  حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  
21,4,1,56,2,509,426,599,13,160,173,426,599,0,0,409,3,14,426,0,True,18:35,21:40,76,1,7,5,4,1,1,2,10,11,1,9,1,0,0,0,0,5,1,1,13,0,0,2,59,1,0,2,1,194,1,حركة النهضة:1  الاتحاد الوطني الحر:1  آفاق تونس:1  الحزب الجمهوري:1  نداء تونس:2  
21,4,1,56,1,509,414,600,11,175,186,414,600,0,0,378,18,18,414,0,True,18h50,22h,56,1,5,6,3,2,2,0,5,6,3,2,6,1,0,2,3,2,2,2,16,1,2,1,69,2,3,2,2,170,1,آفاق تونس:1  حركة النهضة:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  الاتحاد من أجل تونس:1  نداء تونس:1  
21,4,1,55,3,520,403,600,2,195,197,403,600,0,0,394,8,1,403,0,False,18h30,21h30,94,0,12,2,0,0,0,0,5,13,0,3,0,0,0,0,0,2,0,3,4,2,0,1,35,0,1,2,0,215,0,آفاق تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
21,4,1,55,2,518,435,600,57,108,165,435,600,0,0,429,6,0,435,0,False,19h10,21h20,101,0,2,7,0,2,1,1,4,13,2,3,0,0,0,0,0,4,0,1,4,1,0,0,89,10,6,0,0,175,3,آفاق تونس:1  حركة النهضة:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  الاتحاد من أجل تونس:1  نداء تونس:1  
21,4,1,55,1,518,430,598,1,168,169,429,598,0,1,402,21,6,429,0,False,18:15,21:15,95,0,4,8,3,2,2,0,7,5,4,6,0,0,0,1,0,4,1,4,6,0,1,1,41,1,6,2,2,194,2,آفاق تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  الحزب الجمهوري:1  حزب المجد:1  
21,4,1,54,7,518,369,615,13,233,246,369,615,0,0,367,2,0,369,0,True,18.50,20.52,115,0,8,3,0,4,0,0,6,10,0,2,0,0,0,0,1,0,0,5,3,0,0,0,15,1,1,0,0,194,0,حركة النهضة:2  آفاق تونس:1  
