circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,أحرار جندوبة,أمل جندوبة,افاق تنموية,الأئتلاف الديمقراطي للعمل والتنمي,الاتحاد الوطني الحر,الأخوة والوفاق لضمان السلم والرقي,الاتحاد من أجل تونس,الانطلاق,التحالف الديمقراطي,التضامن من اجل التنمية,التكتل من أجل العمل والحريات,التنميه و العدالة والتنمية,التيار الديمقراطي,الجبهة الشعبية,الحركة الدستورية,الحرية والتنمية,الحزب الاشتراكي,الحزب الجمهوري,الحزب الجمهوري المغاربي,الحزب الشعبي التقدمي,الخبرة هي هي الحل,الخضراء أمنا,الربيع العربي لتحقيق السيادة الأقتصادية,الشباب,الشروق,العبور,الكرامة,المؤتمر الشعبي,المؤتمر من اجل الجمهورية,المبادرة,النور للديمقراطية والتنمية,اولاد بلاد ,بلاريجيا,تيار المحبة,جندوبة اولا,حركة التونسي,حركة الدمقراطيين الأجتماعيين,حركة الديمقراطين الأشتراكيين,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حرية بديل,حرية وكرامة ,حزب الأمان,حزب البناء الوطني,حزب الجبهة الوطنية التونسية,حزب الغد,حزب المجد,حزب الوحدة,حزب صوت شعب تونس,سوق الأربعاء,شمس أمل خمير,صدى الشمال,صوت الفلاحين,صوت المرجان,عندي امل,فريقية,لدينا حلم ,observers
6,5,1,99,2,590,329,617,0,288,288,329,617,0,0,323,5,1,329,0,True,1810,2200,3,1,0,0,1,13,0,0,0,2,0,4,0,1,21,1,0,1,3,0,0,0,2,0,0,1,0,0,1,4,2,0,1,0,0,0,0,0,0,3,95,94,0,2,1,1,3,1,1,1,1,1,0,2,19,0,36,0,0,0,حركة نداء تونس:2  حركة النهضة:1  
6,5,1,99,1,591,411,600,0,189,189,411,600,0,0,382,17,12,411,0,False,1903,2048,2,4,4,0,2,6,0,2,1,3,1,5,1,4,19,2,2,6,5,1,1,0,8,1,5,2,3,1,1,2,0,0,3,0,1,3,0,0,1,1,111,102,3,1,1,0,0,3,2,2,5,1,1,1,5,9,30,1,0,1,حركة النهضة:1  حركة نداء تونس:1  الحزب الاشتراكي:1  المبادرة:1  الجبهة الشعبية:1  
6,5,1,98,2,443,188,500,0,312,312,188,500,0,0,182,3,3,188,0,False,19h,20h,3,2,3,0,1,6,0,0,0,0,0,3,0,2,8,0,2,0,4,1,1,0,1,0,0,1,0,2,0,3,1,1,0,1,0,3,1,0,2,1,45,37,1,1,1,1,0,1,0,0,2,2,1,2,12,2,21,0,0,0,حركة النهضة:1  حركة نداء تونس:1  التكتل من أجل العمل والحريات:1  الجبهة الشعبية:1  
6,5,1,98,1,443,253,500,1,248,249,251,500,0,2,204,40,7,251,0,False,18h15,20h25,2,1,2,0,1,4,0,0,1,2,0,5,2,2,9,0,1,2,8,2,3,0,1,0,0,3,2,5,3,4,0,1,0,0,0,4,0,1,0,2,40,44,2,1,3,1,0,5,1,0,2,0,0,0,5,7,19,0,1,0,الأتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  المبادرة:1  الجبهة الشعبية:1  
6,5,1,97,3,409,172,500,0,328,328,172,500,0,328,167,3,2,172,0,False,18:13,19:47,1,0,0,0,0,11,0,1,0,0,0,4,0,0,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,4,73,33,1,0,0,0,0,0,1,0,0,2,0,0,2,2,20,0,0,0,حركة نداء تونس:  حركة النهضة:  
6,5,1,97,2,409,259,500,3,238,241,259,500,0,0,254,3,2,259,0,False,18:15,21:00,2,0,3,0,1,3,0,1,1,0,3,1,0,1,11,1,0,1,1,0,1,0,1,0,2,1,0,2,0,3,2,0,0,0,0,1,0,0,0,2,142,34,0,0,0,0,0,0,3,0,2,1,1,3,4,2,15,0,0,0,حركة الشعب:  الجبهة الشعبية:  حركة نداء تونس:  المبادرة:  حركة النهضة:  
6,5,1,96,3,473,284,500,0,217,217,283,500,0,1,280,0,3,283,0,False,"18,26","21,24",8,1,5,0,0,16,0,0,1,0,0,4,0,2,30,0,0,2,5,1,0,0,0,1,3,1,0,0,0,2,4,0,0,0,0,1,0,0,1,2,65,97,0,0,0,0,0,1,0,0,1,0,0,0,4,0,21,1,0,0,حركة نداء تونس:  حركة النهضة:  الجبهة الشعبية:  حركة الشعب:  
6,5,1,96,2,473,367,500,0,133,133,367,500,0,0,360,4,3,367,0,False,"18,30","20,30",4,0,4,0,0,10,0,4,0,1,2,5,0,8,29,0,0,0,4,0,1,1,0,0,2,1,0,0,1,1,4,2,0,1,2,0,0,0,1,3,96,129,1,0,0,0,1,0,0,0,1,0,1,0,9,2,28,1,0,0,حركة النهضة:  حركة نداء تونس:  
6,5,1,96,1,473,377,500,2,121,123,377,500,0,0,354,11,12,377,0,False,"18,30","20,24",2,2,5,0,3,3,0,1,2,0,2,9,0,1,28,2,2,1,0,1,0,1,0,0,0,1,0,3,0,3,3,1,1,1,0,0,0,0,4,3,65,155,2,1,0,0,1,1,2,1,2,0,1,2,3,8,23,0,1,1,المبادرة:  حركة نداء تونس:  الجبهة الشعبية:  حركة النهضة:  
6,5,1,95,6,554,322,600,0,278,278,322,600,0,0,317,4,1,322,0,True,"18,05",21,5,0,3,0,0,31,0,1,2,0,1,8,0,6,27,0,0,2,7,0,0,1,0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,1,0,2,58,127,1,0,0,0,0,1,0,0,1,1,0,1,3,0,18,0,0,0,الجبهة الشعبية:  حركة نداء تونس:  حركة النهضة:  
6,5,1,95,5,558,317,600,0,283,283,317,600,0,0,314,1,2,317,0,False,18h,20h09,0,2,4,0,0,17,0,1,1,1,0,4,0,4,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,1,0,0,0,1,71,140,1,0,0,0,0,3,0,0,1,1,0,2,9,0,29,0,1,1,حركة النهضة:  التكتل من أجل العمل والحريات:  
6,5,1,95,4,558,396,600,0,204,204,396,600,0,0,385,3,8,396,0,False,1810,2115,4,1,2,0,0,15,1,2,1,5,0,3,0,4,30,0,1,1,3,0,4,1,0,0,0,1,0,0,1,4,0,0,0,0,4,1,0,0,0,2,99,142,4,0,1,0,0,0,0,1,0,0,0,1,4,5,41,0,0,0,الأتحاد الوطني الحر:1  الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
6,5,1,95,3,558,428,600,0,172,172,428,600,0,0,417,8,3,428,0,True,19.30,23.22,2,4,1,0,4,12,0,3,2,1,0,11,1,0,36,2,0,0,3,0,0,0,2,0,0,1,0,1,1,0,3,0,0,0,1,1,0,0,0,9,100,152,3,1,0,0,0,3,1,0,1,0,1,5,11,2,34,0,0,0,حركة نداء تونس:1  حركة النهضة:1  حركة الشعب:1  الجبهة الشعبية:1  
6,5,1,95,1,558,444,600,0,156,156,444,600,0,0,416,15,13,444,0,False,1815,2100,2,1,5,0,0,11,0,5,1,2,1,3,2,4,25,1,5,0,0,0,1,1,0,0,1,4,2,1,0,4,2,0,0,0,0,1,1,0,0,5,69,205,1,0,0,1,0,0,1,0,2,2,0,2,4,6,30,1,0,1,حركة نداء تونس:1  حركة النهضة:1  التكتل من أجل العمل والحريات:1  
6,9,5,231,1,390,233,500,0,267,267,233,500,0,0,185,42,6,233,0,False,1820,1955,0,3,9,0,2,3,1,2,5,1,0,1,1,0,26,0,1,2,1,1,1,0,2,0,1,0,3,0,0,1,3,0,0,2,1,1,1,0,1,1,34,57,0,0,0,0,0,3,2,0,3,0,1,1,0,6,1,0,0,0,حركة نداء تونس:2  الجبهة الشعبية:2  حركة النهضة:2  حركة الديمقراطين الأشتراكيين:1  
6,9,5,230,2,312,175,400,1,224,225,175,400,225,0,169,5,1,175,0,True,1800,2120,1,1,2,0,1,13,0,0,1,13,0,0,0,2,12,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,3,0,0,0,6,41,53,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,3,1,0,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
6,9,5,230,1,312,225,400,0,175,175,225,400,0,0,202,15,8,225,0,False,18h30,21h35,1,0,0,0,5,4,0,3,0,4,0,0,1,4,5,0,1,0,1,1,1,1,5,0,1,0,1,0,0,0,2,0,0,1,0,1,0,0,2,5,54,71,1,1,0,0,0,1,3,1,1,0,0,1,0,11,1,2,2,2,حركة نداء تونس:1  الحزب الجمهوري:1  الجبهة الشعبية:1  حركة النهضة:1  
6,9,5,229,2,355,201,400,2,197,199,201,400,0,0,184,11,6,201,0,True,18h20,20h55,1,2,1,0,0,2,0,4,0,2,1,0,0,0,39,4,1,0,2,1,5,0,0,0,1,2,0,0,0,2,1,0,0,1,0,0,0,1,1,3,17,67,0,0,0,8,0,0,1,0,0,0,0,0,1,1,1,10,1,0,حركة نداء تونس:1  الجبهة الشعبية:1  الجبهة الشعبية:1  حزب الأمان:1  
6,9,5,229,1,356,240,392,1,151,152,240,392,0,0,204,14,22,240,0,True,18h15,21h05,2,4,0,0,2,3,0,0,2,3,4,0,1,0,39,3,1,1,0,0,0,1,0,0,1,2,2,1,0,1,0,0,0,0,0,1,0,0,1,3,30,60,1,1,1,6,0,0,1,0,3,2,0,2,0,9,0,5,3,2,حركة نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
6,9,4,228,1,391,242,500,0,258,258,242,500,0,0,224,7,11,242,0,False,18h25,,0,1,0,1,2,14,0,2,0,1,0,1,0,1,12,1,1,0,1,1,1,0,1,24,2,0,0,1,2,2,5,2,2,1,1,8,1,0,1,2,46,65,0,1,0,1,0,2,2,1,2,0,1,0,0,4,0,1,1,2,حركة نداء تونس:2  الجبهة الشعبية:1  حركة النهضة:1  الأتحاد الوطني الحر:1  الربيع العربي لتحقيق السيادة الأقتصادية:1  
6,9,4,227,1,276,163,300,1,136,137,163,300,0,0,141,21,1,163,0,False,18h04,19h44,2,0,1,0,1,7,2,1,0,2,0,2,1,1,12,0,0,1,1,0,1,0,2,1,0,1,0,0,0,2,0,1,0,0,0,2,0,1,0,1,17,66,1,1,0,0,0,1,0,0,3,0,1,1,0,2,0,0,1,1,حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
6,9,3,226,1,231,154,300,1,145,146,154,300,0,0,146,2,6,154,0,False,18h15,19h30,0,3,0,0,0,0,0,0,0,0,2,1,0,2,21,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,42,55,0,0,1,0,0,1,1,0,3,0,1,0,0,8,0,0,0,0,حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
6,9,3,225,1,303,144,400,1,255,256,144,400,0,0,113,28,3,144,0,True,18h40,19h58,0,4,0,1,2,8,0,0,0,0,2,2,0,1,10,0,0,0,3,0,1,1,0,1,1,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,27,31,0,0,3,0,0,1,0,0,4,0,0,0,0,3,0,0,0,0,حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
6,9,3,224,2,505,249,600,0,351,351,249,600,0,0,231,13,5,249,0,False,18h55,,1,4,1,0,2,12,0,1,0,0,0,0,1,1,30,0,1,0,2,2,2,1,1,0,2,2,0,2,0,1,3,0,0,0,3,2,0,0,0,1,36,98,1,0,0,1,0,1,1,0,8,0,0,0,1,5,1,0,0,0,حركة نداء تونس:2  الجبهة الشعبية:1  حركة النهضة:1  
6,9,3,224,1,505,299,600,1,300,301,299,600,299,0,272,21,6,299,0,False,19h,20h40,2,1,4,0,7,7,1,4,1,0,0,2,2,1,30,1,1,2,1,3,2,1,3,0,1,5,1,0,0,0,1,0,0,3,0,5,2,1,5,2,36,113,0,0,1,2,0,2,0,1,4,1,0,0,1,5,0,1,1,2,حركة نداء تونس:2  الجبهة الشعبية:1  حركة النهضة:2  
6,9,2,223,1,185,103,200,1,96,97,103,200,0,0,91,5,7,103,0,True,18h,19h50,0,2,0,0,0,2,0,0,0,0,0,1,1,1,5,0,0,0,2,0,0,0,0,0,2,1,0,1,1,1,0,0,0,1,2,2,0,0,0,1,14,34,0,0,0,4,0,0,1,0,3,0,0,1,1,2,1,1,0,1,حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
6,9,2,222,1,333,226,400,0,174,174,226,400,0,0,199,23,4,226,0,False,1800,2055,2,3,10,1,3,11,1,0,0,1,2,0,0,1,10,0,0,2,1,0,1,0,2,1,0,4,0,2,1,0,1,0,0,0,6,1,1,1,0,12,38,52,0,2,1,3,0,2,2,0,6,3,1,1,0,0,1,2,2,2,حركة نداء تونس:3  حركة الشعب:1  الجبهة الشعبية:1  حركة النهضة:1  
6,9,1,220,1,429,296,500,0,204,204,296,500,0,0,261,28,7,296,0,True,1805,2030,0,2,1,0,7,4,0,0,0,0,2,2,0,0,9,3,4,2,4,2,2,3,2,1,2,2,0,0,1,1,2,0,1,0,0,1,1,0,0,2,39,124,2,0,1,2,0,3,3,1,9,0,0,2,0,5,2,2,0,1,حركة نداء تونس:2  حركة النهضة:1  الجبهة الشعبية:1  المبادرة:1  
6,9,1,219,2,588,364,700,1,335,336,364,700,0,0,348,8,8,364,0,False,18:10,21:20,18,2,0,2,3,14,0,0,1,1,2,0,0,1,36,1,1,0,4,0,4,0,1,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,4,56,173,1,0,0,5,0,3,1,0,4,0,0,1,1,0,0,0,0,0,حركة نداء تونس:1  حركة النهضة:1  آفاق تونس:1  الجبهة الشعبية:1  
6,9,1,219,1,588,454,700,0,247,247,453,700,0,1,413,34,6,453,0,False,1826,2150,4,1,2,0,2,9,2,3,2,0,5,1,0,0,24,3,1,2,3,0,1,1,3,0,1,4,1,1,0,0,3,0,1,1,0,0,1,0,4,5,90,191,2,2,5,4,1,3,3,0,4,0,2,0,0,11,1,0,1,2,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
6,9,1,218,1,234,167,300,1,133,134,166,300,0,1,145,8,13,166,0,True,18h,20h50,0,3,2,0,3,3,0,1,1,0,1,0,0,0,15,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,17,82,0,1,0,2,0,2,0,0,0,0,0,0,1,3,1,0,0,0,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
6,9,1,217,2,496,304,600,1,295,296,304,600,0,0,295,5,4,304,0,False,18h15,,9,3,0,1,2,15,0,1,0,3,3,1,0,4,21,0,0,0,4,0,2,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,51,156,2,0,0,2,1,2,1,0,0,0,0,1,0,0,0,1,0,1,حركة النهضة:1  حركة نداء تونس:1  آفاق تونس:1  حركة الشعب:1  
6,9,1,217,1,497,399,600,0,201,201,399,600,0,0,344,43,12,399,0,False,18h23,22h30,5,4,0,0,4,10,0,0,1,0,2,0,1,3,15,1,0,1,3,0,1,0,3,0,1,2,2,1,0,0,1,0,1,0,1,0,1,0,1,2,78,168,1,1,0,3,0,2,1,1,4,0,0,0,1,13,0,1,1,2,حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  الجبهة الشعبية:1  
6,4,10,94,3,585,202,700,0,498,498,202,700,0,0,194,7,1,202,0,False,18.47,20.30,3,0,1,1,2,0,0,0,1,4,1,2,51,3,3,5,0,3,1,1,0,0,0,0,0,0,1,3,1,0,0,2,0,1,0,0,1,0,0,6,36,55,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,حركة نداء تونس:1  حركة النهضة:1  المبادرة:1  الجبهة الشعبية:1  
6,4,10,94,2,587,283,700,1,416,417,283,700,0,0,245,25,13,283,0,False,1830,2030,6,0,1,1,3,1,0,2,4,9,1,2,50,0,1,2,1,1,2,0,0,1,0,0,1,2,1,4,2,3,1,1,0,2,1,0,0,0,0,0,67,50,1,0,0,0,0,2,5,0,2,2,1,2,1,3,0,2,1,0,حركة النهضة:1  الجبهة الشعبية:1  حركة نداء تونس:1  
6,4,10,94,1,587,363,700,2,335,337,363,700,0,0,363,63,19,700,337,False,1812,2035,3,0,2,2,2,1,2,1,10,10,2,1,37,2,2,6,1,1,1,0,3,1,2,0,1,1,0,4,3,1,2,3,2,0,3,3,0,0,2,2,29,87,2,1,3,2,0,6,3,0,6,2,0,1,1,9,2,3,1,4,الجبهة الشعبية:1  المبادرة:1  الحركة الدستورية:1  حركة نداء تونس:1  حركة النهضة:1  التنميه و العدالة والتنمية:1  صوت الفلاحين:1  
6,4,9,93,1,87,49,200,0,151,151,49,200,0,0,45,2,2,49,0,False,1800,1841,0,1,1,0,0,1,0,0,1,0,1,0,1,1,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,2,0,9,7,2,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,حركة النهضة:2  
6,4,9,92,1,246,99,300,0,201,201,99,300,0,0,85,13,1,99,0,False,1825,,0,1,0,0,1,3,0,0,1,1,1,1,5,1,3,0,0,1,0,0,1,0,0,0,1,0,0,6,1,0,0,1,0,0,0,1,0,0,2,2,18,20,0,3,0,4,0,0,0,1,1,0,0,0,0,3,0,1,0,0,حركة النهضة:2  حركة نداء تونس:2  
6,4,9,91,1,582,186,700,0,514,514,186,700,0,0,123,50,13,186,0,True,1815,1945,0,1,0,0,3,5,2,2,1,1,1,1,5,1,5,2,0,0,7,0,0,1,4,0,0,1,0,1,3,0,0,0,0,0,2,2,0,0,1,2,24,25,0,1,1,1,2,2,1,0,2,2,0,0,0,2,2,3,1,0,حركة نداء تونس:1  حركة النهضة:1  
6,4,8,90,1,237,140,300,0,160,160,140,300,0,0,127,11,2,140,0,False,1800,2015,0,2,0,0,3,10,0,4,1,0,0,0,0,1,8,4,1,1,3,0,1,1,3,1,2,0,1,0,1,0,0,1,1,1,0,0,0,0,2,2,19,35,3,1,1,0,0,1,1,0,2,1,0,2,1,2,1,0,1,1,حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
6,4,8,89,1,397,207,500,1,292,293,207,500,0,0,203,3,1,207,0,False,1800,2000,6,1,2,2,0,1,0,2,0,0,0,0,2,3,8,1,0,0,1,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,1,2,2,0,1,0,28,110,0,0,1,0,0,4,1,0,4,0,0,2,1,4,0,4,0,3,حركة نداء تونس:1  حركة النهضة:1  
6,4,8,88,1,521,307,600,1,292,293,307,600,0,0,259,11,37,307,0,True,1800,2020,2,2,2,0,1,9,0,2,0,6,0,0,1,1,26,1,3,1,1,1,1,2,3,3,0,0,7,0,0,0,1,0,0,0,1,1,0,1,1,7,69,87,1,0,0,0,0,0,1,0,5,2,0,0,1,5,0,0,1,1,حركة نداء تونس:1  حركة النهضة:1  
6,4,7,87,1,218,127,300,0,173,173,127,300,0,0,117,10,0,127,0,False,18,"19,30",1,0,0,0,1,2,2,5,0,0,1,0,3,2,2,10,1,0,3,1,4,1,4,0,0,0,0,3,0,1,0,0,2,1,0,2,0,0,0,0,17,37,0,0,3,1,0,1,0,0,0,0,0,0,0,4,0,0,1,1,الاتحاد من أجل تونس:  حركة نداء تونس:  حركة النهضة:  
6,4,7,86,1,523,324,600,3,273,276,324,600,0,0,294,23,7,324,0,True,18h45,21h31,1,9,1,0,0,6,1,2,0,0,0,1,0,1,11,3,0,2,3,1,0,0,2,4,2,1,4,0,3,3,0,0,0,2,0,2,1,3,4,3,103,81,4,4,4,0,0,1,3,1,5,2,3,0,0,2,2,1,1,1,حركة النهضة:2  حركة نداء تونس:1  الجبهة الشعبية:1  
6,4,7,85,2,367,164,400,0,236,236,164,400,0,0,160,4,0,164,0,False,18,"20,30",0,1,9,0,4,6,1,18,3,6,0,1,3,0,5,1,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,69,0,0,0,0,0,1,0,0,0,0,0,1,2,4,0,0,0,1,الاتحاد من أجل تونس:  حركة نداء تونس:  التحالف الديمقراطي:  الجبهة الشعبية:  حركة النهضة:  
6,4,7,85,1,368,238,400,0,162,162,238,400,0,0,201,17,20,238,0,False,"18,57",21,1,2,0,1,1,1,1,21,3,1,1,1,1,4,3,0,0,2,2,0,0,0,6,0,1,1,1,0,0,0,1,0,0,1,0,2,0,0,1,3,21,93,0,0,1,0,2,1,0,0,6,0,0,2,3,7,0,0,0,1,الجبهة الشعبية:  حركة نداء تونس:  حركة النهضة:  
6,4,6,84,1,416,245,500,2,253,255,245,500,0,0,219,21,5,245,0,False,18,21,0,3,1,1,2,7,0,4,1,1,1,3,1,1,8,0,1,0,2,0,0,5,1,0,2,0,3,0,1,4,0,0,0,2,1,7,0,0,2,4,67,54,0,1,3,0,1,1,4,0,6,4,0,0,0,3,1,1,0,4,حركة نداء تونس:  حركة النهضة:  
6,4,6,83,1,553,335,590,0,255,255,335,590,0,0,301,26,8,335,0,False,1815,2030,1,2,3,1,4,1,0,11,2,6,0,2,0,1,7,1,0,1,6,0,0,0,4,0,2,3,1,2,1,0,1,0,0,0,1,1,0,1,1,1,47,169,1,0,2,1,1,1,2,0,1,0,0,0,1,4,1,1,1,0,
6,4,6,82,2,593,310,700,2,388,2,310,312,388,0,298,4,8,310,0,True,18h20,20h14,4,2,0,0,1,20,0,2,0,0,0,4,1,0,15,0,0,1,4,2,1,1,3,0,0,0,16,4,2,16,0,0,1,2,0,1,1,1,1,12,68,97,0,0,0,2,0,0,0,0,3,1,0,0,0,2,0,6,0,1,حركة نداء تونس:2  حركة النهضة:2  الجبهة الشعبية:2  
6,4,6,82,1,592,405,700,1,294,295,405,700,0,0,364,15,26,405,0,False,1815,2040,0,1,0,0,5,10,0,7,0,4,1,0,0,3,20,1,2,2,0,1,3,2,3,1,1,0,10,5,0,7,1,0,1,0,1,2,1,1,2,5,93,122,2,1,1,0,0,4,7,0,7,0,0,2,2,10,2,6,2,0,حركة نداء تونس:2  حركة النهضة:2  الجبهة الشعبية:1  
6,4,5,81,2,309,127,400,0,273,273,127,400,0,0,124,1,2,127,0,False,1800,1945,1,0,1,0,5,9,0,0,0,1,0,0,0,3,8,0,0,0,1,1,0,1,2,0,1,0,0,0,0,3,1,0,0,0,0,0,1,0,0,3,38,36,0,0,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
6,4,5,81,1,310,198,400,0,202,202,198,400,0,0,167,19,12,198,0,False,18.12,20.30,0,3,1,0,3,4,0,1,1,1,0,0,0,0,7,0,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,0,0,3,53,65,0,0,1,0,0,2,1,1,1,0,0,0,0,5,0,1,1,0,حركة النهضة:1  الجبهة الشعبية:1  حركة نداء تونس:1  
6,4,5,80,1,284,149,400,1,250,251,149,400,0,0,135,5,9,149,0,False,18.00,20.00,1,0,1,1,0,7,0,3,1,0,1,4,0,2,9,2,0,0,2,0,0,1,0,0,0,1,0,2,2,3,0,0,0,0,3,3,1,0,1,0,15,52,0,1,1,0,0,2,3,1,2,0,0,0,1,4,0,0,0,2,حركة نداء تونس:2  حركة النهضة:2  
6,4,4,79,1,584,369,600,0,231,231,369,600,0,0,313,23,33,369,0,False,19.00,22.00,4,5,0,4,2,10,1,11,0,0,1,1,0,1,25,3,1,1,4,2,1,3,2,0,0,1,2,2,0,4,0,1,0,1,2,7,0,2,1,2,51,125,0,1,3,0,0,1,2,0,4,2,0,1,0,11,2,1,0,2,حركة نداء تونس:2  الجبهة الشعبية:1  حركة النهضة:2  
6,4,3,78,2,378,245,500,0,255,255,245,500,0,0,241,0,4,245,0,False,18.30,20.00,0,0,0,0,1,11,0,5,0,1,0,1,0,2,20,9,0,0,1,0,1,0,2,0,0,2,1,1,0,0,0,0,1,0,1,0,0,1,0,9,54,79,1,0,0,0,0,9,2,2,0,0,0,0,0,24,0,0,0,0,حركة نداء تونس:3  حركة الشعب:1  حركة النهضة:2  الجبهة الشعبية:1  
6,4,3,78,1,378,282,500,0,218,218,282,500,0,0,251,18,13,282,0,True,1807,2008,0,4,2,0,6,2,0,9,1,1,1,2,0,5,15,8,0,1,3,0,3,1,0,1,0,2,1,1,0,0,2,0,0,1,0,0,0,1,0,7,38,94,1,0,3,0,0,2,1,3,3,0,0,2,2,21,0,0,0,1,حركة نداء تونس:1  صوت الفلاحين:1  حركة النهضة:1  الجبهة الشعبية:1  
6,4,2,77,1,401,279,500,0,221,221,279,500,0,0,263,11,5,279,0,False,1800,2100,1,3,0,0,2,2,0,8,0,6,0,0,0,2,12,0,1,8,4,13,0,0,9,0,0,1,2,0,0,2,0,0,1,0,2,1,1,3,0,2,53,107,0,0,0,0,0,1,1,3,1,1,0,0,1,4,2,0,0,3,حركة نداء تونس:2  حركة النهضة:1  
6,4,2,76,3,595,397,700,1,302,303,397,700,0,0,389,4,4,397,0,False,1800,,0,1,0,1,0,35,0,2,0,1,1,0,0,2,17,0,0,0,1,1,0,0,131,2,2,0,1,0,6,3,0,0,1,0,0,0,0,0,1,2,44,123,0,1,1,0,0,1,0,0,4,3,0,0,0,1,0,0,0,1,الخضراء أمنا:1  حركة نداء تونس:1  حركة النهضة:1  
6,4,2,76,2,595,477,699,0,222,222,477,699,0,0,455,7,15,477,0,False,18h42,22h12,1,6,1,0,3,19,0,10,1,2,0,1,0,3,34,2,0,0,3,0,1,0,135,0,2,0,1,0,3,4,0,0,0,0,2,2,2,0,1,12,60,124,0,0,1,0,2,3,1,0,2,0,0,1,0,1,1,1,0,4,حركة نداء تونس:1  المؤتمر من اجل الجمهورية:1  الخضراء أمنا:2  الاتحاد من أجل تونس:1  حركة النهضة:1  الجبهة الشعبية:1  حركة النهضة:1  
6,4,2,76,1,595,465,700,1,234,235,465,700,0,0,411,29,25,465,0,False,,21h25,0,11,1,1,5,10,3,3,1,2,0,4,0,1,8,4,2,0,0,0,2,2,113,0,1,3,0,0,7,0,3,0,0,0,1,3,4,2,2,3,42,133,1,1,2,2,0,3,3,1,3,2,0,2,2,5,3,3,0,1,الخضراء أمنا:1  الاتحاد من أجل تونس:1  حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
6,4,1,75,1,351,243,400,0,157,157,243,400,0,0,219,21,3,243,0,False,,19h58,0,1,0,2,3,3,0,6,1,0,0,4,0,1,5,1,2,3,3,2,1,2,1,0,1,0,0,0,3,0,0,0,1,0,12,0,3,3,3,11,11,97,0,3,2,0,0,0,4,1,4,1,3,1,2,2,0,2,3,5,حركة النهضة:1  
6,4,1,74,4,531,349,600,1,250,251,349,600,0,0,340,5,4,349,0,False,18h45,21h,8,1,6,0,0,36,0,4,0,1,0,2,0,6,36,0,0,3,4,0,1,0,5,0,1,0,0,0,3,5,0,1,0,0,1,1,1,0,0,6,66,133,0,0,0,0,1,0,0,2,1,1,0,0,1,2,0,1,0,1,حركة نداء تونس:1  الجبهة الشعبية:1  أمل جندوبة:1  الأتحاد الوطني الحر:1  حركة النهضة:1  المؤتمر من اجل الجمهورية:1  
6,4,1,74,3,532,370,600,0,230,230,370,600,0,0,365,1,4,370,0,False,18h40,22h45,6,2,5,0,1,19,3,5,0,0,0,2,0,7,25,0,1,2,2,2,0,1,12,0,1,1,1,0,1,9,0,0,0,1,1,1,0,1,0,1,92,152,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,حركة نداء تونس:1  آفاق تونس:1  الأتحاد الوطني الحر:1  حركة النهضة:1  الجبهة الشعبية:1  
