circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, اتحاد الشباب الديمقراطي التونسي,ائتلاف جبهة قابس,اتحاد القوى الشبابية,اتحاد شباب تونس,اصحاب الحق,آفاق تونس,الاتحاد الوطني الحر,الاتحاد من أجل تونس ,الارض الطيبة,التحالف الديمقراطي,التكتل من أجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الجبهة الوطنية التونسية,الحزب الجمهوري,الشعب يريد,الضمير,العدل,العمل والتنمية العادلة,القطب البيئي بقابس,المؤتمر من اجل الجمهورية,المبادرة الوطنية الدستورية,المجد للوطن,المستقلون الاحرار,النتمية اولا,النخلة,تونس العزيزة,تيار المحبة,تيار النزاهة,حركة البناء المغاربي,حركة التونسي,حركة الديمقراطيين الاجتماعيين,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة اللقاء الدستوري,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الامان,حزب البناء الوطني,حزب الغد,حزب الوحدة,صوت شعب تونس,قابس اولا,قابس في القلب,كلنا قابس,observers
25,3,2,40,7,512,312,600,0,288,288,312,600,0,0,304,3,5,312,0,False,18:38,19:56,3,1,0,1,0,5,12,0,0,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,1,0,0,3,0,202,44,0,1,0,0,0,0,0,0,2,حركة النهضة:1  حركة نداء تونس:1  
25,3,2,40,6,516,292,600,0,308,308,292,600,0,0,288,0,1,292,0,False,18:27,20:38,1,0,0,0,1,3,4,0,0,1,0,2,1,0,0,0,0,0,0,0,11,0,0,2,0,1,0,1,0,0,0,0,0,0,0,212,39,1,1,0,1,5,0,1,0,0,حركة النهضة:1  
25,3,2,40,5,516,328,600,0,272,272,372,600,0,0,320,1,7,328,0,False,1835,2045,2,0,0,1,0,1,7,1,1,2,0,1,0,1,1,0,0,1,0,0,21,0,0,0,1,1,1,1,0,0,0,0,0,0,1,225,46,2,0,0,0,0,0,1,1,0,افاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد من أجل تونس :1  
25,3,2,40,4,516,365,600,0,235,235,365,600,0,0,357,3,5,365,0,True,18,22,0,0,0,1,0,4,4,2,0,0,1,1,0,0,1,1,0,0,0,2,15,0,3,2,0,2,0,2,0,0,2,0,0,1,0,270,33,3,0,0,1,1,0,0,1,4,حركة النهضة:  حزب الامان:  
25,3,2,40,3,516,408,600,2,191,193,407,600,0,1,392,9,6,407,0,False,1839,2045,1,1,0,0,0,6,4,2,0,1,1,1,1,0,1,1,0,1,0,0,12,0,2,0,0,1,0,3,0,0,0,1,2,1,0,292,53,1,0,0,0,0,0,1,0,2,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  :1  
25,3,2,40,2,516,349,700,0,351,351,349,700,0,0,316,26,7,349,0,False,"18,15","20,30",1,0,0,2,0,4,7,1,2,1,0,1,0,1,0,2,1,1,0,1,7,4,4,0,0,3,0,3,3,1,0,0,1,2,0,217,33,0,1,0,0,4,0,0,5,3,حركة نداء تونس:  حركة النهضة:  
25,3,2,40,1,516,376,600,1,223,224,376,600,0,0,325,42,9,376,0,False,18,"20,51",2,1,2,3,0,3,10,3,1,0,2,0,0,0,0,2,3,2,1,4,6,2,7,6,2,2,2,7,1,0,3,0,3,1,1,184,48,1,2,0,1,1,1,3,1,1,الاتحاد الوطني الحر:  حركة نداء تونس:  حركة النهضة:  
25,3,1,39,2,436,262,500,0,238,238,262,500,0,0,259,1,2,262,0,False,1840,1930,0,0,0,0,0,5,12,6,0,0,2,0,1,0,1,0,0,1,1,1,5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,173,40,0,0,0,1,5,0,1,1,0,الاتحاد الوطني الحر:  افاق تونس:  حركة نداء تونس:  حركة النهضة:  
25,3,1,39,1,437,329,500,0,171,171,329,500,0,0,321,5,3,329,0,False,18h37,20h56,2,1,1,4,2,2,10,10,0,0,2,3,0,0,0,0,1,2,1,0,10,3,4,2,1,1,0,2,1,0,0,0,1,1,0,194,48,2,2,1,0,3,0,0,3,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد من أجل تونس :1  
25,3,1,38,3,595,322,699,1,376,377,322,699,0,0,316,2,4,322,0,False,18h40,20h06,0,0,0,0,0,15,12,0,0,1,0,0,0,0,2,0,1,0,0,0,30,0,0,0,0,2,0,6,0,1,1,0,0,0,0,189,48,2,0,0,0,0,0,0,1,6,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  
25,3,1,38,2,596,393,700,1,307,308,393,701,1,0,373,18,3,394,1,False,18:36,21:20,0,0,0,1,0,16,9,2,0,0,2,1,0,0,2,0,1,0,0,1,31,0,1,0,0,2,0,3,1,0,2,0,2,0,0,255,34,1,1,0,0,1,0,0,1,3,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
25,3,1,38,1,596,440,700,1,260,261,439,700,0,1,400,32,7,439,0,False,18:26,21:30,1,0,1,3,0,17,8,4,1,0,1,3,1,0,1,0,0,2,0,1,17,3,6,2,0,6,0,13,1,0,1,1,6,5,0,219,58,3,0,2,2,4,2,1,2,2,حركة نداء تونس:1  افاق تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  الاتحاد من أجل تونس :1  
25,3,1,37,4,481,260,600,0,340,340,260,600,0,0,254,3,3,260,0,False,18:40,21:15,0,0,0,0,0,16,12,1,0,2,0,1,0,0,2,0,0,0,0,0,28,1,1,0,0,1,0,1,0,0,0,0,0,3,0,152,27,2,0,0,0,1,0,1,0,2,حركة نداء تونس:2  افاق تونس:1  حركة النهضة:1  
25,3,1,37,3,483,300,600,0,300,300,300,600,0,0,296,1,3,300,0,False,18:30,20:47,0,0,0,2,0,14,11,2,0,0,1,1,0,0,0,1,0,0,0,1,26,1,1,0,0,1,1,2,0,0,0,0,0,1,1,191,26,2,0,0,1,4,0,0,1,3,حركة النهضة:1  افاق تونس:1  حركة نداء تونس:2  الاتحاد من أجل تونس :1  
25,3,1,37,2,483,360,616,0,256,256,360,616,0,0,346,6,8,360,0,False,18:30,21,1,0,0,1,0,15,5,1,0,0,0,1,0,0,1,0,0,1,0,0,12,1,7,1,1,2,0,4,0,0,0,0,3,1,0,246,34,1,0,1,0,3,0,0,1,2,حركة النهضة:1  افاق تونس:1  حركة نداء تونس:2  
25,6,5,83,2,501,346,600,0,254,254,346,600,0,0,337,5,4,346,0,False,"18,30","21,57",0,0,1,2,1,2,23,1,0,0,0,5,1,0,2,0,1,0,2,0,16,2,0,0,1,5,1,0,0,0,0,0,0,0,0,192,52,6,0,0,0,4,0,0,17,0,حركة النهضة:  الاتحاد الوطني الحر:  حركة نداء تونس:  الجبهة الشعبية:  
25,6,5,83,1,501,392,600,0,209,209,391,599,1,2,362,28,0,390,0,True,1855,2200,1,2,2,1,2,2,20,1,0,1,2,9,1,0,1,1,0,0,2,1,8,1,3,1,3,4,0,2,1,1,1,0,1,0,0,206,49,2,1,0,2,10,0,0,15,2,حركة نداء تونس:  حركة النهضة:  قابس في القلب:  ائتلاف جبهة قابس:  
25,6,5,82,6,526,346,600,0,254,254,346,600,0,0,334,6,6,346,0,False,"18,36","21,20",1,3,2,2,1,0,37,0,0,1,2,16,2,0,7,0,1,0,1,2,18,0,0,3,0,1,2,1,1,0,3,0,0,3,0,167,46,3,0,0,0,3,0,1,3,1,حركة نداء تونس:  حركة النهضة:  
25,6,5,82,5,526,340,600,3,257,260,340,600,0,0,329,8,3,340,0,True,"18,45","20,45",1,0,0,3,0,2,25,1,0,1,1,14,1,0,4,0,0,0,0,0,21,0,2,2,0,2,2,3,0,0,3,0,1,1,0,168,56,2,1,1,0,1,0,1,6,3,حركة النهضة:  قابس في القلب:  الجبهة الشعبية:  حركة نداء تونس:  
25,6,5,82,4,526,361,600,0,239,239,361,600,0,0,348,7,6,361,0,True,1845,2138,0,0,0,0,0,1,16,1,1,2,1,15,2,0,2,1,0,2,1,1,11,1,0,3,0,6,1,1,1,2,5,0,2,2,0,193,56,5,0,0,0,6,0,1,6,0,التحالف الديمقراطي:  حركة النهضة:  حركة نداء تونس:  
25,6,5,82,2,526,407,700,1,288,289,407,696,4,0,385,17,5,407,0,False,"18,15","20,30",0,0,1,2,0,3,11,1,0,2,3,12,0,2,4,0,1,1,1,0,2,2,2,4,0,3,5,2,0,0,2,1,1,1,0,228,70,0,1,0,2,7,0,4,1,3,حركة نداء تونس:  الاتحاد الوطني الحر:  حركة النهضة:  
25,6,5,82,1,526,345,700,1,354,355,345,700,0,0,295,22,28,345,0,False,1845,2235,2,1,1,0,0,2,14,5,0,3,2,6,1,1,5,0,1,3,2,1,5,0,4,2,3,2,1,6,1,0,2,3,4,1,0,120,61,3,1,2,2,6,2,4,9,1,حركة النهضة:1  الحزب الجمهوري:1  حزب الوحدة:1  حركة نداء تونس:1  
25,6,4,81,2,482,318,600,0,282,282,318,600,0,0,315,3,0,318,0,True,1820,2115,0,0,0,3,0,4,23,1,0,6,1,24,4,1,7,0,0,0,0,0,25,1,0,0,0,2,2,3,0,0,4,0,0,5,0,88,97,3,0,0,0,6,0,0,1,4,حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  
25,6,4,81,1,483,374,600,0,226,226,374,600,0,0,364,6,5,375,1,False,19:08,23:08,0,2,0,2,0,7,7,0,1,3,1,20,4,0,23,0,2,1,1,1,23,3,0,0,0,3,1,1,1,0,1,1,0,3,0,96,142,6,0,0,0,3,0,0,1,4,ائتلاف جبهة قابس:1  حركة اللقاء الدستوري:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
25,6,3,80,7,542,330,600,0,270,270,330,600,0,0,326,2,2,330,0,False,1840,2110,0,1,2,1,1,2,31,0,0,0,3,14,2,0,5,1,1,0,0,0,9,2,1,2,0,6,3,15,0,0,4,0,1,1,2,120,66,1,0,0,1,8,1,1,15,3,حركة نداء تونس:2  حركة النهضة:1  الاتحاد الوطني الحر:1  
25,6,3,80,6,542,312,600,1,288,289,311,600,0,1,304,4,3,311,0,False,1800,2200,3,0,0,0,0,2,19,0,0,4,1,13,2,0,4,0,2,0,3,0,14,0,0,0,0,14,0,6,0,0,1,0,0,1,0,131,48,4,0,1,0,9,0,3,18,1,حركة النهضة:1  حركة نداء تونس:1  التيار الديمقراطي:1  
25,6,3,80,5,542,377,605,1,227,228,377,605,0,0,371,2,4,377,0,False,"18,55","22,54",0,2,2,0,0,1,18,0,0,1,1,13,0,0,8,0,1,1,0,5,28,0,1,2,1,12,0,7,0,0,5,0,0,0,0,178,54,1,1,1,1,7,1,0,16,2,حركة النهضة:  تيار المحبة:  الاتحاد الوطني الحر:  حركة نداء تونس:  
25,6,3,80,4,542,413,600,1,188,189,413,602,2,0,403,7,3,413,0,False,19:07,22:20,1,0,0,2,0,2,11,1,1,6,0,14,0,0,11,0,3,0,1,1,14,1,0,6,0,11,1,17,1,0,2,0,1,0,0,189,76,5,0,0,1,1,0,1,21,1,الاتحاد الوطني الحر:2  حركة نداء تونس:2  حركة النهضة:1  
25,6,3,80,3,542,432,600,1,167,168,432,600,0,0,419,10,3,432,0,False,18h35,20h,1,1,2,0,0,2,8,0,0,3,0,9,2,0,9,1,0,3,2,1,18,0,1,4,1,14,2,5,1,0,5,1,0,3,0,206,78,6,0,0,3,6,0,3,15,3,حركة اللقاء الدستوري:1  قابس في القلب:1  حركة النهضة:1  حركة نداء تونس:1  
25,6,3,80,2,542,379,600,2,221,223,377,600,0,2,347,19,11,377,0,False,18h35,22h10,0,1,1,0,0,1,15,1,1,4,1,7,1,2,13,2,2,1,4,2,10,2,1,1,1,9,4,8,0,1,6,2,2,2,0,146,68,4,1,1,0,3,0,4,11,1,حركة النهضة:1  
25,6,3,80,1,542,392,600,1,207,208,392,600,0,0,355,12,25,392,0,False,1805,2130,1,0,0,1,0,2,13,2,0,3,0,4,3,4,7,0,1,0,0,2,11,2,4,3,1,10,6,1,0,1,6,0,4,0,0,154,72,2,3,1,1,7,1,2,13,0,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  
25,6,3,79,3,479,388,600,1,211,212,388,600,0,0,384,3,1,388,0,True,18h51,22h05,3,0,0,3,0,3,19,1,0,5,1,25,1,0,9,0,3,0,0,2,31,0,0,4,0,11,1,5,0,0,4,0,0,1,1,137,87,14,0,1,0,4,0,0,3,5,حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
25,6,3,79,2,479,388,600,0,212,212,388,600,0,0,378,6,4,388,0,False,19h,22h,2,0,0,2,0,1,14,0,0,2,2,18,5,1,22,3,2,0,0,2,20,0,0,0,0,6,3,2,0,0,6,0,0,7,1,138,100,8,0,0,0,3,0,1,2,5,حركة اللقاء الدستوري:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  حزب الوحدة:1  
25,6,3,79,1,479,357,600,3,240,243,357,600,0,0,341,10,6,357,0,False,18h30,21h13,0,3,0,1,0,1,13,1,0,3,1,10,6,2,14,1,2,1,1,3,20,2,1,1,0,9,2,6,0,0,2,1,1,5,1,91,115,8,0,2,1,4,2,0,0,4,حركة النهضة:1  حركة اللقاء الدستوري:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
25,6,2,78,7,572,344,700,1,355,356,344,700,0,0,343,0,1,344,0,False,1900,2100,2,3,0,0,0,8,38,0,0,4,2,11,12,1,11,0,3,0,0,0,25,0,0,0,0,1,3,0,0,0,5,0,0,2,0,119,82,1,1,0,0,2,0,0,1,6,حركة النهضة:1  حركة نداء تونس:1  ائتلاف جبهة قابس:1  
25,6,2,78,6,575,345,700,0,355,355,345,700,0,0,340,4,1,345,0,True,1849,2354,1,1,0,0,0,7,24,3,0,7,2,12,4,2,10,0,2,0,1,0,44,0,0,2,0,4,3,0,0,1,3,0,1,1,0,118,78,4,0,0,0,0,0,0,1,4,حركة نداء تونس:1  حركة النهضة:1  
25,6,2,78,5,575,411,800,2,387,389,411,800,0,0,405,3,3,411,0,False,18.00,21.28,1,1,0,0,0,9,19,0,0,9,1,15,1,0,10,0,2,2,0,1,33,0,0,3,0,3,2,0,0,1,1,0,1,1,0,177,92,9,2,0,0,4,1,1,2,1,الاتحاد من أجل تونس :1  حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  
25,6,2,78,4,575,425,700,2,275,277,423,700,0,2,415,4,4,423,0,False,19.53,22.30,1,0,0,1,0,2,18,1,0,3,2,19,5,0,14,1,1,0,0,0,29,0,0,3,0,5,3,4,1,0,6,1,0,8,0,172,98,1,2,0,1,6,1,1,1,4,حركة النهضة:1  حركة نداء تونس:1  
25,6,2,78,3,575,474,700,1,225,226,473,699,1,1,464,4,5,473,0,False,19:00,22:00,2,1,1,0,0,11,12,1,1,5,0,17,4,0,12,0,1,1,0,1,26,0,2,5,0,5,1,1,0,0,7,1,2,6,0,216,103,4,1,1,0,8,0,1,3,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:2  حزب الغد:1  حزب الوحدة:1  التحالف الديمقراطي:1  
25,6,2,78,2,575,383,700,4,313,317,383,700,0,0,357,21,6,384,1,False,18h35,21h50,0,1,0,0,0,5,15,0,0,8,0,5,3,0,13,0,1,3,0,2,23,2,3,2,0,3,4,3,0,0,4,1,1,2,0,152,78,3,3,0,1,4,0,1,3,8,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
25,6,2,78,1,575,409,700,0,291,291,409,700,0,0,389,8,12,409,0,True,18h43,20h45,2,0,0,0,0,6,14,2,2,4,2,8,4,2,8,2,4,3,0,0,15,2,2,1,0,2,5,3,2,1,7,0,4,7,1,139,120,2,0,0,1,2,2,0,4,4,حركة الشعب:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  التيار الديمقراطي:1  
25,6,2,77,7,572,396,700,0,304,304,396,700,0,0,392,3,1,396,0,True,18.35,21.00,0,1,1,1,0,7,49,0,0,3,1,10,8,0,5,1,3,0,0,0,28,0,0,3,0,3,0,2,0,1,0,1,0,4,1,175,75,5,0,0,0,0,0,2,1,1,الضمير:1  حركة النهضة:1  حركة نداء تونس:1  
25,6,2,77,6,577,404,700,1,295,296,404,700,0,0,400,0,4,404,0,True,18.30,21.00,1,0,0,0,0,7,28,2,1,1,1,12,5,0,5,0,1,0,0,2,32,0,0,3,0,2,1,3,0,0,0,0,0,2,0,195,80,3,1,0,1,5,1,1,0,4,حركة النهضة:1  حركة نداء تونس:1  افاق تونس:1  
25,6,2,77,5,577,422,700,3,275,278,422,700,0,0,418,1,3,422,4,True,1850,2150,0,2,0,1,0,10,18,0,0,2,4,15,6,0,5,0,0,0,1,1,42,0,0,4,0,2,0,4,0,0,1,0,0,1,0,217,68,3,2,0,3,3,0,0,0,3,المؤتمر من اجل الجمهورية:1  الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
25,6,2,77,4,577,454,700,0,246,246,454,700,0,0,452,0,2,454,0,True,1842,2209,0,1,0,1,0,8,20,0,0,2,0,14,2,0,13,0,1,1,0,2,32,0,1,2,0,2,0,6,0,1,1,0,2,4,0,250,76,1,1,0,0,4,0,0,0,4,حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  التيار الديمقراطي:1  الاتحاد الوطني الحر:1  
25,6,2,77,3,577,495,700,1,204,205,495,700,0,0,489,4,2,495,0,True,18.00,20.30,0,0,0,0,0,7,14,0,0,5,1,18,7,0,7,0,2,0,2,1,31,1,0,2,1,3,1,3,1,1,0,0,0,7,1,285,72,2,0,1,0,8,0,1,2,2,الاتحاد الوطني الحر:1  حركة النهضة:1  ائتلاف جبهة قابس:1  افاق تونس:1  
25,6,2,77,2,577,425,700,2,273,275,425,700,0,0,407,10,8,425,0,True,19.00,21.48,0,1,0,2,0,5,19,1,0,0,2,7,6,1,7,1,1,1,0,0,23,2,1,6,2,3,0,1,1,3,1,1,0,7,1,191,89,1,0,1,2,5,1,0,6,5,التحالف الديمقراطي:1  حركة النهضة:1  حركة نداء تونس:1  حزب الوحدة:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  
25,6,2,77,1,577,436,800,0,364,364,436,800,0,0,425,9,2,436,0,True,1830,2140,0,1,1,0,0,3,14,1,2,6,3,7,4,0,12,0,4,1,0,2,30,1,4,3,0,2,2,2,3,2,0,2,3,6,2,185,99,5,1,0,0,6,0,3,1,2,حزب الغد:1  الضمير:1  تيار المحبة:1  حركة النهضة:1  الاتحاد الوطني الحر:1  ائتلاف جبهة قابس:1  
25,6,1,76,6,522,343,601,0,258,258,343,601,1,0,340,1,2,343,0,True,1905,2100,1,0,1,1,0,7,38,1,0,7,3,14,7,0,8,1,0,0,0,1,36,0,0,1,0,1,0,0,0,1,1,0,1,0,0,116,78,5,3,1,0,3,1,1,0,1,حركة النهضة:1  حركة نداء تونس:1  
25,6,1,76,5,522,353,600,0,247,247,353,600,0,0,352,0,1,353,0,False,1800,2100,0,0,0,1,0,7,22,0,0,3,4,19,4,0,7,0,1,0,0,3,34,1,1,2,0,3,0,0,0,1,2,0,0,0,0,130,88,8,2,0,0,5,0,0,3,1,حزب الغد:1  حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
25,6,1,76,4,522,383,600,0,217,217,383,600,0,0,377,3,3,383,0,False,1810,2130,0,0,0,0,0,7,21,0,0,4,4,15,7,3,6,0,1,2,1,0,25,1,1,1,0,2,1,1,0,2,0,0,0,0,0,189,71,2,1,0,0,6,0,1,1,1,حركة النهضة:1  حركة نداء تونس:1  
25,6,1,76,3,522,404,600,0,196,196,404,600,0,0,395,5,4,404,0,True,18.56,21.30,1,3,0,0,0,6,18,0,1,3,2,6,10,0,9,0,3,0,0,0,24,0,1,0,1,7,1,4,0,1,2,0,0,1,0,161,107,4,3,0,1,12,0,1,1,1,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  افاق تونس:1  
25,6,1,76,2,522,401,600,1,198,199,401,600,0,0,382,9,10,401,0,False,1842,2131,1,4,0,1,1,6,18,2,0,2,4,10,4,0,17,2,1,2,1,0,19,4,1,3,1,2,1,2,2,1,0,0,1,2,1,165,83,2,3,0,1,5,0,2,3,2,حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  افاق تونس:1  
25,6,1,76,1,522,400,600,3,197,200,400,600,0,0,385,8,7,400,0,False,18.45,21.45,0,3,0,1,0,7,20,0,0,2,2,14,7,2,8,0,2,1,1,3,22,0,2,3,1,6,1,3,0,3,3,1,0,1,1,164,85,4,4,2,1,3,0,0,2,0,الضمير:1  حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  ائتلاف جبهة قابس:1  
25,6,1,75,2,425,270,500,1,229,230,270,500,0,0,266,2,2,270,0,False,1854,2140,0,0,0,3,0,2,20,2,0,12,0,16,6,0,5,0,1,0,0,0,10,0,0,3,0,2,2,1,0,0,1,0,0,3,0,107,58,1,0,0,0,8,0,1,1,1,الاتحاد الوطني الحر:1  حركة نداء تونس:1  التحالف الديمقراطي:1  ائتلاف جبهة قابس:1  حركة النهضة:1  الجبهة الشعبية:1  
25,6,1,75,1,426,323,500,0,177,177,323,500,0,0,315,4,4,323,0,False,1900,2105,1,1,0,3,0,4,8,0,0,1,2,9,1,2,9,1,2,1,1,1,14,0,2,4,0,8,0,3,0,0,3,1,0,2,0,121,97,5,1,0,1,4,1,0,0,1,حركة نداء تونس:2  حركة النهضة:2  الاتحاد الوطني الحر:1  
25,6,1,74,5,566,330,600,1,269,270,330,600,0,0,326,3,1,330,0,False,18h10,20h20,0,5,0,1,0,8,27,1,0,10,3,17,15,0,11,1,2,0,0,0,14,0,0,1,0,7,4,0,0,0,3,0,0,1,0,73,113,2,1,1,0,2,0,0,1,2,الاتحاد الوطني الحر:1  حركة نداء تونس:1  الحزب الجمهوري:1  حركة النهضة:1  
25,6,1,74,4,567,368,600,0,232,232,368,600,0,0,365,1,2,368,0,True,1846,2140,1,0,0,0,0,7,27,2,1,6,1,19,3,3,6,0,4,0,0,1,33,0,0,2,0,5,10,0,0,0,3,0,0,3,1,92,130,2,1,0,0,2,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  :  
25,6,1,74,3,567,438,600,0,162,162,438,600,0,0,429,5,4,438,0,False,1830,2120,1,2,0,1,0,6,10,1,0,3,1,24,6,1,9,0,3,0,2,0,35,0,0,0,0,7,6,0,0,0,6,0,0,6,0,154,132,5,0,0,0,3,0,0,1,4,حركة نداء تونس:1  حركة النهضة:1  المؤتمر من اجل الجمهورية:1  
25,6,1,74,2,567,486,600,1,113,114,486,600,0,0,477,7,2,486,0,False,1811,2130,3,0,0,0,0,7,13,2,0,7,2,16,6,2,19,0,9,2,0,2,23,1,2,3,0,9,9,0,1,0,4,0,0,2,1,141,180,1,1,0,0,1,0,0,2,6,حركة نداء تونس:1  الحزب الجمهوري:1  حركة النهضة:1  ائتلاف جبهة قابس:1  
25,6,1,74,1,567,445,617,2,170,172,445,617,0,0,429,12,4,445,0,False,18.15,21.46,0,6,0,0,1,6,12,3,1,4,1,11,12,1,9,0,3,2,0,2,22,0,1,3,0,7,8,0,0,1,5,0,1,5,0,101,185,4,1,0,1,3,0,0,0,7,حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  
25,4,7,63,1,477,314,700,3,383,386,314,700,0,0,297,12,5,314,0,False,1830,2055,0,0,0,2,0,0,4,1,0,1,0,0,0,6,2,1,0,1,0,0,5,4,3,8,0,3,1,1,0,0,3,0,1,1,0,191,48,4,1,0,1,0,0,0,3,1,حركة النهضة:2  حركة نداء تونس:3  
25,4,6,62,1,318,163,400,0,237,237,163,400,0,0,160,3,0,163,0,False,1815,1915,0,0,0,0,1,1,7,0,1,0,1,2,0,0,1,1,1,0,0,3,10,2,0,2,1,0,0,0,0,0,4,0,2,2,0,70,14,18,1,0,1,2,0,8,4,0,حركة النهضة:2  حركة نداء تونس:1  
25,4,5,61,1,119,95,200,5,100,105,95,200,0,0,84,10,1,95,0,False,1820,1942,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,0,2,1,0,2,1,0,1,0,4,1,0,0,0,41,12,0,0,0,0,2,0,1,3,0,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
25,4,5,60,1,72,44,200,0,156,156,44,200,0,0,38,3,3,44,0,False,1800,1915,0,1,0,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,1,0,0,1,0,0,0,1,9,10,0,0,0,1,0,1,1,1,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:3  
25,4,5,59,2,440,251,500,1,55,56,250,306,194,1,245,1,4,250,0,False,1812,2127,1,0,0,1,0,5,11,2,1,4,0,5,2,0,2,0,0,0,0,0,11,1,0,1,0,2,2,4,1,0,2,1,0,0,1,99,77,1,1,0,1,3,1,1,1,0,حركة النهضة:1  حركة نداء تونس:1  حزب الوحدة:1  
25,4,5,59,1,440,318,494,1,176,177,317,494,0,1,288,19,10,317,0,False,18h25,21h,0,1,0,2,3,1,6,3,0,4,0,4,4,0,2,4,1,5,0,2,10,1,5,1,2,4,8,5,0,1,5,1,5,4,3,87,91,3,0,0,1,4,1,2,2,0,تيار المحبة:1  حركة النهضة:1  حركة نداء تونس:1  
25,4,4,58,4,544,358,600,1,241,242,358,600,0,0,357,0,1,358,0,False,18.35,20.30,0,1,0,0,0,15,41,1,0,2,2,9,13,0,8,0,1,0,0,1,49,0,0,0,0,4,0,10,0,0,1,1,0,1,0,111,72,5,1,2,0,0,0,1,1,4,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
25,4,4,58,3,547,399,600,1,200,201,399,600,0,0,391,4,4,399,0,False,18h40,21h30,0,1,1,0,0,4,26,0,0,6,0,20,6,0,6,1,0,1,0,1,43,1,0,0,1,2,1,18,0,0,1,0,0,2,0,164,74,2,0,1,1,4,1,0,1,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  تيار المحبة:1  
25,4,4,58,2,547,438,603,3,162,165,438,603,0,0,434,1,3,438,0,True,19.10,21.40,0,3,0,0,0,3,19,0,1,2,3,13,4,0,8,2,1,3,0,4,37,2,0,2,1,5,1,11,0,0,0,1,0,4,0,213,80,6,1,0,0,1,0,0,0,3,حركة النهضة:1  حركة نداء تونس:1  تيار المحبة:1  الاتحاد الوطني الحر:1  حركة الشعب:1  
25,4,4,58,1,547,442,600,2,156,158,442,600,0,0,417,20,5,442,0,False,18.15,21.30,0,1,0,1,1,9,23,1,0,2,1,7,6,0,10,1,5,0,0,0,33,0,1,3,2,4,2,8,1,0,0,1,1,9,0,166,100,1,0,2,3,3,1,3,3,2,حركة النهضة:1  ائتلاف جبهة قابس:1  الاتحاد الوطني الحر:1  تيار المحبة:1  حركة نداء تونس:1  
25,4,4,57,4,468,349,500,1,150,151,349,500,0,0,345,2,2,349,0,False,18h57,21h40,0,0,0,3,0,15,30,1,0,6,2,28,6,0,12,1,0,0,0,0,24,0,0,2,0,2,0,0,0,0,0,0,0,2,0,119,87,2,1,1,1,0,0,0,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  
