circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,الائتلاف المستقل لحركة نور تونس,الاتحاد الوطني الحر,الاتحاد من أجل تونس,الانفتاح والوفاء,التحالف الديمقراطي,التقارب,التكتل من أجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الحراك الاجتماعي,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحزب الاسلامي التونسي,الحزب الاشتراكي,الحزب الجمهوري,الشعب يريد,اللقاء الدستوري,تيار المحبة,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة الوحدة الشعبية,حركة وفاء,حزب الأمان,حزب العدالة والتنمية,حزب المبادرة,حزب المصالحة بالمنستير,حركة النهضة,دولة حق,زرقاء اليمامة,شمس المحبة,شهداء تونس,صوت شعب تونس,قائمة تصحيح المسار,قائمة حزب المؤتمر من أجل الجمهورية,حركة نداء تونس,observers
22,10,4,126,1,524,433,594,4,157,61,431,492,2,2,404,17,10,431,0,False,18.36,20.48,9,0,3,5,0,0,0,0,3,2,0,5,0,0,0,2,0,0,7,0,1,0,3,0,0,5,1,61,2,0,0,1,0,4,0,290,حزب حركة النهضة:1  حزب المبادرة:1  نداء تونس:1  
22,10,3,125,3,404,294,500,0,206,206,294,500,0,0,292,2,0,294,0,True,18.30,20.10,5,0,11,1,0,1,0,0,1,12,0,1,0,0,0,1,0,0,2,0,0,0,1,0,0,7,0,18,0,0,0,0,0,0,1,230,الجبهة الشعبية:1  حزب حركة النهضة:1  زرقاء اليمامة:1  نداء تونس:1  
22,10,3,125,2,405,333,500,2,165,167,333,500,0,0,327,2,4,333,0,True,18h30,21h,7,0,1,1,0,0,1,0,3,23,0,0,0,1,0,7,0,0,10,0,4,0,1,0,0,4,0,27,2,4,2,0,0,2,0,227,الجبهة الشعبية:1  زرقاء اليمامة:1  حزب حركة النهضة:1  نداء تونس:1  
22,10,3,125,1,405,354,500,10,142,152,348,500,0,0,330,11,7,348,0,True,18.25,20.30,6,0,0,0,0,0,0,2,6,14,2,0,0,1,1,1,0,0,2,0,1,0,3,1,1,2,0,21,0,0,0,2,0,4,2,258,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  
22,10,3,124,3,593,449,700,5,246,251,449,700,0,0,440,5,4,449,0,True,1900,2100,17,1,2,4,0,0,0,1,8,22,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,4,0,37,2,1,1,0,0,2,2,328,حزب حركة النهضة:1  الجبهة الشعبية:2  نداء تونس:1  
22,10,3,124,2,593,512,704,2,191,193,511,704,0,1,508,2,1,511,0,True,18.00,20.23,19,0,6,4,1,1,0,0,9,24,0,0,1,0,0,7,1,0,8,0,2,0,1,0,0,3,1,55,0,0,0,1,0,2,0,362,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  
22,10,3,124,1,593,516,704,2,186,188,516,704,0,0,494,18,4,516,0,True,1815,2130,9,0,1,7,2,0,1,0,5,23,0,1,0,0,0,1,2,0,0,0,0,1,3,0,0,5,0,33,1,2,0,3,0,3,0,391,الجبهة الشعبية:1  حزب حركة النهضة:1  زرقاء اليمامة:1  نداء تونس:1  
22,10,2,123,6,555,381,592,1,210,211,381,592,0,0,372,6,3,381,0,True,18:52,21:07,15,0,10,0,0,0,1,4,4,18,0,0,1,0,0,7,1,0,4,1,3,0,6,0,0,3,0,72,0,0,1,0,0,0,6,215,حزب حركة النهضة:1  نداء تونس:1  
22,10,2,123,5,559,401,600,1,198,199,401,600,0,0,396,3,2,401,0,True,18:42,21:08,23,0,5,1,0,1,0,1,3,18,0,0,0,1,0,8,0,0,1,0,1,0,1,0,0,11,0,54,0,0,0,0,0,1,2,264,حزب حركة النهضة:1  نداء تونس:1  
22,10,2,123,4,559,464,600,1,136,137,463,600,0,1,457,3,3,463,0,True,18.40,20.30,21,1,5,2,0,1,0,3,7,22,0,0,0,0,0,3,3,0,3,0,2,0,5,0,1,11,0,92,0,0,0,0,0,2,4,269,حزب حركة النهضة:1  نداء تونس:1  
22,10,2,123,3,559,459,600,1,140,141,459,600,0,0,451,5,3,459,0,True,"18,35",22,10,0,13,4,1,3,0,0,4,22,0,1,0,1,1,4,1,0,7,0,4,0,3,0,1,14,1,105,0,0,0,1,1,2,2,245,زرقاء اليمامة:  نداء تونس:  حزب حركة النهضة:  
22,10,2,123,2,559,475,600,1,124,125,475,600,0,0,458,15,2,475,0,True,"18,55","21,15",6,1,2,4,0,0,2,1,4,15,0,0,0,2,1,5,2,0,1,0,3,0,3,1,1,5,0,64,1,0,0,0,1,7,1,325,نداء تونس:  حزب حركة النهضة:  
22,10,2,123,1,559,487,700,3,211,214,486,700,0,1,472,8,6,486,0,True,1830,2106,8,0,7,0,1,0,1,3,3,32,0,1,0,2,0,8,1,0,3,0,1,0,4,0,0,9,1,76,0,2,0,1,0,1,1,306,حزب حركة النهضة:1  نداء تونس:1  
22,10,1,122,6,523,358,600,9,233,242,358,600,0,0,355,1,2,358,0,False,1835,2115,13,0,5,2,0,0,0,0,6,18,0,0,0,0,0,2,0,0,2,0,1,1,1,0,1,7,0,57,2,0,0,0,0,0,9,228,حزب حركة النهضة:1  نداء تونس:1  
22,10,1,122,5,523,357,600,8,235,243,357,600,0,0,347,6,4,357,0,True,,2110,19,0,1,1,0,0,0,2,5,12,1,0,0,1,0,6,0,1,0,0,1,0,2,0,0,5,0,65,0,1,0,1,0,0,4,219,حزب حركة النهضة:1  نداء تونس:1  
22,10,1,122,4,523,404,600,1,194,195,405,600,0,1,401,3,1,405,0,True,1810,2045,9,0,2,1,0,0,0,2,5,15,0,0,0,1,1,3,0,0,5,0,7,3,3,0,2,12,0,74,0,1,0,0,0,0,3,252,نداء تونس:1  حزب حركة النهضة:1  
22,10,1,122,3,523,433,600,1,166,167,433,600,0,0,425,6,2,433,0,True,1820,2026,8,0,0,0,0,0,0,2,8,19,0,0,0,2,1,3,1,0,6,1,1,3,1,1,0,6,1,101,1,1,0,1,1,1,2,253,حزب حركة النهضة:1  نداء تونس:1  
22,10,1,122,2,523,440,600,0,160,0,440,440,160,0,417,15,8,440,0,True,18.00,,4,2,0,0,1,0,0,4,1,11,1,1,1,1,3,3,0,0,3,0,2,3,0,1,0,2,4,69,5,0,0,1,2,2,1,289,حزب حركة النهضة:1  نداء تونس:1  
22,10,1,122,1,523,445,596,4,151,155,441,596,4,2,426,9,6,441,0,True,18.05,21.15,5,0,2,1,1,2,1,4,2,9,0,0,1,0,3,7,0,0,8,0,1,0,2,0,1,7,1,58,0,0,0,3,2,3,2,299,حزب حركة النهضة:1  نداء تونس:1  
22,10,1,121,2,481,359,599,3,237,240,359,599,0,0,351,6,2,359,0,True,1815,2000,12,0,4,1,0,0,0,0,0,15,0,0,1,0,0,4,2,0,0,0,1,1,2,0,0,6,0,74,0,0,0,0,0,2,2,224,حزب حركة النهضة:1  نداء تونس:1  
22,10,1,121,1,481,405,600,7,190,197,403,600,0,2,380,13,10,403,0,True,1900,2122,7,1,1,1,1,3,1,3,3,20,0,0,1,3,0,3,3,0,4,2,0,4,5,1,1,6,2,75,0,1,0,0,2,1,1,224,حزب حركة النهضة:1  نداء تونس:1  
22,2,5,13,2,490,348,600,1,251,252,348,600,0,0,339,5,4,348,0,True,18h40,22h25,6,2,7,2,1,2,2,1,2,3,0,0,2,0,1,4,0,0,3,1,0,0,0,0,0,28,1,74,0,0,0,1,1,0,4,191,حزب حركة النهضة:1  نداء تونس:1  
22,2,5,13,1,491,425,600,2,175,177,423,600,0,2,412,10,1,423,0,True,19h15,21h15,3,1,6,3,1,7,0,1,2,1,1,1,1,3,1,5,0,0,4,1,1,0,4,1,1,33,1,120,0,1,0,3,1,1,1,202,حزب حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
22,2,4,12,4,524,311,600,1,288,289,311,600,0,0,304,3,4,311,0,True,1830,2100,20,0,35,1,2,7,3,0,6,7,1,0,0,0,0,2,1,0,2,0,5,1,3,0,1,5,0,67,0,1,0,0,3,0,6,125,الاتحاد الوطني الحر:1  حزب حركة النهضة:1  نداء تونس:1  
22,2,4,12,3,524,343,595,9,233,242,343,585,10,0,335,7,1,343,0,True,18h30,20h27,6,1,35,3,0,15,0,0,10,10,0,0,1,0,1,4,0,0,3,0,2,0,4,1,0,4,1,62,0,1,1,1,0,0,0,169,الاتحاد الوطني الحر:1  حزب حركة النهضة:1  نداء تونس:1  
22,2,4,12,2,524,418,603,1,185,186,417,603,0,1,399,9,9,417,0,True,19h,21h30,11,2,23,2,0,12,4,1,3,6,0,1,0,2,1,8,0,6,3,2,1,1,6,0,2,11,1,100,2,1,0,1,2,3,2,179,الاتحاد الوطني الحر:1  حزب حركة النهضة:1  نداء تونس:1  
22,2,4,12,1,524,422,602,2,180,182,420,602,0,2,384,15,21,420,0,True,18h45,20h15,9,0,28,4,4,16,1,3,3,14,2,3,3,2,0,5,0,0,6,0,3,0,5,0,3,4,1,99,0,0,3,2,3,9,3,146,الاتحاد الوطني الحر:1  حزب حركة النهضة:1  نداء تونس:1  
22,2,3,11,6,531,299,600,0,301,301,299,600,0,0,288,5,6,299,0,True,18h,21h05,7,1,17,2,0,2,0,0,8,11,0,1,0,0,0,3,0,0,13,1,1,3,4,0,0,2,0,43,0,1,1,1,1,0,5,160,حزب حركة النهضة:1  نداء تونس:1  
22,2,3,11,5,531,351,600,0,249,249,351,600,0,0,350,1,0,351,0,True,1800,1930,17,0,3,3,0,2,0,0,10,6,0,0,0,1,0,4,0,0,5,0,2,1,4,0,0,11,0,62,0,0,0,1,1,0,3,214,حزب حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
22,2,3,11,4,531,419,601,0,182,182,419,601,0,0,414,4,1,419,0,True,18h,,10,1,9,3,0,5,0,2,5,5,0,0,0,0,0,4,0,0,1,0,0,0,2,0,1,9,0,84,2,0,0,0,1,1,3,266,حزب حركة النهضة:1  نداء تونس:1  
22,2,3,11,3,531,433,600,0,167,167,433,600,0,0,422,8,3,433,0,True,1800,2025,6,0,17,2,1,4,0,1,7,4,0,0,0,0,1,8,0,0,3,1,1,0,2,1,0,10,2,92,0,0,0,0,0,3,4,252,حزب حركة النهضة:1  نداء تونس:1  
22,2,3,11,2,531,472,596,3,121,124,472,596,0,0,442,26,4,472,0,True,18h10,20h50,9,1,1,6,2,3,2,1,5,4,1,4,1,0,2,3,0,2,0,1,3,0,8,0,2,8,1,72,0,0,0,3,2,3,2,290,حزب حركة النهضة:1  نداء تونس:1  
22,2,3,11,1,531,414,600,2,184,186,414,600,0,0,390,18,6,414,0,True,18h,20h45,8,1,13,0,2,6,1,5,3,8,0,4,0,0,0,4,1,5,9,0,0,2,1,0,2,5,3,73,0,0,2,2,4,3,1,222,حزب حركة النهضة:1  نداء تونس:1  
22,2,2,10,6,524,338,600,0,262,262,338,600,0,0,336,1,1,338,0,True,18h26,,3,0,12,0,1,55,1,0,2,3,0,0,0,0,0,3,0,0,3,0,2,0,4,0,2,4,0,112,1,0,0,0,4,0,6,118,الاتحاد الوطني الحر:1  حزب حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
22,2,2,10,5,529,372,599,0,227,227,372,599,0,0,371,1,0,372,0,True,1800,2030,5,0,4,1,0,103,0,0,7,5,1,0,0,0,0,0,0,2,1,0,2,0,1,1,1,6,0,85,0,0,1,1,7,0,2,135,نداء تونس:1  الاتحاد الوطني الحر:1  حزب حركة النهضة:1  :  
22,2,2,10,4,529,429,600,1,170,171,429,600,0,0,423,3,3,429,0,True,19h,21h12,3,0,8,1,2,133,0,3,2,1,1,2,0,0,0,2,0,1,0,0,3,0,0,1,3,7,0,115,0,0,0,1,3,1,3,127,حزب حركة النهضة:1  نداء تونس:1  
22,2,2,10,3,529,460,600,1,139,140,460,600,0,0,452,4,4,460,0,True,19.00,0,1,0,8,0,131,142,2,0,1,1,1,0,0,1,1,3,0,3,4,0,2,0,1,2,1,9,0,4,0,0,2,3,4,3,3,119,حزب حركة النهضة:1  نداء تونس:1  
22,2,2,10,2,529,442,600,1,157,158,442,600,0,0,390,26,26,442,0,False,19.20,21.50,2,0,2,0,3,128,2,0,2,4,1,2,0,1,0,2,2,0,2,1,5,1,1,0,1,6,0,109,0,3,0,3,2,0,0,105,حزب حركة النهضة:1  نداء تونس:1  
22,2,1,9,2,457,286,500,0,214,214,286,500,0,0,282,3,1,286,0,True,18.30,20.30,4,1,4,1,0,45,0,0,3,6,0,1,2,0,0,6,0,0,0,0,2,0,1,0,0,7,1,61,0,1,0,0,0,0,2,134,حزب حركة النهضة:2  الاتحاد الوطني الحر:1  نداء تونس:2  
22,2,1,9,1,457,371,498,2,125,127,371,498,0,0,337,23,11,371,0,True,18.15,20.30,5,0,5,0,1,57,0,1,7,1,0,0,0,0,0,6,1,0,5,1,3,2,2,0,1,4,2,97,0,0,0,2,2,7,0,125,حزب حركة النهضة:2  الاتحاد الوطني الحر:1  نداء تونس:3  
22,2,1,8,6,556,347,600,1,252,253,347,600,0,0,340,5,2,347,0,True,18.10,20.00,4,0,12,1,2,55,0,2,7,9,0,0,0,0,1,4,0,0,1,0,1,2,2,0,0,3,0,100,1,0,0,0,3,2,4,124,حزب حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
22,2,1,8,5,559,403,596,1,192,193,403,596,0,0,399,3,1,403,0,True,18.30,21.20,8,0,6,0,2,140,0,1,2,4,0,0,1,2,0,5,0,0,1,0,0,0,0,2,0,6,2,81,0,0,0,0,1,0,0,135,حزب حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
22,2,1,8,4,559,421,600,1,178,179,421,600,0,0,416,3,2,421,0,True,1900,2050,3,0,9,3,4,121,0,2,4,4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9,1,113,0,1,0,0,1,0,3,135,حزب حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
22,2,1,8,3,559,488,600,0,112,112,488,600,0,0,484,3,1,488,0,False,1830,2156,3,0,2,0,2,113,2,2,12,9,0,0,0,0,1,4,0,0,1,1,1,0,5,0,1,12,0,159,2,0,0,0,4,3,3,142,حزب حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
22,2,1,8,2,559,452,600,0,148,148,452,600,0,0,417,14,21,452,0,False,18.15,20.30,2,1,6,1,2,124,1,2,5,4,0,2,0,3,2,1,2,1,5,2,2,2,2,0,1,4,0,119,1,0,1,1,2,1,1,114,حزب حركة النهضة:1  نداء تونس:1  
22,2,1,8,1,559,450,598,11,145,156,450,606,2,0,427,13,10,450,0,True,1830,2130,1,0,14,2,2,85,0,0,5,7,1,1,0,0,0,3,2,0,4,0,0,0,3,0,2,3,0,133,0,1,1,2,2,0,2,150,نداء تونس:1  حزب حركة النهضة:1  الاتحاد الوطني الحر:1  
22,5,4,74,1,510,345,600,2,253,255,345,600,0,0,318,14,13,345,0,True,18,20,4,0,3,0,1,5,0,1,2,4,0,0,2,1,0,14,0,0,2,0,0,0,0,4,2,1,2,17,0,1,1,0,1,4,0,246,حزب حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  
22,5,3,73,2,322,298,400,1,161,162,238,400,0,0,232,3,3,238,0,True,18:23,19:43,11,0,2,0,1,1,0,0,4,0,0,0,1,0,0,27,0,0,0,0,0,0,4,0,0,0,0,72,0,1,0,0,1,0,2,105,نداء تونس:  حزب حركة النهضة:  الحزب الجمهوري:  
22,5,3,73,1,322,273,400,1,126,127,273,400,0,0,260,9,4,273,0,True,1830,1950,1,0,1,0,1,0,0,0,1,1,0,0,0,2,1,17,0,0,1,0,2,1,2,1,0,1,2,79,1,1,1,1,0,0,1,143,حزب حركة النهضة:2  نداء تونس:2  الحزب الجمهوري:1  
22,5,2,72,2,470,290,500,7,203,210,290,500,0,0,283,6,1,290,0,True,1815,2030,4,0,2,2,0,5,0,1,1,2,0,0,1,0,0,8,0,0,4,0,0,0,1,0,0,6,0,90,1,0,0,2,0,2,2,149,حزب حركة النهضة:1  نداء تونس:1  
22,5,2,72,1,470,348,500,0,152,152,348,500,0,0,335,5,8,348,0,True,1800,2035,3,1,2,0,2,11,0,3,2,4,1,1,1,0,1,5,0,0,3,1,3,0,0,1,2,3,1,96,0,2,0,2,1,4,2,177,حزب حركة النهضة:1  نداء تونس:1  :  
22,5,2,71,2,543,324,600,4,272,276,324,600,0,0,317,3,4,324,0,True,1830,2030,2,2,3,1,1,8,0,0,3,3,0,0,0,2,0,5,1,1,0,0,0,1,1,0,0,7,1,90,0,1,0,0,0,2,2,180,حزب حركة النهضة:1  نداء تونس:1  
22,5,2,71,1,543,389,600,5,206,211,389,600,0,0,359,13,19,389,0,True,18.40,20.25,5,2,4,2,0,6,0,1,4,2,1,2,0,1,4,3,0,1,3,0,1,1,3,3,0,6,3,96,0,1,0,3,2,4,0,195,حزب حركة النهضة:1  نداء تونس:2  
22,5,2,70,5,540,333,600,0,267,267,333,600,0,0,322,5,6,333,0,True,18.05,20.30,7,0,8,2,1,6,1,0,3,2,0,4,1,1,0,4,0,0,2,0,0,1,2,0,0,6,0,87,0,0,0,0,0,0,3,181,حزب حركة النهضة:2  نداء تونس:2  
22,5,2,70,4,543,385,600,4,211,215,385,600,0,0,376,5,4,385,0,True,18.00,20.30,4,0,4,2,0,6,0,1,1,5,0,2,1,1,0,3,0,0,0,0,1,0,1,0,1,10,1,123,0,0,0,0,0,0,4,205,حزب حركة النهضة:2  نداء تونس:2  
22,5,2,70,3,549,396,600,5,199,204,396,600,0,0,384,4,8,396,0,True,1830,2100,4,1,2,0,0,4,0,1,3,2,0,0,0,0,1,1,1,0,2,0,3,0,2,0,0,8,2,128,0,0,0,1,2,2,0,214,نداء تونس:2  حزب حركة النهضة:1  
22,5,2,70,2,543,415,600,1,185,186,414,600,0,1,397,8,9,414,0,True,1830,2135,5,0,2,2,0,7,0,3,2,3,0,3,4,3,0,2,1,0,1,2,2,1,4,0,0,10,2,135,1,1,0,2,0,5,2,192,حزب حركة النهضة:1  نداء تونس:1  
22,5,2,70,1,543,421,600,0,180,180,420,600,0,1,395,21,4,420,0,True,1800,2230,4,0,3,1,1,2,0,2,4,1,1,0,5,2,4,7,0,0,2,1,1,1,4,1,1,10,1,105,3,1,4,2,0,2,6,213,نداء تونس:2  حزب حركة النهضة:1  
22,5,1,69,2,513,307,600,1,292,293,307,600,0,0,298,4,5,307,0,True,1800,2022,4,0,6,0,0,11,2,0,3,6,0,11,4,2,2,3,0,0,0,0,2,0,2,1,0,3,1,90,1,2,1,0,0,4,2,135,نداء تونس:2  حزب حركة النهضة:1  
22,5,1,69,1,514,366,600,6,233,239,361,600,0,5,338,10,13,361,0,True,1800,2140,4,0,2,1,9,10,1,1,4,6,0,4,3,0,2,1,0,1,1,2,2,0,2,0,0,7,1,97,0,1,0,0,1,9,1,171,نداء تونس:1  حزب حركة النهضة:1  
22,5,1,68,5,508,304,596,2,290,292,304,596,0,0,294,5,5,304,0,True,1825,2045,10,0,1,0,0,7,0,1,7,5,0,6,1,1,1,6,0,0,0,0,0,0,4,1,1,5,0,64,0,2,0,2,0,2,5,162,حزب حركة النهضة:2  نداء تونس:2  
22,5,1,68,4,512,333,600,13,254,267,333,600,0,0,328,1,4,333,0,True,18h05,21h20,10,0,1,0,0,8,0,0,1,2,0,7,1,0,0,3,0,0,0,0,1,0,1,0,0,9,0,83,0,0,0,0,0,1,1,199,حزب حركة النهضة:1  الحزب الجمهوري:1  نداء تونس:2  
22,5,1,68,3,512,364,600,5,231,236,364,600,0,0,358,3,3,364,0,True,18.00,20.41,2,1,5,2,0,5,0,0,4,6,1,2,1,1,0,1,1,0,0,0,3,0,2,0,1,12,0,114,1,0,0,0,2,2,2,187,حزب حركة النهضة:1  نداء تونس:2  
22,5,1,68,2,512,377,599,0,223,223,376,599,0,1,355,11,10,376,0,True,18.20,21.00,5,0,2,2,0,7,0,1,5,3,0,1,2,1,2,3,0,0,1,0,1,1,4,1,0,9,1,126,1,0,0,4,0,3,1,168,حزب حركة النهضة:1  نداء تونس:2  
22,5,1,68,1,512,391,601,1,209,210,391,601,0,0,368,14,9,391,0,False,19:00,21:00,8,0,3,2,1,4,1,2,4,6,1,2,2,3,3,3,1,1,4,1,2,0,6,0,0,6,2,84,1,1,0,2,1,1,2,208,نداء تونس:2  حزب حركة النهضة:  
22,4,8,67,2,515,401,600,3,196,199,401,600,0,0,394,4,3,401,0,True,1845,2117,16,0,6,1,1,0,0,0,7,7,0,0,1,0,0,4,0,0,3,0,1,0,2,0,0,24,1,136,0,0,1,3,1,3,6,170,حزب حركة النهضة:1  نداء تونس:1  
22,4,8,67,1,516,445,600,0,155,155,445,600,0,0,430,13,2,445,0,True,1840,2030,11,2,3,2,1,1,1,2,4,7,0,0,0,1,0,4,1,0,8,4,2,1,5,1,0,17,0,144,0,2,1,1,1,6,3,194,حزب حركة النهضة:1  نداء تونس:1  
22,4,8,66,3,444,320,508,5,187,188,320,508,0,124,316,2,2,320,0,True,1815,1953,18,0,6,3,4,0,0,2,6,5,0,1,0,1,0,9,1,0,0,0,0,0,1,0,0,10,0,78,3,0,0,1,0,3,9,155,حزب حركة النهضة:1  نداء تونس:1  
22,4,8,66,2,444,371,500,0,129,129,371,500,0,0,357,11,3,371,0,True,1800,2100,6,0,5,1,0,2,0,1,5,0,0,0,0,0,1,4,0,0,5,0,2,0,3,1,0,14,0,147,5,2,0,1,0,6,2,144,حزب حركة النهضة:1  نداء تونس:1  
22,4,8,66,1,444,376,502,1,125,126,376,502,0,0,359,14,3,376,0,True,1820,2111,7,2,5,1,1,1,0,3,4,2,0,2,2,0,2,3,1,0,6,1,2,1,3,1,4,6,5,122,8,3,0,0,2,8,0,151,حزب حركة النهضة:1  نداء تونس:1  
22,4,8,65,6,502,340,600,2,258,260,340,600,0,0,334,1,5,340,0,False,1843,2101,21,0,7,0,0,1,0,1,7,9,0,2,1,0,0,4,0,0,1,0,0,0,3,1,0,16,0,108,0,1,1,1,0,0,4,145,حزب حركة النهضة:1  نداء تونس:1  
22,4,8,65,5,506,375,600,1,224,225,375,600,0,0,366,5,4,375,0,True,1830,2030,11,0,4,2,0,0,0,0,2,1,0,3,0,2,0,5,0,0,1,0,2,0,0,1,0,25,2,129,3,3,0,0,0,3,5,162,نداء تونس:  حزب حركة النهضة:  
22,4,8,65,4,506,411,600,1,188,189,411,600,0,0,404,7,0,411,0,True,18:30,21:00,8,0,0,0,0,1,0,1,5,1,0,0,0,2,1,4,0,0,0,0,1,1,1,0,1,17,0,177,3,6,0,0,0,0,3,171,نداء تونس:  حزب حركة النهضة:  الاتحاد الوطني الحر:  
22,4,8,65,3,506,407,600,0,193,193,407,600,0,0,402,1,4,407,0,True,1830,2123,7,1,0,3,1,1,0,3,5,5,0,0,0,0,0,6,1,0,6,1,0,3,1,0,0,19,0,181,2,1,0,1,0,1,3,150,نداء تونس:  حزب حركة النهضة:  
22,4,8,65,2,506,434,600,4,163,167,433,600,0,1,426,2,5,433,0,True,1912,2053,4,1,5,0,2,3,2,0,2,3,0,3,2,0,1,1,0,0,2,0,2,2,4,2,2,16,1,208,2,6,0,1,0,5,1,143,حزب حركة النهضة:1  نداء تونس:1  
22,4,8,65,1,506,415,600,19,167,186,414,600,0,1,387,13,14,414,0,True,1800,2100,2,2,8,2,0,2,2,1,6,6,0,0,0,2,1,7,1,2,1,1,1,0,0,0,3,9,2,109,2,2,0,4,2,2,4,201,حزب حركة النهضة:1  الجبهة الشعبية:1  نداء تونس:1  
22,4,7,64,4,460,245,500,2,253,255,245,500,0,0,241,2,2,245,0,True,18.06,,11,1,10,1,0,2,0,1,4,6,0,0,0,1,0,4,0,0,6,3,0,0,1,1,0,1,0,31,0,0,0,0,0,1,3,152,حزب حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  الحزب الجمهوري:1  
22,4,7,64,3,460,347,504,4,153,157,347,504,0,0,346,0,1,347,0,True,18.25,20.50,16,2,3,2,0,0,0,0,1,4,0,0,0,1,0,3,0,0,3,0,3,0,0,1,0,10,0,35,1,0,0,0,0,2,2,257,حزب حركة النهضة:1  نداء تونس:1  
22,4,7,64,2,460,367,500,4,129,133,367,500,0,0,363,3,1,367,0,True,1840,2145,10,2,5,7,0,3,0,1,3,10,0,0,0,2,0,6,0,0,0,0,0,0,1,1,0,3,0,42,0,0,0,0,0,0,4,263,الاتحاد من أجل تونس:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  نداء تونس:1  
22,4,7,64,1,460,386,500,1,115,116,384,500,0,2,377,7,0,384,0,True,18.25,22.05,10,2,1,2,0,4,0,0,4,13,0,3,0,0,1,3,0,0,4,0,2,0,6,2,0,3,1,42,0,1,0,3,0,4,2,264,حزب حركة النهضة:1  الاتحاد من أجل تونس:1  الاتحاد الوطني الحر:1  نداء تونس:1  
22,4,7,63,7,551,373,600,0,227,227,373,600,0,0,370,3,0,373,0,True,18.20,20.25,13,2,8,3,0,1,0,1,16,24,0,0,1,0,0,1,0,0,3,0,0,1,1,0,0,8,0,73,0,0,0,1,0,0,3,210,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  الاتحاد من أجل تونس:1  
22,4,7,63,6,546,413,600,2,184,186,414,600,0,1,414,0,0,414,0,True,18.30,,28,1,4,8,0,1,0,0,4,12,0,0,1,0,0,6,1,0,2,0,0,0,1,1,0,4,1,37,0,0,0,0,1,2,3,296,الجبهة الشعبية:1  حزب المبادرة:1  نداء تونس:1  
22,4,7,63,5,546,450,600,0,150,150,450,600,0,0,445,1,4,450,0,True,18.20,20.50,19,2,2,6,1,0,2,2,10,6,0,1,0,0,0,5,3,0,2,0,2,0,2,0,1,11,2,51,0,0,0,0,0,4,4,307,حزب حركة النهضة:1  الاتحاد من أجل تونس:1  نداء تونس:1  
22,4,7,63,4,546,453,600,7,140,147,453,600,0,0,449,1,3,453,0,True,18.15,20.30,17,1,4,5,0,3,0,4,14,14,0,1,0,0,0,7,1,0,8,0,1,0,4,0,0,3,0,90,0,0,1,0,0,10,7,254,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  آفاق تونس:1  
22,4,7,63,3,546,492,600,3,105,108,492,600,0,0,483,3,6,492,0,True,18.35,21.15,10,0,4,7,0,0,0,0,5,11,0,1,0,1,1,6,1,0,0,1,2,0,3,0,0,5,1,75,0,1,0,1,0,11,7,329,الجبهة الشعبية:1  حزب حركة النهضة:1  الاتحاد من أجل تونس:1  نداء تونس:1  
22,4,7,63,2,546,496,600,3,102,105,495,600,0,1,471,12,12,495,0,False,1805,2130,8,1,1,7,0,1,2,0,7,1,0,4,1,0,2,1,4,1,5,0,1,0,2,1,1,6,1,59,1,0,1,2,1,5,1,343,الجبهة الشعبية:1  حزب حركة النهضة:1  نداء تونس:1  
22,4,7,63,1,546,492,600,13,95,108,492,600,0,0,486,6,0,492,0,True,1830,2135,19,0,6,7,1,3,1,1,12,19,1,1,0,1,1,5,1,0,0,1,1,2,2,1,0,5,1,86,0,0,1,2,1,4,1,299,الاتحاد من أجل تونس:1  حزب حركة النهضة:1  الجبهة الشعبية:1  نداء تونس:1  
22,4,7,62,8,590,319,700,0,381,381,319,700,0,0,313,3,3,319,0,True,1825,1955,13,0,8,0,1,0,0,0,6,19,1,1,0,0,0,7,0,0,7,0,1,0,5,0,2,2,0,67,1,1,0,0,0,1,9,160,الاتحاد من أجل تونس:1  نداء تونس:1  
