circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, الإنصاف , التحالف الديمقراطي,الجبهة الشعبية, الجبهة الوطنية التونسية, الحركة الدستورية, الحرية , الحزب الجمهوري , الشعب يريد , العدالة والتنمية, تونس العزيزة , تيار المحبة , حركة التونسي, حركة الديمقراطيين الإشتراكيين ,حركة النهضة, حركة الوحدويين الأحرار ,حركة نداء تونس, حركة وفاء, حزب الأمان , حزب التكتل , حزب المبادرة, حزب المجد , عدالة وسلام,أوفياء,الاتحاد الوطني الحر,التيار الديمقراطي ,الثبات,المؤتمر من أجل الجمهورية,حركة الشعب,حزب البناء الوطني,حزب العمل التونسي ,صوت شعب تونس,observers
27,4,6,55,1,146,80,200,0,120,120,80,200,0,0,73,5,2,80,0,True,1820,1938,0,1,0,0,1,0,0,0,0,0,1,0,0,55,2,4,0,0,0,1,0,1,0,1,0,0,0,0,6,0,0, حركة نداء تونس :1   حركة النهضة :1  
27,4,6,54,1,399,201,500,3,296,299,201,500,0,0,181,13,7,201,0,True,18.30,19.47,0,0,1,0,2,5,1,0,1,1,0,0,1,124,0,25,4,0,1,5,1,1,0,4,2,0,1,1,0,0,0, حركة النهضة :2   حركة نداء تونس :2  
27,4,5,53,3,498,240,600,0,360,360,240,600,0,0,236,3,1,240,0,True,1830,1945,0,2,0,2,1,0,11,0,0,2,2,0,0,148,0,18,1,2,2,2,0,6,0,16,9,2,9,0,0,1,0,الإتحاد الوطني الحر:1   الحركة الدستورية:1   حزب التكتل :1   حركة نداء تونس :1   عدالة وسلام:1  التيار الديمقراطي :1   حركة النهضة :1   تونس العزيزة :1  
27,4,5,53,2,500,279,592,0,313,313,279,592,0,0,272,5,2,279,0,True,1855,2010,0,4,0,1,2,0,12,2,0,0,2,1,0,175,0,22,1,1,4,0,0,1,4,12,13,2,11,1,1,0,0,الإتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1   الحركة الدستورية:1   حركة نداء تونس :1   حركة النهضة :1   تونس العزيزة :1  
27,4,5,53,1,500,376,600,1,223,224,376,600,0,0,339,24,13,376,0,True,1820,2025,1,1,0,3,1,4,13,0,2,2,1,1,0,233,1,21,0,2,3,5,0,7,4,8,10,1,10,2,2,1,0, حركة النهضة :1   حركة نداء تونس :1  الإتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  
27,4,5,52,2,364,189,400,0,211,211,189,400,0,0,186,1,2,189,0,True,18.25,20.47,0,4,0,0,1,1,12,1,0,0,1,0,0,107,0,13,4,0,3,3,0,0,1,8,4,10,9,3,0,0,1, حركة نداء تونس :1  المؤتمر من أجل الجمهورية:1   حركة النهضة :1  
27,4,5,52,1,364,266,400,0,134,134,266,400,0,0,256,5,5,266,0,True,,19.58,1,4,1,0,5,0,14,2,0,0,2,0,0,156,0,30,0,1,1,0,0,1,2,5,3,10,9,9,0,0,0, حركة النهضة :1   حركة نداء تونس :1  الإتحاد الوطني الحر:1  
27,4,4,51,1,585,308,700,1,391,392,308,700,0,0,286,18,4,308,0,False,18.45,21.08,0,2,0,0,0,2,13,0,2,2,2,0,1,198,0,9,1,6,1,6,0,6,1,12,0,1,13,5,0,2,1, حركة النهضة :2   حركة نداء تونس :1  
27,4,4,50,3,573,227,700,0,473,473,227,700,0,0,223,4,0,227,0,False,18.37,19.43,0,2,0,0,1,0,5,1,0,1,1,0,0,151,0,7,3,11,0,3,0,3,1,6,0,2,19,2,0,2,2, حزب التكتل :1   الحركة الدستورية:1   حركة نداء تونس :1   حركة النهضة :1  
27,4,4,50,2,572,333,700,1,366,367,333,700,0,0,321,11,1,333,0,True,18.50,20.45,0,0,0,0,1,1,14,0,0,1,2,1,0,237,0,9,2,3,3,4,1,1,0,6,3,1,16,8,0,3,4, حركة نداء تونس :1   حركة النهضة :1  
27,4,4,50,1,572,445,700,0,255,255,445,700,0,0,409,18,18,445,0,False,1810,2105,3,4,2,1,2,5,9,1,4,2,3,2,1,274,2,20,1,5,4,7,2,8,2,10,2,7,15,5,0,2,4, حركة النهضة :1   حركة نداء تونس :1   الحركة الدستورية:1   تونس العزيزة :1   حزب المبادرة:1  صوت شعب تونس:1  الإتحاد الوطني الحر:1  
27,4,3,49,2,587,281,700,1,418,419,281,700,0,0,274,2,5,281,0,False,1848,2040,1,2,0,0,6,0,10,0,0,3,0,1,0,166,0,11,4,0,2,3,0,0,1,34,1,1,23,1,0,1,102,المؤتمر من أجل الجمهورية:1  الإتحاد الوطني الحر:1   حركة النهضة :1  
27,4,3,49,1,587,419,700,3,278,281,419,700,0,0,388,19,12,419,0,True,1830,2030,2,2,1,0,5,3,21,1,3,5,2,2,2,260,0,17,2,2,7,9,3,4,5,10,2,4,7,3,1,1,2, حركة النهضة :2   حركة نداء تونس :1   الحركة الدستورية:1   تونس العزيزة :1  صوت شعب تونس:1  
27,4,3,48,1,141,82,200,0,118,118,82,200,0,0,81,1,0,82,0,True,18:20,19:41,0,1,0,0,0,0,3,0,1,0,0,0,0,55,0,4,1,1,1,1,0,1,0,3,1,1,3,1,0,3,0, حركة النهضة :   حركة نداء تونس :  صوت شعب تونس:   الحزب الجمهوري :   الحركة الدستورية:  الإتحاد الوطني الحر:  
27,4,2,47,3,535,246,595,0,349,349,246,595,0,0,245,1,0,246,0,False,18:45,21:05,0,1,3,0,0,1,7,0,1,3,6,1,0,168,0,14,1,2,3,1,1,1,0,8,1,3,16,0,2,1,0, حركة النهضة :   حركة نداء تونس :   الحزب الجمهوري :   الحركة الدستورية:  الإتحاد الوطني الحر:   حركة وفاء:  
27,4,2,47,2,536,333,600,1,266,267,333,600,0,0,323,4,6,333,0,True,15:18,00:21,1,3,0,1,0,1,8,2,2,2,10,0,2,234,0,9,6,2,7,1,1,2,0,6,4,4,10,2,1,2,0, حركة النهضة :2   حركة نداء تونس :   تيار المحبة :  
27,4,2,47,1,536,412,596,1,183,184,412,596,0,0,371,36,5,412,0,True,18.30,20.35,0,3,1,0,2,3,12,0,0,5,8,1,1,268,2,20,2,3,3,5,0,4,1,7,1,3,9,2,2,2,1, حزب التكتل :1   حركة النهضة :2   حركة نداء تونس :1  
27,4,2,46,6,535,242,598,1,356,357,241,598,0,1,235,2,4,241,0,True,18H35,20H14,1,0,5,0,4,0,7,0,0,0,1,1,0,145,0,22,2,0,4,4,1,4,1,15,2,4,9,2,0,1,0, حركة النهضة :1   حركة نداء تونس :1   عدالة وسلام:1   الحركة الدستورية:1   الإنصاف :1  
27,4,2,46,5,534,266,596,2,328,330,266,596,0,0,262,1,3,266,0,True,18H30,20H16,0,0,0,0,3,0,10,0,0,1,1,2,0,166,0,20,1,3,3,0,1,2,4,11,1,2,26,3,0,1,1, حركة النهضة :1   حركة نداء تونس :1   الحركة الدستورية:1   تونس العزيزة :1  
27,4,2,46,4,534,311,595,0,284,284,311,595,0,0,302,1,8,311,0,True,19H,21H05,0,1,0,0,4,0,16,0,0,3,0,0,0,214,2,13,0,0,4,5,0,3,0,5,4,4,13,4,0,5,1, حركة النهضة :1   حركة نداء تونس :1   الحركة الدستورية:1  المؤتمر من أجل الجمهورية:1  
27,4,2,46,3,534,412,600,0,188,188,412,600,0,0,406,4,2,412,0,True,18H35,21H03,2,1,2,0,3,2,27,0,1,3,3,2,1,276,0,23,2,1,3,3,0,4,1,3,6,6,16,7,0,8,0, حركة النهضة :1   حركة نداء تونس :1   الحركة الدستورية:1   حزب المبادرة:1   الحزب الجمهوري :1   الإنصاف :1  
27,4,2,46,2,534,374,600,0,226,226,374,600,0,0,349,8,17,374,0,True,18H20,21H15,1,2,2,0,6,2,13,0,1,1,2,0,3,240,0,21,1,2,4,5,2,6,2,3,2,9,9,5,1,3,1,الإتحاد الوطني الحر:1   حركة النهضة :1   الحركة الدستورية:1  
27,4,2,46,1,534,374,600,4,223,226,373,599,1,1,353,13,7,373,0,True,18H35,22H15,1,3,5,1,9,4,6,0,2,1,1,2,5,206,2,31,1,1,2,4,2,16,0,10,9,8,8,7,3,1,2,الإتحاد الوطني الحر:1   حركة النهضة :1   حركة نداء تونس :1   تونس العزيزة :1   الحزب الجمهوري :1   الحركة الدستورية:1  صوت شعب تونس:1  التيار الديمقراطي :1  
27,4,1,45,1,341,212,400,1,187,188,212,400,0,0,203,5,4,212,0,False,18H34,20H38,1,1,0,0,3,1,5,1,2,2,3,4,0,124,0,23,2,0,0,2,0,3,1,7,1,2,7,5,1,2,0, حركة النهضة :2   حركة نداء تونس :2   الحركة الدستورية:1   الحزب الجمهوري :1  
27,4,1,44,3,471,233,500,0,267,267,233,500,0,0,230,1,2,233,0,True,19H05,20H25,0,1,3,0,1,0,6,0,0,0,0,0,0,145,0,18,6,2,2,2,0,0,1,16,3,5,9,6,1,3,0,الإتحاد الوطني الحر:1   حركة النهضة :1   حركة نداء تونس :1  
27,4,1,44,2,472,269,500,0,231,231,269,500,0,0,262,2,5,269,0,True,18H48,20H35,0,0,0,1,0,1,4,1,0,2,0,0,0,181,0,13,15,2,3,3,0,3,0,7,5,2,10,3,1,5,0, حركة النهضة :1  المؤتمر من أجل الجمهورية:1  
27,4,1,44,1,472,321,500,1,179,180,321,500,0,0,297,17,7,321,0,False,1815,,2,2,3,2,1,1,8,1,1,1,2,1,2,187,1,31,4,1,2,1,0,6,1,14,2,10,4,4,0,2,0, حركة النهضة :1   حزب المبادرة:1  
27,4,1,43,3,571,267,596,0,329,329,267,596,0,0,263,2,2,267,0,False,18.00,20.06,0,1,4,0,2,1,11,0,0,1,1,3,4,157,0,12,14,0,1,1,0,4,0,14,3,2,16,5,0,4,2, حركة النهضة :1   حركة نداء تونس :1  المؤتمر من أجل الجمهورية:1   حركة وفاء:1  صوت شعب تونس:1  الإتحاد الوطني الحر:1  
27,4,1,43,2,570,361,600,1,238,239,361,600,0,0,358,1,2,361,0,False,18h37,21h45,0,2,2,0,2,0,15,0,0,1,2,24,1,249,0,21,4,2,2,3,0,5,1,11,4,2,17,10,0,1,0, حركة النهضة :1   الحركة الدستورية:1   عدالة وسلام:1  حركة الشعب:1   حركة وفاء:1  
27,4,1,43,1,570,406,605,0,199,199,406,605,0,0,372,16,18,406,0,False,1830,2130,1,2,3,0,3,7,8,3,2,5,1,1,3,245,3,23,6,0,3,5,0,3,1,11,3,2,6,19,0,1,1,الإتحاد الوطني الحر:1   حركة النهضة :1   الحركة الدستورية:1   حزب المبادرة:1   الحزب الجمهوري :1   حزب التكتل :1  
27,1,8,12,2,353,131,396,0,265,265,131,396,0,0,119,6,6,131,0,False,18.45,19.45,0,2,0,2,0,0,4,0,0,2,1,0,2,85,0,3,0,0,5,2,0,4,0,3,3,0,0,0,0,0,1, حركة النهضة :2   حركة نداء تونس :1   حزب التكتل :1  الإتحاد الوطني الحر:1   الحزب الجمهوري :1  
27,1,8,12,1,353,209,400,1,190,191,209,400,0,0,181,19,9,209,0,True,1855,1955,0,0,1,0,0,1,10,1,1,3,1,1,2,120,1,10,2,1,3,7,3,2,1,3,3,2,1,0,1,0,0, حركة النهضة :1   حركة نداء تونس :1  المؤتمر من أجل الجمهورية:1   الحزب الجمهوري :1  
27,1,8,11,1,193,128,300,1,172,173,127,300,0,1,121,2,4,127,0,False,18.00,18.52,0,1,0,0,0,0,5,6,0,1,0,0,2,80,0,14,0,3,0,1,1,2,1,2,0,0,2,0,0,0,0, حركة النهضة :1   حركة نداء تونس :1  الإتحاد الوطني الحر:1   الحزب الجمهوري :1  
27,1,7,10,1,574,368,700,0,326,326,368,694,6,0,331,27,10,368,0,False,18.24,21.27,0,4,3,1,1,5,31,4,1,3,3,4,1,226,2,9,1,1,2,3,2,5,1,5,3,0,7,0,1,1,2, حركة النهضة :1  المؤتمر من أجل الجمهورية:1   الحزب الجمهوري :1   حزب التكتل :1   حركة نداء تونس :1  
27,1,6,9,2,393,255,501,0,246,246,255,501,0,0,242,11,2,255,0,False,18.00,,0,0,0,0,0,1,2,0,0,0,2,0,0,173,0,32,2,0,3,1,5,1,3,6,1,2,7,0,1,0,0, حركة نداء تونس :2   حركة النهضة :1  الإتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  
27,1,6,9,1,393,338,522,1,184,185,337,338,162,1,308,9,20,337,0,False,1815,2008,0,0,3,0,1,2,6,0,0,0,1,0,1,227,0,37,0,1,2,3,3,9,1,4,1,1,3,1,0,1,0, الحزب الجمهوري :1   حركة النهضة :1   حركة نداء تونس :1  
27,1,5,8,1,85,47,99,0,52,52,47,99,0,0,37,4,6,47,0,False,1800,1837,0,0,0,0,0,2,0,1,0,0,0,0,0,15,0,11,1,1,0,1,1,0,0,1,0,0,1,2,0,0,0, حركة النهضة :1  
27,1,5,7,1,133,82,200,0,118,118,82,200,0,0,76,4,2,82,0,True,1810,1905,0,0,0,0,0,0,2,1,3,1,0,1,1,43,0,12,0,1,0,3,0,0,0,2,2,1,1,1,0,0,1, حركة النهضة :1   حركة نداء تونس :1  
27,1,4,6,1,98,54,200,0,146,146,54,200,0,0,51,2,1,54,0,True,1830,1925,0,0,0,0,0,0,6,0,0,1,0,1,2,32,1,3,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0, حركة النهضة :2  
27,1,3,5,1,259,173,301,0,128,128,173,301,0,0,162,11,0,173,0,False,1830,1940,0,1,1,1,0,2,0,0,0,1,3,0,0,120,0,11,0,1,0,6,1,3,0,3,0,2,3,0,1,2,0,المؤتمر من أجل الجمهورية:1  الإتحاد الوطني الحر:1   حركة نداء تونس :2   حركة النهضة :2  
27,1,2,4,1,205,141,300,1,158,159,141,300,0,0,135,5,1,141,0,False,1815,1928,0,2,1,0,0,1,1,0,0,0,1,0,0,75,0,17,0,0,3,4,0,0,0,2,1,0,26,1,0,0,0, حركة النهضة :1  الإتحاد الوطني الحر:1   حركة نداء تونس :2  
27,1,2,3,1,66,35,94,0,59,59,35,94,0,0,33,1,1,35,0,False,1800,1900,0,0,0,0,0,0,5,0,0,0,0,1,0,14,0,5,0,0,1,0,0,0,0,4,0,1,2,0,0,0,0, حزب التكتل :1   حركة النهضة :1   حركة نداء تونس :2  
27,1,2,2,3,441,215,506,0,291,291,215,506,0,0,213,0,2,215,0,False,1825,2040,0,0,1,0,0,1,14,2,0,0,0,1,0,131,0,24,1,0,12,5,0,0,0,8,2,0,10,1,0,0,0, حركة النهضة :1   حزب المبادرة:1  المؤتمر من أجل الجمهورية:1  الإتحاد الوطني الحر:1   حركة نداء تونس :1  
27,1,2,2,2,441,331,496,0,165,165,331,496,0,0,320,6,5,331,0,True,1830,2035,0,2,0,0,0,0,21,0,0,3,0,1,0,189,0,54,1,0,15,4,0,0,0,9,2,0,18,1,0,0,0,المؤتمر من أجل الجمهورية:1   حركة النهضة :1   حزب المبادرة:1   حركة نداء تونس :1  
27,1,2,2,1,441,346,499,4,151,155,344,500,0,2,319,24,10,345,0,True,1815,2115,1,0,2,0,1,5,10,0,0,0,3,1,0,183,0,61,1,1,11,8,0,3,0,2,3,3,10,0,0,0,1, حزب التكتل :1   حركة النهضة :1   حركة نداء تونس :1  المؤتمر من أجل الجمهورية:1  
27,1,1,1,2,306,119,399,0,280,280,119,399,0,0,116,3,0,119,0,True,1830,1942,1,1,0,0,1,1,0,0,0,0,1,0,1,94,0,5,1,0,1,0,0,1,0,5,0,0,3,0,0,0,0,المؤتمر من أجل الجمهورية:1   حركة النهضة :1   حزب التكتل :1   حركة نداء تونس :1  
27,1,1,1,1,305,238,400,1,161,162,238,400,0,0,208,27,3,238,0,True,1806,2010,2,2,3,0,3,2,1,1,0,0,1,0,0,156,2,13,1,1,2,5,0,1,0,4,0,2,5,0,0,0,1,الإتحاد الوطني الحر:1   حركة نداء تونس :1   حركة النهضة :1  
27,6,7,96,1,205,114,300,0,186,186,114,300,0,0,109,3,2,114,0,True,18:24,20:35,2,1,0,3,0,0,0,0,1,1,4,1,0,53,0,21,0,0,0,2,0,8,0,11,1,0,0,0,0,0,0, حركة نداء تونس :   حركة النهضة :  
27,6,6,95,1,28,14,100,0,86,86,14,100,0,0,14,0,0,14,0,True,18:30,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,
27,6,5,94,1,299,205,400,0,195,195,205,400,0,0,182,22,1,205,0,True,18:30,20:00,1,0,2,1,0,2,0,1,0,1,1,3,2,79,0,31,1,1,1,3,0,11,3,21,8,4,1,1,2,0,1, حركة النهضة :   حركة نداء تونس :  
27,6,4,93,1,32,24,100,0,76,76,24,100,0,0,23,1,0,24,0,True,18:00,18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, حركة النهضة :   حركة نداء تونس :  
27,6,4,92,1,256,197,300,1,102,103,197,300,0,0,182,5,10,197,0,True,18:00,20:30,0,0,1,1,0,0,1,0,0,0,0,0,0,159,2,8,0,0,0,2,0,0,0,3,1,2,0,0,1,1,0, حركة النهضة :   حركة نداء تونس :2  الإتحاد الوطني الحر:  :  
27,6,3,91,1,546,381,600,1,218,219,381,600,0,0,336,31,14,381,0,True,18:30,22:22,3,0,1,0,0,2,0,0,0,1,4,1,1,276,2,9,0,1,0,6,1,6,0,7,3,3,5,0,0,1,3, حركة نداء تونس :   حركة النهضة :2  
27,6,2,90,2,376,150,508,0,358,358,150,508,0,0,143,2,5,150,0,True,18:10,19:45,0,3,0,0,0,1,2,0,0,0,3,1,0,100,0,12,0,2,1,3,0,1,1,5,2,0,4,0,1,0,1, حركة النهضة :   حركة نداء تونس :   حزب المبادرة:  الإتحاد الوطني الحر:  
27,6,2,90,1,377,230,400,2,168,170,230,400,0,0,207,8,15,230,0,True,18:30,20:05,0,2,2,2,1,3,2,0,4,0,7,1,1,136,0,16,0,1,0,4,0,5,1,8,5,1,1,0,3,0,1, حركة النهضة :   حركة نداء تونس :  الإتحاد الوطني الحر:  
27,6,2,89,2,583,254,696,1,441,442,254,696,0,0,240,5,9,254,0,False,"18,15","20,05",0,2,2,0,0,1,2,1,0,5,8,5,0,110,0,52,1,1,0,8,0,1,1,23,4,3,6,2,2,0,0, حركة النهضة :  الإتحاد الوطني الحر:   حركة نداء تونس :  
27,6,2,89,1,584,379,700,0,321,321,379,700,0,0,334,22,23,379,0,False,18:15,20:00,0,0,1,0,2,2,2,1,1,1,6,2,1,213,1,39,2,3,0,17,1,11,0,12,7,1,5,1,1,0,1, حزب المبادرة:1  الإتحاد الوطني الحر:1   عدالة وسلام:1   حركة النهضة :1   حركة نداء تونس :1  
27,6,1,88,1,145,84,200,1,116,117,83,200,0,1,73,5,5,83,0,False,18,20,1,0,1,1,0,0,1,0,0,1,2,6,0,14,0,17,0,0,1,3,0,13,0,4,1,1,4,2,0,0,0,الإتحاد الوطني الحر:   حركة النهضة :   حركة نداء تونس :   حزب المبادرة:  
27,6,1,87,2,324,137,400,2,261,263,137,400,0,0,129,6,2,137,0,False,19,"20,02",0,0,2,0,1,0,4,0,0,3,2,1,1,84,0,6,0,0,3,2,0,2,0,8,4,3,2,1,0,0,0, حركة النهضة :   حزب المبادرة:  
27,6,1,87,1,325,201,400,2,198,200,200,400,0,1,177,19,4,200,0,False,"18,14","19,48",1,0,2,0,3,0,2,0,1,0,4,1,1,122,2,11,0,1,2,5,0,3,0,6,2,2,3,1,1,0,1, حركة النهضة :   حركة نداء تونس :  الإتحاد الوطني الحر:  
27,7,9,111,1,195,114,300,1,185,186,114,300,0,1,110,0,4,114,0,True,18.30,20.07,0,0,1,0,0,0,0,0,0,1,0,0,0,65,0,3,1,0,0,2,0,2,1,11,5,0,6,12,0,0,0, حركة النهضة :3  
27,7,8,110,1,40,23,100,1,76,77,23,100,0,0,21,1,1,23,0,False,19.00,19.00,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0, حركة النهضة :2  
27,7,8,109,1,300,155,392,0,237,237,155,392,0,0,141,8,6,155,0,False,1820,2022,0,2,19,0,0,1,0,1,0,0,0,0,0,99,0,3,0,0,0,2,0,2,1,3,1,1,3,0,3,0,0, حركة النهضة :1  
27,7,7,108,1,338,221,399,0,178,178,221,399,1,0,209,8,4,221,0,True,1817,1947,1,1,1,0,0,0,7,1,4,3,0,0,0,143,1,7,3,0,2,1,0,20,4,4,0,0,6,0,0,0,0, حركة النهضة :1   العدالة والتنمية:1  
27,7,7,107,1,175,111,200,0,89,89,111,200,0,0,105,4,2,111,0,False,1814,1915,0,1,0,1,0,1,2,0,1,0,0,0,0,76,0,7,0,0,0,1,1,2,1,6,1,0,3,0,1,0,0, حركة النهضة :1   حركة نداء تونس :1  
27,7,7,106,1,568,320,600,1,280,281,319,600,0,1,306,5,8,319,0,False,1835,2110,0,5,4,0,0,1,10,1,0,1,1,1,0,167,0,29,0,0,5,1,1,24,19,12,3,1,17,2,0,0,1, حركة النهضة :1   حركة نداء تونس :1   الحزب الجمهوري :1  
27,7,6,105,1,494,317,600,0,283,283,317,600,0,0,304,7,6,317,0,True,18h30,21h30,0,3,3,0,0,0,7,33,1,0,0,0,0,200,1,16,4,0,4,2,0,6,10,3,0,0,9,0,1,1,0, حركة النهضة :1   الشعب يريد :1  
27,7,5,104,1,381,257,401,0,144,144,257,401,0,0,220,16,21,257,0,False,18h45,20h55,1,0,3,1,0,1,1,4,1,0,0,2,1,120,0,7,0,0,1,4,0,7,17,9,5,3,31,0,1,0,0, حركة النهضة :2   حركة نداء تونس :1  الإتحاد الوطني الحر:2  
27,7,4,103,2,353,208,404,0,196,196,208,404,0,0,205,2,1,208,0,False,18h50,20h,0,1,0,0,0,0,1,2,0,3,3,2,0,143,0,3,0,0,0,0,0,2,17,4,2,1,7,0,14,0,0, حركة النهضة :1   حركة نداء تونس :1  الإتحاد الوطني الحر:1  
27,7,4,103,1,353,231,397,0,166,166,231,397,0,0,217,7,7,231,0,False,19h,21h,0,0,1,0,1,2,0,1,0,0,1,5,1,149,0,16,0,0,1,1,0,6,9,2,2,2,2,0,15,0,0, حركة النهضة :1   حركة نداء تونس :1  
27,7,3,102,1,408,262,500,0,238,238,262,500,0,1,246,11,5,262,0,False,1825,2000,0,0,2,0,0,1,9,3,0,1,0,1,0,175,0,8,1,0,1,4,0,2,14,5,6,2,8,3,0,0,0, حركة نداء تونس :1   حركة النهضة :1  
27,7,3,101,1,159,96,200,0,104,104,96,200,0,0,91,3,2,96,0,True,18h45,19h35,0,0,5,2,0,0,0,0,0,0,0,0,0,66,0,6,0,0,0,3,0,4,1,0,1,0,1,1,0,0,0, حركة النهضة :1   حركة نداء تونس :1  
27,7,2,100,1,379,228,400,0,172,172,228,400,0,0,213,5,10,228,0,False,1815,2000,0,2,0,0,1,0,10,2,1,1,2,0,0,116,1,25,1,0,2,1,0,22,7,3,2,2,12,0,0,0,0, حركة نداء تونس :2   حركة النهضة :2  
27,7,2,99,2,458,233,500,0,267,267,233,500,0,267,230,1,2,233,0,False,1820,1947,0,1,0,0,1,0,11,0,0,1,3,0,0,141,0,25,4,0,2,2,1,6,15,8,2,0,7,0,0,0,0, حركة النهضة :1   حركة نداء تونس :1   حزب المبادرة:1  
27,7,2,99,1,459,323,500,0,177,177,323,500,0,0,303,17,3,323,0,False,1805,2035,0,1,2,0,3,3,23,1,1,1,1,1,2,175,0,20,0,2,2,2,2,43,10,1,2,1,4,0,0,0,0, حركة نداء تونس :1   حركة النهضة :1   الحزب الجمهوري :1  
27,7,1,98,1,582,421,703,1,281,282,421,703,0,0,410,5,6,421,0,False,1840,2132,0,4,4,1,1,3,11,0,2,1,0,0,0,246,1,26,3,0,3,1,2,16,38,16,7,1,20,1,1,1,0, حركة النهضة :1   الجبهة الشعبية :1  
27,7,1,97,3,434,206,500,0,294,294,206,500,0,0,204,0,2,206,0,False,1800,1938,0,0,5,0,0,0,4,0,1,0,1,0,0,102,0,12,2,1,1,0,0,10,43,4,5,0,11,1,1,0,0, حركة نداء تونس :1  الإتحاد الوطني الحر:1   حركة النهضة :1   حزب المبادرة:1  
27,7,1,97,2,435,297,500,0,203,203,297,500,0,0,294,1,2,297,0,False,18.15,20.10,0,3,1,1,0,1,13,0,0,1,1,1,0,183,0,20,2,0,1,0,1,7,34,5,4,0,11,4,0,0,0, حركة النهضة :1   حركة نداء تونس :1  الإتحاد الوطني الحر:1  
27,7,1,97,1,435,276,501,0,225,225,276,501,1,0,256,16,4,276,0,False,18h,21H35,5,2,3,1,1,2,3,1,1,1,3,2,0,138,1,19,0,0,3,5,0,33,16,1,4,0,7,3,1,0,0, حزب التكتل :   حركة نداء تونس :   الحزب الجمهوري :  
27,5,2,86,1,578,365,700,0,335,335,365,700,0,0,328,28,9,365,0,True,"18,26","22,18",1,1,2,2,2,0,35,1,0,0,0,0,0,144,0,60,3,2,1,19,1,4,1,31,1,7,6,0,1,0,3, حركة نداء تونس :   الحزب الجمهوري :   حركة النهضة :  الإتحاد الوطني الحر:  
27,5,2,85,1,61,44,96,0,52,52,44,96,0,0,40,0,4,44,0,False,"18,26",19,0,1,1,0,0,1,1,0,0,1,6,0,0,15,0,7,1,0,0,0,0,1,2,0,0,0,1,0,0,0,2, حركة النهضة :   حركة نداء تونس :  
27,5,1,84,3,413,200,500,0,300,300,200,500,0,0,197,1,2,200,0,True,"18,15","19,31",1,0,4,0,0,1,1,0,0,0,0,0,0,93,0,27,1,0,0,4,0,0,0,46,0,7,11,0,0,0,1, حركة نداء تونس :   حركة النهضة :2  
27,5,1,84,2,412,275,496,1,220,221,275,496,0,0,269,2,3,275,0,True,"18,15","19,45",2,1,10,0,1,0,4,0,0,0,2,1,0,150,0,29,0,0,1,4,0,0,0,47,1,7,6,1,0,1,1, حركة النهضة :   حزب المبادرة:   حركة نداء تونس :  
27,5,1,84,1,412,295,500,0,205,205,295,500,0,0,261,26,8,295,0,True,18:25,20:30,1,0,7,1,0,1,2,1,3,2,2,0,2,111,0,47,0,2,1,7,0,6,2,45,2,8,3,1,1,0,0, حركة نداء تونس :2   الجبهة الشعبية :   حركة النهضة :2  
27,2,7,21,1,330,204,400,0,196,196,204,400,0,0,194,7,3,204,0,True,18.45,20.30,0,1,3,0,0,3,8,0,2,1,1,0,0,91,1,28,0,1,0,9,0,2,3,12,1,0,25,1,1,0,0, حركة نداء تونس :2   حركة النهضة :1  المؤتمر من أجل الجمهورية:1  الإتحاد الوطني الحر:1  
27,2,6,20,1,400,241,500,1,258,259,241,500,0,0,232,4,5,241,0,True,18.27,20.00,1,0,2,0,0,1,5,0,0,1,0,0,0,169,1,16,0,0,1,2,0,2,4,8,0,0,17,2,0,0,0, حركة النهضة :1   حركة نداء تونس :1  الإتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  
27,2,5,19,1,130,82,200,0,118,118,82,200,0,0,73,8,1,82,0,True,1810,,0,0,0,0,0,2,0,0,0,0,1,1,0,51,0,4,0,0,0,1,1,1,4,2,0,0,4,0,1,0,0, حركة نداء تونس :2   حركة النهضة :1  الإتحاد الوطني الحر:1  
27,2,4,18,1,98,52,200,0,148,148,52,200,0,0,48,3,1,52,0,True,1800,1900,1,0,0,1,1,1,0,0,1,0,2,0,0,31,0,5,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,الإتحاد الوطني الحر:1   حركة النهضة :1   حركة نداء تونس :1  
