circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, الإصلاح والتنمية,آفاق تونس,أحرار القصرين,أمل القصرين,أول الغيث,أولاد الشعب,اتحاد الشباب الديمقراطي,اتحاد القوى الشابية,الأصالة والتقدم,الأمل,الاتحاد الوطني الحر,الاتحاد من أجل تونس ,البديل,البناء الوطني,التحالف الديمقراطي,التكتل الشعبي من أجل تونس,التكتل من أجل العمل والحريات,التنمية الشاملة,التيار الديمقراطي,الجبهة الشعبية,الجبهة الوطنية للانقاذ,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحرية والانصاف,الحزب الاشتراكي,الحزب الجمهوري,الذهبية المستقلة,الربيع العربي لتحقيق السيادة,الشباب المدني الحر,الشباب للرقي والبناء,الشعب يريد,العريضة الشعبية,العهد,القرار,القصرين أولا,اللقاء الدستوري,المؤتمر من أجل الجمهورية,المبادرة,المستقبل,المستقلة 17 ديسمبر,المستقلة الأحرار,المستقلة الشعانبي,المستقلة لدفع التنمية و التشغيل,المنار الشعبية الاجتماعية,النزر للديمقراطية والتنمية,الوصية,الياسمين,بني وطني,تونس العزيزة,تيار المحبة,حركة التونسي,حركة الديمقراطيين الاجتماعيين,حركة الديمقراطيين الاشتراكيين,حركة الشباب الوطني التونسي,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الأمان,حزب الغد,رد الاعتبار,شباب الوسط للعمل والتنمية,شبابنا فخر وعزة,صقور الحرية,صوت القصرين,صوت المستقل,"غدا,,, أفضل",نداء قرطاج,نعم نسطتيع,observers
15,9,7,160,1,579,275,600,1,325,326,275,601,1,0,261,14,0,275,0,False,1832,2105,0,2,1,2,1,1,0,0,0,2,0,1,0,4,0,0,1,2,0,10,0,68,0,1,2,0,0,0,0,1,1,1,2,1,0,0,5,0,2,0,0,1,2,0,0,0,0,1,1,14,0,0,0,1,1,44,71,4,0,5,1,0,0,0,4,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
15,9,7,159,1,508,270,600,3,327,330,270,600,0,0,259,9,2,270,0,False,1837,2045,0,1,3,0,0,0,0,1,0,1,3,1,8,21,0,0,0,0,1,5,1,5,0,5,0,1,0,0,0,0,1,0,1,1,2,0,2,5,0,1,0,1,2,0,0,1,0,2,0,11,1,2,0,1,0,82,74,1,0,3,0,0,2,2,3,0,0,1,0,حركة النهضة:2  حركة نداء تونس:2  الجبهة الشعبية:1  
15,9,7,158,2,505,179,600,1,420,421,179,600,0,0,170,3,6,179,0,False,1835,2004,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,1,1,0,0,0,0,0,14,0,1,1,0,1,27,94,0,0,11,1,0,0,0,0,0,0,0,0,حركة النهضة:1  تيار المحبة:1  حزب الغد:1  حركة نداء تونس:1  
15,9,7,158,1,505,330,600,5,265,270,330,600,0,0,294,28,8,330,0,False,1840,2130,2,1,1,1,1,0,0,3,0,2,2,0,2,1,1,3,2,0,2,6,0,8,0,1,0,1,1,0,0,2,0,2,0,0,1,7,4,1,1,0,0,1,2,1,0,2,1,2,1,26,0,6,2,1,2,46,119,4,0,8,0,1,3,1,0,2,0,1,3,حركة النهضة:2  تيار المحبة:1  حركة نداء تونس:2  
15,9,6,157,1,216,154,300,0,146,146,154,300,0,0,143,5,6,154,0,False,1820,1903,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,10,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,3,4,0,0,0,42,67,1,0,1,0,0,0,0,0,0,0,0,0,حركة النهضة:2  حركة نداء تونس:2  الجبهة الشعبية:1  
15,9,6,156,1,278,171,500,0,329,329,171,500,0,0,153,17,1,171,0,False,1825,1946,0,0,0,1,0,1,0,0,0,1,4,0,1,1,0,0,3,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,48,69,2,0,0,0,1,0,0,0,0,0,1,1,حركة النهضة:1  حركة نداء تونس:1  
15,9,6,155,1,311,187,400,0,213,213,187,400,0,0,170,9,8,187,0,False,1820,2030,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,18,0,6,0,1,0,1,0,1,0,0,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,2,1,2,0,1,0,29,81,2,1,1,0,0,0,2,3,1,0,0,1,حركة النهضة:3  حركة نداء تونس:1  
15,9,5,154,2,333,177,366,0,189,189,177,366,0,0,171,3,3,177,0,False,18h10,20h17,0,0,0,2,0,0,0,0,0,0,6,0,1,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,8,1,0,0,0,0,57,81,0,1,1,0,0,0,0,2,0,0,0,0,حركة النهضة:2  حركة نداء تونس:2  
15,9,5,154,1,333,251,400,1,148,149,251,400,0,0,232,14,5,251,0,False,1900,,0,0,0,2,1,0,0,0,0,0,1,1,3,0,0,0,4,0,0,2,1,4,1,4,0,1,0,1,0,0,1,0,2,0,0,1,0,1,0,0,0,2,0,3,0,0,0,0,0,2,0,2,1,0,0,71,112,0,0,2,1,1,0,1,1,0,0,1,1,الجبهة الشعبية:1  حركة النهضة:2  حركة نداء تونس:2  
15,9,5,153,2,490,218,600,0,382,382,218,600,0,0,199,8,11,218,0,False,1820,2020,0,0,1,1,0,0,0,0,0,0,3,1,0,0,2,0,0,0,0,7,1,2,0,3,2,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,3,4,0,2,22,126,2,2,1,0,1,0,0,3,0,0,0,0,الجبهة الشعبية:1  حركة النهضة:2  حركة نداء تونس:2  
15,9,5,153,1,491,326,603,0,277,277,326,603,0,0,288,33,5,326,0,False,18h18,20h50,1,2,1,2,0,1,0,0,0,3,2,0,1,3,0,0,3,1,1,16,2,1,0,1,0,2,0,1,0,0,1,1,0,1,0,1,4,1,1,2,0,0,0,3,0,3,0,1,0,5,2,3,3,0,2,33,159,3,2,2,0,0,0,2,5,0,2,1,1,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
15,9,4,152,1,135,90,200,0,110,110,90,200,0,0,86,4,0,90,0,True,18h30,19h30,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,38,28,1,0,2,0,0,1,0,3,1,0,1,0,حركة النهضة:1  
15,9,4,151,1,178,98,200,0,102,102,98,200,0,0,93,4,1,98,0,False,18h,19h20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,5,1,1,0,0,1,24,51,0,0,1,0,0,0,0,0,0,0,0,0,حركة النهضة:4  حركة نداء تونس:2  
15,9,4,150,1,174,119,200,1,80,81,119,200,0,0,103,4,12,119,0,False,1810,1740,0,0,0,0,1,1,0,1,0,2,1,0,1,1,0,0,3,34,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,35,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,26,50,0,0,2,0,0,0,2,0,0,0,0,0,حركة النهضة:2  حركة نداء تونس:2  
15,9,4,149,1,87,38,100,0,62,62,38,100,0,0,36,1,1,38,0,False,"18,20","18,40",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,10,12,1,0,1,0,0,0,0,0,0,0,0,1,حركة النهضة:3  حركة نداء تونس:  
15,9,4,148,1,106,68,200,0,132,132,68,200,0,0,66,1,1,68,0,False,"18,15",19,0,1,1,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,1,2,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,38,4,0,0,3,0,0,0,0,0,0,0,0,0,حركة النهضة:2  
15,9,4,147,1,508,276,600,0,324,324,276,600,0,0,249,23,4,276,0,False,18.10,21.10,0,0,0,3,0,1,0,0,0,5,8,1,3,1,0,1,5,0,1,4,0,10,1,1,0,3,0,0,0,1,0,4,0,0,0,1,5,2,0,0,0,0,0,1,0,1,1,0,0,8,1,4,1,0,2,83,73,1,3,4,0,0,0,1,2,1,0,1,0,حركة النهضة:4  تيار المحبة:1  حركة نداء تونس:2  المؤتمر من أجل الجمهورية:1  
15,9,4,146,2,364,116,500,0,384,384,116,500,0,0,98,15,3,116,0,False,1830,,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,2,0,0,3,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,42,32,0,0,1,0,0,0,0,0,0,0,1,0,حركة النهضة:3  حركة نداء تونس:1  
15,9,4,146,1,364,225,401,0,176,176,225,401,0,0,191,30,4,225,0,False,18h15,20h,1,0,0,0,1,0,0,1,0,1,3,1,1,0,0,0,0,0,1,2,0,0,2,1,1,1,0,1,0,0,0,2,0,0,0,2,1,1,1,0,0,0,1,2,0,1,0,0,0,3,0,1,0,0,1,79,62,0,1,10,1,0,0,1,1,0,0,2,0,حركة النهضة:2  حركة نداء تونس:2  حزب الغد:2  
15,9,3,145,1,209,82,300,0,218,218,82,300,0,0,68,12,2,82,0,False,0615,1915,0,0,0,0,0,0,0,0,0,2,3,0,26,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,16,7,0,0,0,0,0,0,2,0,0,0,1,0,حركة النهضة:2  حركة نداء تونس:1  
15,9,3,144,2,321,110,400,0,290,290,110,400,0,0,100,8,2,110,0,False,1830,2010,0,0,0,0,1,0,0,0,0,0,2,1,10,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,57,6,0,2,4,0,0,0,0,0,1,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
15,9,3,144,1,321,165,400,0,235,235,165,400,0,0,142,6,17,165,0,False,1817,2008,1,0,2,0,3,1,0,0,0,3,2,0,19,0,1,1,0,0,0,0,0,1,1,3,2,0,0,1,0,0,0,3,1,0,1,0,4,1,0,0,0,0,1,3,0,0,1,0,0,1,1,0,1,0,1,72,6,0,0,2,1,0,0,1,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
15,9,2,143,1,346,165,400,0,235,235,165,400,0,0,149,11,5,165,0,False,1810,2021,0,2,2,0,0,0,0,0,0,1,1,1,3,1,0,0,4,0,0,15,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,1,3,25,0,0,1,0,1,0,0,0,0,1,0,1,0,4,0,0,0,27,41,0,0,1,1,0,0,3,1,0,1,0,2,الجبهة الشعبية:1  حركة النهضة:3  المبادرة:1  حركة نداء تونس:1  
15,9,2,142,1,327,237,400,0,163,163,237,400,0,0,215,21,1,237,0,False,18h,,0,0,0,1,1,1,0,0,0,3,2,0,1,0,1,0,2,0,1,16,0,0,0,1,3,1,0,2,0,0,0,2,0,1,2,2,2,0,0,0,0,1,0,3,0,1,0,0,0,1,0,3,0,0,1,50,96,3,2,0,0,0,3,0,1,4,0,1,0,حركة النهضة:1  حركة نداء تونس:1  البناء الوطني:1  
15,9,2,141,1,374,181,400,0,219,219,181,400,0,0,164,13,4,181,0,False,1830,1940,0,0,2,4,0,1,1,0,0,0,2,2,1,0,0,0,0,0,0,22,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,1,0,0,0,2,2,0,2,1,0,1,23,67,1,0,2,1,0,1,2,1,1,0,1,11,حركة النهضة:1  حركة نداء تونس:1  
15,9,2,140,1,305,130,400,0,270,270,130,400,0,0,115,10,5,130,0,False,1815,1944,1,0,0,2,0,1,0,1,0,0,3,0,1,1,0,2,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,19,56,1,0,1,0,0,0,0,1,0,0,0,5,حركة النهضة:1  حركة نداء تونس:2  
15,9,2,139,2,365,146,400,0,254,254,146,400,0,0,133,2,11,146,0,True,1830,2030,0,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,17,61,2,0,0,0,1,1,0,0,1,0,0,1,حركة النهضة:2  المبادرة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
15,9,2,139,1,366,247,400,1,152,153,247,400,0,0,233,14,0,247,0,False,1630,1951,0,1,0,2,2,0,0,0,0,2,0,0,3,0,0,0,0,0,1,31,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,1,1,2,0,0,1,0,1,0,2,1,0,1,1,0,0,4,1,0,0,35,120,1,0,3,0,1,1,1,0,1,0,0,5,حركة النهضة:1  المبادرة:1  حركة نداء تونس:1  
15,9,2,138,1,305,189,400,1,210,211,189,400,0,0,177,18,2,189,0,False,18h10,,0,0,0,1,0,0,0,0,0,2,0,0,6,0,1,0,1,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83,61,1,4,1,0,0,0,1,0,1,0,1,2,حركة النهضة:3  حركة نداء تونس:2  حزب الأمان:1  
15,9,2,137,1,409,214,500,1,285,286,214,500,0,0,191,19,4,214,0,False,1805,1937,1,0,1,1,0,1,0,0,0,4,0,0,2,1,1,0,1,0,0,4,1,1,0,2,0,2,0,0,0,0,0,1,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,4,0,5,5,3,0,1,3,29,106,0,0,0,0,2,0,1,0,0,0,1,0,حركة النهضة:1  حركة نداء تونس:1  
15,9,1,136,2,543,264,600,0,336,336,264,600,0,0,248,14,2,264,0,False,"18,32","20,46",1,0,0,0,0,3,0,2,0,0,6,1,2,0,0,0,1,0,1,9,0,0,1,8,0,1,0,0,0,0,0,1,0,0,2,1,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,1,2,75,107,2,6,2,1,0,0,1,0,0,1,1,0,حركة نداء تونس:  حركة النهضة:2  
15,9,1,136,1,544,387,600,0,213,213,387,600,0,0,344,28,15,387,0,True,1925,2145,3,1,2,2,1,2,0,2,0,2,6,0,15,0,0,0,2,1,4,18,1,5,0,6,1,2,0,0,2,0,2,4,1,0,1,2,9,4,1,2,2,0,2,1,0,1,0,0,0,6,1,9,2,0,2,69,135,0,2,0,2,0,1,3,0,1,0,0,1,المبادرة:1  حزب الأمان:1  حركة النهضة:2  حركة نداء تونس:1  الجبهة الشعبية:1  
15,9,1,135,5,512,220,600,0,380,380,220,600,0,0,210,5,5,220,0,True,18:25,19:45,0,0,1,0,0,0,0,3,0,0,7,0,11,0,0,0,0,0,1,12,0,0,0,2,1,1,0,0,0,1,1,0,0,0,1,0,7,7,0,0,0,0,2,0,0,0,0,0,0,3,1,2,0,0,1,46,93,0,2,1,0,0,0,0,0,0,1,0,0,حركة النهضة:1  حركة نداء تونس:1  المبادرة:1  
15,9,1,135,4,515,258,600,0,342,342,258,600,0,0,252,4,2,258,0,True,1841,2030,1,2,1,1,1,1,0,1,0,1,3,0,15,0,0,1,0,0,2,17,0,5,0,2,2,1,0,0,1,1,0,1,0,0,0,1,6,6,0,0,1,0,0,0,0,2,0,0,0,2,0,1,0,0,0,75,91,1,5,1,0,0,0,0,0,0,0,0,0,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  المبادرة:1  
15,9,1,135,3,515,342,600,0,258,258,342,600,0,0,331,6,5,342,0,False,1825,2103,0,0,1,0,1,2,1,0,0,0,2,2,33,1,4,0,0,0,2,22,0,2,0,3,0,0,0,0,1,3,0,1,0,0,1,1,12,7,2,0,0,1,0,0,0,2,0,0,1,3,0,0,1,1,0,98,112,3,1,1,0,0,0,0,0,2,1,0,0,حركة النهضة:1  المبادرة:1  حركة نداء تونس:1  
15,9,1,135,2,515,385,600,1,214,215,385,600,0,0,362,16,7,385,0,False,18h20,20h30,0,1,0,1,0,0,0,4,0,2,4,0,23,0,0,0,0,1,2,32,0,2,0,2,0,4,1,1,0,1,0,2,1,0,3,1,3,10,2,0,0,0,1,0,1,1,0,0,0,2,1,4,0,0,1,102,138,4,1,0,0,0,0,0,1,0,0,1,1,حركة النهضة:1  حركة نداء تونس:1  المبادرة:1  حزب الأمان:1  الجبهة الشعبية:1  
15,9,1,135,1,515,376,600,1,224,225,375,600,0,1,347,19,9,375,0,False,18:29,20:30,1,2,1,1,0,2,1,1,0,5,1,0,24,1,0,0,4,0,5,9,0,1,0,3,2,2,0,0,0,3,0,0,2,0,0,1,6,8,0,1,2,0,0,4,1,2,0,0,0,7,2,4,1,0,0,65,154,2,3,2,0,0,1,3,1,2,0,2,2,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  المبادرة:1  
15,9,1,134,2,522,234,600,0,366,366,234,600,0,0,225,8,1,234,0,False,1830,2110,0,0,0,1,0,3,1,1,0,3,0,0,10,2,0,1,1,0,0,15,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,1,4,14,0,0,1,0,2,0,0,1,1,1,0,2,1,0,0,0,2,63,82,0,0,1,0,2,0,0,0,0,1,1,2,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
15,9,1,134,1,522,385,600,0,215,215,385,600,0,0,352,17,16,385,0,False,1815,2255,0,1,3,3,2,1,2,0,0,4,2,1,33,1,3,0,0,1,3,16,0,3,0,0,0,1,0,0,0,1,1,0,0,0,1,2,5,9,1,1,1,1,2,2,0,2,0,0,2,2,2,4,0,0,0,82,132,3,6,1,0,1,0,3,0,1,0,1,3,حركة النهضة:1  حركة نداء تونس:1  
15,10,14,210,1,349,159,400,0,241,241,159,400,0,0,147,4,8,159,0,True,1845,2100,2,1,0,2,0,0,0,0,1,2,1,0,0,1,2,0,0,1,2,5,2,0,0,1,5,0,0,0,0,19,1,5,1,0,2,1,3,3,0,1,2,1,3,2,0,1,0,1,0,7,1,3,0,0,4,15,37,0,0,0,0,0,2,0,1,2,0,1,0,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:2  
15,10,14,209,1,192,96,300,0,204,204,96,300,0,0,90,4,2,96,0,False,1815,2000,0,4,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,16,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,1,1,1,17,13,1,15,0,0,0,1,2,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
15,10,14,208,2,333,82,400,0,318,318,82,400,0,0,80,1,1,82,0,False,18.15,19.10,0,0,0,0,0,0,0,0,0,0,13,0,0,6,0,0,0,0,3,2,0,1,0,0,8,0,0,0,0,9,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,18,12,0,1,0,0,0,1,0,0,0,0,0,0,حركة النهضة:1  حزب الأمان:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
15,10,14,208,1,334,176,400,0,224,224,176,400,0,0,161,15,0,176,0,False,18.00,19.50,1,0,1,2,0,0,1,0,0,2,10,0,0,25,0,0,0,0,0,1,2,1,1,2,8,1,0,0,0,12,2,4,0,0,4,1,4,0,0,0,0,1,1,3,0,0,0,0,0,10,2,1,0,2,0,23,26,1,4,0,0,0,0,0,1,0,0,1,0,حركة النهضة:1  الحزب الاشتراكي:1  الاتحاد الوطني الحر:1  البناء الوطني:1  حركة نداء تونس:1  
15,10,13,207,1,194,118,300,1,181,182,118,300,0,0,110,5,3,118,0,False,18:15,20:00,1,1,0,1,0,1,0,0,0,3,1,0,0,1,1,1,0,1,3,3,0,0,0,1,2,0,1,0,0,1,1,1,0,0,1,1,4,1,0,0,0,3,1,0,0,0,0,1,0,9,1,0,0,0,1,28,30,1,1,0,0,1,0,0,0,1,0,0,0,حركة نداء تونس:  
15,10,13,206,1,178,107,200,1,93,94,106,200,0,1,97,6,3,106,0,False,18h,20h,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,3,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,41,34,0,2,1,0,0,0,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
15,10,13,204,1,121,91,200,0,109,109,91,200,0,0,91,0,0,91,0,False,18.2,19.40,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,70,11,0,0,0,0,0,0,0,2,0,0,1,0,حركة النهضة:1  حركة نداء تونس:2  
15,10,13,203,1,490,259,600,1,340,341,259,600,0,0,251,6,2,259,0,False,1843,2100,1,0,2,3,2,1,1,1,1,1,6,2,1,0,2,1,2,0,2,1,0,2,2,1,3,5,0,0,1,0,0,10,1,0,0,0,5,1,0,0,0,0,1,1,1,2,1,0,1,15,2,2,0,0,8,104,43,1,2,1,0,0,1,0,2,0,0,1,1,حركة النهضة:1  حركة نداء تونس:2  
15,10,13,202,1,361,227,400,0,173,173,227,400,0,0,206,20,1,227,0,False,18.10,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,1,0,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,73,90,1,0,1,1,0,1,1,2,0,0,3,0,تيار المحبة:1  حركة نداء تونس:2  حركة النهضة:1  
15,10,13,201,1,480,286,600,0,314,314,286,600,0,0,274,11,1,286,0,False,18.45,0,5,1,1,5,0,1,2,1,1,4,7,1,1,2,1,1,1,0,1,3,0,0,0,3,1,2,0,1,0,0,1,2,1,0,1,2,3,3,0,0,0,0,0,1,0,1,0,1,0,6,4,1,2,1,2,150,0,0,3,3,1,0,0,2,2,0,2,3,0,حركة النهضة:2  حزب الغد:1  حركة نداء تونس:1  
15,10,12,200,2,554,197,600,1,402,403,197,600,0,0,192,5,0,197,0,False,18.06,20.10,0,1,1,2,0,1,0,1,2,1,4,0,1,0,0,0,0,0,1,8,0,1,0,2,4,1,0,0,0,1,0,4,0,0,2,1,2,1,1,0,0,1,1,1,0,1,1,1,0,20,2,0,1,0,11,90,14,0,1,0,0,0,0,0,3,0,0,1,0,حركة النهضة:1  حركة نداء تونس:1  
15,10,12,200,1,555,339,599,2,258,260,339,599,0,0,319,16,4,339,0,False,18.30,22.20,1,1,1,4,1,0,0,0,1,2,5,0,2,1,1,1,2,0,0,1,1,1,1,6,5,4,4,0,0,2,3,6,3,0,2,2,1,1,3,1,1,2,5,1,0,5,1,0,3,69,1,2,0,1,24,96,20,1,4,0,1,2,0,5,2,1,0,2,2,حركة وفاء:1  حركة نداء تونس:1  حركة النهضة:1  تيار المحبة:1  :  
15,10,12,199,1,167,79,200,0,121,121,79,200,0,0,76,2,1,79,0,True,18.15,19.40,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,3,48,4,0,1,0,0,0,0,0,1,0,0,1,0,حركة النهضة:1  
15,10,11,198,1,244,164,300,0,136,136,164,300,0,0,154,7,3,164,0,True,1810,2030,0,0,1,0,1,0,1,1,0,1,2,0,0,12,1,0,1,1,0,1,2,2,0,0,4,1,0,0,1,2,0,2,1,1,1,3,4,0,1,0,0,0,1,1,0,2,0,0,0,1,0,4,0,0,1,30,52,2,3,1,2,0,0,0,2,1,0,1,2,حركة النهضة:2  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
15,10,11,197,2,594,324,703,0,379,379,324,703,0,0,286,36,2,324,0,False,18h50,21h45,0,0,1,0,2,1,1,0,0,1,4,0,1,11,1,1,1,0,1,0,2,1,0,0,3,0,1,1,1,6,0,0,1,0,0,1,11,2,0,0,0,0,0,8,1,1,0,0,0,1,0,10,0,0,4,56,122,3,2,1,0,2,0,1,3,4,2,2,6,حركة النهضة:1  حركة نداء تونس:1  المبادرة:1  
15,10,11,197,1,595,415,700,0,282,282,415,697,3,0,370,30,15,415,0,False,1840,2318,5,1,1,3,1,1,0,1,0,4,5,1,3,10,3,2,1,0,2,1,4,2,1,0,2,2,0,1,1,7,0,2,0,1,1,2,7,4,0,1,1,2,0,2,1,1,2,2,1,2,2,10,0,2,1,69,156,3,6,4,2,4,3,4,0,2,0,2,3,حركة نداء تونس:1  حركة النهضة:1  
15,10,10,196,2,421,228,500,0,272,272,228,500,0,0,215,11,2,228,0,False,19h,21h22,1,0,0,1,0,5,0,0,0,0,7,7,0,29,1,0,1,1,0,4,0,2,1,8,9,0,1,0,0,13,0,1,1,0,1,0,5,0,1,1,0,0,0,1,0,10,0,1,2,7,1,2,3,0,1,15,63,0,2,1,0,0,0,0,2,0,0,2,1,البناء الوطني:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:2  الحزب الاشتراكي:1  حزب الأمان:1  
15,10,10,196,1,421,280,500,0,220,220,280,500,0,0,258,17,5,280,0,False,18h15,20h15,1,0,1,5,1,0,2,1,1,5,14,2,0,39,2,0,0,0,0,4,2,2,0,11,10,0,0,1,1,12,1,2,1,0,3,0,8,1,0,0,1,0,0,1,1,12,0,2,3,5,3,3,4,0,2,12,44,6,3,3,0,2,2,4,5,2,1,2,2,حركة النهضة:1  الحزب الاشتراكي:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
15,10,10,195,1,385,258,500,0,242,242,258,500,0,0,243,10,5,258,0,False,18h15,20h50,0,0,0,0,0,0,2,1,0,0,12,1,0,2,1,1,1,0,1,3,1,0,0,2,3,0,0,0,0,22,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,3,1,0,1,11,156,2,3,1,0,1,0,0,2,1,1,1,0,البناء الوطني:1  حركة النهضة:3  الاتحاد الوطني الحر:1  حركة نداء تونس:3  
15,10,10,194,2,345,157,400,0,243,243,157,400,0,0,138,16,3,157,0,False,18h16,19h45,0,0,0,0,1,2,0,2,0,0,27,2,1,1,2,0,0,0,0,4,0,0,1,1,22,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,3,0,2,1,0,0,10,28,1,15,0,0,0,0,0,2,0,2,0,0,الاتحاد الوطني الحر:2  حركة النهضة:1  حركة نداء تونس:2  الحزب الاشتراكي:1  
