circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, الإصلاح والتنمية,آفاق تونس,الاتحاد الوطني الحر,الاحرار,الارض,الازدهار,الامل في الحياة,البديل للتشغيل والعدالة والاجتماعية,التحالف الديمقراطي,التحدي,التشغيل والتنمية,التشغيل والكرامة,التكتل من اجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الحركة الدستورية,الحزب الاشتراكي,الحزب الجمهوري,الربيع العربي,السلام,اللقاء الدستوري,المؤتمر من أجل الجمهورية,المبادرة,النور للديمقراطية والتنمية,الوعد الصادق,الوفاء لمشروع الشهيد,تيار المحبة,حركة الجمهورية,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الامان,شباب بلادي,صوت الفلاحين,صوت المستقبل,صوت شعب تونس,ما يرده الشعب,من اجل تحقيق سلطة الشعب,observers
8,8,1,122,1,357,307,400,1,92,93,307,400,0,0,297,8,2,307,0,False,1900,2051,0,2,10,0,1,1,1,1,1,2,5,3,1,5,39,0,0,30,1,3,0,2,2,2,9,0,0,1,6,55,107,3,2,0,1,0,0,0,2,حركة نداء تونس:1  التكتل من اجل العمل والحريات:1  الجبهة الشعبية:1  آفاق تونس:1  الحركة الدستورية:1  
8,8,1,121,3,469,296,501,0,205,205,296,501,0,0,295,1,0,296,0,True,1830,2035,0,7,21,1,0,1,0,0,3,4,0,0,2,8,53,1,2,36,0,0,0,1,1,0,3,0,2,1,2,46,95,1,3,0,0,0,0,0,1,حركة نداء تونس:1  الوعد الصادق:1  التكتل من اجل العمل والحريات:1  الحركة الدستورية:1  الجبهة الشعبية:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
8,8,1,121,2,470,367,500,1,133,134,366,500,0,1,362,4,0,366,0,True,18:00,20:41,0,2,20,0,0,1,0,0,2,1,0,0,3,5,50,1,0,39,0,2,0,1,2,2,11,0,0,4,2,66,138,4,3,0,1,0,1,0,0,حركة نداء تونس:1  حركة النهضة:1  صوت شعب تونس:1  
8,8,1,121,1,470,394,500,0,106,106,394,500,0,0,355,11,28,394,0,False,1815,2025,0,2,10,1,0,0,3,2,1,4,1,2,1,1,40,2,1,31,0,1,3,2,1,1,12,2,3,0,2,51,159,1,0,1,1,0,9,1,0,حركة نداء تونس:1  حركة النهضة:1  آفاق تونس:1  
8,5,6,82,1,61,27,100,0,73,73,27,100,0,0,27,0,0,27,0,True,1811,1835,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,2,0,0,1,1,2,0,1,0,4,0,0,4,1,0,0,0,0,0,1,0,0,حركة النهضة:1  حركة نداء تونس:1  
8,5,6,81,1,485,351,600,0,249,249,351,600,0,0,312,36,3,351,0,False,1800,2050,0,1,14,2,0,0,0,0,5,1,0,4,1,6,117,1,1,8,0,2,7,1,5,0,2,2,0,0,3,29,91,1,0,1,0,0,4,3,0,الحزب الجمهوري:1  التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  حركة نداء تونس:2  حركة النهضة:1  الجبهة الشعبية:1  
8,5,5,80,1,234,166,300,0,134,134,166,300,0,0,157,8,1,166,0,True,18:20,19:30,0,0,2,1,0,3,0,2,1,2,1,1,0,1,29,0,0,45,0,2,0,0,1,0,3,1,0,0,2,33,18,1,1,4,0,0,0,3,0,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
8,5,5,79,1,520,302,694,3,391,394,300,694,0,2,244,19,37,300,0,True,18:35,21:01,0,2,6,3,3,2,3,1,3,1,1,3,2,2,15,3,2,13,1,5,1,3,5,0,0,1,2,1,5,50,92,2,1,2,1,0,0,6,1,حركة نداء تونس:1  الحزب الجمهوري:1  الجبهة الشعبية:1  حركة النهضة:1  
8,5,5,78,1,360,180,400,0,220,220,180,400,0,0,156,20,4,180,0,False,1815,,0,1,5,2,1,1,0,1,2,0,0,6,0,0,32,1,1,20,1,5,1,2,2,0,0,0,1,0,2,14,45,1,2,4,0,0,1,2,0,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  الحركة الدستورية:1  الاتحاد الوطني الحر:1  
8,5,4,77,1,589,267,700,5,429,5,266,171,429,1,226,20,20,266,0,True,1835,2100,1,0,10,1,0,1,1,0,2,1,0,4,0,1,27,1,1,1,0,9,3,6,8,0,2,1,1,1,3,26,104,3,2,0,0,0,3,2,0,حركة نداء تونس:1  الحزب الجمهوري:1  الجبهة الشعبية:1  
8,5,3,76,1,302,168,400,1,231,232,168,400,0,0,153,9,6,168,0,False,1830,1930,1,1,10,0,1,0,0,1,0,0,0,7,1,1,15,1,0,7,0,1,0,1,1,0,0,0,2,1,3,36,51,3,1,1,2,0,2,2,0,حركة نداء تونس:2  حركة النهضة:1  الاتحاد الوطني الحر:2  الجبهة الشعبية:1  الحزب الجمهوري:1  
8,5,2,75,1,400,290,500,2,208,210,290,500,0,0,249,15,26,290,0,False,18.00,21.00,3,0,15,0,0,1,1,2,0,0,0,5,0,5,25,1,0,4,0,0,1,41,55,2,0,0,1,0,1,28,50,0,1,0,1,2,1,3,0,الجبهة الشعبية:1  الحزب الجمهوري:2  الاتحاد الوطني الحر:1  حركة نداء تونس:1  الحركة الدستورية:1  
8,5,2,74,1,293,164,400,0,236,236,164,400,0,0,152,9,3,164,0,False,1825,1930,2,3,7,0,1,0,2,0,3,0,0,0,0,1,10,1,3,6,0,0,1,1,10,2,33,1,4,0,2,14,35,0,1,2,2,0,3,2,0,حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  
8,5,1,73,1,588,361,700,3,336,339,361,700,0,0,329,26,6,361,0,False,18.27,20.55,2,0,22,0,2,0,2,2,1,1,1,5,3,3,86,3,2,33,1,3,2,3,3,1,2,3,2,0,2,64,61,3,5,1,0,0,1,3,1,الجبهة الشعبية:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  حركة النهضة:2  
8,5,1,72,4,547,281,600,1,322,323,281,604,4,0,275,4,2,281,0,True,1820,2032,0,0,29,0,0,0,0,1,1,0,0,0,2,3,71,1,1,29,0,0,0,4,5,1,1,4,0,0,0,62,60,0,0,0,0,0,0,0,0,الجبهة الشعبية:1  الوعد الصادق:1  حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  
8,5,1,72,3,550,364,600,1,235,236,364,600,0,0,355,3,6,364,0,False,1900,2125,0,2,26,2,0,0,0,1,1,1,0,1,1,4,64,0,0,28,1,1,0,5,5,0,2,4,0,2,4,120,75,1,0,0,0,1,1,1,1,الحزب الجمهوري:1  الجبهة الشعبية:1  حركة نداء تونس:1  
8,5,1,72,2,550,409,603,1,193,194,409,603,0,0,375,15,19,409,0,False,1830,,1,2,13,1,1,1,0,0,4,3,0,8,4,4,40,2,3,28,2,1,2,7,20,1,1,1,1,1,3,115,91,1,3,3,0,0,3,3,1,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  الوعد الصادق:1  حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  
8,5,1,72,1,550,403,600,1,204,1,403,404,196,0,339,43,21,403,0,False,18.00,20.30,0,2,12,1,3,2,0,1,0,3,0,11,3,2,48,4,0,21,0,7,1,5,12,4,6,0,3,4,3,85,74,2,0,5,1,2,5,6,1,الجبهة الشعبية:1  حركة النهضة:1  الحركة الدستورية:1  الوعد الصادق:1  الحزب الجمهوري:1  حركة نداء تونس:1  
8,1,10,28,1,249,75,300,0,225,225,75,300,0,0,70,4,1,75,0,False,18,,0,0,1,0,2,1,0,0,0,0,1,3,0,0,0,1,0,0,0,4,1,0,3,0,0,1,3,0,17,15,13,2,0,0,0,0,1,1,0,حركة الشعب:  حركة النهضة:  
8,1,10,27,1,304,198,400,0,202,202,198,400,0,0,177,19,2,198,0,False,"18,15","20,30",0,1,5,0,9,1,0,1,1,1,1,3,0,0,0,1,5,3,0,9,0,1,1,0,0,1,1,0,60,5,53,5,2,0,1,0,0,3,3,حركة النهضة:  حركة نداء تونس:2  حركة الشعب:  
8,1,10,26,1,424,171,500,1,328,329,171,500,0,0,139,27,5,171,0,False,18,"19,30",0,2,5,1,7,0,2,1,1,1,0,5,0,1,2,3,5,1,2,1,0,0,0,1,1,1,3,1,53,4,27,4,1,2,0,0,0,0,1,حركة النهضة:  حركة نداء تونس:  حركة الشعب:  الاتحاد الوطني الحر:  
8,1,9,25,1,372,195,400,1,204,205,195,400,0,0,170,14,11,195,0,False,"18,10",,0,0,4,1,0,0,0,1,1,0,0,1,1,1,9,0,7,5,1,3,1,2,6,0,3,1,2,0,29,39,43,3,2,1,2,0,0,1,0,حركة النهضة:  حركة نداء تونس:  السلام:  
8,1,8,24,1,505,312,594,0,82,82,312,394,200,0,284,17,11,312,0,True,19,"21,55",1,1,2,0,3,0,0,0,2,1,1,0,0,0,7,1,15,5,1,29,0,2,13,0,2,0,2,0,40,28,115,1,0,1,3,3,3,2,0,حركة الشعب:  حركة النهضة:  الاتحاد الوطني الحر:  الجبهة الشعبية:  السلام:  
8,1,8,22,2,323,150,400,0,250,250,150,400,0,0,147,0,3,150,0,False,1817,1930,0,0,3,0,1,0,0,2,0,0,0,1,5,0,5,0,18,2,0,6,0,0,5,0,0,0,4,0,11,24,53,1,1,2,0,3,0,0,0,حركة نداء تونس:1  التكتل من اجل العمل والحريات:1  حركة النهضة:1  السلام:1  
8,1,8,22,1,324,225,391,2,165,167,224,391,0,1,196,19,9,224,0,False,18.00,20.00,0,0,2,3,0,0,1,0,1,1,2,4,6,1,5,1,18,5,2,6,0,1,6,1,1,0,5,1,30,20,58,3,1,2,2,3,1,1,1,حركة نداء تونس:1  حركة النهضة:1  
8,1,8,21,1,439,206,500,2,292,294,206,500,0,0,188,16,2,206,0,False,19.00,20.30,0,2,2,2,2,0,0,0,3,3,0,1,0,1,1,2,4,1,1,4,1,1,6,0,3,0,3,2,68,14,40,3,3,2,1,3,1,6,2,حركة نداء تونس:2  حركة النهضة:1  
8,1,8,20,4,498,218,600,2,381,383,217,600,0,1,207,1,9,217,0,True,18.14,19.40,0,3,9,1,0,0,0,0,1,0,0,0,1,0,12,1,20,1,0,20,1,3,3,0,0,0,1,0,16,24,80,1,0,0,1,4,2,2,0,حركة نداء تونس:1  حركة النهضة:1  
8,1,8,20,3,498,263,600,0,337,337,263,600,0,0,252,10,1,263,0,True,1835,2020,0,0,1,0,0,0,1,0,1,1,0,3,1,0,7,0,43,1,2,11,0,7,19,0,0,0,3,2,20,25,98,1,2,0,0,4,1,2,0,حركة نداء تونس:1  حركة النهضة:1  السلام:1  
8,1,8,20,2,498,383,600,2,215,217,383,600,0,0,361,18,4,383,0,True,18:00,21:20,0,0,8,0,3,1,1,0,0,1,1,3,1,1,21,2,52,1,3,15,2,2,16,0,1,1,2,0,38,51,115,6,1,0,0,8,1,3,0,الجبهة الشعبية:  حركة الشعب:  حركة النهضة:  حركة نداء تونس:  التكتل من اجل العمل والحريات:  
8,1,8,20,1,498,364,600,0,236,236,364,600,0,0,315,16,33,364,0,False,18:27,19:39,1,2,8,1,4,0,1,0,1,2,0,8,2,4,11,0,23,2,1,14,0,3,11,0,2,0,3,3,30,38,120,4,0,1,1,9,4,1,0,حركة الشعب:  حركة النهضة:  حركة نداء تونس:  
8,1,7,19,1,165,109,200,0,91,91,109,200,0,0,95,7,7,109,0,True,18:00,20:00,0,2,1,3,2,0,0,0,0,0,0,5,0,2,3,2,0,2,2,0,0,0,0,0,1,0,1,1,2,13,44,2,2,2,2,1,0,0,0,حركة نداء تونس:  حركة النهضة:  
8,1,6,17,1,320,166,396,4,226,230,166,396,0,0,154,10,2,166,0,False,1800,1950,1,0,0,0,1,0,0,0,4,0,0,6,2,0,4,0,1,4,0,3,0,1,0,0,1,0,0,0,0,47,67,1,0,2,2,1,4,0,2,حركة نداء تونس:1  السلام:1  
8,1,5,16,1,108,57,200,0,143,143,57,200,0,0,54,1,2,57,0,True,18:05,19:10,0,1,0,0,0,2,0,0,0,2,1,0,0,0,2,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1,33,2,1,0,1,0,0,2,0,حركة نداء تونس:  حركة النهضة:  
8,1,5,15,1,132,59,200,0,141,141,59,200,0,0,56,3,0,59,0,True,16:06,00:19,0,1,1,1,0,1,0,0,1,0,0,0,7,1,1,1,2,1,1,1,1,0,0,0,0,0,1,0,0,1,29,2,0,0,1,0,0,1,0,السلام:  حركة نداء تونس:  حركة النهضة:  
8,1,4,14,1,187,88,300,0,212,212,88,300,0,0,71,17,0,88,0,False,18:22,19:30,0,0,0,0,1,0,1,0,0,0,0,0,1,2,4,0,4,0,0,7,0,0,3,0,0,0,1,0,0,9,34,1,0,0,0,1,1,1,0,حركة نداء تونس:2  حركة النهضة:1  
8,1,4,13,1,304,169,400,0,232,232,169,401,1,0,145,18,6,169,0,False,18:45,20:12,0,1,1,0,1,0,0,0,0,0,0,1,0,1,2,5,1,1,1,27,0,0,0,0,1,0,1,0,4,7,80,4,1,0,3,0,0,2,0,حركة نداء تونس:1  حركة النهضة:1  
8,1,4,12,1,164,78,200,0,122,122,78,200,0,0,72,4,2,78,0,True,18:06,19:30,0,1,1,1,0,0,0,0,2,1,0,1,0,1,1,1,5,2,1,6,0,0,0,0,1,0,1,1,2,4,27,0,0,0,1,6,2,3,0,
8,1,3,11,1,92,42,200,0,158,158,42,200,0,0,33,3,6,42,0,True,1820,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,2,0,2,0,0,0,0,0,0,4,2,17,0,0,0,0,0,1,0,0,حركة نداء تونس:1  حركة النهضة:1  
8,1,3,10,1,119,38,200,1,161,162,38,200,0,0,36,2,0,38,0,True,19:00,19:50,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,1,0,1,0,0,2,20,1,0,0,2,0,0,0,0,حركة نداء تونس:2  
8,1,3,9,1,126,63,200,2,135,137,63,200,0,0,58,4,1,63,0,True,1815,1845,0,0,4,0,4,0,0,0,1,1,0,0,0,0,1,0,0,1,0,6,0,0,2,0,0,0,0,2,12,1,22,0,0,0,1,0,0,0,0,السلام:1  حركة نداء تونس:1  حركة النهضة:1  
8,1,3,8,1,71,32,100,0,68,68,32,100,0,0,30,1,1,32,0,True,1800,1850,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,2,0,0,1,0,0,0,0,0,1,2,12,1,1,0,0,1,0,0,0,حركة نداء تونس:1  حركة النهضة:1  
8,1,3,7,1,217,131,300,0,169,169,131,300,0,0,112,17,2,131,0,False,1815,1930,0,1,6,0,2,2,1,0,2,0,1,0,1,2,1,2,1,1,0,8,0,0,4,1,0,0,1,0,3,6,57,1,1,1,3,0,3,0,0,السلام:1  حركة نداء تونس:2  حركة النهضة:1  
8,1,2,6,1,50,30,100,0,70,70,30,100,0,0,26,3,1,30,0,True,18:09,19:38,0,0,1,0,0,0,1,0,1,1,0,6,0,0,1,0,0,1,0,1,1,0,2,1,0,0,0,0,1,4,2,0,0,0,1,0,0,1,0,
8,1,2,5,1,397,173,500,0,327,327,173,500,0,0,149,17,7,173,0,True,1800,1910,0,0,1,0,0,0,0,0,1,1,1,4,0,0,7,0,1,3,0,9,0,3,12,1,1,0,2,0,5,7,81,3,0,1,3,0,0,2,0,السلام:1  حركة نداء تونس:1  حركة النهضة:1  
8,1,2,4,1,462,149,500,1,350,351,149,500,0,0,138,10,1,149,0,False,1830,1930,0,0,11,0,3,0,3,0,2,2,2,3,10,2,12,0,2,2,0,7,1,2,13,0,0,0,4,0,5,27,21,2,0,0,0,1,2,0,1,حركة النهضة:1  السلام:1  
8,1,1,3,1,130,42,200,0,158,158,42,200,0,0,35,6,1,42,0,True,1800,1830,0,0,7,0,0,0,1,0,0,0,1,1,7,0,2,0,1,0,1,1,0,0,0,0,0,0,1,0,2,2,7,0,0,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  السلام:1  
8,1,1,2,1,369,122,400,0,278,278,122,400,0,0,100,17,5,122,0,False,18:00,20:00,0,0,1,0,3,0,0,0,0,2,0,1,2,1,29,2,2,1,0,0,1,0,7,0,2,1,3,0,7,3,26,1,1,0,1,0,1,1,1,حركة نداء تونس:2  حركة النهضة:1  
8,1,1,1,1,269,99,300,0,201,201,99,300,0,0,87,8,4,99,0,False,1802,1912,0,0,8,0,4,0,1,0,1,0,0,3,1,0,1,0,1,1,0,3,0,1,19,0,0,0,3,0,8,16,11,0,0,1,1,2,0,1,0,السلام:1  حركة نداء تونس:1  
8,11,10,192,1,189,130,300,0,169,169,131,300,0,1,121,3,7,131,0,False,18h,,0,0,41,0,1,0,0,0,0,1,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,50,12,0,0,0,0,0,2,1,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
8,11,10,190,1,110,62,200,0,138,138,62,200,0,0,56,3,3,62,0,False,1820,1930,0,0,7,1,0,0,0,1,0,0,0,5,6,0,3,0,0,1,0,0,0,2,0,0,0,0,2,0,0,19,5,0,2,0,1,0,1,0,0,:  
8,11,10,189,1,249,153,302,2,147,149,153,302,0,0,139,13,1,153,0,True,"18,20",20,0,1,9,0,2,0,2,0,1,0,1,2,6,0,12,0,0,6,0,2,1,0,1,0,2,0,1,2,1,22,56,3,0,0,0,2,1,3,0,حركة النهضة:  حركة نداء تونس:  
8,11,9,188,1,141,77,200,0,123,123,77,200,0,0,74,2,1,77,0,False,18,"19,15",0,0,3,0,0,2,0,0,0,1,1,5,7,2,11,3,1,0,0,2,0,0,3,0,0,1,1,0,2,11,15,0,0,1,1,0,0,1,0,حركة النهضة:  الاتحاد الوطني الحر:  
8,11,9,187,1,539,312,600,0,288,288,312,600,0,0,287,18,7,312,0,True,18h39,21h,2,1,82,0,1,0,0,2,0,1,0,14,5,4,18,0,1,4,0,3,2,2,4,2,0,1,6,1,1,39,77,3,2,1,4,3,0,0,1,الاتحاد الوطني الحر:1  حركة النهضة:1  
8,11,8,186,1,306,180,396,0,216,216,180,396,0,0,158,8,14,180,0,True,18h00,20h30,2,2,15,0,2,2,1,0,1,1,2,5,3,2,8,0,1,8,3,5,0,1,0,1,0,0,3,1,1,31,37,1,2,1,2,12,0,2,0,الاتحاد الوطني الحر:1  حركة النهضة:1  الحزب الجمهوري:1  الجبهة الشعبية:1  
8,11,7,185,1,120,52,200,0,148,148,52,200,0,0,49,2,1,52,0,True,18.08,19.05,1,0,6,0,0,0,0,1,0,1,0,0,7,1,2,0,1,3,0,1,0,1,1,0,0,0,3,1,0,4,13,2,0,0,0,0,0,0,0,حركة النهضة:  
8,11,7,184,1,429,210,500,0,290,290,210,500,0,0,187,8,15,210,0,False,18.11,20.30,3,0,21,3,1,0,2,0,2,0,0,13,11,1,4,1,3,40,1,3,1,1,2,0,1,2,3,5,0,30,14,1,1,8,1,3,2,3,0,التكتل من اجل العمل والحريات:  الجبهة الشعبية:  الاتحاد الوطني الحر:  حركة النهضة:  :  
8,11,6,183,1,137,80,300,0,220,220,80,300,0,0,69,3,8,80,0,False,18h,18h55,0,0,2,0,0,0,0,1,1,2,0,1,8,0,0,0,1,0,1,2,3,0,0,0,1,0,0,0,0,8,22,0,1,0,0,12,1,2,0,التكتل من اجل العمل والحريات:1  
8,11,6,182,1,372,186,400,1,213,214,186,400,0,0,173,8,5,186,0,False,1800,2015,0,0,2,0,1,2,1,0,0,4,0,6,3,0,2,0,6,3,0,1,2,0,2,0,2,0,2,3,3,83,17,1,4,1,0,3,2,4,1,حركة النهضة:1  الجبهة الشعبية:1  
8,11,5,181,1,206,135,300,0,165,165,135,300,0,0,120,7,8,135,0,True,1820,1958,0,0,7,0,0,0,0,0,1,0,0,4,1,2,6,0,0,33,0,0,0,1,0,0,0,0,1,2,0,43,18,1,0,0,0,0,0,0,0,:  
8,11,5,180,1,359,209,400,0,191,191,200,400,0,0,183,26,0,209,0,True,1800,2015,0,1,41,0,1,0,1,2,0,2,0,18,19,0,6,0,1,34,0,1,1,2,0,0,1,0,3,0,1,27,4,0,1,7,2,2,2,2,1,الاتحاد الوطني الحر:1  حركة النهضة:1  التكتل من اجل العمل والحريات:1  
8,11,4,179,1,240,144,300,0,156,156,144,300,0,0,130,10,4,144,0,True,1822,2027,0,1,15,1,0,3,0,0,1,2,1,17,8,0,10,1,0,4,5,1,2,1,2,3,0,0,1,1,3,14,18,1,1,1,7,0,2,3,0,حركة النهضة:  حركة نداء تونس:  الجبهة الشعبية:  
8,11,4,178,1,282,173,400,0,227,227,173,400,0,0,156,5,12,173,0,False,1830,1900,0,1,6,1,2,0,2,0,0,0,0,6,23,1,27,1,1,2,2,4,2,1,1,3,0,0,1,0,6,28,20,2,0,0,5,4,2,1,1,حركة النهضة:1  حركة نداء تونس:1  التكتل من اجل العمل والحريات:1  الجبهة الشعبية:1  
8,11,4,177,1,108,62,200,0,138,138,62,200,0,0,55,5,2,62,0,False,18h20,19h38,0,1,15,1,0,0,0,0,1,0,0,1,5,0,5,0,1,1,1,0,0,0,0,1,0,0,3,0,1,4,6,0,0,0,5,1,0,1,1,الاتحاد الوطني الحر:1  حركة النهضة:1  الجبهة الشعبية:1  
8,11,3,176,1,159,89,200,0,111,111,89,200,0,0,81,6,2,89,0,True,18h05,19h07,0,0,1,0,0,1,0,0,1,0,0,2,7,0,5,0,0,1,0,1,0,1,0,0,1,0,0,0,1,42,13,0,0,0,1,1,1,1,0,حركة النهضة:1  التكتل من اجل العمل والحريات:1  
8,11,2,174,2,434,237,496,0,258,258,238,496,0,1,224,11,3,238,0,True,19h05,20h30,0,1,14,0,0,0,0,0,0,0,0,43,15,0,14,10,3,3,0,4,1,1,2,2,0,0,0,0,3,47,34,0,0,2,13,8,2,2,0,حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  ما يرده الشعب:1  السلام:1  التكتل من اجل العمل والحريات:1  
8,11,2,174,1,435,330,500,4,166,170,330,500,0,0,282,27,21,330,0,True,1850,2148,1,4,22,1,1,1,0,0,2,1,3,34,30,3,17,5,8,1,4,5,1,0,7,1,2,1,3,1,1,55,30,1,2,0,12,13,1,6,2,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  التكتل من اجل العمل والحريات:1  الجبهة الشعبية:1  
8,11,1,173,2,419,221,500,0,279,279,221,500,0,0,212,2,7,221,0,False,18.00,20.00,0,0,14,0,0,1,1,0,0,0,2,17,33,2,18,1,0,2,0,3,0,1,4,0,0,0,0,0,2,50,40,1,0,0,1,17,0,2,0,حركة نداء تونس:  التكتل من اجل العمل والحريات:  الحزب الجمهوري:  
8,11,1,173,1,419,310,500,0,190,191,310,500,0,0,265,8,37,310,0,True,18.15,21.25,0,0,6,1,0,1,0,0,1,0,3,11,32,0,22,3,3,10,0,9,2,1,3,1,0,0,3,0,3,63,44,6,1,0,4,28,1,3,0,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  السلام:1  حركة النهضة:1  التكتل من اجل العمل والحريات:1  
8,11,1,172,3,474,253,500,0,247,247,253,500,0,0,243,5,5,253,0,True,18h20,20h45,0,0,14,0,0,0,0,1,1,1,0,22,40,2,14,2,2,2,0,3,0,2,4,0,0,0,0,0,1,56,48,0,0,1,6,20,0,1,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  التكتل من اجل العمل والحريات:1  الجبهة الشعبية:1  
8,11,1,172,2,476,342,600,3,254,257,342,599,1,0,326,9,7,342,0,False,18.00,20.30,0,2,15,2,0,0,0,0,2,1,1,22,46,2,14,2,3,6,0,10,1,4,4,0,0,0,2,2,2,83,66,1,0,0,10,21,0,2,0,حركة نداء تونس:1  حركة النهضة:1  التكتل من اجل العمل والحريات:1  
8,11,1,172,1,476,371,700,0,329,329,371,700,0,0,343,21,7,371,0,True,19h,20h30,2,0,3,4,3,1,4,1,1,0,2,17,39,0,25,2,4,7,1,8,0,2,9,0,0,0,2,0,3,66,97,0,0,2,2,30,0,6,0,حركة النهضة:1  حركة نداء تونس:1  التكتل من اجل العمل والحريات:1  
8,11,1,171,5,492,283,600,2,315,317,283,600,0,0,276,3,4,283,0,True,18.15,21.00,0,1,19,0,2,0,0,0,0,0,0,5,55,4,31,0,0,11,0,3,0,1,1,1,0,0,1,0,1,69,53,0,0,0,1,14,0,3,0,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  التكتل من اجل العمل والحريات:1  
8,11,1,171,4,493,322,600,1,271,272,322,594,6,0,309,9,4,322,0,True,18:00,21:00,1,2,14,0,2,1,0,0,0,0,0,10,62,4,16,2,0,3,0,2,0,1,4,0,1,0,0,0,2,65,71,1,1,0,5,35,0,4,0,حركة نداء تونس:  التكتل من اجل العمل والحريات:  حركة النهضة:  
8,11,1,171,3,493,400,600,4,193,197,400,597,3,0,393,6,1,400,0,True,18,"21,15",0,1,14,0,2,1,0,1,0,2,0,12,75,3,34,0,2,8,1,0,1,1,0,0,0,0,0,0,2,110,77,0,0,0,6,34,1,4,0,التكتل من اجل العمل والحريات:  الجبهة الشعبية:  حركة نداء تونس:  حركة النهضة:  
8,11,1,171,2,493,392,600,3,205,208,392,600,0,0,374,11,7,392,0,True,18h22,20h45,1,1,6,1,1,0,1,0,1,1,0,10,72,1,29,1,2,10,0,3,0,0,6,0,0,0,1,0,0,93,91,1,0,0,5,34,1,1,0,حركة النهضة:1  حركة نداء تونس:1  التكتل من اجل العمل والحريات:1  
8,11,1,171,1,493,381,600,0,219,219,381,600,0,0,350,13,18,381,0,False,18h15,20h05,0,1,8,2,4,1,0,1,0,1,0,4,51,1,9,1,1,7,1,4,0,0,0,1,0,2,0,1,1,73,112,1,0,2,2,50,0,8,0,حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  التكتل من اجل العمل والحريات:1  
8,11,1,170,3,480,262,600,11,327,338,262,600,0,0,251,4,7,262,0,True,18h35,20h09,0,0,11,0,0,0,0,0,1,1,0,52,28,0,16,3,5,5,0,1,0,2,2,0,0,0,3,0,0,42,48,0,0,0,11,17,2,1,0,حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  السلام:1  التكتل من اجل العمل والحريات:1  
8,11,1,170,2,482,370,600,3,227,230,370,600,0,0,355,6,9,370,0,True,18.28,20.43,0,1,12,2,1,1,0,0,0,2,1,38,45,1,30,3,7,6,0,3,1,1,1,0,3,1,1,0,1,74,64,1,0,0,24,23,3,4,0,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  التكتل من اجل العمل والحريات:1  
8,11,1,170,1,482,352,600,1,247,248,352,600,0,0,301,46,5,352,0,True,1820,2040,0,4,12,1,3,5,2,1,2,3,0,23,27,2,23,1,5,1,0,0,0,1,0,1,2,0,3,2,2,58,72,2,4,1,15,20,0,3,0,السلام:1  الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  التكتل من اجل العمل والحريات:1  
8,3,7,55,1,399,268,500,0,232,232,268,500,0,0,242,15,11,268,0,False,1830,2003,1,1,11,0,2,0,2,1,0,1,0,3,2,5,8,0,1,10,0,7,0,0,2,0,2,0,2,2,2,35,133,3,0,0,0,0,3,2,1,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  
