circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, الإصلاح والتنمية,آفاق تونس,الاتحاد الوطني الحر,الاحرار,الارض,الازدهار,الامل في الحياة,البديل للتشغيل والعدالة والاجتماعية,التحالف الديمقراطي,التحدي,التشغيل والتنمية,التشغيل والكرامة,التكتل من اجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الحركة الدستورية,الحزب الاشتراكي,الحزب الجمهوري,الربيع العربي,السلام,اللقاء الدستوري,المؤتمر من أجل الجمهورية,المبادرة,النور للديمقراطية والتنمية,الوعد الصادق,الوفاء لمشروع الشهيد,تيار المحبة,حركة الجمهورية,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الامان,شباب بلادي,صوت الفلاحين,صوت المستقبل,صوت شعب تونس,ما يرده الشعب,من اجل تحقيق سلطة الشعب,observers
8,3,7,54,1,142,90,200,0,110,110,90,200,0,0,84,5,1,90,0,True,18.25,20.03,0,2,5,0,0,1,0,0,1,1,0,1,6,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,2,14,37,2,1,0,0,0,0,3,1,حركة نداء تونس:2  حركة النهضة:1  
8,3,7,53,1,200,140,300,1,159,160,140,300,0,0,121,11,8,140,0,False,1815,1920,0,1,5,0,2,0,0,0,1,0,0,3,0,1,3,4,1,2,0,4,0,1,0,0,0,0,0,1,2,9,77,1,0,1,1,0,1,0,0,حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  حركة الجمهورية:1  
8,3,6,52,1,329,237,400,0,163,163,237,400,0,0,223,6,8,237,0,True,1851,2045,0,0,16,0,2,0,2,0,1,1,2,3,2,3,7,3,0,3,0,2,1,0,1,1,1,1,1,1,1,28,132,3,0,0,1,0,2,1,1,الاتحاد الوطني الحر:2  حركة نداء تونس:1  حركة النهضة:2  
8,3,6,51,1,151,96,200,0,104,104,96,200,0,0,83,11,2,96,0,True,18.54,19.43,0,1,8,0,0,0,0,0,0,0,0,2,1,1,6,1,0,1,0,3,0,0,1,0,1,0,1,0,0,11,43,0,0,0,1,0,1,0,0,حركة نداء تونس:1  حركة النهضة:1  
8,3,6,50,2,340,196,400,0,204,204,196,400,0,0,194,2,0,196,0,False,18.00,20.15,0,3,18,0,0,0,0,1,0,0,0,0,0,1,14,0,0,30,0,0,3,1,0,0,0,0,0,0,0,25,95,0,1,1,0,0,0,1,0,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  
8,3,6,50,1,341,266,390,0,124,124,266,390,0,0,242,20,4,266,0,False,18.12,19.51,0,2,7,0,1,0,3,0,5,0,1,5,1,1,13,3,2,15,1,4,0,1,1,0,0,3,0,0,1,34,127,5,0,0,0,0,2,4,0,الحزب الجمهوري:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
8,3,5,49,1,49,30,100,0,70,70,30,100,0,0,30,0,0,30,0,True,1830,1947,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,20,0,1,0,0,0,0,0,0,حركة نداء تونس:1  
8,3,5,48,1,163,88,200,3,109,112,88,200,0,0,78,4,6,88,0,False,1825,1951,0,2,5,0,0,0,0,0,0,3,1,4,0,1,1,2,0,1,0,1,0,1,2,1,0,0,0,0,0,7,41,2,0,1,1,1,0,0,0,حركة نداء تونس:1  حركة النهضة:1  
8,3,5,47,1,88,56,100,0,44,44,56,100,0,0,49,6,1,56,0,False,1800,1930,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,12,29,0,0,0,0,0,3,0,0,حركة النهضة:1  حركة نداء تونس:2  الاتحاد الوطني الحر:1  
8,3,5,46,1,260,196,300,0,104,104,196,300,0,0,175,17,4,196,0,False,18h15,20h15,0,0,1,1,1,0,0,0,2,0,0,1,0,2,4,1,1,1,0,7,0,1,0,0,2,0,2,0,2,20,122,2,0,0,1,0,0,1,0,الاتحاد الوطني الحر:1  حركة النهضة:2  حركة نداء تونس:2  الحزب الجمهوري:1  
8,3,4,45,2,368,149,400,1,250,251,149,400,0,0,131,18,0,149,0,False,18h18,19h15,1,0,22,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,34,64,1,0,0,0,0,0,2,0,حركة النهضة:1  حركة نداء تونس:1  
8,3,4,45,1,369,230,400,2,168,170,230,400,0,0,204,14,12,230,0,False,18h10,19h50,2,2,23,1,1,0,2,0,3,1,0,3,0,3,2,3,2,5,0,3,0,1,0,1,0,2,2,0,4,49,78,3,2,1,2,0,1,1,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  :1  
8,3,3,44,1,231,144,300,0,156,156,144,300,0,0,137,5,2,144,0,False,18h15,19h42,1,0,14,1,0,0,1,0,2,2,0,3,2,0,12,0,1,1,0,3,1,0,4,1,3,0,4,0,0,10,59,1,1,1,5,0,2,1,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  الحركة الدستورية:1  
8,3,3,43,1,79,49,100,0,51,51,49,100,0,0,45,2,2,49,0,False,18h,,0,1,3,0,0,0,0,0,0,0,0,0,5,0,2,1,1,1,0,1,0,0,0,1,0,0,0,1,1,2,24,0,1,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
8,3,3,42,2,313,177,400,0,223,223,177,400,0,0,169,7,1,177,0,False,18h,19h53,0,0,7,0,0,0,0,0,0,0,0,0,0,0,13,2,0,19,0,4,3,0,1,0,0,0,12,0,2,30,73,1,1,0,0,0,0,1,0,حركة النهضة:1  حركة نداء تونس:1  
8,3,3,42,1,314,222,400,0,178,178,222,400,0,0,194,27,1,222,0,True,1830,,0,1,8,2,1,2,1,0,1,3,0,3,1,2,3,4,1,15,0,5,1,0,2,0,2,2,5,0,2,25,85,6,1,3,0,0,4,2,1,حركة النهضة:1  حركة نداء تونس:2  الاتحاد الوطني الحر:1  
8,3,2,41,2,513,299,600,0,301,301,299,600,0,0,283,9,7,299,0,False,1815,,0,0,35,0,0,0,1,0,0,0,0,2,1,4,23,1,6,3,0,0,0,3,0,0,0,0,1,2,2,71,122,3,0,0,2,0,0,1,0,الامل في الحياة:1  الجبهة الشعبية:1  الحركة الدستورية:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
8,3,2,41,1,513,406,600,0,196,196,406,602,2,0,375,22,9,406,0,True,1930,2130,2,1,23,0,2,1,2,0,1,0,3,1,2,4,21,3,4,5,1,12,1,2,1,2,1,0,6,6,5,70,173,1,3,2,3,1,2,2,0,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  
8,3,1,40,1,122,181,200,0,119,119,81,200,0,0,72,6,3,81,0,True,1822,1913,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,5,1,0,0,1,2,0,0,0,1,1,37,2,0,1,0,0,2,0,1,حركة النهضة:2  الاتحاد الوطني الحر:1  حركة نداء تونس:2  
8,3,1,39,4,461,262,500,0,238,238,262,500,0,0,255,5,2,262,0,True,1818,1935,0,1,38,0,0,0,4,0,1,0,1,0,2,3,25,2,0,5,0,1,2,5,3,0,0,0,0,0,1,59,100,2,0,0,0,0,0,0,0,الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
8,3,1,39,3,462,308,499,1,190,191,308,499,0,0,303,3,2,308,0,True,1820,,0,2,27,0,0,2,2,0,2,1,0,1,1,2,41,3,0,10,0,4,1,4,2,0,0,0,2,0,3,62,126,1,0,0,2,0,1,1,0,حركة نداء تونس:2  الامل في الحياة:1  حركة النهضة:1  الجبهة الشعبية:  
8,3,1,39,2,462,357,500,3,140,143,357,500,0,0,336,18,3,357,0,True,1809,2100,1,1,27,1,3,0,4,0,1,1,0,3,2,0,29,3,3,5,0,7,2,4,3,1,0,1,1,1,4,70,149,2,0,0,3,2,1,0,1,حركة نداء تونس:1  الحركة الدستورية:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  حركة النهضة:1  
8,3,1,39,1,462,356,500,1,142,143,356,499,1,0,305,19,32,356,0,False,18.30,22.10,1,2,12,2,4,0,3,1,1,0,0,3,2,1,18,2,2,3,2,6,2,1,3,2,1,3,2,1,4,57,149,4,0,0,0,1,5,5,0,حركة نداء تونس:1  
8,3,1,38,3,559,316,592,0,276,276,316,592,0,0,303,8,5,316,0,False,1900,2112,0,2,35,0,0,2,3,0,0,0,0,1,2,5,29,4,1,7,0,0,0,1,2,0,0,0,1,0,1,70,133,0,0,1,1,0,0,2,0,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
8,3,1,38,2,560,424,596,2,170,172,424,596,0,0,407,14,3,424,0,True,19.00,22.00,0,1,36,0,1,0,2,0,8,1,2,3,7,1,54,5,0,9,0,0,2,1,3,0,3,1,0,0,3,98,161,0,0,1,0,1,0,1,2,الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  الحركة الدستورية:1  
8,3,1,38,1,560,408,604,8,188,196,408,604,0,0,358,25,25,408,0,True,1828,2108,2,2,19,2,3,5,1,2,2,1,0,5,4,2,31,5,1,3,0,12,3,0,4,1,3,0,5,1,1,69,155,3,0,0,1,3,3,1,3,حركة النهضة:1  الامل في الحياة:1  حركة نداء تونس:1  الجبهة الشعبية:1  الحزب الجمهوري:1  
8,10,9,169,1,243,116,300,0,184,184,116,300,0,0,102,12,2,116,0,True,18.39,20.20,1,1,2,0,0,0,0,0,0,0,1,5,1,0,2,1,0,1,0,3,1,0,1,0,0,0,2,0,1,27,39,3,2,2,2,0,1,3,0,حركة النهضة:2  حركة نداء تونس:2  
8,10,9,168,1,208,78,300,0,222,222,78,300,0,0,70,3,5,78,0,True,"18,30","19,15",0,0,4,1,2,1,1,0,1,0,0,1,1,1,2,0,1,2,0,1,0,1,0,0,1,0,3,1,1,27,15,0,0,1,0,1,0,0,0,حركة النهضة:  
8,10,8,167,1,168,90,200,2,108,110,90,200,0,0,83,2,5,90,0,True,18.15,19.15,0,0,16,0,1,1,0,1,1,2,1,2,9,1,3,1,2,0,0,0,0,1,2,0,2,0,7,1,2,11,10,1,0,0,1,2,2,0,0,حركة نداء تونس:1  تيار المحبة:1  حركة النهضة:1  
8,10,8,166,1,406,184,500,0,316,316,184,500,0,0,159,15,10,184,0,False,"18,25","20,35",1,1,15,0,1,0,1,1,4,1,0,5,15,0,4,2,2,7,1,0,3,0,2,7,0,1,4,14,2,38,16,1,2,2,0,1,2,1,2,حركة الجمهورية:  الاتحاد الوطني الحر:  حركة النهضة:2  حركة نداء تونس:2  
8,10,7,165,1,314,171,400,5,224,229,171,400,0,0,132,33,6,171,0,True,"18,30","20,12",0,1,13,2,3,2,0,0,0,0,2,3,2,1,4,1,3,5,0,4,0,2,1,2,0,3,2,0,2,20,42,3,0,1,1,1,1,4,1,الحزب الجمهوري:  الجبهة الشعبية:  حركة النهضة:  حركة نداء تونس:  الاتحاد الوطني الحر:  
8,10,7,164,1,315,140,400,0,260,0,140,140,260,0,122,16,2,140,0,True,18.20,20.30,0,1,7,1,1,0,1,0,2,0,0,4,5,0,16,1,0,3,1,1,2,2,12,1,2,0,1,0,0,35,20,0,1,0,0,1,1,0,0,حركة النهضة:  
8,10,6,163,1,585,275,700,0,425,425,275,700,0,0,252,12,11,275,0,True,18.20,20.30,0,0,18,0,2,0,2,1,1,0,1,4,1,2,2,2,1,17,1,9,2,0,3,0,4,0,6,3,1,63,98,2,2,0,1,1,2,0,0,حركة نداء تونس:  الحزب الجمهوري:  حركة النهضة:  
8,10,5,162,2,347,121,279,0,279,279,121,400,0,0,121,10,0,121,0,True,1805,1938,0,1,15,0,0,0,4,0,1,0,0,2,3,2,5,1,1,3,0,0,0,0,0,2,1,0,1,0,0,11,51,2,1,0,0,1,3,0,0,حركة النهضة:  حركة نداء تونس:  
8,10,5,162,1,347,217,400,1,182,183,217,400,0,0,195,20,2,217,0,True,18.10,20.27,2,2,15,2,1,0,7,1,3,0,1,3,7,2,4,4,2,4,0,5,2,0,1,4,2,3,2,3,1,19,84,1,0,0,1,1,2,2,2,حركة النهضة:  الحزب الجمهوري:  حركة نداء تونس:  الاتحاد الوطني الحر:  
8,10,4,161,1,599,325,684,7,352,359,325,684,0,0,288,34,3,325,0,True,18.20,2125,2,2,15,2,1,0,1,1,0,1,1,11,3,8,60,7,2,26,0,3,7,1,1,2,0,2,1,1,0,39,53,2,0,6,0,11,3,10,3,الحزب الجمهوري:  حركة نداء تونس:  حركة النهضة:  الحزب الجمهوري:  
8,10,3,160,1,102,46,200,7,147,154,46,200,0,0,40,3,3,46,0,True,18.33,19.55,0,1,4,0,0,1,0,0,0,0,1,4,0,0,2,1,1,2,0,0,0,2,3,1,0,0,0,1,0,5,8,2,0,0,0,0,0,1,0,حركة النهضة:  الحزب الجمهوري:  الحزب الجمهوري:  الاتحاد الوطني الحر:  
8,10,3,159,1,353,176,403,2,225,227,174,401,0,2,148,8,18,174,0,True,1850,2147,0,1,5,1,1,2,0,0,2,0,0,4,4,0,27,0,0,6,1,0,3,0,1,8,0,0,1,2,2,43,23,3,0,0,2,1,2,2,0,حركة النهضة:1  الحزب الجمهوري:1  التكتل من اجل العمل والحريات:1  الاتحاد الوطني الحر:1  
8,10,2,158,1,439,254,500,0,246,246,254,500,0,0,224,8,22,254,0,True,18.00,19.52,0,0,27,1,0,2,0,2,2,1,3,19,4,0,5,0,4,6,1,9,0,1,6,0,1,0,4,0,2,31,79,5,0,1,0,2,1,5,2,حركة النهضة:  حركة النهضة:  حركة نداء تونس:  حركة نداء تونس:  الاتحاد الوطني الحر:  
8,10,1,157,2,343,204,400,6,190,196,204,400,0,0,200,1,3,204,0,True,18.10,19.45,1,4,26,0,1,2,0,0,0,0,0,1,6,6,13,0,0,12,0,1,0,1,3,0,0,0,0,4,0,44,67,0,0,1,0,2,1,4,0,حركة نداء تونس:  الحزب الجمهوري:  التكتل من اجل العمل والحريات:  حركة النهضة:  الاتحاد الوطني الحر:  
8,10,1,157,1,343,263,400,3,137,140,260,400,0,3,237,16,7,260,0,True,1815,2039,0,2,20,0,0,0,1,1,4,0,0,1,18,4,11,1,0,10,0,4,2,1,3,0,0,0,1,3,0,53,82,0,1,1,0,6,3,4,0,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  ما يرده الشعب:1  
8,10,1,156,2,384,177,497,1,319,320,177,497,0,0,167,9,1,177,0,True,18.30,19.30,0,3,20,0,0,0,0,1,0,0,1,3,5,1,8,0,0,12,0,1,0,1,1,0,0,0,4,0,1,39,60,1,2,0,1,0,1,0,1,تيار المحبة:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:2  
8,10,1,156,1,384,266,500,12,222,234,266,500,0,0,229,28,9,266,0,True,1800,1951,0,3,20,0,0,1,0,1,3,1,0,3,6,1,7,3,3,4,1,7,2,1,2,1,4,0,5,0,1,138,97,2,1,1,2,3,1,4,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  تيار المحبة:1  الجبهة الشعبية:1  
8,9,6,155,1,252,138,300,1,163,164,138,202,98,0,127,2,9,138,0,True,18.30,20.15,0,0,4,0,1,2,2,0,1,5,0,3,1,0,7,0,0,13,2,2,0,3,1,0,1,0,3,1,1,11,44,3,2,2,1,0,6,4,1,الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  التكتل من اجل العمل والحريات:1  
8,9,6,154,1,458,303,484,9,172,181,303,484,0,0,264,36,3,303,0,False,18.00,20.15,0,1,39,0,3,0,9,0,6,4,0,3,2,1,7,2,1,10,1,7,3,6,4,0,1,1,3,3,1,48,85,2,0,3,2,0,3,3,0,الجبهة الشعبية:1  حركة نداء تونس:1  الامل في الحياة:1  
8,9,5,153,1,91,61,200,0,139,139,61,200,0,0,58,3,0,61,0,False,18.00,19.45,0,0,0,2,0,2,0,0,0,0,0,1,0,0,4,0,0,2,0,1,2,1,0,1,0,0,0,0,0,26,13,0,1,1,0,1,0,0,0,حركة نداء تونس:1  حركة النهضة:1  
8,9,5,152,1,343,205,400,0,197,197,203,400,0,2,181,16,6,203,0,False,18.00,21.30,0,1,11,0,1,1,13,0,4,1,0,0,0,3,28,0,1,3,0,3,1,7,1,0,1,2,1,4,1,11,73,2,0,4,2,0,1,0,0,
8,9,4,151,1,407,232,500,5,274,279,230,509,9,2,197,11,22,230,0,False,18.40,20.20,0,0,0,1,2,0,8,1,1,4,0,4,0,1,7,1,3,9,4,7,5,2,1,2,0,1,0,2,4,17,95,4,1,1,1,1,3,3,1,اللقاء الدستوري:  حركة نداء تونس:  حركة النهضة:  حركة نداء تونس:  
8,9,4,150,1,463,265,500,1,234,235,265,266,234,0,244,10,11,265,0,False,1900,,0,1,11,1,2,0,31,1,2,2,0,6,2,1,7,1,1,71,1,0,2,1,3,2,1,1,3,3,0,33,43,4,2,1,0,0,2,2,0,الحزب الجمهوري:  حركة نداء تونس:  حركة النهضة:  الامل في الحياة:  
8,9,4,149,1,74,37,100,0,63,0,37,37,63,0,33,3,1,37,0,True,06.01,19.00,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,1,0,0,5,0,0,0,1,6,9,0,1,0,0,0,1,0,0,حركة النهضة:  حركة نداء تونس:  
8,9,3,148,1,229,96,300,1,204,205,95,300,0,1,79,15,1,95,0,True,1820,2030,1,0,5,0,0,0,0,1,1,0,0,0,0,0,6,0,1,0,0,2,0,3,1,0,0,1,2,1,0,7,45,0,0,1,1,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
8,9,3,147,1,551,390,600,1,210,211,389,600,0,1,363,20,6,389,0,True,18.00,20.50,2,5,16,2,1,1,1,2,5,2,1,3,0,3,61,1,2,50,1,4,3,4,4,1,1,2,4,3,4,63,93,7,1,0,2,2,4,2,0,حركة نداء تونس:  حركة نداء تونس:  الحزب الجمهوري:  حركة النهضة:  
8,9,2,146,4,474,259,500,0,241,241,259,500,0,0,254,1,4,259,0,True,18.30,20.05,0,1,23,0,0,0,8,0,37,0,0,1,1,4,38,2,0,7,2,3,0,10,0,1,0,5,0,0,11,49,45,1,0,0,0,0,4,1,0,التحالف الديمقراطي:1  الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  
8,9,2,146,3,475,332,498,3,163,166,332,498,0,0,314,8,10,332,0,False,18.50,21.10,0,3,11,1,1,1,8,0,51,1,0,1,1,2,44,0,3,9,0,2,0,25,0,0,1,5,2,0,7,71,53,3,2,2,1,0,1,1,1,حركة نداء تونس:  التكتل من اجل العمل والحريات:  الجبهة الشعبية:  الوعد الصادق:  الوفاء لمشروع الشهيد:  
8,9,2,146,2,475,365,500,2,133,135,365,500,0,0,332,20,13,365,0,False,18.30,21.00,1,1,13,2,0,1,9,1,48,0,2,9,0,1,47,1,2,4,0,1,1,25,0,2,1,15,1,2,15,49,59,3,0,1,7,2,2,4,0,التحالف الديمقراطي:1  حركة الشعب:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  الوعد الصادق:1  حركة النهضة:1  
8,9,2,146,1,475,349,500,0,151,151,349,500,0,0,285,47,17,349,0,True,18.30,21.00,0,0,9,0,1,1,7,0,34,3,1,9,1,3,27,1,0,9,4,8,2,17,6,0,1,1,3,1,7,39,65,2,2,0,0,1,6,4,1,التحالف الديمقراطي:1  حركة الشعب:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
8,9,1,145,2,347,217,400,0,183,183,217,400,0,0,212,5,0,217,0,True,18.15,19.45,0,3,4,0,0,0,3,0,19,0,5,1,4,0,55,1,3,11,0,0,0,17,0,0,0,4,0,0,1,50,29,0,0,0,0,0,0,2,0,الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  التكتل من اجل العمل والحريات:1  
8,9,1,145,1,348,268,400,0,132,132,268,400,0,0,251,11,6,268,0,True,18.15,20.28,0,2,9,0,1,1,5,0,21,1,3,5,5,0,42,2,5,6,0,1,2,13,3,2,0,8,1,0,10,52,44,0,1,2,1,1,2,0,0,الاتحاد الوطني الحر:  حركة النهضة:  الجبهة الشعبية:  حركة نداء تونس:  
8,9,1,144,3,418,249,500,0,251,0,249,249,251,0,246,1,2,249,0,True,18.00,20.46,0,1,23,1,0,0,11,1,17,0,0,0,2,3,42,0,1,7,0,0,0,21,0,0,0,13,0,0,2,47,52,0,1,0,0,0,1,1,0,الاتحاد الوطني الحر:  حركة النهضة:  حركة نداء تونس:  الجبهة الشعبية:  
8,9,1,144,2,419,345,500,6,149,155,345,500,0,0,339,2,4,345,0,False,18.00,,0,3,16,2,1,1,13,0,41,0,1,1,1,2,48,0,1,9,0,2,2,15,0,0,0,16,2,0,4,81,70,1,1,1,0,1,1,2,0,التحالف الديمقراطي:1  الجبهة الشعبية:1  حركة الشعب:1  
8,9,1,144,1,419,319,500,1,181,182,318,500,0,0,288,22,8,318,0,True,18.00,21.30,0,1,9,1,1,0,12,0,22,5,1,7,4,1,28,3,2,7,2,5,2,11,1,0,0,22,3,2,2,41,82,3,0,1,1,0,3,3,0,الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  الامل في الحياة:1  التكتل من اجل العمل والحريات:1  
8,9,1,143,3,559,371,600,0,230,230,371,601,1,0,350,11,10,371,0,False,"18,45","23,07",0,1,21,0,0,0,9,0,22,1,6,1,7,2,79,0,4,18,1,0,0,20,1,0,0,10,2,1,4,66,65,1,1,1,0,0,0,6,0,التحالف الديمقراطي:  حركة النهضة:  حركة نداء تونس:  
8,9,1,143,2,561,462,600,1,137,138,462,600,0,0,448,7,7,462,0,False,1900,2115,0,0,12,0,1,0,18,2,36,1,7,2,1,1,97,3,2,12,0,2,2,23,4,0,1,8,2,3,9,122,67,4,1,2,0,0,2,1,0,حركة نداء تونس:1  حركة النهضة:1  حركة الشعب:1  التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  
8,9,1,143,1,561,409,600,5,186,191,408,599,1,1,335,43,30,408,0,True,1845,2100,2,2,10,2,5,2,16,1,17,3,3,5,4,3,45,2,5,10,1,7,3,12,2,0,2,9,3,2,5,56,72,2,4,3,4,2,5,3,1,الجبهة الشعبية:1  التكتل من اجل العمل والحريات:1  حركة نداء تونس:1  حركة النهضة:1  الامل في الحياة:1  
8,2,5,37,1,446,307,500,0,193,193,307,500,0,0,275,28,4,307,0,False,18.15,20.55,1,0,8,0,1,0,2,0,4,0,0,1,0,6,16,2,1,8,1,5,1,42,5,2,3,0,5,1,2,71,78,1,2,0,2,0,2,2,0,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
8,2,4,36,1,151,96,200,0,104,104,96,200,0,0,86,5,5,96,0,False,18h,19h,0,0,2,0,0,0,0,0,0,0,1,1,0,0,21,2,0,2,0,0,0,15,0,1,0,0,1,0,2,19,17,0,0,0,1,0,1,0,0,الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  
8,2,3,35,1,114,63,200,0,137,137,63,200,0,0,58,2,3,63,0,False,18h,19h15,0,0,1,0,0,0,0,0,0,0,1,1,0,1,36,1,0,1,1,0,2,0,1,0,0,0,1,0,1,4,4,0,0,0,0,0,2,0,0,الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  
8,2,3,34,1,214,118,300,0,182,182,118,300,0,0,109,1,8,118,0,False,18h,19h22,1,3,6,0,0,0,1,2,2,1,0,0,0,1,21,0,1,4,2,2,0,0,0,0,0,0,1,1,2,15,33,2,2,2,2,0,1,0,1,حركة نداء تونس:2  الجبهة الشعبية:1  حركة النهضة:1  
8,2,3,33,1,84,53,200,0,147,147,53,200,0,0,38,6,9,53,0,True,18.10,19.10,2,0,0,0,0,0,0,0,0,1,0,1,0,0,16,0,0,0,1,0,3,1,0,0,0,0,0,0,0,1,10,1,0,1,0,0,0,0,0,حركة النهضة:1  الجبهة الشعبية:2  حركة نداء تونس:2  
8,2,2,32,2,310,208,400,3,189,192,208,400,0,0,204,4,0,208,0,True,18:10,19:50,0,1,3,0,0,0,0,0,1,0,1,1,1,0,118,0,10,7,1,1,3,0,0,0,0,0,3,0,0,38,15,0,0,0,0,0,0,0,0,الجبهة الشعبية:4  حركة نداء تونس:2  حركة النهضة:  
8,2,2,32,1,311,234,400,0,166,166,234,400,0,0,191,38,5,234,0,True,18.30,21.15,3,1,4,1,2,1,0,0,1,1,1,3,0,3,100,3,1,6,1,2,8,0,1,1,0,0,0,0,1,25,14,0,2,0,2,2,1,0,0,حركة النهضة:1  الجبهة الشعبية:1  حركة نداء تونس:1  الوعد الصادق:1  
8,2,1,31,1,485,370,600,2,228,230,370,600,0,0,335,29,6,370,0,True,18.10,22.01,0,0,47,2,2,0,0,1,1,1,0,1,0,0,28,0,0,1,1,2,2,1,9,1,0,0,6,1,1,144,69,2,2,1,3,0,7,0,1,حركة نداء تونس:2  حركة النهضة:1  الجبهة الشعبية:2  :  
8,2,1,30,1,188,131,300,2,167,169,131,300,0,0,123,7,1,131,0,True,1816,1938,0,1,1,0,0,0,0,0,1,0,0,3,0,3,45,1,0,6,1,0,1,2,0,0,1,0,8,0,0,36,11,0,0,0,0,0,1,1,0,حركة نداء تونس:2  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  تيار المحبة:1  حركة النهضة:1  الوعد الصادق:1  
8,2,1,29,4,489,275,600,0,325,325,275,600,0,0,273,0,2,275,0,False,1810,19:30,1,2,22,0,0,0,1,0,2,0,0,2,0,0,118,0,0,3,0,1,0,1,0,0,6,0,4,0,0,55,53,0,0,0,1,0,0,1,0,حركة نداء تونس:  الاتحاد الوطني الحر:  الوعد الصادق:  حركة النهضة:  الجبهة الشعبية:  
8,2,1,29,3,491,342,600,1,257,258,342,600,0,0,332,6,4,342,0,False,18:18,20:20,1,0,10,0,1,0,1,0,0,0,0,0,0,0,140,2,0,3,0,0,0,2,5,0,6,0,3,1,1,85,67,0,1,1,0,0,1,1,0,الجبهة الشعبية:  حركة النهضة:  حركة نداء تونس:  الاتحاد الوطني الحر:  الوعد الصادق:  
8,2,1,29,2,491,378,600,0,222,222,378,600,0,0,346,12,20,378,0,False,"18,23","20,47",2,0,5,0,1,1,1,1,2,0,0,2,0,3,150,0,0,3,1,0,4,7,0,0,8,0,3,1,2,87,56,1,0,0,0,0,3,2,0,
8,2,1,29,1,491,381,600,1,219,220,380,600,0,1,337,36,7,380,0,False,18,"21,30",2,2,5,1,0,1,2,0,3,2,3,2,2,2,128,4,0,9,1,4,7,4,6,0,8,1,5,0,2,60,61,1,1,1,1,1,1,3,1,حركة نداء تونس:  حركة النهضة:  
8,6,6,95,1,300,172,400,0,228,228,172,400,0,0,152,17,3,172,0,False,1815,2000,14,0,9,1,1,1,0,2,1,0,0,0,0,0,55,0,1,2,1,1,2,0,2,1,0,0,2,9,0,21,19,0,4,0,1,0,0,1,1,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
