circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,sebsi,marzouki,observers
21,2,11,46,1,550,291,600,0,309,291,600,0,0,287,2,2,291,0,1815,1845,True,164,123,sebsi:1  marzouki:1  
21,2,11,45,1,377,200,400,0,200,200,400,0,0,184,15,1,200,0,1820,1900,False,156,28,sebsi:1  marzouki:1  
21,2,11,44,2,320,155,400,0,245,155,400,0,0,153,2,0,155,0,0,1845,False,75,78,sebsi:1  marzouki:1  
21,2,11,44,1,321,207,401,0,194,207,401,0,0,201,6,0,207,0,1815,1841,True,133,68,sebsi:1  marzouki:1  
21,2,10,43,1,569,349,600,1,250,349,600,0,0,338,6,5,349,0,1815,1910,True,266,72,sebsi:1  marzouki:0  
21,2,10,42,1,579,331,700,0,369,331,700,0,0,323,5,3,331,0,1800,1915,False,203,120,sebsi:1  marzouki:1  
21,2,9,41,1,458,273,500,0,227,273,500,0,0,263,6,4,273,0,0,1855,False,182,81,sebsi:1  marzouki:1  
21,2,9,40,1,454,292,500,1,207,292,500,0,0,290,2,0,292,0,1815,1852,False,134,156,sebsi:1  marzouki:1  
21,2,9,39,2,323,154,399,0,245,154,399,0,0,150,2,2,154,0,1802,1849,False,109,41,sebsi:0  marzouki:0  
21,2,9,39,1,324,239,401,0,162,239,401,0,0,236,1,2,239,0,1800,2000,False,168,68,sebsi:1  marzouki:0  
21,2,8,38,1,362,251,400,0,149,251,400,0,0,247,1,3,251,0,1800,1845,True,136,111,sebsi:1  marzouki:1  
21,2,7,37,1,236,156,300,0,144,156,300,0,0,151,4,1,156,0,1815,1900,False,120,31,sebsi:1  marzouki:1  
21,2,7,36,1,568,327,600,0,273,327,600,0,0,320,3,4,327,0,1805,1910,True,198,122,sebsi:1  marzouki:1  
21,2,7,35,2,533,172,600,0,428,172,600,0,0,172,0,0,172,0,1800,1900,False,78,94,sebsi:1  marzouki:1  
21,2,7,35,1,533,361,600,0,239,361,600,0,0,355,2,4,361,0,1815,1905,False,225,130,sebsi:1  marzouki:1  
21,2,6,34,1,371,219,400,0,181,219,400,0,0,218,0,1,219,0,1810,1850,True,166,52,sebsi:1  marzouki:1  
21,2,6,33,1,243,148,300,0,152,148,300,0,0,146,1,1,148,0,1915,1850,True,99,47,sebsi:1  marzouki:1  
21,2,6,32,2,441,214,500,0,286,214,500,0,0,209,3,2,214,0,1810,1900,True,110,99,sebsi:1  marzouki:0  
21,2,6,32,1,441,310,500,0,190,310,500,0,0,303,6,1,310,0,1810,1910,True,186,117,sebsi:1  marzouki:1  
21,2,5,31,1,299,181,400,0,219,181,400,0,0,174,7,0,181,0,1815,1900,False,112,62,sebsi:1  marzouki:0  
21,2,5,30,1,368,193,399,0,206,193,399,0,0,188,4,1,193,0,1800,1900,True,123,65,sebsi:1  marzouki:1  
21,2,4,28,1,408,242,500,0,258,242,500,0,0,239,0,3,242,0,1800,1900,True,190,49,sebsi:1  marzouki:1  
21,2,4,27,1,483,303,603,0,300,303,603,0,0,293,2,8,303,0,1800,1845,False,207,86,sebsi:1  marzouki:1  
21,2,4,26,2,407,248,500,1,251,248,500,0,0,245,3,0,248,0,1845,1926,True,140,105,sebsi:1  marzouki:1  
21,2,4,26,1,407,285,500,2,213,285,500,0,0,277,8,0,285,0,1815,1905,True,173,104,sebsi:1  marzouki:1  
21,2,4,25,2,563,253,600,0,347,253,600,0,0,251,0,2,253,0,1810,1850,True,145,106,sebsi:1  marzouki:1  
21,2,4,25,1,564,353,603,0,250,353,603,0,0,345,5,3,353,0,1805,1850,True,236,109,sebsi:1  marzouki:1  
21,2,3,23,1,457,293,500,0,207,293,500,0,0,284,9,0,293,0,1815,1915,False,147,137,sebsi:1  marzouki:1  
21,2,3,22,2,509,241,599,0,358,241,599,0,0,235,2,4,241,0,1825,1852,True,87,148,sebsi:1  marzouki:1  
21,2,3,22,1,509,319,600,1,280,319,600,0,0,314,2,3,319,0,1830,1917,True,148,166,sebsi:1  marzouki:1  
21,2,2,21,2,325,158,400,0,242,158,400,0,0,156,2,0,158,0,1805,1900,True,96,60,sebsi:1  marzouki:1  
21,2,2,21,1,325,228,404,0,176,228,404,0,0,224,3,1,228,0,1800,1900,False,156,68,sebsi:1  marzouki:1  
21,2,1,20,2,510,274,600,0,326,274,600,0,0,266,3,5,274,0,1815,1900,True,105,161,sebsi:1  marzouki:1  
21,2,1,20,1,511,362,600,0,238,362,600,0,0,358,4,0,362,0,1815,1850,True,187,171,sebsi:1  marzouki:1  
21,2,1,19,5,572,331,700,0,369,331,700,0,0,323,3,5,331,0,1815,1920,True,121,202,sebsi:1  marzouki:1  
