circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,sebsi,marzouki,observers
20,2,3,16,3,405,276,500,1,223,276,500,0,0,271,2,3,276,0,1800,1920,True,168,103,sebsi:2  marzouki:1  
20,2,3,16,2,407,310,500,2,188,310,500,0,0,304,4,2,310,0,1800,1900,True,185,119,sebsi:1  marzouki:1  
20,2,3,16,1,407,326,500,0,174,326,500,0,0,317,7,2,326,0,,1850,True,205,112,sebsi:1  marzouki:1  
20,2,2,15,1,515,340,600,0,260,340,600,0,0,330,7,3,340,0,1815,1900,True,231,99,sebsi:1  marzouki:1  
20,2,2,14,3,401,224,495,0,271,224,495,0,0,220,3,1,224,0,,1915,True,168,52,sebsi:1  marzouki:1  
20,2,2,14,2,403,280,501,0,221,280,501,0,0,272,5,3,280,0,1815,1930,True,192,80,sebsi:1  marzouki:1  
20,2,2,14,1,403,298,501,0,203,298,501,0,0,293,4,1,298,0,1830,1900,True,244,49,sebsi:1  marzouki:1  
20,2,2,13,5,584,331,700,4,365,331,700,0,0,318,9,4,331,0,1855,1935,True,229,89,sebsi:1  marzouki:1  
20,2,2,13,4,587,307,700,1,392,307,700,0,0,306,1,0,307,0,1800,1915,True,218,88,sebsi:1  marzouki:0  
20,2,2,13,3,587,421,700,0,279,421,700,0,0,412,4,5,421,0,1800,2000,True,302,110,sebsi:1  marzouki:0  
20,2,2,13,2,587,440,699,2,257,440,699,0,0,430,4,6,440,0,1805,1920,True,341,89,sebsi:1  marzouki:1  
20,2,2,13,1,587,420,700,4,276,420,700,0,0,405,7,8,420,0,1820,1935,True,325,80,sebsi:1  marzouki:1  
20,2,1,12,3,441,256,500,0,244,256,500,0,0,251,3,2,256,0,1815,1915,True,157,94,sebsi:1  marzouki:1  
20,2,1,12,2,441,287,500,0,213,287,500,0,0,282,4,1,287,0,1819,1908,True,158,124,sebsi:1  marzouki:1  
20,2,1,12,1,441,315,500,0,185,315,500,0,0,300,10,5,315,0,,1910,True,207,93,sebsi:1  marzouki:1  
20,2,1,11,5,482,231,601,0,370,231,601,0,0,226,3,2,231,0,1830,1915,True,147,79,sebsi:1  marzouki:1  
20,2,1,11,4,485,240,600,1,359,240,600,0,0,230,3,7,240,0,1815,1845,True,144,86,sebsi:1  marzouki:1  
20,2,1,11,3,485,242,600,1,357,242,600,0,0,233,9,0,242,0,,1850,True,157,76,sebsi:1  marzouki:0  
20,2,1,11,2,485,323,604,0,281,323,604,0,0,319,3,1,323,0,1800,1913,True,228,91,sebsi:1  marzouki:1  
20,2,1,11,1,485,302,600,3,295,302,600,0,0,289,12,1,302,0,1830,1900,True,218,71,sebsi:1  marzouki:1  
20,2,1,10,7,553,318,600,0,282,318,600,0,0,311,2,5,318,0,1820,1934,True,187,124,sebsi:1  marzouki:1  
20,2,1,10,6,559,295,600,0,305,295,600,0,0,284,8,3,295,0,1810,1900,False,160,124,sebsi:1  marzouki:1  
20,2,1,10,5,559,278,600,0,322,278,600,0,0,269,6,3,278,0,1818,1903,True,152,117,sebsi:1  marzouki:1  
20,2,1,10,4,559,325,600,1,274,325,600,0,0,317,6,2,325,0,1800,1924,True,176,141,sebsi:1  marzouki:1  
20,2,1,10,3,559,351,600,0,249,351,600,0,0,343,6,2,351,0,1820,1908,True,194,149,sebsi:1  marzouki:1  
20,2,1,10,2,559,419,600,2,179,419,600,0,0,408,6,5,419,0,1800,1930,True,284,124,sebsi:1  marzouki:1  
