circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,sebsi,marzouki,observers
6,5,8,120,1,234,88,300,0,212,88,300,0,0,86,2,0,88,0,1805,1830,True,77,9,sebsi:1  marzouki:1  
6,5,8,119,1,113,39,208,0,169,39,208,0,0,36,3,0,39,0,1800,1820,True,27,9,sebsi:1  marzouki:1  
6,5,8,118,1,291,124,400,0,276,124,400,0,0,119,5,0,124,0,1807,1831,True,101,18,sebsi:1  marzouki:1  
6,5,8,117,1,371,151,400,0,249,151,400,0,0,148,2,1,151,0,1810,1845,True,104,44,sebsi:1  marzouki:1  
6,5,7,116,1,348,232,400,0,168,232,400,0,0,220,10,2,232,0,1810,1830,True,151,69,sebsi:1  marzouki:1  
6,5,6,114,1,317,142,400,0,258,142,400,0,0,142,2,0,2,140,1615,1900,True,124,16,sebsi:1  marzouki:1  
6,5,6,113,2,449,125,508,0,383,125,508,0,0,116,8,1,125,0,1807,1848,False,57,59,sebsi:1  marzouki:1  
6,5,6,112,1,485,238,600,0,362,238,600,0,0,219,15,4,238,0,1800,1900,True,154,65,sebsi:1  marzouki:1  
6,5,5,111,2,479,186,600,0,414,186,600,0,0,183,2,1,186,0,1805,1850,True,84,99,sebsi:1  marzouki:1  
6,5,4,109,1,120,30,205,1,174,30,205,0,0,30,0,0,30,0,1805,1810,True,20,10,sebsi:1  marzouki:1  
6,5,4,108,1,197,100,300,0,200,100,300,0,0,93,6,1,100,0,1805,1900,True,70,23,sebsi:1  marzouki:1  
6,5,4,107,1,340,114,400,0,286,114,400,0,0,108,6,0,114,0,1810,1830,True,75,33,sebsi:1  marzouki:1  
6,5,4,106,2,319,76,400,0,324,76,400,0,0,74,1,1,76,0,1805,1825,True,52,22,sebsi:1  marzouki:1  
6,5,4,106,1,319,177,396,0,219,177,396,0,0,172,1,4,177,0,1812,1837,False,140,32,sebsi:1  marzouki:1  
6,5,3,105,2,499,165,600,0,435,165,600,0,0,163,1,1,165,0,1805,1830,True,90,73,sebsi:1  :1  
6,5,3,105,1,499,268,600,1,331,268,600,0,0,253,7,8,268,0,1800,1900,True,169,84,sebsi:1  marzouki:1  
6,5,3,104,4,485,227,600,0,373,227,600,0,0,218,7,2,227,0,1815,1847,True,138,80,sebsi:1  :1  
6,5,3,104,3,486,283,600,0,317,283,600,0,0,281,0,2,283,0,1817,1905,True,176,105,sebsi:1  marzouki:1  
6,5,3,104,2,486,343,600,0,257,343,600,0,0,340,1,2,343,0,1805,1855,True,220,120,sebsi:1  marzouki:1  
6,5,3,104,1,486,348,600,2,250,348,600,0,0,344,4,0,348,0,1800,1845,True,261,83,sebsi:1  marzouki:1  
6,5,3,103,3,548,187,600,0,413,187,600,0,0,184,2,1,187,0,1800,1840,True,76,108,sebsi:1  marzouki:1  
6,5,3,103,2,548,293,600,0,307,293,600,0,0,287,6,0,293,0,1825,1900,True,135,152,sebsi:1  marzouki:1  
6,5,3,103,1,548,308,600,0,292,308,600,0,0,278,21,9,308,0,1800,1837,True,193,85,sebsi:1  marzouki:1  
