circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,tampon,AfekTounes,UPL,PopularFront,Ennahdha,NidaTounes,circ_id,circ_name,deleg_id,deleg_name,sdeleg_id,center_id,center_name,station_id,latitude,longitude
15,1,1,1,1,531,404,600,0,196,196,404,600,0,0,374,25,5,404,0,False,4,16,13,66,92,15,Kasserine,1,Ezzouhour,1,1,E.P.EZZOUHOUR 1 EZZOUHOUR OUEST1,1,35.161118,8.8317199
15,1,1,1,2,531,376,599,2,222,224,375,599,1,1,343,21,11,375,0,True,2,15,14,83,95,15,Kasserine,1,Ezzouhour,1,1,E.P.EZZOUHOUR 1 EZZOUHOUR OUEST1,2,35.161118,8.8317199
15,1,1,1,3,531,420,600,0,180,180,420,600,0,0,411,4,5,420,0,True,3,16,24,120,98,15,Kasserine,1,Ezzouhour,1,1,E.P.EZZOUHOUR 1 EZZOUHOUR OUEST1,3,35.161118,8.8317199
15,1,1,1,4,531,345,600,0,255,255,345,600,0,0,337,5,3,345,0,False,8,13,16,92,101,15,Kasserine,1,Ezzouhour,1,1,E.P.EZZOUHOUR 1 EZZOUHOUR OUEST1,4,35.161118,8.8317199
15,1,1,1,5,531,323,600,1,276,277,323,600,0,0,310,6,7,323,0,True,7,11,17,72,81,15,Kasserine,1,Ezzouhour,1,1,E.P.EZZOUHOUR 1 EZZOUHOUR OUEST1,5,35.161118,8.8317199
15,1,1,1,6,531,270,600,1,329,330,270,600,0,0,262,5,3,270,0,False,7,23,8,57,67,15,Kasserine,1,Ezzouhour,1,1,E.P.EZZOUHOUR 1 EZZOUHOUR OUEST1,6,35.161118,8.8317199
15,1,1,1,7,528,250,600,1,349,350,250,600,0,0,242,7,1,250,0,False,5,14,8,59,70,15,Kasserine,1,Ezzouhour,1,1,E.P.EZZOUHOUR 1 EZZOUHOUR OUEST1,7,35.161118,8.8317199
15,1,1,2,1,495,346,600,2,254,256,344,600,0,2,301,32,11,344,0,False,3,11,9,49,88,15,Kasserine,1,Ezzouhour,1,2,E.P.EZZOUHOUR 2 EZOUHOUR OUEST 1,1,35.161215,8.8324222
15,1,1,2,2,495,393,600,0,207,207,393,600,0,0,373,14,6,393,0,False,6,18,18,102,90,15,Kasserine,1,Ezzouhour,1,2,E.P.EZZOUHOUR 2 EZOUHOUR OUEST 1,2,35.161215,8.8324222
15,1,1,2,4,495,263,600,1,336,1,263,264,336,0,258,3,2,263,0,False,4,8,14,70,73,15,Kasserine,1,Ezzouhour,1,2,E.P.EZZOUHOUR 2 EZOUHOUR OUEST 1,4,35.161215,8.8324222
15,1,1,2,5,495,231,600,1,368,369,231,600,0,0,229,2,0,231,0,False,5,19,18,48,66,15,Kasserine,1,Ezzouhour,1,2,E.P.EZZOUHOUR 2 EZOUHOUR OUEST 1,5,35.161215,8.8324222
15,1,2,3,1,545,400,600,1,199,200,400,600,0,0,345,44,11,400,0,False,2,6,4,57,83,15,Kasserine,1,Ezzouhour,2,3,E.P.SAAD EDDINE EZZOUHOUR OUEST2,1,35.154603,8.8311529
15,1,2,3,2,545,424,600,4,172,176,424,600,0,0,391,25,8,424,0,False,3,10,9,88,97,15,Kasserine,1,Ezzouhour,2,3,E.P.SAAD EDDINE EZZOUHOUR OUEST2,2,35.154603,8.8311529
15,1,2,3,3,545,384,600,1,216,217,383,600,0,1,356,12,15,383,0,False,0,10,9,74,95,15,Kasserine,1,Ezzouhour,2,3,E.P.SAAD EDDINE EZZOUHOUR OUEST2,3,35.154603,8.8311529
15,1,2,3,5,545,276,600,0,324,324,276,600,0,0,259,8,9,276,0,False,3,3,6,41,69,15,Kasserine,1,Ezzouhour,2,3,E.P.SAAD EDDINE EZZOUHOUR OUEST2,5,35.154603,8.8311529
15,1,2,3,6,542,271,600,9,329,338,271,609,9,0,263,5,3,271,0,False,1,19,5,49,66,15,Kasserine,1,Ezzouhour,2,3,E.P.SAAD EDDINE EZZOUHOUR OUEST2,6,35.154603,8.8311529
15,1,3,5,1,314,243,400,0,157,157,243,400,0,0,217,14,12,241,2,False,10,7,2,43,46,15,Kasserine,1,Ezzouhour,3,5,E.P.AIN EL KHADHRA EZZOUHOUR OUEST4,1,35.160164,8.8174059
15,2,1,6,1,417,289,500,0,211,211,289,500,0,0,264,18,7,289,0,False,0,6,63,38,62,15,Kasserine,2,El Ayoun,1,6,E.P.ENNOUR ELAYOUN,1,35.538917,8.88471825
15,2,1,6,2,417,266,500,1,235,236,264,500,0,2,244,9,11,264,0,False,0,2,81,45,48,15,Kasserine,2,El Ayoun,1,6,E.P.ENNOUR ELAYOUN,2,35.538917,8.88471825
15,2,1,6,3,417,154,500,0,346,346,154,500,0,0,143,8,3,154,0,False,2,6,42,26,31,15,Kasserine,2,El Ayoun,1,6,E.P.ENNOUR ELAYOUN,3,35.538917,8.88471825
15,2,1,7,1,75,37,105,0,68,68,37,105,0,0,35,2,0,37,0,False,0,0,19,1,7,15,Kasserine,2,El Ayoun,1,7,E.P.JOUA BEN GHEDHAHEM AYOUN,1,35.529247,8.8089413
15,2,1,8,1,128,77,200,0,123,123,77,200,0,0,69,4,4,77,0,True,0,0,5,19,15,15,Kasserine,2,El Ayoun,1,8,E.P.AFRINA AYOUN,1,35.507334,8.8512327
15,2,2,9,1,443,208,500,1,291,292,208,500,0,0,179,14,15,208,0,True,0,2,7,66,18,15,Kasserine,2,El Ayoun,2,9,E.P.EL GUERINE,1,35.388588,8.8602693
15,2,2,10,1,292,149,400,0,250,250,149,399,1,0,133,16,0,149,0,False,0,2,2,11,48,15,Kasserine,2,El Ayoun,2,10,E.P.CHOUABIA EL GUERINE,1,35.421242,8.8655889
15,2,2,12,1,219,130,300,1,169,170,129,299,1,1,127,8,4,129,0,False,1,1,0,19,28,15,Kasserine,2,El Ayoun,2,12,E.P.TOUAITIA AYOUN EL GUERINE,1,35.379469,8.8212263
15,2,2,13,1,300,122,300,1,177,178,122,300,0,0,118,4,0,122,0,True,0,0,0,13,0,15,Kasserine,2,El Ayoun,2,13,E.P.SOUIDETTE EL GUERINE,1,35.442432,8.850547
15,2,2,14,1,567,288,600,0,312,312,288,600,0,0,263,19,6,288,0,False,0,0,8,40,49,15,Kasserine,2,El Ayoun,2,14,E.P.TAHAR BEN ZAARA  EL GUERINE,1,35.422304,8.83764872
15,2,3,15,1,299,114,400,0,286,286,114,400,0,0,103,7,4,114,0,False,3,0,2,10,42,15,Kasserine,2,El Ayoun,3,15,E.P.EL IMTIEZ ELEBERK,1,35.475405,8.84873466
15,2,3,16,1,381,199,500,3,298,301,199,500,0,0,181,16,2,199,0,True,0,2,2,18,35,15,Kasserine,2,El Ayoun,3,16,E.P.OUED EL BREK,1,35.46898723,8.81920701
15,2,3,17,1,225,166,300,2,134,136,164,300,0,2,152,7,5,164,0,False,2,0,1,19,18,15,Kasserine,2,El Ayoun,3,17,E.P.HENCHIR EL HAJ SAAD ELBARK,1,35.440305,8.81419435
