circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,tampon,AfekTounes,UPL,PopularFront,Ennahdha,NidaTounes,circ_id,circ_name,deleg_id,deleg_name,sdeleg_id,center_id,center_name,station_id,latitude,longitude
8,1,1,1,1,269,99,300,0,201,201,99,300,0,0,87,8,4,99,0,False,0,8,1,16,11,8,Siliana,1,Rouhia,1,1,E.P.EL HABABSA EL HABABSA NORD,1,35.576441,9.345438
8,1,3,7,1,217,131,300,0,169,169,131,300,0,0,112,17,2,131,0,False,1,6,1,6,57,8,Siliana,1,Rouhia,3,7,E.P.JALLEB ANCIENNE EJMILETTE,1,35.623544,9.280646
8,1,3,9,1,126,63,200,2,135,137,63,200,0,0,58,4,1,63,0,True,0,4,1,1,22,8,Siliana,1,Rouhia,3,9,E.P.NGAGCHA EROUHIA JMILET,1,35.637086,9.208697
8,1,3,11,1,92,42,200,0,158,158,42,200,0,0,33,3,6,42,0,True,0,0,1,2,17,8,Siliana,1,Rouhia,3,11,E.P.JELLEB JEDIDA-J'MILET,1,35.674419,9.22022
8,1,6,17,1,320,166,396,4,226,230,166,396,0,0,154,10,2,166,0,False,0,0,4,47,67,8,Siliana,1,Rouhia,6,17,E.P.OULED ZITOUNE MSELHA,1,35.768181,9.033235
8,1,7,19,1,165,109,200,0,91,91,109,200,0,0,95,7,7,109,0,True,2,1,3,13,44,8,Siliana,1,Rouhia,7,19,E.P.SIDI MOULA EL HARIA,1,35.746477,9.06145
8,1,8,20,1,498,364,600,0,236,236,364,600,0,0,315,16,33,364,0,False,2,8,11,38,120,8,Siliana,1,Rouhia,8,20,E.P.2 MARS 34 EROUHYA,1,35.65022763,9.05489237
8,1,8,20,2,498,383,600,2,215,217,383,600,0,0,361,18,4,383,0,True,0,8,21,51,115,8,Siliana,1,Rouhia,8,20,E.P.2 MARS 34 EROUHYA,2,35.65022763,9.05489237
8,1,8,20,3,498,263,600,0,337,337,263,600,0,0,252,10,1,263,0,True,0,1,7,25,98,8,Siliana,1,Rouhia,8,20,E.P.2 MARS 34 EROUHYA,3,35.65022763,9.05489237
8,1,8,20,4,498,218,600,2,381,383,217,600,0,1,207,1,9,217,0,True,3,9,12,24,80,8,Siliana,1,Rouhia,8,20,E.P.2 MARS 34 EROUHYA,4,35.65022763,9.05489237
