circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,sebsi,marzouki,observers,circ_id,circ_name,deleg_id,deleg_name,sdeleg_id,center_id,center_name,station_id,latitude,longitude
23,5,5,133,1,531,374,600,0,227,373,600,0,1,364,3,6,373,0,1811,1924,False,193,171,sebsi:1  marzouki:1  ,23,Sfax 1,5,Sakiet Eddaïer,5,133,E.P.SIDI MANSOUR,1,36.019366,9.2899662
23,5,5,133,1,531,374,600,0,227,373,600,0,1,364,3,6,373,0,1811,1924,False,193,171,sebsi:1  marzouki:1  ,23,Sfax 1,5,Sakiet Eddaïer,5,133,E.P.SIDI MANSOUR,1,36.996702,9.480009
23,5,5,133,2,531,368,590,0,222,368,590,0,0,360,5,3,368,0,1830,2000,False,157,203,sebsi:1  marzouki:1  ,23,Sfax 1,5,Sakiet Eddaïer,5,133,E.P.SIDI MANSOUR,2,36.019366,9.2899662
23,5,5,133,2,531,368,590,0,222,368,590,0,0,360,5,3,368,0,1830,2000,False,157,203,sebsi:1  marzouki:1  ,23,Sfax 1,5,Sakiet Eddaïer,5,133,E.P.SIDI MANSOUR,2,36.996702,9.480009
23,5,5,133,3,529,301,598,0,297,301,598,0,0,297,4,0,301,0,1805,1907,False,98,199,sebsi:1  marzouki:1  ,23,Sfax 1,5,Sakiet Eddaïer,5,133,E.P.SIDI MANSOUR,3,36.019366,9.2899662
23,5,5,133,3,529,301,598,0,297,301,598,0,0,297,4,0,301,0,1805,1907,False,98,199,sebsi:1  marzouki:1  ,23,Sfax 1,5,Sakiet Eddaïer,5,133,E.P.SIDI MANSOUR,3,36.996702,9.480009
23,1,1,1,1,554,388,600,0,212,388,600,0,0,382,2,4,388,0,1810,1915,True,297,85,sebsi:1  marzouki:1  ,23,Sfax 1,1,El Hencha,1,1,E.P. 2 MARS HINCHA,1,35.122696,10.741199
23,1,1,1,2,554,384,600,2,214,384,600,0,0,375,4,5,384,0,1830,1930,False,225,150,sebsi:1  marzouki:1  ,23,Sfax 1,1,El Hencha,1,1,E.P. 2 MARS HINCHA,2,35.122696,10.741199
23,1,1,1,3,554,358,600,0,243,357,600,0,0,352,4,1,357,0,1830,1930,False,220,132,sebsi:1  marzouki:1  ,23,Sfax 1,1,El Hencha,1,1,E.P. 2 MARS HINCHA,3,35.122696,10.741199
23,1,1,1,4,554,279,600,0,321,279,600,0,0,278,1,0,279,0,1830,1900,False,135,143,sebsi:1  marzouki:1  ,23,Sfax 1,1,El Hencha,1,1,E.P. 2 MARS HINCHA,4,35.122696,10.741199
