circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,sebsi,marzouki,observers,circ_id,circ_name,deleg_id,deleg_name,sdeleg_id,center_id,center_name,station_id,latitude,longitude
24,3,3,52,1,335,156,400,0,244,156,400,0,0,156,0,0,156,0,1815,1930,True,72,84,sebsi:1  marzouki:1  ,24,Sfax 2,3,Mahrès,3,52,E.P.MOURIJ  - CHAFFAR,1,34.606205,10.564953
24,3,4,53,2,318,95,400,0,305,95,400,0,0,94,1,0,95,0,1845,1910,True,30,64,sebsi:1  marzouki:1  ,24,Sfax 2,3,Mahrès,4,53,E.P.SKAINA - SIDI GARIB,2,34.547295,10.369411
24,4,1,60,1,547,447,600,1,152,447,600,0,0,440,4,3,447,0,1830,1930,True,218,222,sebsi:1  marzouki:1  ,24,Sfax 2,4,Sfax Sud,1,60,E.P. MERKEZ KASAS AIN,1,34.756584,10.703241
24,4,1,60,2,547,423,591,0,168,423,591,0,0,420,1,2,423,0,1820,1910,True,215,205,sebsi:1  marzouki:1  ,24,Sfax 2,4,Sfax Sud,1,60,E.P. MERKEZ KASAS AIN,2,34.756584,10.703241
24,4,1,60,4,547,443,600,0,157,443,600,0,0,434,5,4,443,0,1830,2000,True,134,300,sebsi:1  marzouki:1  ,24,Sfax 2,4,Sfax Sud,1,60,E.P. MERKEZ KASAS AIN,4,34.756584,10.703241
24,4,1,60,6,547,389,600,0,211,389,600,0,0,380,8,1,389,0,1815,1905,True,148,232,sebsi:1  marzouki:1  ,24,Sfax 2,4,Sfax Sud,1,60,E.P. MERKEZ KASAS AIN,6,34.756584,10.703241
24,4,1,60,7,546,399,598,0,199,399,598,0,0,387,4,8,399,0,1830,1920,False,125,262,sebsi:1  marzouki:1  ,24,Sfax 2,4,Sfax Sud,1,60,E.P. MERKEZ KASAS AIN,7,34.756584,10.703241
24,4,4,69,5,525,387,600,0,213,387,600,0,0,380,5,2,387,0,1815,1915,True,144,236,sebsi:1  marzouki:1  ,24,Sfax 2,4,Sfax Sud,4,69,E.P.M. B.HALIMA LAFRAN NORD,5,34.767269,10.709811
24,4,4,69,6,524,364,600,0,236,364,600,0,0,359,0,5,364,0,1825,1911,False,115,244,sebsi:1  marzouki:1  ,24,Sfax 2,4,Sfax Sud,4,69,E.P.M. B.HALIMA LAFRAN NORD,6,34.767269,10.709811
24,4,4,70,1,548,433,600,0,167,433,600,0,0,418,12,3,433,0,1830,1940,True,186,232,sebsi:1  marzouki:1  ,24,Sfax 2,4,Sfax Sud,4,70,E.P. EL HASNI LAFRAN NORD,1,34.76752,10.708911
