circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,tampon,AfekTounes,UPL,PopularFront,Ennahdha,NidaTounes,circ_id,circ_name,deleg_id,deleg_name,sdeleg_id,center_id,center_name,station_id,latitude,longitude
4,1,1,1,1,550,488,600,1,111,112,488,600,0,0,479,3,6,488,0,False,18,13,7,69,302,4,Ariana,1,Ariana Ville,1,1,E.P.B.LA LIBERTE ARIANA NEUVE,1,36.851034,10.181445
4,1,1,1,2,550,462,600,2,136,138,462,600,0,0,452,6,4,462,0,False,12,7,5,83,275,4,Ariana,1,Ariana Ville,1,1,E.P.B.LA LIBERTE ARIANA NEUVE,2,36.851034,10.181445
4,1,1,1,3,550,462,606,2,142,144,462,606,0,0,455,4,3,462,0,False,18,11,10,95,256,4,Ariana,1,Ariana Ville,1,1,E.P.B.LA LIBERTE ARIANA NEUVE,3,36.851034,10.181445
4,1,1,1,4,550,469,600,0,132,132,468,600,0,1,463,4,1,468,0,False,10,15,10,116,244,4,Ariana,1,Ariana Ville,1,1,E.P.B.LA LIBERTE ARIANA NEUVE,4,36.851034,10.181445
4,1,1,1,5,550,429,600,1,170,171,429,600,0,0,426,0,3,429,0,False,22,14,11,90,213,4,Ariana,1,Ariana Ville,1,1,E.P.B.LA LIBERTE ARIANA NEUVE,5,36.851034,10.181445
4,1,1,1,6,550,414,595,1,180,181,414,595,0,0,409,1,4,414,0,False,26,22,22,56,213,4,Ariana,1,Ariana Ville,1,1,E.P.B.LA LIBERTE ARIANA NEUVE,6,36.851034,10.181445
4,1,1,1,7,547,365,599,0,234,234,365,599,0,0,361,1,3,365,0,False,31,8,8,50,187,4,Ariana,1,Ariana Ville,1,1,E.P.B.LA LIBERTE ARIANA NEUVE,7,36.851034,10.181445
4,1,2,2,1,588,536,700,4,160,164,536,700,0,0,531,2,3,536,0,False,27,9,5,81,348,4,Ariana,1,Ariana Ville,2,2,E.P.RIADH El ANDALOUS  Ariana SUP,1,36.87902579,10.17441828
4,1,2,2,2,588,514,700,5,181,186,514,700,0,0,508,3,3,514,0,False,18,4,9,89,296,4,Ariana,1,Ariana Ville,2,2,E.P.RIADH El ANDALOUS  Ariana SUP,2,36.87902579,10.17441828
4,1,2,2,3,588,528,700,3,169,172,528,700,0,0,524,1,3,528,0,False,22,3,20,102,277,4,Ariana,1,Ariana Ville,2,2,E.P.RIADH El ANDALOUS  Ariana SUP,3,36.87902579,10.17441828
4,1,2,2,4,588,514,715,8,193,201,514,715,0,0,510,0,4,514,0,True,34,4,10,94,291,4,Ariana,1,Ariana Ville,2,2,E.P.RIADH El ANDALOUS  Ariana SUP,4,36.87902579,10.17441828
4,1,2,2,5,588,523,700,0,177,177,523,700,0,0,521,0,2,523,0,False,26,3,7,101,283,4,Ariana,1,Ariana Ville,2,2,E.P.RIADH El ANDALOUS  Ariana SUP,5,36.87902579,10.17441828
4,1,2,2,6,588,479,700,0,221,221,479,700,0,0,475,2,2,479,0,False,40,7,15,52,290,4,Ariana,1,Ariana Ville,2,2,E.P.RIADH El ANDALOUS  Ariana SUP,6,36.87902579,10.17441828
4,1,2,2,7,588,488,701,2,211,213,488,701,0,0,485,0,3,488,0,False,56,8,18,51,279,4,Ariana,1,Ariana Ville,2,2,E.P.RIADH El ANDALOUS  Ariana SUP,7,36.87902579,10.17441828
4,1,2,2,8,581,492,700,1,207,208,492,700,0,0,487,1,4,492,0,True,40,13,9,48,271,4,Ariana,1,Ariana Ville,2,2,E.P.RIADH El ANDALOUS  Ariana SUP,8,36.87902579,10.17441828
4,1,2,3,2,513,409,602,1,194,194,408,602,0,1,385,11,12,408,0,True,11,16,10,80,206,4,Ariana,1,Ariana Ville,2,3,E.P.ARIANA RTE DE BIZERTE ARIANA SUP,2,36.86406141,10.1857847
