circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,أمل تونس,اتحاد الشباب الديمقراطي التونسي,الاتحاد الوطني الحر,الاتحاد من أجل تونس,التحالف الديمقراطي,التحدي,التكتل من أجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الجبهة الوطنية التونسية,الحركة الدستورية,الحزب الاشتراكي,الحزب الجمهوري,الحزب الليبرالي التونسي,الدخلة للعمل والعدالة والتنمية,الريادة,الشعب يريد,اللقاء الدستوري,المؤتمر من أجل الجمهورية,المبادرة,تميز,تونس العزيزة,تيار المحبة,جبهة 17 ديسمبر للتنمية,حركة البديل,حركة الديمقراطيين الاشتراكيين,حركة الشباب الوطني التونسي ,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب المجد,حزب حركة الجمهورية,صوت شعب تونس,قائمة سامي بالحاج,observers
11,9,5,156,4,577,466,700,0,234,234,466,700,0,0,464,1,1,466,0,False,,2130,45,0,0,15,1,0,0,0,17,13,0,1,0,0,0,0,0,0,0,7,7,0,3,0,0,0,1,0,0,49,300,2,1,1,1,0,حركة النهضة:1  صوت شعب تونس:1  حركة نداء تونس:1  المبادرة:1  
11,9,5,156,3,575,512,702,31,159,190,512,702,0,0,508,4,0,512,0,False,18:45,22:15,37,0,1,13,0,5,0,6,20,9,0,0,0,5,0,0,0,3,0,4,4,0,1,1,0,0,1,1,2,70,322,2,1,0,0,0,حركة النهضة:1  المبادرة:1  آفاق تونس:1  اتحاد الوطني الحر:1  حركة نداء تونس:2  المؤتمر من أجل الجمهورية:1  
11,9,5,156,2,575,523,707,61,123,184,523,707,0,0,519,3,1,523,0,False,1820,2319,1,1,1,4,2,2,1,2,6,9,2,0,1,14,0,1,0,0,1,2,7,2,8,0,0,0,1,1,1,94,316,0,1,4,3,1,آفاق تونس:1  المبادرة:2  حركة نداء تونس:1  حركة النهضة:1  
11,9,5,156,1,575,523,700,0,177,177,523,700,0,0,516,5,2,523,0,False,19,21:30,24,0,0,2,5,2,2,3,5,12,0,0,0,3,0,1,0,1,0,1,7,3,4,1,0,2,3,1,2,69,356,3,1,1,2,0,حركة النهضة:2  حركة نداء تونس:2  المبادرة:1  اتحاد الوطني الحر:1  تونس العزيزة:1  
11,9,5,155,7,531,424,600,0,176,176,424,600,0,0,421,2,1,424,0,False,1825,2230,35,1,0,14,3,3,0,2,11,14,0,0,0,9,1,0,0,0,0,7,3,0,2,0,0,1,0,0,1,38,271,2,0,0,3,0,حركة نداء تونس:1  حركة النهضة:1  
11,9,5,155,6,537,391,600,0,209,209,391,600,0,0,391,0,0,391,0,False,1915,2230,41,0,0,14,2,3,0,0,10,8,1,0,1,5,0,0,0,1,0,10,3,1,3,1,1,0,1,0,1,53,226,2,0,0,3,0,التكتل من أجل العمل والحريات:1  حركة نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
11,9,5,155,5,537,439,600,0,161,161,439,600,0,0,437,0,2,439,0,False,1840,2130,39,0,0,7,0,2,0,1,12,5,0,0,0,5,1,0,0,0,0,3,7,0,3,1,1,0,0,0,0,61,282,2,4,0,2,0,حركة نداء تونس:1  حركة النهضة:1  تونس العزيزة:1  اتحاد الوطني الحر:1  الحزب الجمهوري:1  
11,9,5,155,4,537,471,626,0,155,155,471,626,0,0,468,0,3,471,0,False,19:30,22,27,1,1,14,0,0,0,4,15,19,0,0,0,11,0,0,0,0,0,4,4,0,4,4,0,0,0,0,2,72,272,4,3,0,6,1,آفاق تونس:1  حركة نداء تونس:1  حركة النهضة:1  
11,9,5,155,3,537,462,596,0,134,134,462,596,0,0,450,11,1,462,0,False,1900,2200,24,1,0,8,4,5,0,1,3,20,0,1,0,8,1,1,0,1,1,7,5,0,5,3,0,1,0,0,3,90,247,4,3,0,3,0,تونس العزيزة:1  حركة نداء تونس:1  صوت شعب تونس:1  حركة النهضة:1  التكتل من أجل العمل والحريات:1  اتحاد الوطني الحر:1  
11,9,5,155,2,537,491,600,3,107,110,490,600,0,1,478,10,2,490,0,False,1800,2200,19,0,0,4,2,4,1,4,4,10,0,0,1,9,1,0,2,0,0,4,5,1,4,2,1,4,0,0,0,65,317,5,4,2,2,0,حركة النهضة:1  الجبهة الشعبية:1  اتحاد الوطني الحر:1  حركة نداء تونس:1  صوت شعب تونس:1  
11,9,5,155,1,537,492,600,3,105,108,492,600,0,0,479,3,10,492,0,True,1825,2110,29,0,0,6,26,2,4,0,10,14,0,0,1,12,0,0,0,2,2,4,5,0,9,0,3,0,0,1,1,49,313,3,2,0,1,0,المبادرة:1  حركة النهضة:1  حركة نداء تونس:1  
11,9,5,154,8,554,447,600,0,153,153,447,600,0,0,444,1,2,447,0,False,1825,2120,33,0,1,24,2,4,0,1,17,18,0,0,0,7,1,0,0,0,0,1,9,0,5,0,1,1,0,0,1,51,256,0,0,4,5,2,حركة نداء تونس:2  اتحاد الوطني الحر:2  تونس العزيزة:1  حركة النهضة:1  
11,9,5,154,7,559,411,701,0,290,290,411,701,0,0,404,4,3,411,0,True,1815,2145,32,0,1,27,1,7,0,1,12,10,0,0,0,4,0,0,0,0,0,7,3,0,7,2,0,0,0,0,3,54,223,2,2,2,2,2,حركة نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  اتحاد الوطني الحر:1  تونس العزيزة:1  
11,9,5,154,6,559,476,700,1,223,224,476,700,0,0,469,2,5,476,0,False,1905,2045,41,1,0,9,4,4,1,0,12,13,0,0,0,7,0,0,0,0,0,6,4,0,5,0,0,0,0,0,0,83,273,1,1,0,3,1,اتحاد الوطني الحر:1  تونس العزيزة:1  حركة النهضة:1  حركة نداء تونس:1  :  
11,9,5,154,5,559,484,699,2,213,215,484,699,0,0,478,4,2,484,0,True,1900,2200,24,0,1,8,0,3,0,3,15,5,0,0,0,9,0,0,0,0,0,1,4,0,11,2,0,0,0,0,1,97,282,2,1,1,8,0,حركة نداء تونس:1  المبادرة:1  صوت شعب تونس:1  اتحاد الوطني الحر:1  تونس العزيزة:1  :  
11,9,5,154,4,559,509,701,0,192,192,509,701,0,0,501,3,5,509,0,False,1855,2100,21,0,0,14,2,4,0,1,17,13,1,0,1,5,0,0,0,1,0,7,6,1,4,0,0,0,0,0,0,119,275,3,1,1,4,0,حركة نداء تونس:2  حركة النهضة:1  الجبهة الشعبية:1  اتحاد الوطني الحر:1  تونس العزيزة:1  آفاق تونس:1  
11,9,5,154,3,559,504,700,0,196,196,504,700,0,0,495,9,0,504,0,False,1853,2115,21,1,1,13,1,3,0,0,9,7,0,0,0,3,0,0,0,0,1,4,6,1,9,0,0,2,1,0,2,102,293,3,0,3,6,3,اتحاد الوطني الحر:1  تونس العزيزة:1  آفاق تونس:1  حركة النهضة:1  حركة نداء تونس:2  الجبهة الشعبية:1  
11,9,5,154,2,559,501,700,1,198,199,501,700,0,0,472,13,16,501,0,True,18:48,21:50,17,3,0,5,5,3,2,7,10,11,1,0,5,2,2,1,2,0,1,4,7,0,17,3,1,5,1,0,3,68,269,6,3,1,5,2,تونس العزيزة:1  حركة نداء تونس:1  حركة النهضة:1  
11,9,5,154,1,559,500,602,3,100,103,499,602,0,1,480,11,8,499,0,False,1815,2210,20,1,0,7,3,2,0,3,1,4,1,1,0,3,0,0,1,0,1,2,3,1,11,4,0,2,1,0,4,75,315,9,0,2,3,0,تونس العزيزة:1  اتحاد الوطني الحر:1  الجبهة الشعبية:1  حركة نداء تونس:1  حركة النهضة:1  
11,9,4,153,7,597,466,700,3,232,235,465,700,0,1,465,0,0,465,0,False,1815,2115,50,0,0,0,0,5,0,0,7,14,0,0,0,3,0,0,0,0,0,6,8,0,4,0,0,0,0,0,0,36,308,1,0,0,2,0,تونس العزيزة:1  اتحاد الوطني الحر:1  حركة نداء تونس:1  آفاق تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
11,9,4,153,6,599,460,707,8,239,247,460,707,0,0,458,2,0,460,0,False,19,21,46,0,0,13,3,3,0,1,12,25,1,1,0,8,0,0,0,0,1,8,5,0,2,1,0,1,0,0,3,53,263,4,1,0,2,1,حركة النهضة:  آفاق تونس:  المبادرة:  حركة نداء تونس:  اتحاد الوطني الحر:  
11,9,4,153,5,599,513,699,5,181,186,513,699,0,0,506,4,3,513,0,False,1842,2300,42,0,0,14,1,7,0,2,11,23,0,0,0,2,0,0,0,0,0,3,12,0,2,1,0,0,0,1,2,54,323,0,1,1,3,1,آفاق تونس:1  حركة نداء تونس:1  حركة النهضة:1  المبادرة:1  
11,9,4,153,4,599,518,705,1,186,187,518,705,0,0,513,4,1,518,0,False,"19,30","22,15",38,0,1,9,3,5,0,1,15,14,1,0,0,11,0,0,0,0,0,8,13,0,3,2,1,0,0,1,0,71,304,3,2,1,4,2,اتحاد الوطني الحر:  المؤتمر من أجل الجمهورية:  حركة النهضة:  تونس العزيزة:  اتحاد الوطني الحر:  
11,9,4,153,3,599,524,700,0,176,176,524,700,0,0,517,4,3,524,0,False,1830,2130,24,0,2,8,3,2,0,1,5,24,0,0,0,4,0,0,0,0,0,6,12,0,4,2,1,1,1,2,5,84,319,1,3,1,2,0,حركة نداء تونس:1  آفاق تونس:1  الحزب الجمهوري:1  حركة النهضة:1  
11,9,4,153,2,599,555,700,26,119,145,555,700,0,0,528,16,11,555,0,False,1917,2355,39,0,1,6,1,1,1,2,6,8,1,1,1,6,0,1,1,1,0,1,16,0,4,1,0,2,1,0,2,65,351,1,2,1,4,0,حركة نداء تونس:1  حركة النهضة:1  
11,9,4,153,1,599,542,696,4,150,154,542,693,0,0,531,6,5,542,0,False,1900,2100,21,0,1,7,3,5,0,2,8,16,1,2,0,7,1,0,0,0,0,2,6,1,4,2,0,0,1,0,0,63,373,2,1,0,0,2,حركة نداء تونس:1  اتحاد الوطني الحر:1  حركة النهضة:1  تونس العزيزة:1  
11,9,3,152,4,588,375,700,2,323,325,375,700,0,0,374,1,0,375,0,False,1845,2110,22,0,1,15,0,2,0,2,5,11,0,0,0,3,0,0,0,0,0,2,2,0,2,0,1,1,2,0,3,36,261,0,0,1,2,0,حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:1  
11,9,3,152,3,590,470,700,1,229,230,470,700,0,0,464,3,3,470,0,True,1908,2115,29,1,0,14,1,1,0,0,4,13,0,0,0,10,0,0,0,0,1,1,10,0,1,2,0,1,1,0,0,54,309,4,2,1,4,0,صوت شعب تونس:1  المبادرة:1  حركة نداء تونس:1  حركة النهضة:1  
11,9,3,152,2,590,453,700,1,247,248,452,700,0,1,439,8,5,452,0,False,1900,2145,13,1,0,21,2,2,0,2,11,13,0,0,1,5,0,1,0,1,0,0,1,1,5,0,1,2,0,0,2,60,284,2,2,2,4,0,الجبهة الشعبية:1  حركة النهضة:1  المبادرة:1  اتحاد الوطني الحر:1  حركة نداء تونس:1  
11,9,3,152,1,590,475,700,3,222,225,475,700,0,0,447,19,9,475,0,False,18.30,00.00,8,2,1,4,0,1,4,1,2,8,0,0,1,2,1,1,1,0,3,2,1,0,6,1,0,2,2,0,2,60,323,2,0,2,1,3,الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  التيار الديمقراطي:1  
11,9,3,151,4,563,387,699,2,310,312,387,699,0,0,385,2,0,387,0,False,18:30,20:25,32,0,0,30,3,3,1,0,7,12,1,0,0,2,0,0,1,1,0,8,1,0,2,0,0,0,0,3,0,53,216,0,0,0,7,2,تونس العزيزة:1  صوت شعب تونس:1  حركة النهضة:1  حركة نداء تونس:1  
11,9,3,151,3,566,457,700,0,243,243,457,700,0,0,452,2,3,457,0,False,1950,2213,20,1,0,10,1,7,0,1,13,12,0,1,0,6,1,0,0,0,0,2,2,0,3,2,0,2,0,1,2,74,275,3,2,2,6,3,حركة نداء تونس:1  حركة النهضة:1  تونس العزيزة:1  الجبهة الشعبية:1  اتحاد الوطني الحر:1  
11,9,3,151,2,566,487,699,0,212,212,487,699,0,0,481,4,2,487,0,False,1930,2226,13,2,0,17,1,2,1,0,4,19,1,0,0,7,0,1,1,2,0,3,6,1,2,3,0,2,2,0,2,98,276,0,1,0,11,3,المبادرة:1  حركة النهضة:1  حركة نداء تونس:2  
11,9,3,151,1,566,493,705,0,212,212,493,705,0,0,471,17,5,493,0,False,19.25,21.20,17,1,1,11,2,4,1,2,6,12,2,2,3,5,2,0,0,1,2,6,3,1,7,2,1,4,2,0,2,74,274,4,1,3,13,1,حركة نداء تونس:1  المبادرة:1  اتحاد الوطني الحر:1  حركة النهضة:1  تونس العزيزة:1  
11,9,3,150,8,565,480,700,1,219,220,480,700,0,0,480,0,0,480,0,False,1825,2043,52,0,3,20,0,4,0,2,9,10,1,1,0,8,1,0,0,0,0,2,6,1,2,1,0,0,0,1,0,64,287,3,0,0,1,1,اتحاد الوطني الحر:2  تونس العزيزة:1  الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
11,9,3,150,7,572,436,700,1,263,264,436,700,0,0,432,1,3,436,0,False,18.00,20.30,34,0,1,13,1,1,0,1,13,11,0,0,1,5,0,0,0,0,0,5,1,0,3,0,1,0,0,0,1,59,275,2,1,0,3,0,حركة نداء تونس:1  تونس العزيزة:1  حركة النهضة:1  
11,9,3,150,6,572,474,703,1,228,229,474,703,0,0,473,1,0,474,0,False,1830,2130,54,0,0,12,1,5,0,1,13,8,0,0,0,6,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,76,285,1,1,1,1,0,حركة نداء تونس:1  صوت شعب تونس:1  حركة النهضة:2  
11,9,3,150,5,572,519,704,2,183,185,519,704,0,0,510,9,0,519,0,False,18,,31,0,0,13,0,4,0,1,5,10,1,1,0,14,0,0,0,0,0,7,1,0,4,0,0,0,2,1,0,98,310,3,1,0,3,0,المبادرة:1  حركة نداء تونس:1  حركة النهضة:1  
11,9,3,150,4,572,519,700,2,180,182,518,700,0,1,510,4,4,518,0,False,1820,2105,20,0,2,12,0,6,1,3,6,16,1,0,1,3,1,2,1,2,0,2,5,0,4,2,1,3,1,0,0,101,301,4,4,1,3,1,:  
11,9,3,150,3,572,541,697,3,153,156,541,697,0,0,529,6,6,541,0,False,18H42,21H15,18,1,0,8,3,2,0,1,3,8,0,1,2,9,0,0,0,0,0,2,3,0,4,1,1,0,0,0,2,100,348,1,4,1,6,0,الحزب الجمهوري:1  تونس العزيزة:1  حركة النهضة:1  حركة نداء تونس:1  المبادرة:1  صوت شعب تونس:1  
11,9,3,150,2,572,510,701,2,189,191,510,701,0,0,485,10,15,510,0,False,18:40,21:15,13,3,0,4,5,3,2,2,4,6,1,4,3,7,1,0,1,0,0,2,4,1,8,3,1,5,2,1,3,57,329,2,1,5,2,0,الجبهة الشعبية:1  المبادرة:1  حركة نداء تونس:1  آفاق تونس:1  حركة النهضة:1  
11,9,3,150,1,572,537,685,0,145,148,537,685,0,0,523,5,9,537,0,True,1825,2045,21,1,0,5,2,5,0,1,5,6,0,2,0,3,0,0,0,0,1,3,2,0,3,2,0,4,0,0,5,49,391,4,1,2,2,0,حركة النهضة:1  آفاق تونس:1  اتحاد الوطني الحر:1  حركة نداء تونس:1  
11,9,3,149,7,587,447,700,5,248,253,447,700,0,0,440,5,2,447,0,False,18:21,20:40,46,0,0,28,0,2,0,3,15,11,0,0,0,7,1,0,0,1,1,5,4,0,3,1,0,0,0,0,2,56,237,2,2,1,12,0,اتحاد الوطني الحر:1  تونس العزيزة:1  صوت شعب تونس:1  حركة نداء تونس:1  المبادرة:1  حركة النهضة:1  
11,9,3,149,6,591,405,700,19,276,295,405,700,0,0,401,3,1,405,0,True,1845,2125,28,0,0,18,0,1,0,2,15,15,0,0,0,2,0,0,0,0,0,3,4,0,5,1,0,0,0,0,0,74,227,2,0,0,3,1,حركة نداء تونس:1  حركة النهضة:1  
11,9,3,149,5,591,493,700,22,185,207,493,700,0,0,488,4,1,493,0,False,19:05,22,35,0,0,16,1,3,0,3,20,8,0,0,1,12,0,0,0,1,0,7,2,1,3,6,0,0,0,1,1,90,260,2,2,3,10,0,حركة نداء تونس:1  حركة النهضة:1  الاتحاد من أجل تونس:1  تونس العزيزة:1  
11,9,3,149,4,591,516,700,2,182,184,516,700,0,0,507,8,1,516,0,False,1900,2240,24,0,0,15,1,2,0,2,14,8,1,1,0,6,1,0,1,0,0,2,4,0,9,4,0,1,1,0,4,119,272,2,0,1,10,2,الجبهة الشعبية:1  حركة نداء تونس:1  تونس العزيزة:1  حركة النهضة:1  
11,9,3,149,3,591,491,700,6,203,209,491,700,0,0,474,11,6,491,0,True,18,21:37,20,1,0,25,2,1,2,1,7,17,4,2,1,5,0,0,0,0,1,4,6,0,4,1,2,3,0,0,1,109,233,5,0,2,14,1,المبادرة:1  حركة نداء تونس:1  آفاق تونس:1  حركة النهضة:1  تونس العزيزة:1  
11,9,3,149,2,591,517,700,1,182,183,517,700,0,0,461,17,39,517,0,True,18h15,21h,13,1,2,14,1,4,1,3,8,12,0,1,2,4,0,2,1,0,1,2,5,1,3,1,2,5,3,0,4,90,254,3,1,1,12,4,اتحاد الوطني الحر:1  حركة نداء تونس:1  صوت شعب تونس:1  حركة النهضة:1  تونس العزيزة:1  المؤتمر من أجل الجمهورية:1  
11,9,3,149,1,591,514,700,22,164,186,514,700,0,0,476,18,20,514,0,False,1825,2140,25,1,0,9,1,7,4,3,6,10,1,3,2,4,1,0,0,3,2,2,3,0,2,6,1,3,2,0,3,76,179,5,2,3,5,2,حركة النهضة:1  تونس العزيزة:1  المبادرة:1  حركة نداء تونس:1  
11,9,2,148,1,323,235,400,2,165,165,235,400,0,0,213,16,6,235,0,True,1830,2030,3,1,0,1,0,1,0,0,0,2,3,0,0,0,0,0,1,0,0,2,7,2,1,1,0,4,1,0,0,13,135,1,1,2,29,2,حركة نداء تونس:2  حركة النهضة:2  المبادرة:1  صوت شعب تونس:1  :  
11,9,2,147,4,499,357,615,0,258,258,357,357,258,0,351,2,4,357,0,True,1848,2042,18,1,1,23,1,2,0,2,8,8,0,1,0,6,0,2,0,0,0,4,9,0,0,2,0,0,1,2,6,53,174,6,2,0,19,0,تونس العزيزة:1  حركة نداء تونس:1  المبادرة:1  حركة النهضة:1  
11,9,2,147,3,499,378,600,1,221,222,378,600,0,0,371,5,2,378,0,True,1855,2120,18,0,0,9,0,1,1,0,10,5,0,1,0,7,0,0,0,0,0,4,4,1,2,0,2,0,0,0,0,85,198,0,0,1,19,3,حركة نداء تونس:1  حركة النهضة:1  
11,9,2,147,2,499,403,600,0,197,197,403,600,0,0,384,17,2,403,0,False,18h50,21h40,10,1,1,15,1,2,1,1,5,4,0,0,0,4,0,1,1,1,1,4,7,0,3,1,1,3,2,1,2,86,201,3,0,1,18,2,اتحاد الوطني الحر:1  صوت شعب تونس:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  المبادرة:1  
11,9,2,147,1,499,444,600,1,155,156,444,600,0,0,410,18,16,444,0,False,19.00,21.30,11,3,1,15,1,5,1,0,10,7,1,0,1,1,0,0,0,0,2,2,9,1,6,3,0,3,3,1,4,83,214,4,0,3,13,2,تونس العزيزة:1  حركة النهضة:1  صوت شعب تونس:1  حركة نداء تونس:1  الجبهة الشعبية:1  
11,9,2,146,2,451,282,498,0,216,216,282,498,0,0,266,13,3,282,0,False,18.30,20.50,8,1,2,27,6,0,0,1,1,2,1,0,0,3,0,0,0,0,0,5,4,0,2,0,0,0,0,1,1,25,138,1,4,1,31,1,حركة النهضة:1  
11,9,2,146,1,452,336,500,1,163,164,336,500,0,0,291,37,8,336,0,False,18.30,,3,2,1,12,2,1,0,5,2,1,3,3,3,3,1,1,2,1,1,3,16,1,2,2,0,6,3,1,5,24,150,4,1,2,24,0,حركة النهضة:1  
11,9,1,145,4,554,391,600,23,186,209,391,600,0,0,379,9,3,391,0,False,1910,2315,29,0,0,20,0,2,0,1,12,9,0,0,0,4,0,0,1,0,0,7,2,0,2,2,0,0,0,1,2,77,201,0,1,1,6,0,المبادرة:1  صوت شعب تونس:1  اتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
11,9,1,145,3,554,463,700,63,174,237,463,700,0,0,452,5,6,463,0,False,19.30,22.10,25,0,0,15,0,4,0,1,10,7,0,0,0,9,0,0,0,2,0,5,10,1,2,1,5,0,0,0,0,99,237,3,0,0,14,2,حركة نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  المبادرة:1  
11,9,1,145,2,554,471,600,7,122,129,471,600,0,0,460,6,5,471,0,False,19.10,22.15,18,1,0,6,0,2,1,0,5,8,0,0,0,4,2,0,0,2,2,4,3,0,2,5,0,5,3,0,3,92,268,2,2,0,19,1,اتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
11,9,1,145,1,554,472,600,15,113,128,472,600,0,0,422,31,19,472,0,False,19.00,23.00,20,2,1,7,3,2,0,3,6,9,1,1,0,7,0,2,1,0,0,4,5,1,2,3,3,4,0,2,1,56,259,1,0,5,8,3,المؤتمر من أجل الجمهورية:1  تونس العزيزة:1  اتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
11,9,1,144,6,543,281,600,6,313,319,281,600,0,0,273,6,2,281,0,False,18.35,20.24,3,0,2,23,1,1,0,1,3,9,0,0,0,4,1,1,0,0,1,2,6,1,2,2,0,1,0,0,1,35,164,0,0,2,6,1,حركة نداء تونس:1  حركة النهضة:1  
11,9,1,144,5,548,318,600,1,282,283,317,600,0,1,303,7,7,317,0,False,1830,2105,8,0,5,25,0,1,0,2,4,9,2,1,0,3,0,0,0,1,2,5,5,0,1,7,0,0,0,0,0,61,148,1,1,3,8,0,اتحاد الوطني الحر:1  حركة نداء تونس:1  المبادرة:1  حركة النهضة:1  صوت شعب تونس:1  
11,9,1,144,4,548,392,600,1,207,208,392,600,0,0,375,7,10,392,0,False,1935,2210,6,0,2,15,1,3,2,1,3,3,1,0,2,3,0,1,0,1,1,4,4,1,2,7,0,2,2,0,3,79,215,2,1,1,6,1,اتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  المبادرة:1  
11,9,1,144,3,548,362,584,0,222,222,362,584,0,0,334,26,2,362,0,False,1855,2045,5,2,1,10,1,2,1,5,1,7,0,0,3,4,1,0,0,0,1,3,4,0,6,8,0,6,1,1,1,56,188,5,1,1,7,1,حركة نداء تونس:1  حركة النهضة:1  
11,9,1,144,2,548,393,600,7,200,207,393,600,0,0,354,23,16,393,0,False,18.30,20.00,13,1,1,10,0,4,6,1,3,1,2,1,1,4,2,0,1,3,3,3,8,0,3,5,0,6,1,1,0,45,208,4,0,2,9,2,الجبهة الشعبية:1  اتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
11,9,1,144,1,548,434,600,4,162,166,434,600,0,0,387,33,14,434,0,False,1830,2330,9,1,3,7,2,6,5,4,1,4,2,1,7,2,2,1,2,1,3,4,13,2,2,7,3,9,1,0,9,41,214,3,5,1,7,3,حركة النهضة:1  
11,9,1,143,6,574,372,700,38,290,328,372,700,0,0,368,2,2,372,0,False,18.43,20.30,19,0,0,27,1,5,0,2,5,13,1,2,1,9,1,0,0,0,1,5,2,0,1,3,2,0,0,0,0,59,199,0,0,0,10,0,حركة النهضة:1  حركة نداء تونس:1  اتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  
11,9,1,143,5,577,403,698,1,294,295,403,698,0,0,397,4,2,403,0,False,18.00,20.30,25,0,0,23,0,3,0,1,13,14,2,0,1,9,0,0,1,0,1,9,4,0,2,2,0,0,2,0,2,57,218,2,1,0,5,0,اتحاد الوطني الحر:1  صوت شعب تونس:1  حركة نداء تونس:1  حركة النهضة:1  المبادرة:1  
11,9,1,143,4,577,483,700,6,209,215,485,700,0,2,464,18,3,485,0,False,19.00,22.00,22,0,0,19,1,1,0,2,18,12,0,0,1,6,0,0,0,0,3,5,6,0,3,14,0,0,0,0,1,92,242,4,0,1,10,1,اتحاد الوطني الحر:1  صوت شعب تونس:1  حركة نداء تونس:1  حركة النهضة:1  
11,9,1,143,3,577,465,700,6,229,235,465,700,0,0,446,4,15,465,0,False,18.35,21.17,13,0,0,17,4,2,3,1,8,20,1,0,0,3,0,0,2,0,3,3,8,1,1,8,2,4,0,0,7,87,233,2,1,1,11,0,حركة نداء تونس:1  حركة النهضة:1  
11,9,1,143,2,577,512,699,2,185,187,512,699,0,0,483,18,11,512,0,False,18.30,21.00,22,2,0,8,3,1,1,2,5,2,1,0,2,8,1,2,0,0,1,6,4,1,9,1,1,0,2,0,1,78,295,1,0,2,18,3,اتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:2  تونس العزيزة:1  المبادرة:1  
11,9,1,143,1,577,495,700,2,204,206,494,700,0,1,464,21,9,494,0,False,1920,2320,17,0,1,12,3,2,0,4,4,4,0,0,3,3,0,3,1,2,4,5,7,2,7,6,4,3,3,1,5,63,274,1,5,2,11,2,حركة نداء تونس:1  صوت شعب تونس:1  المبادرة:1  حركة النهضة:1  
11,8,9,142,1,264,174,300,4,122,126,174,300,0,0,161,11,2,174,0,False,1900,2030,2,0,0,6,0,9,0,0,1,28,0,0,0,1,0,0,2,1,1,1,1,0,0,0,0,3,2,0,3,10,85,2,1,2,0,0,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
11,8,9,141,2,386,249,500,1,250,251,249,500,0,0,248,1,0,249,0,False,1815,2000,6,0,1,10,0,2,0,1,9,89,0,0,2,5,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,44,67,0,0,0,5,0,حركة النهضة:1  الجبهة الشعبية:1  حركة نداء تونس:1  
11,8,9,141,1,387,301,500,4,195,199,301,500,0,0,269,14,18,301,0,False,1800,2015,4,0,0,4,1,5,0,3,4,84,2,4,0,3,1,1,1,0,0,6,3,0,0,0,4,4,2,1,11,34,76,1,1,1,5,3,:  
11,8,8,140,1,228,143,300,3,154,157,143,300,0,0,136,7,0,143,0,False,1830,2000,2,2,0,4,2,2,0,1,1,11,3,1,1,2,0,0,0,1,0,1,0,1,1,3,0,1,1,0,3,49,37,2,0,2,2,0,حركة النهضة:1  حركة نداء تونس:1  
11,8,8,139,1,138,79,200,3,118,121,79,200,0,0,67,9,3,79,0,False,18H,18H55,4,1,0,1,0,4,0,0,0,12,1,0,1,1,0,1,0,1,1,0,0,0,2,0,0,1,1,0,3,9,20,1,0,0,1,1,آفاق تونس:1  حركة النهضة:1  حركة نداء تونس:2  
11,8,8,138,2,391,192,500,1,307,308,192,500,0,0,178,4,10,192,0,False,18H25,20H05,1,1,0,6,3,0,0,1,5,23,2,2,0,3,0,0,0,0,0,3,2,0,1,2,0,0,0,0,2,12,103,1,3,2,0,0,حركة النهضة:1  حركة نداء تونس:1  
11,8,8,138,1,391,244,500,5,251,256,244,500,0,0,221,23,0,244,0,False,19.00,22.30,4,2,1,6,2,4,3,6,4,16,4,0,1,2,1,0,1,1,3,2,2,1,4,4,0,6,2,0,4,22,100,8,3,1,1,0,حركة نداء تونس:1  حركة النهضة:1  
11,8,7,136,4,484,346,602,13,243,256,346,602,0,0,340,1,5,346,0,True,18.25,20.40,2,0,2,41,0,3,0,0,10,4,1,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,112,151,1,0,0,3,0,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  آفاق تونس:1  
