circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,حركة نداء تونس,آفاق تونس,أمانة وفاء,إرادة,إن شاء الله خير,االجبهة الوطنية التونسية,اتحاد الشباب الديمقراطي التونسي,الأمانة,الأمل,الاتحاد الوطني الحر,الاتحاد من أجل تونس,الانجاز والمقاومة ,الانفتاح والوفاء,التحالف الديمقراطي,التيار الديمقراطي,الجبهة الشعبية,الحركة الدستورية,الحركة الديمقراطية الاشتراكية,الحزب الجمهوري,الحزب الجمهوري المغاربي,الحقيقة,الخضر,الخضراء,الربيع العربي لتحقيق السيادة الاقتصادية ,الشباب المستقل,الشروق,الشعب يريد,الصوت الحر,العدالة الجمهورية,العريضة الشعبية,العقد الثوري,القائمة المستقلة أبناء الشعب,القائمة المستقلة العدالة,القائمة المستقلة النخلة,القائمة المستقلة للامركزية والتنمية,اللقاء الدستوري,المبادرة,المستقلة الاقلاع,المنارة,الوئام,الوفاء بالعهد,الياسمين,تونس الخضراء تنمية مستدامة,تيار المحبة,جركة الديمقراطيين الاجتماعيين,حركة الشعب,حركة النهضة,حركة وفاء,حزب الأمان,حزب الانتماء الديمقراطي,حزب البناء الوطني,حزب التكتل ,حزب التكتل الشعبي من أجل تونس,حزب الغد,حزب المؤتمر من أجل الجمهورية,حزب صوت شعب تونس,رد الاعتبار,شباب قفصة,صوت الحق,قائمة الأمل,قفصة دارنا الكل,قفصة عراقة وتجديد,observers
17,7,3,100,4,509,268,600,1,333,334,266,600,0,2,264,2,0,266,0,False,18h26,20h45,27,2,30,0,5,0,0,0,1,7,0,0,0,1,3,13,0,0,0,0,0,1,0,0,6,0,0,0,1,0,0,1,0,1,0,7,14,43,13,0,0,0,0,1,0,2,60,0,1,1,0,1,0,0,1,0,19,1,0,1,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1   نداء تونس:1  اللقاء الدستوري:2  إن شاء الله خير:1  
17,7,3,100,3,510,350,614,0,264,264,350,614,0,0,347,1,2,350,0,False,1800,2025,36,1,49,2,3,0,0,0,0,7,2,1,0,4,1,20,1,0,3,0,0,0,4,0,2,1,0,0,0,0,0,2,1,0,0,9,12,34,15,0,0,0,0,0,0,4,97,1,2,0,0,0,1,0,7,0,23,0,1,0,1,0, نداء تونس:2  حركة النهضة:2  المستقلة الاقلاع:2  الخضراء:1  الاتحاد الوطني الحر:1  
17,7,3,100,2,510,407,600,1,194,194,406,600,1,1,386,11,9,406,0,True,18h42,,51,0,52,0,6,0,0,1,1,7,1,0,1,3,0,23,0,0,0,0,1,1,2,0,2,0,0,0,3,1,0,2,2,1,1,7,12,51,9,0,0,0,1,0,0,7,108,2,2,0,0,0,0,0,3,0,20,0,0,0,1,1,حركة النهضة:1   نداء تونس:1  المبادرة:1  رد الاعتبار:1  
17,7,3,100,1,510,361,628,0,268,268,360,628,0,1,328,22,10,360,0,True,18h05,22h,63,2,42,0,10,0,1,2,1,3,2,0,1,2,0,7,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,4,0,1,4,10,39,8,0,0,2,1,1,1,6,62,0,2,1,1,1,1,1,4,0,26,0,1,3,0,4,حركة النهضة:1   نداء تونس:1  المبادرة:1  رد الاعتبار:1  الجبهة الشعبية:1  
17,7,3,99,4,542,263,600,0,37,37,263,300,300,0,258,5,0,263,0,False,18h07,20h30,42,0,20,10,2,0,0,0,0,15,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,1,15,33,2,0,0,0,0,0,0,2,66,2,1,0,0,2,0,1,7,0,14,1,0,1,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1   نداء تونس:1  المبادرة:1  رد الاعتبار:1  المستقلة الاقلاع:1  
17,7,3,99,3,543,329,600,0,271,271,329,600,0,0,328,1,0,329,0,False,"18,30",21,40,0,44,12,0,0,0,0,0,9,3,4,0,1,4,14,0,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,0,0,0,0,12,27,5,1,0,0,0,1,0,3,102,3,0,1,0,1,0,0,6,1,23,0,1,1,0,0,حركة النهضة:  المبادرة:  المستقلة الاقلاع:  الجبهة الشعبية:   نداء تونس:  حزب الغد:  رد الاعتبار:  
17,7,3,99,1,543,394,600,1,205,206,394,600,0,0,371,15,8,394,0,True,"18,49","22,10",68,5,50,8,3,1,0,0,1,5,2,2,0,0,3,13,0,3,2,0,1,0,3,0,0,1,0,2,1,2,0,4,1,0,0,2,14,41,3,1,0,2,0,2,2,3,89,1,0,0,2,1,0,3,1,0,19,1,2,0,1,0,العريضة الشعبية:  حزب المؤتمر من أجل الجمهورية:   نداء تونس:  العدالة الجمهورية:  حركة النهضة:  الأمانة:  
17,7,2,98,1,179,101,300,0,199,199,101,300,0,0,82,4,15,101,0,False,"18,17","19,13",11,0,0,0,1,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,4,0,0,0,20,0,2,0,0,0,0,0,0,0,11,0,0,1,0,0,0,1,0,0,17,1,0,0,0,0, نداء تونس:2  المبادرة:  حركة النهضة:  
17,7,2,97,1,381,268,500,0,232,232,268,500,0,0,246,10,12,268,0,False,18h10,20h10,86,0,2,1,1,2,0,0,1,7,1,1,0,0,0,2,2,1,0,0,0,1,0,0,35,1,0,2,0,0,1,0,2,7,2,0,3,1,0,0,1,1,1,0,0,2,61,0,0,8,1,0,0,2,1,0,5,0,1,0,0,0,حركة النهضة:1   نداء تونس:1  رد الاعتبار:1  
17,7,2,96,1,121,60,200,0,140,140,60,200,0,0,54,5,1,60,0,True,"18,30","19,20",12,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,3,1,0,7,1,0,0,0,1,0,0,1,0,0,0,0,3,6,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,العريضة الشعبية:   نداء تونس:  حركة النهضة:  
17,7,2,95,2,364,152,400,0,248,248,152,400,0,0,148,1,3,152,0,False,"18,20",,56,0,0,0,0,0,0,2,0,8,0,0,0,0,0,1,0,0,0,0,0,2,0,0,9,0,0,2,0,1,0,0,2,0,0,0,17,0,1,0,0,0,0,0,0,0,40,1,0,1,0,0,0,0,4,0,0,0,0,0,0,1,رد الاعتبار:  الجبهة الشعبية:  حركة النهضة:   نداء تونس:  المبادرة:  
17,7,2,95,1,364,229,402,0,173,173,229,402,0,0,215,13,1,229,0,False,18,20,84,4,1,0,1,0,0,0,2,4,0,2,1,0,0,4,1,0,2,0,1,0,0,0,13,0,0,3,1,1,0,0,2,7,0,1,23,1,1,0,2,3,1,2,0,1,4,0,0,1,0,0,1,0,1,0,2,0,0,0,0,1,حركة النهضة:  الجبهة الشعبية:  الحزب الجمهوري:   نداء تونس:  الاتحاد الوطني الحر:  
17,7,1,94,1,240,77,300,0,223,223,77,300,0,0,73,3,1,77,0,False,"18,20","19,15",14,1,0,1,1,0,2,0,1,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,7,1,0,1,0,0,0,0,4,1,1,0,2,0,0,0,0,1,2,2,0,3,14,1,0,3,1,0,0,0,0,0,1,0,0,1,0,0, نداء تونس:  حركة النهضة:  
17,7,1,93,1,372,174,400,0,226,226,174,400,0,0,164,6,4,174,0,True,1807,1930,43,0,2,0,9,0,2,0,0,3,0,0,1,0,0,0,0,1,0,0,1,1,0,0,7,1,0,0,0,2,0,1,15,1,3,10,23,0,0,0,0,0,1,3,1,3,24,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0, نداء تونس:2  حركة النهضة:1  إن شاء الله خير:1  
17,5,5,84,3,479,264,600,1,335,336,264,600,0,0,262,1,1,264,0,False,1800,1821,17,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,86,69,0,0,10,9,0,0,0,0,0,0,0,0,40,0,0,1,0,0,0,0,1,0,5,1,0,0,0,0,حركة النهضة:1  المبادرة:1  القائمة المستقلة النخلة:1  المستقلة الاقلاع:1  
17,5,5,84,2,481,317,600,3,280,283,317,600,0,0,309,3,5,317,0,False,18h,21h,16,0,0,0,32,0,0,1,1,1,0,0,0,0,1,2,0,0,0,0,0,2,1,0,6,0,0,0,0,0,0,0,89,66,0,0,12,18,0,0,0,0,0,1,0,1,49,0,0,0,0,0,0,0,1,0,7,1,1,0,0,0, نداء تونس:1  المبادرة:1  المستقلة الاقلاع:1  القائمة المستقلة النخلة:1  
17,5,5,84,1,481,359,600,5,239,244,356,600,0,3,335,8,13,356,0,True,18h15,20h52,30,0,0,0,35,0,1,1,1,2,1,2,2,0,0,2,1,0,0,0,1,1,0,0,5,1,2,1,0,1,0,0,94,50,1,1,14,20,0,0,0,0,0,1,0,0,46,0,1,1,0,0,0,0,2,0,9,0,2,0,1,2,حركة النهضة:1   نداء تونس:1  الجبهة الشعبية:1  المستقلة الاقلاع:1  
17,5,5,83,4,570,331,600,0,269,269,331,600,0,0,323,6,2,331,0,True,1852,2130,30,0,0,11,30,0,0,2,0,12,0,0,0,0,2,4,1,0,0,0,0,0,1,2,18,0,0,1,0,0,0,0,55,1,0,0,9,44,0,0,0,1,0,0,0,0,78,0,0,0,0,9,0,0,1,0,5,0,5,0,0,1,حركة النهضة:1  الاتحاد الوطني الحر:1  حزب التكتل :1  الجبهة الشعبية:1  المستقلة الاقلاع:1  
17,5,5,83,3,570,371,600,3,227,230,370,600,0,1,365,2,3,370,0,False,1830,2100,24,2,0,14,33,1,0,0,0,7,0,0,1,0,5,2,1,0,1,1,0,0,1,1,19,0,0,1,0,1,0,1,65,3,0,1,8,50,0,0,0,0,0,0,0,0,98,0,0,1,0,4,0,1,4,0,8,0,5,0,1,0,المبادرة:1  المستقلة الاقلاع:1  حركة النهضة:1  إرادة:1  حزب التكتل :1  صوت الحق:1  
17,5,5,83,2,570,446,600,1,153,154,446,600,0,0,426,14,6,446,0,False,18.00,21.00,24,6,2,16,30,1,1,1,0,5,1,1,1,2,4,9,0,0,3,0,1,0,1,0,21,0,0,0,0,2,1,0,68,0,0,1,5,52,0,0,0,0,0,0,0,2,137,0,0,2,1,6,1,1,2,0,4,0,10,0,0,1,المبادرة:1  إرادة:1  صوت الحق:1  العريضة الشعبية:1  حركة النهضة:1  القائمة المستقلة النخلة:1  المستقلة الاقلاع:1  
17,5,5,83,1,570,393,700,0,307,307,393,700,0,0,367,12,14,393,0,False,18.00,0,26,5,0,12,33,0,1,0,1,9,1,1,0,0,1,2,1,0,0,0,1,1,2,1,16,2,0,2,0,1,3,1,58,4,1,1,12,44,0,2,0,1,2,0,0,1,94,0,2,2,0,6,0,0,0,1,7,0,4,1,0,1,رد الاعتبار:1  حركة النهضة:1  إرادة:1  المستقلة الاقلاع:1  
17,5,3,81,4,460,229,500,0,271,271,229,500,0,0,219,7,3,229,0,True,1815,2020,39,2,0,0,0,0,1,1,0,9,0,0,0,2,2,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,2,0,0,71,0,1,1,0,0,0,0,5,0,0,0,46,0,1,0, نداء تونس:1  المبادرة:1  حركة النهضة:1  صوت الحق:1  
17,5,3,81,3,460,295,500,0,205,205,295,500,0,0,292,2,1,295,0,True,1805,2035,62,0,1,1,3,0,0,1,1,2,0,0,0,0,2,3,1,0,7,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,102,64,0,0,0,0,0,0,0,0,1,0,4,0,0,0, نداء تونس:1  صوت الحق:1  حركة النهضة:1  
17,5,3,81,2,460,331,502,0,171,171,331,502,0,0,323,4,4,331,0,True,1815,2025,80,0,0,0,3,0,2,0,0,3,0,1,0,0,1,7,1,0,2,0,0,0,0,1,0,2,0,0,0,1,1,0,0,1,0,0,26,5,0,0,1,0,0,5,0,1,123,0,0,0,0,1,0,0,0,0,2,0,52,0,1,0,حركة النهضة:1   نداء تونس:1  المبادرة:1  
17,5,3,81,1,460,315,500,4,186,190,310,500,0,5,280,19,11,310,0,False,1800,2040,59,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,1,0,1,0,1,5,1,0,0,2,0,4,0,0,0,2,1,1,16,5,0,0,0,1,1,3,0,0,116,0,0,3,0,1,1,0,0,0,6,1,39,0,1,0,حركة النهضة:1   نداء تونس:1  الاتحاد الوطني الحر:1  المبادرة:1  
17,5,3,80,3,479,264,600,1,335,336,264,600,0,0,264,0,0,264,0,False,1810,2010,32,0,0,0,1,0,0,3,0,2,1,1,0,0,3,3,0,1,0,0,0,0,0,1,0,1,5,0,0,2,1,0,0,3,0,0,3,34,0,0,0,0,0,1,0,1,38,0,0,0,0,1,0,0,0,0,8,0,117,0,1,0,حركة النهضة:1  الجبهة الشعبية:1  المستقلة الاقلاع:1  
17,5,3,80,2,479,324,600,1,275,276,324,600,0,0,319,4,1,324,0,False,1800,2030,39,1,0,0,1,0,0,4,1,3,2,2,0,0,0,5,0,0,1,0,0,1,0,2,1,0,5,0,0,0,0,0,1,2,0,0,2,41,0,0,0,0,1,0,0,3,66,0,0,0,0,0,0,0,0,1,1,0,133,0,0,0,الجبهة الشعبية:1  العريضة الشعبية:1  القائمة المستقلة النخلة:1  حركة النهضة:1  الاتحاد الوطني الحر:1   نداء تونس:1  المستقلة الاقلاع:1  
17,5,3,80,1,479,347,600,1,253,254,346,600,0,1,336,7,3,346,0,False,18h30,,44,0,0,0,1,0,0,3,0,2,1,1,0,0,0,0,2,0,1,0,1,0,0,6,0,0,2,0,1,2,1,0,2,5,2,2,5,58,0,0,0,1,0,1,1,0,60,2,0,3,1,0,2,0,1,2,7,0,111,0,1,1,حركة النهضة:1   نداء تونس:1  الجبهة الشعبية:1  صوت الحق:1  القائمة المستقلة النخلة:1  المستقلة الاقلاع:1  
17,5,2,79,3,475,264,500,1,235,236,264,500,0,0,262,2,0,264,0,False,18h30,20h46,46,0,1,0,8,0,0,0,0,14,0,0,0,0,3,8,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,0,0,5,50,0,0,1,0,0,3,0,1,83,0,0,0,0,0,0,0,5,0,6,1,14,0,0,0,حركة النهضة:1   نداء تونس:1  المستقلة الاقلاع:1  حزب المؤتمر من أجل الجمهورية:1  القائمة المستقلة النخلة:1  الجبهة الشعبية:1  المبادرة:1  
17,5,2,79,2,475,341,500,1,158,159,341,500,0,0,333,5,2,340,5,False,18h,20h02,43,1,0,0,3,0,1,0,0,9,0,1,0,0,7,7,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,9,3,0,0,9,68,0,0,0,0,1,6,0,1,127,0,0,0,1,0,0,0,4,0,5,1,21,0,0,1,حركة النهضة:1   نداء تونس:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  المبادرة:1  
17,5,2,79,1,475,383,500,1,116,117,383,500,0,0,371,6,6,383,0,False,"18,45",21,79,0,0,0,6,1,1,0,0,5,1,0,0,2,2,9,0,0,2,2,1,1,1,0,2,0,0,0,0,4,1,0,9,2,0,0,6,66,0,0,0,2,0,0,1,1,134,0,0,1,1,0,0,0,4,2,10,0,11,0,1,0,المستقلة الاقلاع:   نداء تونس:  حركة النهضة:  الجبهة الشعبية:  الحزب الجمهوري:  حزب الانتماء الديمقراطي:  
17,5,2,78,3,564,323,600,1,277,277,323,600,1,0,322,0,0,322,0,False,1815,1940,71,0,0,0,0,0,0,0,0,9,0,0,0,0,1,7,0,0,0,0,0,1,0,1,1,1,0,2,0,4,2,0,0,0,0,0,6,2,0,0,0,1,0,1,0,1,73,1,0,11,0,0,0,0,2,0,0,0,123,0,0,1, نداء تونس:1  حركة النهضة:1  الصوت الحر:1  الجبهة الشعبية:1  المبادرة:1  
17,5,2,78,2,564,420,600,0,180,180,420,600,0,0,414,4,2,420,0,False,18:00,20:36,77,0,1,0,1,1,1,0,0,4,1,0,0,0,7,9,0,0,0,0,0,0,0,6,1,0,0,0,0,12,2,0,2,0,1,0,19,2,0,0,0,0,0,0,0,1,110,3,0,15,0,0,0,2,1,0,1,0,134,0,0,0,الجبهة الشعبية:  صوت الحق:  حزب الانتماء الديمقراطي:  الربيع العربي لتحقيق السيادة الاقتصادية :   نداء تونس:  حركة النهضة:  
17,5,2,78,1,564,442,600,3,155,158,442,600,0,0,415,14,13,442,0,True,1845,2140,77,0,0,0,1,0,0,0,2,4,0,1,1,1,4,10,1,0,1,1,1,0,0,10,0,0,0,2,0,8,0,0,2,0,0,2,21,1,0,0,0,1,1,0,1,4,127,2,0,11,0,2,0,2,0,0,1,0,111,0,1,0,حركة النهضة:1  الجبهة الشعبية:1  المبادرة:1  الصوت الحر:1  
17,5,2,77,3,561,309,600,2,289,291,309,600,0,0,303,3,3,309,0,False,1815,2001,39,1,0,0,1,1,1,0,0,14,0,0,1,2,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,9,82,0,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,5,0,4,0,23,0,0,0,حركة النهضة:2   نداء تونس:1  المبادرة:1  المستقلة الاقلاع:1  
17,5,2,77,2,561,417,600,0,183,183,417,600,0,0,408,4,5,417,0,False,1821,2055,50,2,0,2,4,0,0,1,1,4,0,1,2,2,17,5,0,0,2,0,0,0,1,0,2,0,1,0,0,1,0,0,1,2,0,0,11,97,0,0,0,0,0,4,0,4,161,1,0,1,2,0,0,0,5,1,6,0,14,0,0,0,حركة النهضة:2  المستقلة الاقلاع:1   نداء تونس:1  المبادرة:1   نداء تونس:2  الحزب الجمهوري:1  
17,5,2,77,1,561,444,600,3,155,158,442,600,0,2,434,4,4,442,442,False,1824,2100,89,3,0,0,2,0,2,0,0,3,0,0,2,4,11,4,0,0,0,0,1,1,1,0,3,0,0,0,0,2,1,0,2,1,0,2,12,86,1,1,1,0,3,1,0,0,157,0,1,2,0,0,0,1,5,0,8,0,19,0,1,1, نداء تونس:1  حركة النهضة:1  رد الاعتبار:1  حزب المؤتمر من أجل الجمهورية:1  المستقلة الاقلاع:1  المبادرة:1  العريضة الشعبية:1  
17,5,2,76,4,589,320,700,0,380,380,320,700,0,0,316,3,1,320,0,False,"18,30",21,86,0,0,0,0,0,0,0,0,10,0,0,0,1,7,10,1,0,1,0,0,0,1,4,1,0,1,0,0,11,0,0,1,0,0,0,8,37,0,0,0,0,0,0,0,3,73,0,0,2,0,0,0,0,0,0,7,0,51,0,0,0,حركة النهضة:  المستقلة الاقلاع:   نداء تونس:  حزب المؤتمر من أجل الجمهورية:  
17,5,2,76,3,592,432,700,1,267,268,432,700,0,0,426,2,4,432,0,False,18.10,21.10,119,1,0,0,1,1,0,0,0,6,1,0,0,0,10,8,1,0,2,0,0,0,0,4,1,0,3,0,0,12,2,0,7,0,0,0,14,35,0,0,0,0,0,0,0,2,129,0,0,2,0,1,0,0,2,0,8,0,52,2,0,0,حركة النهضة:1   نداء تونس:1  الجبهة الشعبية:1  العريضة الشعبية:1  المستقلة الاقلاع:1  صوت الحق:1  
17,5,2,76,2,592,458,700,1,241,242,458,700,0,0,448,6,3,457,1,False,18.21,21.40,131,1,0,1,1,0,0,1,0,2,1,1,0,1,7,5,0,0,6,0,0,0,0,5,0,0,2,0,1,15,1,0,6,2,0,0,8,57,0,0,0,0,0,2,1,6,111,2,1,2,0,0,0,1,2,0,16,0,46,3,1,0,الاتحاد الوطني الحر:1  حركة النهضة:1  الجبهة الشعبية:1  
17,5,2,76,1,592,441,700,0,259,259,441,700,0,0,413,16,12,441,0,False,18h30,19h55,141,4,1,0,2,1,0,1,2,3,2,0,2,0,3,5,2,0,2,0,1,0,0,5,3,0,1,2,1,12,1,0,4,0,1,3,9,44,0,0,0,0,1,2,1,2,96,0,1,2,0,0,1,1,3,0,12,0,30,0,0,3, نداء تونس:1  حركة النهضة:1  المبادرة:1  الجبهة الشعبية:2  تيار المحبة:1  المستقلة الاقلاع:1  
17,5,2,75,4,557,290,600,0,310,310,290,600,0,0,289,0,1,290,0,True,1822,2100,21,1,0,1,1,0,0,2,0,13,0,0,1,5,3,10,1,0,0,0,0,0,2,5,0,0,1,0,0,3,0,1,16,3,0,0,7,73,0,0,0,0,0,2,0,0,94,0,0,1,0,0,0,0,3,0,7,0,12,0,0,0,المستقلة الاقلاع:1   نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
17,5,2,75,3,557,371,600,1,228,229,371,600,0,0,367,1,3,371,0,True,1800,2023,30,2,0,1,0,0,0,1,0,10,0,2,0,4,9,7,0,0,0,1,0,0,1,1,0,1,0,0,0,3,1,1,14,3,0,1,8,87,0,0,0,0,0,1,0,0,133,3,0,2,0,0,0,1,4,1,12,0,22,0,0,0,حركة النهضة:1  المستقلة الاقلاع:1  
17,5,2,75,2,557,416,600,1,184,185,415,600,0,1,408,5,2,415,0,False,20.00,20.00,47,1,4,0,1,1,0,0,0,6,1,0,0,2,11,9,0,1,0,0,0,0,2,0,1,0,0,1,0,2,0,0,20,1,0,1,9,108,0,0,0,0,1,1,0,2,131,0,0,2,0,1,1,0,3,0,8,0,29,0,0,0,حركة النهضة:1   نداء تونس:1  الجبهة الشعبية:1  تيار المحبة:1  المستقلة الاقلاع:1  
17,5,2,75,1,557,403,600,1,196,197,402,599,1,1,386,11,5,402,0,False,1803,2030,53,3,1,0,0,0,0,2,0,9,0,0,0,1,8,2,1,1,1,0,1,0,2,5,0,1,0,1,0,4,0,1,10,0,0,1,19,99,1,0,0,2,0,3,0,3,114,1,1,1,0,1,0,0,1,1,10,0,21,0,0,0, نداء تونس:2  حركة النهضة:1  الاتحاد الوطني الحر:1  صوت الحق:1  القائمة المستقلة العدالة:1  
17,5,1,74,1,518,396,600,3,201,204,396,600,0,0,389,6,1,396,0,False,18.15,20.30,40,1,1,2,10,1,3,0,0,1,0,0,0,1,3,4,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,26,3,0,1,12,163,0,1,1,2,0,7,0,0,82,0,0,1,0,1,0,0,4,0,5,0,7,1,0,0, نداء تونس:1  حركة النهضة:1  المستقلة الاقلاع:1  
17,5,1,73,1,151,100,200,0,101,101,99,200,0,1,99,0,0,99,0,False,18h,19h25,17,1,2,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,7,0,1,0,2,17,0,0,0,0,0,2,0,0,28,1,0,0,0,0,0,0,0,0,2,1,5,0,1,0,حركة النهضة:1   نداء تونس:1  المبادرة:1  المستقلة الاقلاع:1  
17,5,1,72,3,436,249,500,1,250,251,249,500,0,0,244,3,2,249,0,False,1830,2010,53,2,0,0,0,1,0,4,0,11,0,0,0,0,4,7,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,1,0,1,1,0,23,18,0,0,0,0,0,0,0,0,78,1,0,0,0,0,1,0,2,0,1,0,29,0,0,0,حركة النهضة:1  صوت الحق:1   نداء تونس:1  المنارة:1  حركة الشعب:1  
17,5,1,72,2,438,325,500,0,175,175,325,500,0,0,319,4,1,324,1,False,18.00,21.30,68,1,0,1,2,0,0,5,1,4,1,1,0,0,5,6,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,5,3,0,0,22,15,1,0,0,0,0,0,0,0,132,2,1,2,0,1,0,0,3,0,5,0,26,1,0,0,صوت الحق:1   نداء تونس:1  حزب المؤتمر من أجل الجمهورية:1  تيار المحبة:1  حركة النهضة:1  المبادرة:1  
17,5,1,72,1,438,324,500,0,176,176,324,500,0,0,313,7,4,324,0,False,18h45,21h45,93,5,0,0,0,3,1,3,3,8,0,1,0,0,3,7,0,3,1,1,0,0,2,0,0,0,1,3,0,1,1,0,3,0,0,2,22,18,2,2,0,1,1,2,0,2,91,0,0,0,0,2,1,0,0,0,4,0,19,0,0,1,الاتحاد الوطني الحر:1  حركة النهضة:1   نداء تونس:1  المستقلة الاقلاع:1  المبادرة:1  العريضة الشعبية:1  الجبهة الشعبية:1  
17,5,1,71,4,529,326,600,0,274,274,326,600,0,0,322,3,1,326,0,False,1816,2022,12,0,1,1,3,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,10,1,0,0,1,218,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,2,0,2,0,4,1,0,0, نداء تونس:1  حركة النهضة:1  المستقلة الاقلاع:1  
17,5,1,71,3,529,385,600,1,214,215,385,600,0,0,382,1,2,385,0,False,18.25,20.00,15,0,0,1,3,0,0,0,0,1,1,0,0,1,3,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,15,2,0,0,0,229,0,0,0,0,0,0,0,1,94,0,0,1,0,0,0,0,1,0,1,0,7,0,0,0, نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  الحزب الجمهوري:1  المستقلة الاقلاع:1  صوت الحق:1  
17,5,1,71,2,529,442,600,1,160,161,439,600,0,3,430,5,4,439,0,False,18.30,21.20,10,1,0,0,3,0,1,1,0,0,1,0,0,0,7,5,1,0,1,0,0,0,1,1,1,0,0,0,1,3,1,1,20,4,0,0,3,240,0,0,0,0,0,0,0,0,101,1,1,0,0,0,0,0,6,0,11,0,2,0,1,0,القائمة المستقلة النخلة:1  المستقلة الاقلاع:1   نداء تونس:1  حركة النهضة:1  
17,5,1,71,1,529,380,600,0,220,220,380,600,0,0,345,29,6,380,0,False,18:20,21:20,21,1,0,1,5,1,1,0,3,2,1,0,1,0,2,3,1,0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,16,3,0,0,1,174,0,0,0,1,0,1,0,2,81,0,3,2,1,1,0,0,1,0,5,0,2,0,0,0, نداء تونس:  حركة النهضة:  الجبهة الشعبية:  صوت الحق:  رد الاعتبار:  المستقلة الاقلاع:  الاتحاد الوطني الحر:  
17,10,10,172,1,202,124,300,0,176,176,124,300,0,0,115,4,5,124,0,True,18h25,19h15,5,1,0,0,2,0,0,3,0,2,1,0,0,0,0,1,3,0,1,0,0,0,0,0,46,0,0,1,0,0,0,0,0,2,0,0,15,0,0,0,1,1,0,1,0,1,19,1,0,0,0,0,1,2,0,0,1,0,2,0,1,1,
17,10,9,171,1,126,90,200,0,110,110,90,200,0,0,84,5,1,90,0,False,18h14,,16,1,0,1,0,1,2,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,18,0,1,0,14,0,1,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,حركة النهضة:2   نداء تونس:2  المبادرة:1  
17,10,9,170,1,270,210,300,1,89,90,210,300,0,0,200,9,1,210,0,False,18h05,20h,66,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,3,5,0,0,0,1,1,1,1,0,0,2,1,1,0,0,1,0,1,0,67,0,1,0,0,1,0,0,0,0,34,0,0,2,0,0,0,0,0,0,0,2,0,1,0,1,حركة النهضة:1   نداء تونس:2  المبادرة:1  
17,10,9,169,1,242,145,300,0,155,155,145,300,0,0,140,5,0,145,0,True,18h10,19h45,حركة النهضة:1   نداء تونس:1  المبادرة:1  
17,10,9,168,1,235,166,300,0,134,134,166,300,0,0,161,1,4,166,0,False,18h,19h16,1,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,4,0,1,0,0,1,3,0,116,0,0,1,0,1,1,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,حركة النهضة:1   نداء تونس:1  
