circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, إتحاد الشباب الديمقراطي التونسي,آفاق تونس,إتحاد القوى الوطنية,إرادة الشعب,الأديب للتنمية والعدالة,الأمان,الائتلاف المستقل لحركة نور تونس,الاتحاد الوطني الحر,الاتحاد من أجل تونس ,التحالف الديمقراطي,التيار الديمقراطي,الجبهة الشعبية,الجبهة الوطنية للانقاذ,الحركة الدستورية,الحركة الديمقراطية للاصلاح والبناء,الحزب الاشتراكي,الحزب الجمهوري,الحزب الليبرالي التونسي,الرافدة,الشعب يريد,الصباح الجديد لتونس,العريضة الشعبية,القائمة البورقيبية,المؤتمر من أجل الجمهورية,المبادرة,باب الأمل,تحيا تونس,تيار المحبة,جوهرة,حركالتونسي,حركة الاقلاع إلى المستقبل,حركة الديمقراطيين الاشتراكيين ,حركة الربيع العربي,حركة الشعب,حركة النهضة,حزب التكتل,حزب التكتل الشعبي من أجل تونس,حزب العدل والتنمية ,حزب العمل التونسي,حزب القيم الوطنية,حزب المستقبل,حضر موت,سيادة الشعب,صوت شعب تونس,حركة نداء تونس,observers
20,9,1,94,5,548,391,600,2,209,211,391,600,0,0,389,2,0,391,2,True,18.00,20.21,0,21,0,1,0,0,0,5,1,1,5,9,1,0,1,1,0,0,0,0,0,0,0,3,9,0,0,3,0,1,0,0,1,1,102,3,0,0,0,0,1,0,0,0,217,نداء تونس:2  حركة النهضة:2  المبادرة:1  
20,9,1,94,4,548,408,600,0,192,192,408,600,0,0,403,5,0,408,0,True,18.51,21.35,0,12,0,0,0,0,0,6,1,2,7,11,3,2,2,0,3,0,0,0,0,1,1,3,10,0,2,0,1,0,0,0,0,1,110,2,0,0,0,0,1,2,0,1,219,نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
20,9,1,94,3,548,452,600,0,148,148,452,600,0,0,440,12,0,452,0,True,1832,2135,0,12,0,0,0,0,0,3,1,0,5,9,3,1,1,0,3,1,1,1,0,0,2,2,14,1,0,1,1,1,1,0,0,2,121,4,0,0,0,0,0,0,1,0,248,نداء تونس:2  حركة النهضة:2  المبادرة:1  
20,9,1,94,2,548,447,600,6,149,155,445,600,600,2,425,14,6,445,0,True,1800,,0,14,1,2,0,1,1,1,0,3,2,4,0,5,1,4,3,1,0,0,0,0,1,5,15,0,0,1,3,0,3,2,1,0,72,4,0,1,0,0,1,0,1,1,271,حركة النهضة:1  آفاق تونس:1  نداء تونس:1  
20,9,1,94,1,548,423,600,5,172,177,423,600,0,0,411,8,4,423,0,True,18.15,21.10,1,8,2,0,0,1,0,5,1,3,2,14,1,2,0,1,3,0,0,0,0,1,3,2,11,1,0,3,0,1,2,2,0,3,85,3,0,0,1,0,0,1,0,0,248,حركة النهضة:1  نداء تونس:1  المبادرة:1  
20,8,3,93,8,561,310,599,0,289,289,310,599,0,0,302,4,4,310,0,True,1830,2121,1,19,0,1,0,1,0,13,0,1,7,13,2,3,0,0,4,0,0,0,0,1,1,6,13,0,0,4,0,3,0,0,0,0,53,0,0,0,0,0,0,0,0,0,156,نداء تونس:1  المبادرة:1  حركة النهضة:1  
20,8,3,93,7,564,288,600,0,312,312,288,600,0,0,276,7,5,288,0,True,18.00,20.55,1,20,0,0,0,1,0,6,0,7,7,16,0,4,0,0,3,0,0,0,0,1,1,9,6,0,1,5,1,2,0,0,0,0,55,1,0,0,1,0,1,0,0,0,127,حركة النهضة:1  الحركة الدستورية:1  نداء تونس:1  المبادرة:1  
20,8,3,93,6,564,370,600,0,230,230,370,600,0,0,367,0,3,370,0,True,1815,2015,0,16,0,1,0,0,0,8,1,2,3,24,0,2,0,0,5,0,0,0,0,1,0,5,13,0,1,4,1,1,0,1,0,0,85,3,0,0,0,0,0,0,0,0,190,نداء تونس:1  حركة النهضة:1  المبادرة:1  الحركة الدستورية:1  
20,8,3,93,5,564,320,600,0,280,280,320,600,0,0,317,3,0,320,0,True,18.23,20.25,3,4,0,2,0,0,1,8,1,1,3,16,0,2,1,1,5,0,0,0,0,1,0,9,2,2,0,11,0,0,0,1,0,1,95,1,0,0,1,1,1,0,0,0,143,الحركة الدستورية:1  حركة النهضة:1  نداء تونس:1  المبادرة:1  
20,8,3,93,4,564,341,600,2,257,259,341,600,0,0,333,3,5,341,0,True,1820,2110,0,8,0,3,0,0,0,16,1,2,8,9,4,1,0,0,2,0,0,0,0,4,0,17,14,1,1,26,0,1,1,1,0,3,86,0,0,1,0,0,0,0,0,1,122,حركة النهضة:1  نداء تونس:1  المبادرة:1  
20,8,3,93,3,564,415,600,1,184,185,415,600,0,0,402,10,3,415,0,False,18.26,21.00,0,11,1,4,0,0,0,3,0,3,5,15,3,2,1,1,7,0,1,0,0,1,1,7,10,2,2,9,0,4,0,0,0,2,113,0,0,0,0,0,0,0,0,1,192,نداء تونس:1  آفاق تونس:1  حركة النهضة:1  المبادرة:1  
20,8,3,93,2,564,459,599,8,136,144,455,599,0,4,446,8,1,455,0,True,19:05,22:20,0,12,1,1,2,0,0,7,0,8,4,11,1,5,1,1,7,0,2,0,0,1,2,6,13,0,2,3,1,2,2,2,0,1,106,5,1,2,1,0,0,1,0,3,229,الاتحاد من أجل تونس :  نداء تونس:  حركة النهضة:  الحركة الدستورية:  المبادرة:  
20,8,3,93,1,564,424,617,1,192,193,424,617,0,0,408,10,6,424,0,True,0800,2100,2,9,0,2,0,0,1,13,1,6,3,10,0,1,1,2,5,0,1,0,1,4,1,6,8,0,0,7,2,0,0,0,0,3,96,2,2,1,1,0,1,1,0,0,215,حركة النهضة:1  نداء تونس:1  الحركة الدستورية:1  الجبهة الشعبية:1  المبادرة:1  
20,8,3,92,5,551,388,600,0,212,212,388,600,0,0,378,3,7,388,0,True,18.35,20.50,0,22,1,3,0,0,0,10,0,4,13,11,1,0,0,0,8,1,0,0,0,2,1,13,11,0,0,3,0,1,0,2,0,0,70,1,0,0,0,0,1,0,0,0,199,آفاق تونس:1  نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  المبادرة:1  
20,8,3,92,4,554,349,600,0,251,251,349,600,0,0,347,0,2,349,0,True,18.39,20.00,1,15,0,1,0,0,1,13,1,7,11,21,1,1,0,0,5,0,0,0,0,0,0,13,6,0,1,3,0,0,1,0,0,0,81,2,0,0,0,0,0,0,0,0,162,الحركة الدستورية:2  حركة النهضة:1  نداء تونس:1  المبادرة:1  
20,8,3,92,3,554,401,600,1,198,199,401,600,0,0,397,1,3,401,0,True,1900,2100,0,12,0,0,0,1,0,12,0,5,11,16,0,0,0,0,5,0,0,0,0,12,1,7,10,0,1,17,0,6,0,0,0,2,93,0,1,1,1,0,1,0,0,1,181,نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  المبادرة:1  
20,8,3,92,2,554,448,600,1,152,153,447,600,0,1,443,3,1,447,0,True,19.00,20.50,0,15,1,1,0,0,0,12,1,1,6,14,0,3,0,0,5,2,3,0,0,1,1,10,6,1,0,7,1,2,1,0,0,0,128,3,0,0,0,0,3,0,0,0,215,حركة النهضة:1  نداء تونس:1  المبادرة:1  
20,8,3,92,1,554,450,600,0,150,150,450,600,0,0,441,5,4,450,0,True,18.42,21.30,1,12,0,1,1,0,0,4,1,6,4,16,0,2,0,1,2,1,0,2,1,4,1,11,5,0,0,2,2,0,4,1,1,0,120,2,0,1,4,1,0,1,0,0,226,حركة النهضة:1  نداء تونس:1  المبادرة:1  
20,8,3,91,7,567,394,600,0,206,206,394,600,0,0,389,3,2,394,0,True,18.15,21.30,0,27,0,1,0,0,0,15,0,0,9,20,0,5,2,0,1,1,0,0,0,7,1,7,18,0,1,4,0,0,0,0,0,1,73,0,0,2,0,0,1,1,0,2,190,حركة النهضة:1  نداء تونس:1  الحركة الدستورية:1  
20,8,3,91,6,569,358,599,1,240,241,358,599,0,0,355,1,2,358,0,True,18.30,20.53,0,11,0,2,0,0,0,13,1,0,8,13,0,1,2,1,4,0,0,0,2,7,0,6,14,0,1,7,0,1,1,0,0,1,84,1,0,5,0,0,1,3,0,2,165,حركة النهضة:1  نداء تونس:1  
20,8,3,91,5,569,350,600,0,250,250,350,600,0,0,342,7,1,350,0,True,1800,2055,0,11,0,0,0,0,0,14,1,4,3,19,0,1,0,1,3,1,0,0,0,6,0,6,5,0,0,11,0,1,1,1,0,1,99,1,0,3,0,0,0,2,0,0,147,حضر موت:1  حزب العدل والتنمية :1  حركة النهضة:1  المبادرة:1  نداء تونس:1  
20,8,3,91,4,569,392,600,0,208,208,392,600,0,0,385,3,4,392,0,True,"18,30","22,00",1,15,0,3,0,4,1,6,2,0,6,18,0,2,0,2,3,0,2,0,0,12,0,4,15,0,1,9,1,5,0,1,0,3,87,1,0,1,1,0,0,1,0,0,178,نداء تونس:  حركة النهضة:  
20,8,3,91,3,569,461,600,2,137,139,461,600,0,0,449,5,7,461,0,False,1830,,0,15,1,3,0,1,1,8,2,2,7,17,2,5,0,3,7,0,1,0,0,9,3,8,11,0,1,14,1,0,1,0,0,1,144,4,0,1,3,0,0,0,1,3,169,الجبهة الشعبية:1  حركة النهضة:1  المبادرة:1  نداء تونس:1  تيار المحبة:1  
20,8,3,91,2,569,484,600,1,115,116,484,600,0,0,477,4,3,484,484,False,1835,2120,0,14,1,2,1,3,1,4,1,1,5,9,0,7,1,1,2,1,1,0,0,5,1,4,13,0,0,5,0,1,0,0,0,1,120,0,0,1,3,0,2,2,0,4,260,المبادرة:1  حركة النهضة:1  الجبهة الشعبية:1  نداء تونس:1  حضر موت:1  تيار المحبة:1  
20,8,3,91,1,569,449,600,1,150,151,449,600,0,0,432,14,3,449,0,False,1820,,0,6,0,0,1,0,0,10,0,1,10,11,2,3,0,0,5,0,0,0,0,6,0,1,4,1,0,9,1,1,0,2,0,2,112,2,1,4,0,0,2,1,0,3,231,نداء تونس:2  حضر موت:1  الحركة الدستورية:1  المبادرة:1  حزب العدل والتنمية :1  حركة النهضة:1  
20,8,3,90,5,584,344,700,1,356,357,343,700,0,1,340,2,1,343,0,False,1900,,0,17,0,1,0,1,0,8,2,1,9,12,1,3,0,1,3,0,1,0,0,1,0,3,19,2,0,5,0,1,0,1,0,1,68,0,0,0,2,0,0,0,1,1,175,نداء تونس:1  آفاق تونس:1  حركة النهضة:1  الحركة الدستورية:1  المبادرة:1  
20,8,3,90,4,585,368,600,2,230,232,368,600,0,0,364,1,3,368,0,True,1830,2130,0,14,0,2,0,0,0,5,1,6,9,19,0,5,0,1,3,0,0,1,1,1,1,9,16,1,0,4,0,0,0,0,0,2,78,2,0,0,1,0,0,0,0,0,186,المبادرة:2  الحركة الدستورية:1  حركة النهضة:1  نداء تونس:1  
20,8,3,90,3,585,365,600,1,234,235,365,600,0,0,360,2,3,365,0,True,19.00,20.35,1,14,0,0,0,0,0,6,2,7,14,21,3,1,0,0,4,0,0,0,0,3,1,15,16,1,1,19,0,0,1,1,0,3,76,0,0,0,2,0,0,0,0,0,148,الحركة الدستورية:1  حركة النهضة:1  نداء تونس:1  المبادرة:1  
20,8,3,90,2,585,450,600,1,149,150,450,600,0,0,446,1,3,450,0,True,15.18,,0,20,0,3,1,1,0,9,0,0,3,16,2,4,0,0,4,0,0,1,0,2,1,8,15,0,0,7,0,0,0,1,0,0,118,0,0,3,1,0,3,1,0,0,220,حركة النهضة:1  نداء تونس:1  الحركة الدستورية:1  الجبهة الشعبية:1  المبادرة:1  
20,8,3,90,1,585,490,700,0,210,210,490,700,0,0,476,13,1,490,0,False,18.00,21.40,0,17,0,1,2,4,2,6,3,5,5,6,0,3,2,0,4,0,1,0,1,1,0,9,15,1,1,7,2,1,2,1,0,1,121,4,1,1,2,0,2,0,0,1,241,نداء تونس:1  حركة النهضة:1  آفاق تونس:1  المبادرة:1  الحركة الدستورية:1  تيار المحبة:1  
20,8,2,89,5,483,322,600,0,278,278,322,600,278,0,313,4,5,322,0,False,18.20,20.45,0,11,0,0,0,0,1,11,0,1,2,15,0,1,0,1,1,0,0,0,0,4,1,10,10,0,0,2,0,0,0,0,0,1,80,4,1,0,1,0,0,0,0,0,155,حركة النهضة:1  آفاق تونس:1  نداء تونس:1  :  
20,8,2,89,4,487,270,600,0,330,330,270,600,0,0,267,1,2,270,0,True,1830,2020,1,14,1,0,0,0,0,6,1,3,6,10,1,2,0,1,0,0,1,0,0,2,0,8,7,0,0,2,0,1,1,0,0,1,55,1,0,0,0,1,0,0,1,1,139,الاتحاد الوطني الحر:1  نداء تونس:1  حركة النهضة:1  
20,8,2,89,3,487,327,600,1,272,273,327,600,0,0,321,1,5,327,0,True,1830,1950,0,7,1,1,0,1,0,11,1,4,5,8,0,2,0,2,3,0,0,0,0,14,2,6,5,0,4,10,0,0,1,0,0,1,87,1,0,1,4,0,2,0,1,0,136,حركة النهضة:1  المبادرة:1  نداء تونس:1  
20,8,2,89,2,487,405,500,3,92,95,405,408,92,0,390,14,1,405,0,True,1830,2130,1,12,0,3,0,1,0,8,0,2,4,12,0,3,0,0,3,1,0,0,0,3,2,4,9,0,1,1,0,2,0,2,0,0,125,4,0,1,2,1,1,0,1,2,179,حركة النهضة:1  نداء تونس:1  المبادرة:1  
20,8,2,89,1,487,422,600,3,175,178,422,600,0,0,414,4,4,422,0,True,1800,2030,1,6,0,2,0,0,1,11,2,2,8,18,0,5,0,1,5,0,0,0,0,7,2,4,9,1,1,2,0,0,1,3,0,1,113,3,0,0,1,0,1,1,0,0,202,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  المبادرة:1  حزب التكتل:1  
20,8,2,88,8,530,342,600,1,257,258,342,600,0,0,339,0,3,342,0,True,1810,2030,1,14,0,1,0,1,1,6,0,2,8,16,1,1,0,0,6,0,0,0,0,3,1,11,7,0,1,4,0,0,0,0,0,2,90,1,0,1,10,1,0,1,0,0,148,حركة النهضة:1  نداء تونس:1  
20,8,2,88,7,600,319,600,2,279,281,319,600,0,0,312,3,4,319,0,False,1830,2100,0,26,1,1,0,0,0,7,3,3,5,10,0,2,0,0,6,0,0,1,0,2,1,10,12,0,0,5,0,1,0,0,0,0,65,1,0,0,2,0,0,2,0,0,146,حركة النهضة:1  نداء تونس:1  
20,8,2,88,6,531,333,600,0,267,267,333,600,0,0,333,0,0,333,0,True,1820,2031,0,17,0,1,0,0,0,2,3,2,5,16,1,1,0,0,17,0,0,0,0,1,1,15,10,0,0,1,1,0,1,0,0,1,72,1,0,1,5,0,0,0,0,1,167,حركة النهضة:1  نداء تونس:1  
20,8,2,88,5,531,368,600,3,229,232,368,600,0,0,365,1,2,368,0,True,18.20,21.20,0,9,0,1,0,1,0,8,3,0,11,19,0,1,0,0,7,0,0,0,0,4,0,13,8,0,2,10,0,1,0,1,0,2,71,0,0,0,8,0,0,0,0,0,185,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  الاتحاد من أجل تونس :1  
20,8,2,88,4,531,418,600,0,182,0,418,418,182,0,413,5,0,418,0,True,18.15,21.30,0,16,0,3,0,1,0,6,1,0,7,18,2,3,0,0,4,0,1,0,0,2,1,11,14,0,0,7,0,0,1,0,0,3,95,1,2,1,5,0,0,1,0,1,206,حركة النهضة:1  الجبهة الشعبية:1  المبادرة:1  
20,8,2,88,3,531,436,600,4,160,164,436,600,0,0,428,6,2,436,0,True,19.05,21.55,0,14,0,3,0,0,0,3,0,3,6,23,0,4,0,0,3,0,1,1,0,0,4,7,5,0,0,2,0,0,0,0,0,0,132,2,0,0,6,0,0,1,0,0,208,الحركة الدستورية:1  حركة النهضة:1  نداء تونس:1  حضر موت:1  
20,8,2,88,2,531,475,600,7,118,125,474,600,0,1,453,15,6,474,0,True,"18,20","21,45",1,5,2,0,0,2,1,1,1,3,1,6,2,3,0,2,5,0,1,0,0,2,1,10,16,0,1,5,0,2,2,2,0,3,86,1,1,2,13,0,0,4,1,0,265,حركة النهضة:  نداء تونس:  إتحاد القوى الوطنية:  
20,8,2,88,1,531,429,600,0,171,171,429,600,0,0,415,8,6,429,0,True,19h,21h,0,11,1,2,0,1,0,5,5,2,3,16,1,1,1,1,2,0,0,0,0,1,1,4,12,0,0,6,1,0,0,1,1,2,108,1,0,2,10,0,0,1,0,0,212,نداء تونس:1  الحركة الدستورية:1  
20,8,2,87,3,583,290,600,0,310,310,290,600,0,0,285,1,4,290,0,True,18h,20h39,0,11,0,0,0,2,0,8,1,1,9,18,2,1,0,0,2,1,0,0,0,3,0,8,10,0,1,1,0,2,0,1,0,0,77,3,0,0,1,0,0,1,1,0,120,حركة النهضة:2  نداء تونس:1  حضر موت:1  آفاق تونس:1  
20,8,2,87,2,583,362,700,0,338,338,362,700,0,0,358,2,2,362,0,True,18h50,20h40,0,8,0,3,0,1,0,12,1,5,11,20,1,0,1,2,4,0,1,0,0,14,1,10,2,0,3,11,0,2,0,0,0,1,120,5,0,1,0,0,0,0,0,1,117,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  
20,8,2,87,1,583,472,700,1,227,228,472,700,0,0,463,5,4,472,0,True,1900,2113,0,4,0,0,0,0,0,4,1,1,9,29,1,2,0,3,4,1,1,0,2,6,4,6,16,1,1,10,1,4,0,4,0,0,143,1,1,6,1,1,1,1,0,0,193,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
20,8,1,86,3,480,288,600,0,312,312,288,600,0,0,283,2,3,288,0,True,18h15,20h11,0,10,1,0,0,0,0,10,0,0,3,13,0,0,0,1,3,0,1,0,0,1,0,3,8,1,2,3,1,4,0,0,0,4,52,1,0,0,1,0,0,0,0,0,159,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
20,8,1,86,2,480,327,500,0,173,173,327,500,0,0,313,13,1,327,0,True,18:15,,0,6,3,2,0,0,0,12,0,0,1,5,1,4,2,2,3,0,0,0,5,3,4,0,4,3,2,10,0,0,1,2,0,2,85,9,1,0,0,2,1,0,0,1,137,حركة النهضة:  نداء تونس:  الاتحاد الوطني الحر:  
20,8,1,86,1,480,381,501,7,116,123,378,501,1,3,337,22,19,378,0,True,,,0,4,3,3,0,0,0,7,0,1,0,6,2,1,1,1,6,1,4,0,0,1,3,3,5,0,3,13,3,2,0,0,0,6,75,6,0,1,2,0,0,0,2,0,172,نداء تونس:1  آفاق تونس:1  
20,8,1,85,3,564,344,600,0,256,256,344,600,0,0,336,3,5,344,0,True,"19,15","21,40",0,12,0,2,0,0,0,16,0,0,5,4,2,7,0,1,2,1,1,0,0,3,3,4,8,1,0,1,0,0,0,0,0,1,112,0,0,0,0,0,0,0,0,0,150,حركة النهضة:  الاتحاد الوطني الحر:  
20,8,1,85,2,566,417,600,2,181,183,417,600,0,0,410,6,1,417,0,True,1910,2207,0,15,1,3,1,0,0,8,1,1,10,6,0,8,0,1,3,0,0,1,0,2,2,2,8,0,0,1,0,1,1,0,0,0,141,1,0,3,2,0,1,0,2,0,173,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
20,8,1,85,1,566,455,599,3,141,144,455,599,0,0,423,19,13,455,0,True,"19,05","21,30",1,12,2,6,1,3,1,4,0,1,4,2,1,11,0,1,2,1,1,1,0,3,6,3,6,2,0,9,1,0,2,2,0,5,121,3,1,0,2,3,2,0,0,2,194,آفاق تونس:  الجبهة الوطنية للانقاذ:  نداء تونس:  
20,8,1,84,6,509,337,600,0,263,263,337,600,0,0,331,1,5,337,0,True,"18,35","21,03",0,10,1,0,0,0,0,12,0,3,3,16,2,4,0,0,4,0,1,0,0,1,2,9,4,0,1,4,0,0,0,0,0,2,91,0,0,0,1,0,1,0,0,0,159,نداء تونس:  الجبهة الشعبية:  حركة النهضة:  
20,8,1,84,5,510,318,600,1,281,282,318,600,0,0,314,2,2,318,0,True,"18,06",21,1,13,0,2,0,0,0,12,0,1,8,7,2,5,0,0,4,0,0,0,0,0,2,11,9,1,0,2,0,0,0,0,0,2,92,1,0,0,1,2,2,0,1,0,133,نداء تونس:  نداء تونس:  حركة النهضة:  آفاق تونس:  
20,8,1,84,4,510,370,600,1,229,230,370,600,0,0,368,0,2,370,0,True,"18,27","20,20",0,8,0,1,0,0,0,11,1,4,1,15,4,6,0,2,3,0,1,0,0,6,1,16,3,0,1,13,1,3,1,0,0,4,121,0,1,1,1,0,1,1,0,0,136,التحالف الديمقراطي:  حركة النهضة:  نداء تونس:  نداء تونس:  
20,8,1,84,3,510,403,600,2,197,199,401,600,0,2,387,8,6,401,0,True,"18,30",21,1,4,0,3,0,1,0,5,2,1,3,9,5,14,1,1,4,0,1,0,0,7,0,3,5,0,0,9,1,5,0,3,0,1,139,2,1,0,0,0,1,1,1,1,152,نداء تونس:  نداء تونس:  الاتحاد الوطني الحر:  حركة النهضة:  
20,8,1,84,2,510,418,600,1,182,183,417,600,0,1,386,14,17,417,0,True,1815,2200,0,12,1,3,0,0,0,4,2,2,1,6,4,9,1,0,3,1,3,0,0,1,1,3,2,0,0,1,0,1,0,1,1,2,141,0,1,1,0,0,0,0,2,1,165,:  
20,8,1,84,1,510,420,600,0,120,180,420,600,0,0,395,22,3,420,0,True,1830,2205,1,10,0,1,0,0,0,6,3,4,1,13,4,9,1,6,3,0,1,0,1,2,1,9,7,1,3,3,0,0,2,2,1,1,129,4,1,2,3,0,1,0,4,2,154,حركة النهضة:1  نداء تونس:1  
20,8,1,83,3,566,361,600,0,239,239,361,600,0,0,349,8,4,361,0,True,1800,2025,0,15,0,0,0,1,1,5,1,0,4,8,1,3,0,0,2,0,0,1,0,1,0,6,12,0,0,7,0,0,0,1,0,0,91,3,0,0,0,0,1,1,1,1,182,الاتحاد الوطني الحر:1  آفاق تونس:1  
20,8,1,83,2,566,389,600,3,208,211,389,600,0,0,385,2,2,389,0,True,1841,2100,0,13,1,2,0,0,3,5,3,2,7,12,2,4,0,0,0,1,0,1,0,3,2,1,5,1,0,10,0,0,3,0,0,2,112,2,1,1,1,0,1,2,2,0,180,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  
20,8,1,83,1,566,460,600,0,140,140,460,600,0,0,421,30,9,460,0,True,1855,2200,1,9,2,6,0,0,0,5,1,0,7,1,2,10,0,0,5,0,1,2,0,0,0,4,10,2,3,5,0,1,1,7,1,3,115,5,1,0,2,0,0,0,1,3,205,الاتحاد الوطني الحر:1  نداء تونس:1  
20,10,6,114,7,566,420,600,1,179,180,420,600,0,0,416,2,2,420,0,True,18.40,21.26,0,21,0,0,0,0,0,4,1,2,3,25,0,1,1,0,1,0,0,0,0,1,0,2,37,0,0,0,0,0,1,0,1,0,37,2,0,0,0,0,0,0,0,0,276,حركة النهضة:1  نداء تونس:1  
20,10,6,114,6,571,426,595,0,169,169,426,595,0,0,423,1,2,426,0,True,20.00,21.55,0,28,0,0,0,0,0,9,0,1,3,10,0,0,0,0,4,0,0,0,0,1,0,9,36,0,0,0,0,0,0,1,0,0,49,1,0,0,0,0,0,0,0,0,271,حركة النهضة:1  نداء تونس:1  المبادرة:1  
20,10,6,114,5,571,378,600,0,222,222,378,600,0,0,376,1,1,378,0,True,1830,2020,0,22,0,0,0,0,0,4,1,4,7,6,1,1,1,2,7,0,0,0,0,1,1,4,26,0,0,1,0,0,0,0,0,2,72,0,1,0,0,0,1,1,0,0,210,نداء تونس:1  حركة النهضة:1  المبادرة:1  
20,10,6,114,4,571,486,600,4,111,115,485,600,0,1,477,6,2,485,0,True,19.10,22.00,0,24,0,0,0,0,2,3,0,1,5,13,0,1,1,1,1,0,0,1,0,0,1,3,62,0,0,1,0,0,0,0,0,1,69,2,0,0,0,0,0,0,0,0,285,حركة النهضة:1  نداء تونس:1  الجبهة الشعبية:1  المبادرة:1  
20,10,6,114,3,571,483,600,1,116,117,483,600,0,0,479,2,2,483,0,True,19.25,22.00,0,20,0,3,0,2,1,3,0,6,4,11,1,1,0,0,6,0,0,0,0,0,2,6,37,0,0,1,1,1,0,0,0,3,94,3,1,0,0,2,0,0,0,0,270,نداء تونس:1  حركة النهضة:1  المبادرة:1  
20,10,6,114,2,571,474,700,3,223,226,474,700,0,0,443,22,9,474,0,True,19.00,23.00,0,10,1,1,0,0,0,1,1,3,5,12,2,3,0,2,5,0,0,0,0,1,0,4,38,1,1,2,1,21,2,3,0,1,48,4,0,1,0,0,0,0,1,0,288,حركة النهضة:1  نداء تونس:1  
20,10,6,114,1,571,483,600,2,116,118,482,600,0,2,461,10,11,482,0,True,"19,30","00,10",1,20,2,0,0,1,1,5,5,4,5,13,1,4,2,1,8,0,0,1,0,0,2,2,37,0,1,5,0,0,3,1,0,1,59,5,2,0,0,2,1,0,4,2,260,
20,10,5,113,4,465,318,505,0,187,187,318,505,0,0,312,2,4,318,0,False,"18,29","21,40",0,20,3,0,0,0,0,4,0,1,1,8,1,0,0,0,0,0,0,0,0,0,2,4,15,4,3,0,1,1,0,0,0,1,48,0,0,0,1,0,1,0,0,0,193,نداء تونس:  نداء تونس:  الاتحاد الوطني الحر:  حركة النهضة:  
20,10,5,113,3,465,333,500,5,162,167,333,500,0,0,329,2,2,333,0,False,1835,2010,0,8,1,0,1,0,0,7,0,0,4,7,2,2,0,1,2,2,1,0,0,2,0,3,11,1,1,2,0,1,0,0,0,0,77,1,0,0,0,0,0,0,0,0,192,نداء تونس:1  المبادرة:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
20,10,5,113,2,465,375,500,3,123,126,374,500,0,1,361,11,2,374,0,True,"18,05","20,45",0,9,3,0,0,0,1,3,0,1,7,16,1,1,1,1,4,0,0,0,0,0,3,2,13,1,0,0,0,2,1,0,0,1,69,3,0,0,0,0,0,1,1,1,215,حركة النهضة:  الاتحاد الوطني الحر:  نداء تونس:  الجبهة الشعبية:  
20,10,5,113,1,465,385,500,4,111,115,385,500,0,0,362,15,8,385,0,True,18h30,21h,1,10,5,1,0,1,0,7,1,0,2,7,2,3,1,0,2,0,0,0,0,1,2,5,16,1,1,2,2,2,0,2,0,3,40,8,0,1,1,0,0,0,1,0,231,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  
20,10,5,112,7,532,430,600,0,170,170,430,600,0,0,422,3,5,430,0,True,1855,2115,0,31,0,0,0,0,0,8,0,7,8,17,1,1,0,0,6,0,0,0,0,1,0,3,1,0,0,1,1,1,0,0,0,0,46,1,0,0,0,0,0,1,0,0,287,نداء تونس:2  حركة النهضة:1  المبادرة:1  
20,10,5,112,6,537,423,600,2,175,177,423,600,0,0,421,1,1,423,0,True,18h34,21h10,0,32,0,0,0,0,0,0,0,4,8,8,0,0,0,0,5,0,0,0,0,0,1,0,12,0,0,1,0,0,2,0,0,0,36,0,0,0,0,0,0,0,0,0,304,نداء تونس:1  حركة النهضة:1  
20,10,5,112,5,537,418,600,0,182,182,418,600,0,0,417,0,1,418,0,True,1840,2130,0,31,0,0,0,1,0,7,1,6,5,12,0,1,1,0,4,0,1,0,0,0,0,4,8,0,0,2,1,0,1,0,1,0,77,0,0,1,0,1,1,0,0,0,251,نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
20,10,5,112,4,537,482,600,0,118,118,482,600,0,0,479,3,0,482,0,True,1825,2045,0,18,2,1,0,0,0,3,1,14,3,11,1,0,0,2,1,0,1,0,0,0,0,11,16,0,1,2,0,1,2,1,0,0,77,4,0,0,0,0,0,1,0,1,304,حزب التكتل:1  حركة النهضة:1  المبادرة:1  نداء تونس:1  
