circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon, الإصلاح والتنمية,آفاق تونس,أمان,اتحاد القوى الشابية,الأغلبية الصامتة,الأمة,الائتلاف الديمقراطي,الاتحاد الوطني الحر,الاتحاد من أجل تونس,البيئة تجمعنا,التحالف الديمقراطي ,التكتل من أجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الجبهة الوطنية التونسي,الحداثة والأصالة,الحركة الدستورية,الحزب الاشتراكي,الحزب الجمهوري,الخضر,الربيع العربي لتحقيق السيادة الاقتصادية,السيادة,الشباب الموحد لغد أفضل,الصمود,القوى المستقلة ببن عروس,الكرامة والمساواة,المؤتمر من أجل الجمهورية,المبادرة,الوعد الصادق,الوفاء لمشروع الشهيد,تيار المحبة,حركة التونسي,حركة الديمقراطيين الاجتماعيين,حركة الشباب الوطني التونسي,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الأمان,حزب البناء الوطني,حزب الديمقراطيين الاشتراكيين,حزب العدالة والتنمية,حزب العمل التونسي,حزب المؤتمر الشعبي,حزب المجد,صوت شعب تونس,فجر البناء,قائمة أمل تونس,قائمة المهنيين ,نداء قرطاج,نور المستقبل,observers
3,3,4,32,2,571,356,697,1,340,341,356,697,0,0,349,2,5,356,0,False,1830,2115,1,9,1,0,0,0,1,42,1,1,4,3,16,6,0,0,2,0,11,0,0,1,0,0,0,0,7,0,1,2,4,4,0,0,0,104,105,2,0,0,1,0,0,15,1,2,0,2,0,0,0,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  
3,3,4,32,1,572,414,700,2,284,286,414,700,0,0,367,18,29,414,0,False,1840,2130,5,3,1,1,0,0,6,34,2,0,4,2,10,10,2,2,1,3,5,2,0,1,1,1,2,1,6,2,2,2,6,3,0,1,0,104,108,3,1,0,2,0,1,13,1,2,8,2,0,1,0,حركة نداء تونس:2  صوت شعب تونس:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:1  
3,3,4,31,4,592,394,700,0,306,306,394,700,0,0,388,3,3,394,0,True,1845,2105,1,8,1,0,0,0,0,37,1,0,2,0,19,37,3,0,0,0,3,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,148,109,3,0,0,1,1,1,1,1,0,0,0,0,3,0,حركة النهضة:2  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
3,3,4,31,3,595,424,700,0,276,276,424,700,0,0,420,2,2,424,0,False,1830,2022,1,8,0,0,1,0,1,45,0,1,0,1,23,29,1,0,0,0,12,1,0,0,1,0,2,0,10,2,0,1,5,4,1,1,2,149,107,4,1,0,0,0,0,0,1,1,0,0,0,3,1,حركة النهضة:2  الجبهة الشعبية:1  المبادرة:1  
3,3,4,31,2,595,443,700,0,257,257,443,700,0,0,429,9,5,443,0,False,1845,,1,10,2,0,1,0,1,33,1,0,2,1,9,25,0,1,1,1,11,0,1,1,1,1,1,0,4,2,0,1,0,3,1,2,3,184,104,2,2,1,0,0,2,1,1,1,4,1,1,2,2,حركة الشعب:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  التكتل من أجل العمل والحريات:1  حركة النهضة:1  
3,3,4,31,1,595,495,700,2,205,207,493,700,0,2,473,15,5,493,0,False,1900,2150,0,5,1,0,2,0,1,36,2,1,2,4,12,22,2,0,0,0,8,0,1,1,2,2,1,1,6,2,0,0,4,7,1,2,3,172,131,3,1,0,3,2,1,3,1,4,7,4,2,5,2,حركة نداء تونس:1  الجبهة الشعبية:1  حركة النهضة:2  
3,3,4,30,2,592,366,700,0,334,334,366,700,0,0,361,5,0,366,0,False,1848,2150,1,10,0,0,1,0,0,42,4,0,1,3,12,14,1,0,1,0,5,0,1,0,0,0,0,0,5,0,0,2,5,9,1,0,1,130,101,1,0,0,0,3,0,1,0,1,1,3,1,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:2  الجبهة الشعبية:1  
3,3,4,30,1,592,431,700,4,269,273,427,700,0,4,395,15,17,427,0,True,1830,2227,0,6,3,0,2,1,4,31,3,0,0,0,10,17,0,0,1,3,6,1,1,0,0,2,2,0,3,6,0,3,4,7,2,1,1,123,112,8,0,2,1,2,2,2,3,1,6,6,2,4,1,حركة نداء تونس:2  حركة النهضة:  
3,3,4,29,8,539,358,600,0,242,242,358,600,0,0,355,1,2,358,0,False,1830,,0,17,0,1,0,0,0,27,2,0,2,3,12,20,0,0,1,2,11,0,0,0,0,0,1,1,5,1,0,0,1,4,0,1,0,129,100,4,0,1,0,1,0,4,0,2,0,0,0,2,0,حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
3,3,4,29,7,540,360,600,3,237,240,360,600,0,0,352,1,7,360,0,False,1855,2100,1,13,1,0,0,0,2,36,4,0,2,1,21,14,0,0,0,1,12,0,0,0,0,0,3,0,7,2,0,0,0,5,0,0,1,99,114,5,0,0,0,1,1,3,0,0,0,3,0,0,0,حركة النهضة:1  حركة نداء تونس:2  صوت شعب تونس:1  الاتحاد الوطني الحر:1  
3,3,4,29,6,540,380,600,2,218,2,380,382,218,0,373,6,1,380,0,False,1815,2230,1,14,2,1,0,0,0,30,0,2,4,2,16,14,1,0,2,4,16,1,0,0,1,1,1,0,9,2,0,0,1,4,0,1,2,148,90,1,1,1,0,1,0,0,0,0,0,0,0,0,0,حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  المبادرة:1  
3,3,4,29,5,540,399,596,0,197,197,399,596,0,0,392,3,4,399,0,False,1925,2205,1,10,1,0,0,0,2,18,1,0,2,0,20,6,0,0,0,2,5,0,1,0,0,1,2,1,9,1,0,1,4,1,1,4,3,193,88,3,0,1,1,2,0,2,0,2,0,2,1,0,0,الجبهة الشعبية:1  حركة نداء تونس:2  حركة النهضة:2  
3,3,4,29,4,540,417,600,0,183,183,417,600,0,0,399,10,8,417,0,True,1835,2215,3,9,1,0,1,1,2,22,2,1,0,1,16,15,1,0,3,1,12,1,0,0,0,0,2,0,6,4,0,1,4,2,1,2,1,164,96,5,2,0,4,2,0,0,0,1,3,3,0,3,1,حركة النهضة:1  حركة نداء تونس:2  
3,3,4,29,3,540,435,600,1,164,165,435,600,0,0,411,13,11,435,0,False,1840,2143,1,5,1,0,2,0,3,23,2,0,9,1,16,19,1,2,3,1,8,0,1,1,0,1,2,0,4,4,0,1,4,2,0,1,1,163,97,6,2,1,3,3,2,1,0,0,6,3,1,4,0,حركة النهضة:1  الاتحاد الوطني الحر:1  المؤتمر من أجل الجمهورية:1  
3,3,4,29,2,540,448,600,0,152,152,448,600,0,0,430,11,7,448,0,False,1900,2225,0,9,0,0,0,2,4,32,3,3,3,0,12,6,2,0,3,4,7,0,1,0,0,1,0,0,5,2,0,1,4,5,1,1,0,193,107,1,1,0,0,3,0,3,0,1,7,1,0,1,1,حركة نداء تونس:2  الاتحاد الوطني الحر:1  حركة النهضة:1  
3,3,4,29,1,540,451,599,3,146,149,450,599,0,1,420,7,23,450,0,False,1815,2128,3,8,0,0,0,0,4,15,2,1,4,2,11,13,2,1,3,1,5,0,0,2,2,2,1,0,5,8,1,2,0,4,0,4,2,142,137,3,0,0,5,2,0,1,1,0,12,5,2,2,0,حركة النهضة:1  
3,3,2,24,6,512,344,600,0,256,256,344,600,0,0,342,0,2,344,0,False,18h35,21h15,0,23,0,0,0,0,0,32,2,0,1,1,15,13,0,0,0,0,9,0,0,0,0,0,0,0,3,2,0,1,1,1,0,0,4,70,154,1,1,0,0,1,1,0,2,1,0,1,1,1,0,حركة النهضة:1  حركة نداء تونس:2  
3,3,2,24,5,512,333,600,1,266,267,333,600,0,0,329,1,3,333,0,True,1830,2040,0,20,0,0,0,0,0,26,0,0,3,3,20,10,1,0,0,0,12,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,42,182,2,0,0,0,1,0,0,0,0,0,0,0,0,0,حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
3,3,2,24,4,512,385,600,1,214,215,385,600,0,0,380,0,5,385,0,True,18:15,,1,16,0,0,1,1,1,16,4,0,2,1,22,15,2,0,1,0,14,0,0,0,0,0,1,0,12,0,0,0,1,2,0,2,0,92,152,4,1,0,1,1,1,3,0,4,1,2,0,3,0,حركة نداء تونس:2  حركة النهضة:1  
3,3,2,24,3,512,375,600,1,224,225,375,600,0,0,368,4,3,375,0,False,19:20,21:32,0,8,0,0,0,0,0,21,1,0,2,2,8,19,0,0,1,1,6,0,0,0,2,0,1,0,4,0,0,0,3,2,0,4,3,117,149,3,0,0,1,0,0,1,1,1,4,1,1,1,0,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
3,3,2,24,2,512,422,600,1,178,179,421,600,0,1,403,7,11,421,0,True,18:40,22:03,0,4,0,0,0,1,2,11,2,0,4,1,7,16,0,0,1,0,7,0,0,0,1,2,1,0,7,5,0,1,2,3,1,3,1,88,209,4,0,1,1,0,1,0,1,2,4,4,2,3,0,حركة نداء تونس:1  حركة النهضة:1  
3,3,2,24,1,512,386,600,0,214,214,386,600,0,0,360,24,2,386,0,False,18:57,22,0,8,0,0,0,2,2,24,3,0,1,0,5,5,0,0,2,2,5,0,0,0,0,2,1,0,2,3,0,1,0,1,1,3,1,67,184,3,1,0,1,2,2,1,1,5,11,1,4,3,0,حركة نداء تونس:1  صوت شعب تونس:1  حركة النهضة:1  
3,3,1,23,8,536,370,606,6,228,234,370,605,0,0,363,3,4,370,0,False,19:20,21,1,24,0,0,0,0,0,18,5,1,3,7,14,12,0,1,0,0,4,1,1,0,0,0,2,0,10,2,0,0,1,0,0,2,0,75,167,4,0,0,0,0,0,2,2,1,1,1,0,1,0,الجبهة الشعبية:1  المبادرة:1  حركة النهضة:1  حركة نداء تونس:2  
3,3,1,23,7,538,411,600,0,189,189,411,600,0,0,402,7,2,411,0,False,1800,2135,0,33,0,0,0,0,0,30,7,0,3,1,8,32,0,0,0,0,13,0,0,1,1,0,1,0,3,1,0,0,0,0,0,1,3,61,196,4,0,0,0,0,2,0,0,1,0,0,0,0,0,الجبهة الشعبية:1  حركة النهضة:1  حركة نداء تونس:1  
3,3,1,23,6,538,443,600,2,155,157,443,600,0,0,438,4,1,443,0,False,18:45,23:20,0,28,0,0,0,0,1,20,9,1,1,2,15,21,1,0,1,0,17,1,0,0,0,0,1,0,10,2,0,0,0,0,0,1,0,88,205,4,0,0,0,1,2,4,0,0,0,1,0,1,0,حركة النهضة:1  حركة نداء تونس:1  
3,3,1,23,5,538,420,600,0,180,180,420,600,0,0,418,2,0,420,0,False,19.00,,0,25,0,0,1,0,0,11,1,0,7,0,18,13,0,0,0,0,11,0,0,1,1,0,0,1,9,3,0,0,1,1,0,0,2,127,174,6,0,0,0,0,1,3,0,0,0,0,1,0,0,حركة النهضة:1  حركة نداء تونس:1  
3,3,1,23,3,538,442,600,1,157,158,442,600,0,0,432,3,7,442,0,False,1830,2045,1,16,0,0,0,0,0,18,6,0,6,2,11,22,0,0,4,0,9,0,1,0,0,0,0,0,4,5,0,2,0,3,0,1,2,114,188,5,0,0,3,0,1,2,0,0,1,1,0,3,1,حركة النهضة:1  الاتحاد الوطني الحر:1  التيار الديمقراطي:1  الجبهة الشعبية:1  حركة نداء تونس:1  
3,3,1,23,2,538,476,600,0,124,124,476,600,0,0,462,11,3,476,0,False,19.00,21.50,0,18,0,1,0,1,2,16,8,0,3,5,11,10,0,1,1,1,16,0,1,0,0,0,1,0,7,4,0,1,0,0,3,1,0,98,231,6,0,0,1,1,2,0,0,2,2,0,2,5,0,الاتحاد من أجل تونس:1  حركة النهضة:1  حركة نداء تونس:1  
3,3,1,23,1,538,452,600,5,149,154,446,600,0,6,425,11,10,446,0,False,19.10,21.40,0,11,2,0,1,1,2,9,7,0,2,3,6,10,3,0,0,3,10,1,2,0,1,1,1,1,1,4,0,3,1,1,1,0,0,75,230,8,0,0,3,3,2,0,1,3,7,1,1,3,0,حركة النهضة:1  حركة نداء تونس:1  
3,11,13,139,1,295,225,400,0,176,175,225,400,1,0,212,13,0,225,0,True,1800,2000,0,3,0,2,1,5,4,9,2,3,2,0,1,4,0,1,0,0,6,0,0,1,0,0,1,0,0,2,1,1,0,0,0,2,0,35,92,4,1,2,0,1,5,0,0,0,18,1,2,0,0,حركة النهضة:1  الاتحاد من أجل تونس:1  حركة نداء تونس:1  
3,11,13,138,2,538,356,600,0,244,244,356,600,0,0,338,8,10,356,0,False,1831,2116,0,0,0,0,0,0,0,20,10,1,1,3,2,10,0,1,2,1,8,1,1,0,0,2,4,1,1,5,0,0,0,1,0,1,0,89,158,2,1,0,0,2,0,0,1,0,3,2,0,1,3,حركة النهضة:1  الاتحاد من أجل تونس:1  الحركة الدستورية:1  حركة نداء تونس:1  
3,11,13,138,1,539,394,600,1,205,206,394,600,0,0,352,36,6,394,0,False,1810,2141,0,1,1,0,2,1,5,12,17,0,2,0,3,3,2,1,3,2,13,2,1,0,2,1,4,0,1,10,1,2,1,5,1,2,2,63,133,5,0,0,3,3,1,1,0,3,17,1,9,3,7,الاتحاد من أجل تونس:1  حركة نداء تونس:1  حركة النهضة:1  الحزب الجمهوري:1  
3,11,12,137,1,258,188,300,0,112,112,188,300,0,0,183,5,0,188,0,True,1815,2044,0,2,1,0,1,2,2,9,4,1,0,5,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,87,48,4,1,0,0,2,0,0,0,0,2,0,0,3,0,حركة النهضة:1  حركة نداء تونس:1  التكتل من أجل العمل والحريات:1  
3,11,11,134,1,502,368,600,1,232,233,367,600,0,1,331,19,17,367,0,True,18h20,20h45,3,14,0,1,1,7,4,21,7,2,1,4,4,3,1,1,4,2,5,1,1,1,2,5,2,0,1,2,0,1,2,3,2,4,1,92,88,0,1,0,1,3,2,0,0,3,15,4,4,5,0,الاتحاد الوطني الحر:1  حركة النهضة:1  الحركة الدستورية:1  الجبهة الشعبية:1  
3,11,10,133,3,410,263,500,1,236,237,263,500,0,0,251,9,3,263,0,True,"18,37","21,33",0,10,0,1,0,0,0,24,0,0,4,3,5,3,0,0,3,0,10,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,60,110,3,0,0,0,0,0,0,1,0,2,3,0,3,0,حركة النهضة:  الاتحاد الوطني الحر:  الجبهة الشعبية:  حركة نداء تونس:  
3,11,10,133,1,410,334,500,2,167,169,331,500,0,3,273,24,34,331,0,False,"18,55","20,55",0,6,0,1,0,2,3,15,3,0,2,2,4,4,0,1,6,2,7,0,0,0,1,1,0,0,1,0,0,2,1,0,2,1,2,47,133,5,0,2,0,0,1,0,0,2,6,1,4,2,1,حركة نداء تونس:2  حركة النهضة:  
3,11,7,128,1,272,189,400,0,211,211,189,100,0,0,166,16,7,189,0,False,1800,2028,0,2,0,0,0,0,5,13,2,2,1,1,1,0,1,0,2,0,2,0,1,1,0,1,3,1,1,1,0,1,0,4,0,1,1,40,49,2,3,0,1,3,0,0,0,5,7,2,3,1,2,:  
3,11,5,124,1,340,264,400,1,135,136,264,400,0,0,234,27,3,264,0,False,1805,,1,2,0,0,0,1,1,8,2,1,2,2,3,6,1,0,1,1,5,1,0,1,1,2,1,0,2,5,0,0,2,2,1,1,2,55,101,1,0,1,0,1,0,0,2,2,5,1,4,2,1,حركة النهضة:1  حركة نداء تونس:1  
3,11,4,120,1,456,360,500,0,140,140,360,500,0,0,307,40,13,360,0,False,1840,2149,1,2,1,1,1,0,4,25,8,0,2,5,1,7,1,0,8,1,6,0,1,0,0,0,2,1,2,2,2,1,3,4,1,3,3,69,104,2,1,0,2,2,0,1,0,4,9,5,5,4,0,حركة النهضة:1  حركة نداء تونس:1  التكتل من أجل العمل والحريات:1  الحزب الجمهوري:1  الجبهة الشعبية:1  
3,11,2,116,2,581,403,715,2,312,314,401,715,0,0,398,0,4,402,0,False,1825,2145,0,19,0,0,0,0,0,52,3,0,5,2,27,18,0,0,1,0,7,0,0,0,0,1,1,0,5,1,0,1,4,1,0,1,0,115,119,3,0,0,0,0,1,0,1,2,4,0,0,3,0,حركة النهضة:1  حركة نداء تونس:1  
3,11,2,116,1,582,465,698,1,232,233,465,698,0,0,433,11,21,465,0,False,1820,2100,0,10,0,0,1,1,2,21,4,0,4,4,11,14,2,0,2,0,13,1,0,1,0,1,2,0,5,3,0,0,3,4,1,3,1,166,123,6,0,0,1,1,1,1,0,1,7,4,5,2,1,حركة النهضة:11  حركة نداء تونس:1  الجبهة الشعبية:1  
3,11,1,115,3,501,340,600,0,260,260,340,600,0,0,334,2,4,340,0,False,1840,2135,0,9,0,0,0,0,0,35,1,0,4,6,12,19,1,0,0,0,9,0,0,0,0,0,1,0,7,0,0,1,2,1,0,2,1,99,115,3,0,1,0,0,2,1,0,0,0,0,0,2,0,حركة النهضة:1  حركة نداء تونس:1  
3,11,1,115,1,502,404,604,2,198,200,404,604,0,0,374,13,18,405,0,False,1815,2135,2,5,1,0,1,0,2,32,5,1,5,0,6,11,0,1,2,1,6,0,0,0,1,0,0,0,5,3,0,5,1,2,0,2,0,127,115,7,0,0,1,4,1,0,0,1,9,1,5,1,1,حركة النهضة:2  حركة نداء تونس:2  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  
3,11,1,114,2,356,259,395,2,134,136,259,395,0,0,249,5,5,259,0,False,1856,2055,0,12,0,0,0,0,0,25,0,0,1,0,11,8,0,0,0,1,12,2,0,2,0,1,2,0,4,0,0,0,0,1,0,0,1,66,94,1,0,0,0,1,0,0,0,0,1,0,1,2,0,الجبهة الشعبية:1  تيار المحبة:1  حركة نداء تونس:1  
3,11,1,113,4,546,417,601,1,183,184,417,601,0,0,407,4,6,417,0,False,1845,2250,0,16,0,0,0,0,3,18,7,2,1,3,14,13,0,2,1,0,12,0,0,0,0,0,2,0,6,6,0,0,1,0,1,3,2,148,129,7,2,1,0,1,0,0,0,1,3,1,0,1,0,حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  الجبهة الشعبية:1  
3,2,5,22,1,445,296,500,0,204,204,296,500,0,0,291,2,3,296,0,True,18:22,20:52,0,2,2,1,2,1,3,20,2,1,4,4,7,8,1,2,11,3,8,0,1,0,2,2,1,1,5,3,0,2,1,3,1,0,9,44,108,2,3,0,1,3,0,1,1,4,5,0,1,2,3,حركة النهضة:1  حركة نداء تونس:1  
3,2,4,21,2,451,312,500,1,187,188,312,500,0,0,309,2,1,312,0,False,"18,15","20,33",0,9,0,0,0,0,0,24,1,0,3,2,11,14,1,0,0,0,2,0,0,0,0,0,0,0,7,1,0,0,1,0,0,1,8,119,94,0,1,0,0,1,1,0,1,0,3,1,0,2,1,الحزب الجمهوري:  حركة نداء تونس:  الاتحاد الوطني الحر:  حركة النهضة:  
3,2,4,21,1,451,352,509,1,156,157,352,509,0,0,336,9,7,352,0,False,18h50,21h30,2,7,0,0,1,1,1,18,3,1,1,2,7,10,0,1,1,0,7,1,0,0,2,1,1,0,6,2,0,0,3,1,0,2,11,130,99,2,0,0,1,1,2,0,0,1,4,1,1,2,0,حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  :  
3,2,4,20,6,567,381,600,0,219,219,381,600,0,0,376,1,4,381,0,False,18:55,21:21,0,5,0,0,0,0,0,36,0,1,3,2,7,21,0,1,0,1,8,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,7,127,138,3,0,1,0,0,1,0,1,0,3,0,0,1,1,حركة النهضة:1  حركة نداء تونس:1  
3,2,4,20,5,567,348,600,1,251,252,348,600,0,0,342,5,1,348,0,False,1825,2015,0,11,0,0,0,1,0,42,0,0,5,1,20,14,0,0,0,0,5,1,0,0,0,0,2,0,7,3,0,1,1,0,0,0,5,90,121,6,0,0,0,0,0,1,1,1,1,0,0,0,2,حركة النهضة:1  حركة نداء تونس:1  
3,2,4,20,4,567,423,603,1,179,180,423,603,0,0,418,3,2,423,0,False,1847,2145,2,7,0,0,1,0,0,26,2,0,4,2,14,16,1,1,1,1,11,0,0,0,0,1,2,0,8,1,0,1,3,1,0,1,8,161,122,7,1,0,0,1,0,1,2,1,2,2,0,1,2,حركة النهضة:1  حركة نداء تونس:1  الحزب الجمهوري:1  
3,2,4,20,3,567,447,600,0,153,153,447,600,600,0,441,4,2,447,0,False,18:30,21:35,0,6,0,0,0,0,1,29,2,0,5,1,9,16,2,0,1,0,7,0,0,2,1,1,1,1,11,6,1,2,2,0,1,0,16,179,120,4,2,0,0,0,0,0,3,0,4,0,2,1,2,حركة النهضة:1  حركة نداء تونس:1  
3,2,4,20,2,567,435,600,1,164,165,435,600,0,0,411,9,15,435,0,True,,22h30,1,5,0,0,0,1,2,17,0,0,3,2,6,23,0,0,1,0,9,0,0,1,1,0,1,1,6,4,0,1,1,1,0,0,11,155,134,3,1,0,3,1,0,0,1,0,8,1,1,1,4,حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
3,2,4,20,1,567,439,600,2,159,161,439,600,0,0,422,10,7,439,0,False,19h,22h,3,6,0,0,1,5,1,14,4,1,3,4,9,13,0,1,0,5,7,1,0,0,1,0,0,0,4,4,3,1,3,2,0,2,15,123,165,1,3,1,1,2,0,0,0,1,6,1,3,1,1,تيار المحبة:1  حركة النهضة:1  حركة نداء تونس:1  آفاق تونس:1  التكتل من أجل العمل والحريات:1  الجبهة الشعبية:1  
3,2,3,19,1,542,395,600,0,205,205,395,600,0,0,382,12,1,395,0,True,19h30,21h,3,10,1,0,1,0,0,32,5,0,2,0,9,23,0,0,1,0,10,0,0,0,0,0,0,0,6,7,0,2,4,0,1,2,2,159,87,0,1,0,1,0,2,2,0,0,6,1,0,2,0,الاتحاد الوطني الحر:1  الحزب الجمهوري:1  حركة النهضة:1  حركة نداء تونس:1  تيار المحبة:1  
3,2,3,18,3,544,293,600,0,307,307,293,600,0,0,284,1,8,293,0,False,1830,2010,1,3,0,0,0,1,1,52,1,0,1,2,7,8,2,0,0,0,7,0,0,2,0,0,0,0,4,1,0,0,1,1,0,0,1,130,46,2,1,0,0,1,0,0,3,0,0,2,0,2,1,حركة النهضة:2  الاتحاد الوطني الحر:1  آفاق تونس:1  حركة نداء تونس:1  
3,2,3,18,2,545,362,600,1,238,239,361,600,0,1,344,5,12,361,0,True,1830,2030,1,3,0,0,0,0,2,27,0,0,0,4,7,7,1,1,3,2,15,0,0,0,1,3,1,1,5,4,0,2,2,3,1,1,3,165,59,0,1,0,0,0,0,1,0,1,4,5,2,3,3,حركة النهضة:1  الحزب الجمهوري:1  حركة نداء تونس:1  التكتل من أجل العمل والحريات:1  آفاق تونس:1  
3,2,3,18,1,545,410,600,0,190,190,410,600,0,0,353,30,27,410,0,False,,1950,1,7,0,1,0,0,2,33,5,0,1,2,3,5,3,0,0,6,13,5,1,2,1,3,3,0,4,14,1,3,2,2,5,5,6,121,59,5,4,2,1,2,2,0,1,7,2,2,2,1,2,حركة النهضة:1  حركة نداء تونس:1  
3,2,3,17,3,436,250,500,0,250,250,250,500,0,0,246,4,0,250,0,False,1810,2105,1,4,0,0,1,0,0,35,1,0,1,0,7,11,0,0,0,0,10,0,1,0,0,0,1,0,8,4,0,0,1,0,0,0,1,78,75,1,1,0,0,0,1,0,0,1,0,1,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
3,2,3,17,2,436,288,500,0,212,212,288,500,0,0,275,7,6,288,0,False,1830,2100,3,2,0,0,1,1,0,28,1,0,2,3,4,9,0,0,1,2,7,0,0,0,1,1,1,0,5,7,1,0,3,0,0,3,5,106,65,3,0,0,2,2,1,0,0,1,0,1,1,1,1,آفاق تونس:1  حركة النهضة:1  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
3,2,3,17,1,436,327,500,1,172,173,327,500,0,0,289,18,20,327,0,True,1830,2155,0,2,0,0,0,1,2,14,4,1,1,5,2,10,0,0,1,0,4,0,0,3,2,1,1,1,1,4,1,2,2,0,0,2,2,113,79,3,1,4,2,0,0,2,1,0,5,0,6,2,2,حركة النهضة:1  تيار المحبة:1  حركة نداء تونس:1  
3,2,3,16,5,582,352,700,0,348,348,352,700,0,0,341,1,10,352,0,False,1800,2110,1,7,0,0,0,1,0,68,1,1,1,1,8,14,0,0,2,0,20,0,0,0,2,0,0,0,3,2,0,1,0,0,0,0,1,121,73,1,0,0,0,1,0,0,0,4,5,1,0,1,0,الاتحاد الوطني الحر:1  حركة النهضة:2  حركة نداء تونس:1  
3,2,3,16,4,586,372,700,2,326,328,372,700,0,0,368,2,2,372,0,False,1830,2030,1,9,1,0,0,1,1,63,3,0,3,0,8,14,0,0,0,0,21,1,0,0,0,0,1,1,5,2,0,0,2,1,0,0,1,130,92,0,0,0,0,1,0,0,1,2,0,0,0,2,1,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
3,2,3,16,3,586,423,700,3,274,277,423,700,0,0,414,3,7,423,0,False,1922,2155,0,9,0,0,1,0,3,34,0,0,1,2,4,8,1,0,0,0,4,0,1,0,0,2,1,0,2,3,0,0,5,0,0,1,5,222,87,4,0,0,0,1,0,1,0,5,2,1,0,2,2,آفاق تونس:1  الحزب الجمهوري:1  حركة النهضة:1  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  
3,2,3,16,2,586,456,800,2,342,344,456,800,0,0,429,20,7,456,1,False,18h,22h05,2,9,1,3,1,1,2,51,3,0,1,1,10,8,2,1,1,3,17,2,1,0,0,1,2,0,3,3,0,1,4,3,1,2,7,174,77,1,3,1,2,0,0,1,1,3,14,0,2,2,1,صوت شعب تونس:1  حركة النهضة:1  حركة نداء تونس:1  
3,2,3,16,1,586,480,700,3,217,220,480,700,0,0,432,28,20,480,0,False,1800,2330,2,8,1,0,2,1,1,48,1,1,0,2,6,7,2,1,3,3,11,2,0,1,1,2,5,2,0,10,0,3,14,3,0,4,3,145,96,7,0,2,3,2,1,0,0,4,9,0,5,6,2,حركة النهضة:1  حركة نداء تونس:1  
3,2,2,15,2,424,245,500,0,255,255,245,500,0,0,232,4,9,245,0,False,1840,2030,0,3,0,1,1,0,0,41,1,1,1,0,1,1,2,0,0,0,2,0,0,0,1,4,0,0,3,1,0,0,3,0,2,3,2,79,64,1,1,0,2,0,0,0,0,0,1,3,0,3,4,الاتحاد الوطني الحر:1  حركة النهضة:1  حركة نداء تونس:1  
3,2,2,15,1,424,290,500,1,209,210,290,500,0,0,265,15,10,290,0,False,1815,2100,0,6,0,0,1,0,0,27,1,0,4,1,3,10,3,1,1,0,3,2,0,0,0,2,4,0,5,3,0,2,4,1,2,2,3,112,47,2,1,0,0,1,2,0,0,0,3,5,0,1,0,الاتحاد الوطني الحر:1  حركة النهضة:1  الحزب الجمهوري:1  حركة نداء تونس:1  
3,2,2,14,1,507,310,600,0,290,290,310,600,0,0,277,24,8,310,0,False,18.20,22.00,1,11,0,0,2,0,3,43,3,2,1,2,7,6,2,0,2,1,5,1,1,0,0,1,2,1,5,0,1,0,2,0,0,1,2,66,53,3,4,1,1,0,0,0,0,2,24,0,2,1,13,الاتحاد الوطني الحر:1  حركة النهضة:2  حركة نداء تونس:1  
3,2,2,13,2,514,308,600,2,290,292,308,600,0,0,300,4,4,308,0,False,18.51,21.26,5,1,0,0,0,0,2,29,1,0,2,0,6,5,0,0,4,1,6,1,0,0,0,0,1,0,5,1,1,0,2,0,0,1,0,111,101,0,0,0,1,0,0,1,0,0,8,0,0,3,1,حركة النهضة:1  حركة نداء تونس:1  
