circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,اتحاد القوى الشبابية,الاتحاد الوطني الحر,الاتحاد من اجل تونس,التآبف الوحدوي الديمقراطي,التحالف الديمقراطي,التكتل ,التيار الديمقراطي,الجبهة الشعبية,الجبهة الوطنية التونسية,الحزب الاشتراكي,الحزب الجمهوري,الحزب الليبرالي التونسي,المؤتمر من أجل الجمهورية,تونس المستقبل,تيار المحبة,جبهة 17 ديسمبر للتنمية,حركة الجمهورية,حركة الديمقراطيين الاجتماعيين,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة النهضة,حركة وفاء,حزب الاصلاح والتنمية,حزب الخضر,حزب العمل التونسي,حزب الغد,حزب المبادرة ,شباب الوحدة,صوت شعب تونس,حركة نداء تونس,observers
12,5,2,67,4,449,248,499,1,251,252,247,499,0,1,243,4,0,247,0,False,18:30,20:08,1,0,23,67,0,7,1,1,4,1,1,3,0,0,0,0,0,0,0,0,1,51,3,0,1,0,0,0,0,0,78,الجبهة الشعبية:1  حركة النهضة:1  نداء تونس :1  
12,5,2,67,3,452,300,503,3,200,203,300,503,0,0,271,21,8,300,0,False,18:36,20:19,1,0,19,90,2,5,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,59,3,0,1,1,1,0,1,1,76,الجبهة الشعبية:1  حركة النهضة:1  نداء تونس :1  
12,5,2,67,2,452,350,505,9,146,155,350,505,0,0,320,17,13,350,0,True,18h30,21h45,2,1,7,116,1,3,0,3,10,0,2,3,0,3,0,0,0,1,1,1,1,66,2,2,2,1,3,1,0,0,88,حركة النهضة:1  نداء تونس :1  الجبهة الشعبية:1  
12,5,2,67,1,452,352,500,1,147,148,352,500,0,0,296,48,8,352,0,True,18h15,19h40,3,1,6,103,0,3,2,1,2,0,5,3,0,0,3,4,0,1,1,4,1,41,2,2,0,2,1,1,2,0,102,التحالف الديمقراطي:1  حركة النهضة:1  نداء تونس :1  الاتحاد من اجل تونس:1  
12,5,1,66,1,267,201,301,16,85,101,200,301,0,1,192,7,1,200,0,True,18h,19h37,0,0,7,2,1,0,0,10,4,1,3,0,0,0,0,2,2,1,0,0,0,32,3,2,0,1,2,4,0,1,114,حركة النهضة:1  نداء تونس :1  
12,5,1,65,3,483,279,600,0,321,321,279,600,0,0,273,2,4,279,0,True,18h30,19h20,5,0,11,0,0,3,0,2,40,1,1,4,1,0,0,1,0,0,0,2,0,18,1,0,0,0,1,1,2,0,179,حركة النهضة:1  نداء تونس :1  الجبهة الشعبية:1  
12,5,1,65,2,484,357,600,0,243,243,357,600,0,0,336,20,1,357,0,True,18h15,19h45,1,0,12,2,1,2,1,2,22,1,7,3,0,1,0,5,0,0,0,0,0,32,3,0,1,1,4,0,0,0,235,حركة النهضة:1  نداء تونس :1  الجبهة الشعبية:1  
12,5,1,65,1,484,387,600,0,213,213,387,600,0,0,313,57,17,387,0,True,18h15,,2,0,5,5,4,1,2,1,22,1,21,2,1,5,0,5,0,1,0,1,4,9,7,6,1,1,4,0,1,0,201,الحزب الاشتراكي:1  حركة النهضة:1  نداء تونس :1  الجبهة الشعبية:1  
12,7,5,114,1,399,280,500,1,217,218,280,498,2,0,252,19,9,280,0,True,1810,1955,2,0,7,2,3,13,3,1,10,2,5,3,1,1,1,7,0,1,1,0,2,31,6,0,0,0,2,2,1,1,144,الاتحاد الوطني الحر:1  التحالف الديمقراطي:2  حركة النهضة:1  نداء تونس :2  الجبهة الشعبية:1  حركة النهضة:1  
12,7,5,113,2,300,198,404,5,201,206,198,404,0,0,192,2,4,198,0,True,1855,2010,2,0,20,6,0,5,0,2,2,0,3,1,0,1,0,1,0,0,0,0,0,22,1,0,1,0,1,0,2,0,122,الاتحاد الوطني الحر:1  نداء تونس :1  الجبهة الشعبية:1  حركة النهضة:1  
12,7,5,113,1,301,238,405,0,167,167,238,405,0,0,202,30,6,238,0,True,1840,2030,1,1,11,12,3,2,0,0,0,0,5,0,0,1,0,2,1,0,0,1,0,17,3,1,0,0,2,0,0,0,139,التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  الحزب الاشتراكي:1  نداء تونس :1  حركة النهضة:1  
12,7,4,112,3,575,391,700,1,308,309,391,700,0,0,384,2,5,391,0,True,19h,21h40,15,2,19,3,0,20,3,11,17,1,6,5,1,4,0,1,2,0,0,0,1,58,3,0,0,0,0,0,0,1,211,نداء تونس :2  حركة النهضة:1  
12,7,4,112,2,577,469,703,1,231,232,471,703,0,0,456,10,5,471,0,True,,2130,7,0,25,4,1,17,8,5,12,1,4,4,0,2,0,2,0,0,0,0,0,101,3,0,0,0,0,1,0,0,259,التحالف الديمقراطي:1  الجبهة الشعبية:1  الاتحاد الوطني الحر:1  نداء تونس :1  حركة النهضة:1  
12,7,4,112,1,577,490,702,1,212,213,489,702,0,1,442,26,21,489,0,True,18:30,21:38,5,0,14,2,4,7,6,2,11,0,3,3,0,3,2,2,0,0,0,0,2,60,3,2,1,0,2,1,0,0,307,الاتحاد الوطني الحر:1  الجبهة الشعبية:1  آفاق تونس:1  التحالف الديمقراطي:1  نداء تونس :1  حركة النهضة:1  
12,7,3,111,1,510,303,600,4,295,299,301,600,0,2,265,8,8,301,0,True,1840,2110,0,1,6,0,0,4,0,1,1,0,8,2,1,1,1,2,3,1,1,0,0,49,6,2,3,1,1,0,1,1,168,نداء تونس :3  حركة النهضة:2  الاتحاد الوطني الحر:1  التحالف الديمقراطي:1  :  
12,7,3,110,2,308,176,400,6,218,224,176,400,0,0,163,11,2,176,0,True,"18,45","19,38",0,1,12,0,1,2,0,1,7,1,3,1,0,0,0,0,0,1,0,0,0,13,2,1,1,0,0,0,0,0,116,الجبهة الشعبية:  نداء تونس :  الاتحاد الوطني الحر:  
12,7,3,109,7,579,404,700,7,290,297,402,699,1,2,397,1,4,402,0,True,1920,2130,10,0,42,0,2,15,1,5,15,0,2,3,0,3,0,0,0,0,0,0,0,60,2,0,0,0,1,3,2,0,231,حركة النهضة:  الحزب الاشتراكي:  نداء تونس :  الاتحاد الوطني الحر:  
12,7,3,109,6,580,390,696,0,306,306,390,696,0,0,383,2,5,390,0,True,1835,2200,14,1,20,0,0,19,0,13,12,0,1,2,0,2,0,1,0,0,0,1,0,74,2,0,0,0,0,1,0,1,219,المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  نداء تونس :1  حركة النهضة:1  
12,7,3,109,5,580,428,800,22,350,372,428,800,0,0,418,7,3,428,0,True,1800,,6,0,17,0,0,19,4,12,14,0,3,3,0,1,0,2,0,0,0,1,2,99,0,0,0,0,1,3,0,0,231,نداء تونس :1  حركة النهضة:1  
12,7,3,109,4,580,469,700,11,220,231,469,700,0,0,461,4,4,469,0,True,"18,50","21,25",6,0,21,0,2,9,4,9,13,0,2,3,0,3,0,2,2,0,0,1,0,121,2,0,1,0,0,0,0,0,260,الاتحاد الوطني الحر:  حركة النهضة:  نداء تونس :  التيار الديمقراطي:  
12,7,3,109,3,580,484,702,9,209,218,484,702,0,0,469,14,1,484,0,True,"18,45","21,35",2,0,21,2,2,6,4,3,16,0,3,2,1,4,0,5,0,1,1,1,1,100,3,1,1,1,4,2,3,0,279,حركة النهضة:  التحالف الديمقراطي:  التحالف الديمقراطي:  الاتحاد الوطني الحر:  
12,7,3,109,2,580,477,707,1,230,231,477,708,5,0,427,29,20,476,0,True,18h30,21h22,2,0,13,1,4,8,3,7,8,0,9,4,2,3,3,3,1,0,1,0,1,67,3,10,3,1,3,5,2,0,259,الاتحاد الوطني الحر:1  الحزب الاشتراكي:1  نداء تونس :1  آفاق تونس:1  حركة النهضة:1  
12,7,3,109,1,580,468,700,1,232,233,467,700,0,1,422,28,17,467,0,True,18.30,20.40,7,1,14,2,2,7,1,6,16,1,2,7,1,0,1,5,2,2,0,2,0,64,4,6,4,2,1,2,3,3,254,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  التحالف الديمقراطي:1  نداء تونس :1  حركة النهضة:1  
12,7,3,108,6,551,384,600,0,216,216,384,600,0,0,379,3,2,384,0,True,18.30,20.51,13,0,27,3,0,12,9,5,19,0,5,4,0,4,0,1,0,0,0,0,1,54,1,2,0,0,0,1,0,0,218,الحزب الاشتراكي:1  الاتحاد الوطني الحر:1  التحالف الديمقراطي:1  نداء تونس :1  حركة النهضة:1  
12,7,3,108,4,555,435,600,1,164,165,435,600,0,0,431,4,0,435,0,True,19.05,21.00,8,0,14,1,0,9,5,6,15,1,1,3,0,6,0,3,0,1,1,0,0,93,1,0,1,1,0,1,0,0,260,التكتل :1  التحالف الديمقراطي:1  آفاق تونس:1  الاتحاد الوطني الحر:1  نداء تونس :1  حركة النهضة:1  
12,7,3,108,3,555,451,700,2,245,247,453,700,0,2,449,4,0,453,0,True,19.00,2130,13,0,16,3,0,5,4,1,14,0,5,9,0,3,0,6,1,0,1,0,1,92,3,0,1,0,4,0,0,0,267,الحزب الاشتراكي:1  التيار الديمقراطي:1  نداء تونس :1  الجبهة الشعبية:1  حزب المبادرة :1  حركة النهضة:1  
12,7,3,108,2,555,457,600,5,138,143,457,600,0,0,426,23,8,457,0,True,19:02,22:55,6,0,8,0,4,11,2,3,13,2,5,6,0,6,2,3,1,2,0,0,2,73,6,0,1,1,0,0,0,1,268,التحالف الديمقراطي:1  نداء تونس :1  حركة النهضة:1  
12,7,3,108,1,555,477,600,7,116,123,477,600,0,0,429,18,30,477,0,True,18.20,23.20,7,0,4,3,5,5,1,5,11,0,6,6,0,2,1,3,2,1,1,3,1,55,3,3,4,1,7,1,0,1,287,الجبهة الشعبية:1  التحالف الديمقراطي:1  نداء تونس :1  حركة النهضة:1  
12,7,3,107,5,516,372,700,29,299,328,372,700,0,0,365,4,3,372,0,True,18.00,19.45,14,0,28,1,0,8,4,10,13,0,0,3,0,2,0,1,0,0,0,0,3,46,1,0,1,0,0,0,0,1,229,الحزب الاشتراكي:1  الجبهة الشعبية:1  التحالف الديمقراطي:1  نداء تونس :1  حركة النهضة:1  
12,7,3,107,4,519,379,601,11,211,222,379,601,0,0,373,4,2,379,0,True,18h31,21h30,8,0,18,1,0,12,2,10,5,1,2,2,11,0,0,3,0,0,0,0,1,62,2,1,0,0,1,1,0,0,241,التحالف الديمقراطي:1  حركة النهضة:1  نداء تونس :1  
12,7,3,107,3,519,415,600,6,179,185,415,600,0,0,410,4,1,415,0,True,1800,2115,9,0,11,0,0,9,8,8,6,0,2,4,0,4,2,2,1,0,0,1,0,88,2,0,2,0,0,2,1,0,248,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  الحزب الاشتراكي:1  نداء تونس :1  حركة النهضة:1  
12,7,3,107,2,519,448,600,40,113,153,447,600,0,1,426,14,7,447,0,True,1818,2125,10,0,18,2,1,3,7,3,12,0,1,5,0,0,0,2,0,1,1,1,3,62,3,1,0,1,3,0,0,1,286,التحالف الديمقراطي:1  حركة النهضة:1  نداء تونس :1  التكتل :1  الجبهة الشعبية:1  
12,7,3,107,1,519,413,606,4,189,193,413,606,4,0,383,25,5,413,0,True,18.35,21.55,6,2,11,2,3,5,4,2,8,0,3,5,1,1,0,2,0,1,0,2,3,38,5,2,0,1,1,1,1,3,270,المؤتمر من أجل الجمهورية:1  حركة النهضة:1  التيار الديمقراطي:1  الجبهة الشعبية:1  التحالف الديمقراطي:1  حزب المبادرة :1  الاتحاد الوطني الحر:1  نداء تونس :1  
12,7,3,106,3,445,305,502,0,197,197,305,502,0,0,294,5,6,305,0,True,1833,2030,17,0,19,1,1,1,4,9,12,0,3,2,0,1,0,0,1,0,0,0,0,34,0,0,0,0,0,0,0,1,188,الاتحاد الوطني الحر:1  التحالف الديمقراطي:1  التكتل :1  الحزب الاشتراكي:1  حركة النهضة:1  نداء تونس :1  
12,7,3,106,2,445,368,500,2,130,132,368,500,0,0,359,6,3,368,0,True,1900,2105,14,1,16,2,2,5,5,1,11,0,3,5,0,2,2,2,1,0,0,0,1,67,0,0,0,0,1,0,0,0,218,الاتحاد الوطني الحر:1  التحالف الديمقراطي:1  نداء تونس :1  حركة النهضة:1  الجبهة الشعبية:1  التيار الديمقراطي:1  
12,7,3,106,1,445,388,500,2,110,112,388,500,0,0,363,14,11,388,0,True,1910,2052,10,0,7,2,0,1,1,3,7,1,6,3,0,1,0,3,1,1,0,1,2,48,4,0,2,0,2,0,1,0,256,حركة النهضة:1  نداء تونس :1  الجبهة الشعبية:1  التحالف الديمقراطي:1  آفاق تونس:1  
12,7,2,105,1,281,201,400,1,199,200,200,400,0,1,175,13,12,200,0,True,1820,2012,2,1,7,3,0,1,0,1,18,0,2,4,1,1,0,2,0,0,2,1,1,40,2,0,0,1,1,0,1,0,82,الجبهة الشعبية:1  حركة النهضة:1  التحالف الديمقراطي:1  
12,7,2,104,1,557,384,600,22,195,217,384,601,1,0,351,29,4,384,0,True,1850,2135,3,0,11,0,1,7,2,5,2,0,4,4,0,0,2,6,2,1,2,0,0,38,7,5,1,1,2,2,1,0,242,حركة النهضة:1  الجبهة الوطنية التونسية:1  نداء تونس :1  
12,7,2,103,1,468,312,500,0,188,188,312,500,0,0,274,32,6,312,0,True,18h17,21h18,8,1,4,1,0,6,0,6,1,1,3,3,0,1,2,3,0,1,0,2,1,80,2,1,1,0,2,2,2,2,138,الجبهة الشعبية:1  التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  نداء تونس :1  حركة النهضة:1  
12,7,2,102,2,401,233,499,1,266,267,232,499,0,1,227,3,2,232,0,True,1840,2015,1,0,12,1,1,5,0,2,5,0,1,1,0,3,0,0,0,1,0,0,2,22,1,1,0,1,1,1,0,0,165,الاتحاد الوطني الحر:1  الجبهة الشعبية:1  حركة النهضة:1  نداء تونس :1  
12,7,2,102,1,401,283,499,1,215,216,283,499,0,0,240,38,5,283,0,True,1825,2100,1,0,6,0,4,1,2,0,3,1,7,2,1,1,0,9,2,2,2,2,1,23,7,1,0,0,3,3,1,1,154,حركة النهضة:1  الاتحاد الوطني الحر:1  التحالف الديمقراطي:1  نداء تونس :1  
12,7,2,101,2,526,283,600,2,315,317,283,600,0,0,258,22,3,283,0,True,1817,2101,4,0,19,2,1,6,2,6,5,0,1,3,1,0,0,2,1,1,2,1,0,73,1,0,1,0,0,0,1,3,122,التحالف الديمقراطي:1  نداء تونس :1  الحزب الاشتراكي:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
12,7,2,101,1,526,398,608,3,207,210,398,608,0,0,333,39,26,398,0,True,1828,2040,5,0,20,1,3,7,0,7,5,1,8,6,5,3,1,4,5,1,0,2,2,68,7,9,1,0,6,2,2,2,150,التكتل :1  الجبهة الشعبية:1  حركة النهضة:1  نداء تونس :1  التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  
12,7,1,100,1,393,238,500,1,261,262,238,500,0,0,195,13,30,238,0,True,1815,2020,3,0,12,2,1,5,0,0,3,1,2,2,0,2,1,1,1,1,0,1,0,33,5,1,1,0,0,1,1,0,115,الاتحاد الوطني الحر:1  نداء تونس :2  حركة النهضة:1  :  
12,7,1,99,2,388,203,500,2,295,297,203,500,0,0,193,9,1,203,0,True,1815,1952,3,0,12,0,1,28,3,1,8,1,4,3,1,0,0,1,0,2,0,2,1,19,2,0,1,0,1,0,1,2,96,نداء تونس :2  حركة النهضة:2  التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  
12,7,1,99,1,389,272,500,1,227,228,272,500,0,0,228,35,9,272,0,True,18.17,19.51,0,0,10,0,2,15,3,3,1,1,12,2,3,3,0,3,2,1,3,2,1,30,3,3,2,0,2,2,0,2,117,الحزب الاشتراكي:1  التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  نداء تونس :3  الجبهة الشعبية:1  تيار المحبة:1  حركة النهضة:1  
12,1,8,24,6,532,298,600,1,301,302,298,600,0,0,295,2,1,298,0,True,1829,2102,23,1,29,2,0,5,0,8,17,2,0,7,1,4,0,2,0,0,0,0,2,51,3,0,0,0,0,0,0,1,137,الاتحاد الوطني الحر:1  نداء تونس :1  حركة النهضة:1  التحالف الديمقراطي:1  الجبهة الشعبية:1  
12,1,8,24,5,532,431,600,3,166,169,431,600,0,0,409,14,8,431,0,True,,22:40,9,0,8,3,4,3,3,4,13,0,9,3,2,3,3,5,2,0,1,1,2,60,3,2,2,0,3,1,0,0,260,الجبهة الشعبية:1  نداء تونس :1  حركة النهضة:1  آفاق تونس:1  
12,1,8,24,4,532,367,596,12,217,229,367,596,0,0,348,7,2,357,0,True,1830,2035,15,0,18,1,0,2,1,5,9,2,3,7,0,2,0,4,0,1,0,0,1,45,0,0,1,1,0,1,0,2,237,الجبهة الشعبية:1  تيار المحبة:1  نداء تونس :1  حركة النهضة:1  التحالف الديمقراطي:1  الاتحاد الوطني الحر:1  
12,1,8,24,3,532,372,601,1,228,229,372,601,0,0,363,6,3,372,0,True,1836,,11,0,15,4,1,3,2,7,23,1,1,2,0,5,1,4,3,0,0,1,2,59,1,0,1,0,1,5,0,2,208,نداء تونس :1  حركة النهضة:1  الجبهة الشعبية:1  الجبهة الشعبية:1  الحزب الجمهوري:1  
12,1,8,24,2,532,419,600,3,178,181,419,600,0,0,374,32,13,419,0,True,1845,2145,11,1,16,0,2,4,1,5,12,0,3,8,0,4,0,8,3,0,1,0,0,70,4,1,2,1,0,2,0,2,212,نداء تونس :1  الجبهة الشعبية:1  حركة وفاء:1  
12,1,8,24,1,532,318,600,0,282,282,318,600,1,1,313,2,3,318,1,True,18:30,21:08,22,1,19,0,1,1,0,2,9,1,0,4,1,5,1,3,2,2,0,0,1,58,2,1,0,0,1,6,1,0,169,التحالف الديمقراطي:1  نداء تونس :1  حركة النهضة:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  
12,1,7,23,4,477,299,600,0,301,301,299,600,0,0,292,1,6,299,0,False,18:00,19:35,15,0,33,2,0,5,1,2,14,1,0,2,0,2,0,7,2,1,0,0,1,44,5,1,0,0,0,0,1,1,152,حركة النهضة:1  نداء تونس :1  الجبهة الشعبية:1  
12,1,7,23,3,479,312,598,13,273,286,312,598,0,0,308,3,1,312,0,False,,,10,0,24,0,1,9,1,4,10,0,1,4,0,5,0,4,0,0,1,0,0,66,6,0,3,0,0,2,0,0,157,الحزب الجمهوري:1  نداء تونس :1  حركة النهضة:1  الاتحاد الوطني الحر:1  
12,1,7,23,2,479,368,600,2,232,234,366,600,0,0,347,11,8,366,0,True,1800,2015,14,0,16,0,2,5,1,3,11,1,0,5,0,3,0,11,2,0,0,0,2,72,7,4,1,0,2,4,0,1,180,الاتحاد الوطني الحر:2  نداء تونس :1  حركة النهضة:1  حركة وفاء:1  
12,1,7,23,1,479,402,600,1,199,200,400,600,0,2,362,22,16,400,0,True,1830,2015,12,1,9,1,6,2,0,4,10,1,4,6,0,2,0,12,0,1,3,2,1,76,10,4,4,0,5,5,1,1,179,تيار المحبة:1  حركة النهضة:1  آفاق تونس:1  التكتل :1  نداء تونس :1  حزب المبادرة :1  
12,1,7,22,2,390,261,500,0,239,239,261,500,0,0,252,3,6,261,0,True,18.20,19.20,1,0,32,1,2,2,0,1,6,0,0,3,0,1,0,3,0,1,2,0,0,39,1,0,1,0,0,3,0,0,153,الاتحاد الوطني الحر:1  نداء تونس :1  التكتل :1  حركة النهضة:1  
12,1,7,22,1,391,312,500,1,187,188,312,500,0,0,276,31,5,312,0,True,1820,1958,2,1,16,1,2,4,2,1,3,0,2,6,1,4,0,11,0,2,0,1,1,40,7,2,3,0,1,3,1,3,156,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس :1  
12,1,5,20,8,584,483,700,48,169,217,483,700,0,1,475,6,2,483,0,True,1830,2108,53,0,37,2,1,3,1,7,14,0,2,8,1,6,0,0,0,0,0,1,0,54,5,10,0,0,0,1,0,0,269,الجبهة الشعبية:1  نداء تونس :1  حركة النهضة:1  آفاق تونس:1  حركة وفاء:1  الحزب الجمهوري:1  
12,1,5,20,7,590,402,700,3,295,298,402,700,0,0,397,2,3,5,397,True,1835,2035,38,0,33,4,0,9,2,7,12,1,1,4,0,2,0,1,0,2,0,0,0,80,6,3,1,0,1,4,1,0,185,الجبهة الشعبية:1  نداء تونس :1  حركة النهضة:1  
12,1,5,20,6,590,457,700,1,242,243,457,700,0,0,253,3,1,457,0,True,18:35,21:08,45,0,21,2,0,2,2,16,12,0,0,9,0,6,0,1,1,0,0,0,0,77,7,8,0,0,0,0,0,0,244,حركة النهضة:1  نداء تونس :1  الجبهة الشعبية:1  آفاق تونس:1  
12,1,5,20,5,590,521,700,4,175,179,521,700,0,0,520,1,0,521,0,True,18:26,20:47,33,0,18,1,2,5,0,12,10,0,0,12,0,3,0,0,0,0,0,1,0,120,5,10,0,0,0,4,0,1,283,الجبهة الشعبية:1  آفاق تونس:1  حركة النهضة:1  نداء تونس :1  التكتل :1  
12,1,5,20,4,590,524,700,0,176,176,524,700,0,0,513,6,5,524,524,True,18,21,29,0,19,0,0,7,5,8,10,0,2,16,0,1,3,3,0,0,0,0,0,114,8,7,0,1,2,4,0,2,272,حركة النهضة:1  حزب المبادرة :1  الجبهة الشعبية:1  نداء تونس :1  
12,1,5,20,3,590,484,690,1,205,206,484,690,0,0,469,9,6,484,0,True,1915,2145,33,0,23,0,2,4,1,8,16,0,2,7,0,6,0,2,1,0,0,0,0,104,6,5,0,1,0,1,1,0,246,الحزب الجمهوري:1  الجبهة الشعبية:1  نداء تونس :1  حركة وفاء:1  آفاق تونس:1  حركة النهضة:1  
12,1,5,20,2,590,527,701,9,165,174,527,701,0,0,495,21,11,527,0,True,1910,2305,31,2,14,0,2,3,1,9,7,1,3,15,0,2,1,1,0,1,2,0,3,96,8,13,1,1,1,3,0,2,272,الجبهة الشعبية:1  حركة النهضة:1  نداء تونس :1  
12,1,5,20,1,590,513,700,24,163,187,513,700,0,0,491,19,3,513,0,True,18:05,22:05,25,1,13,3,1,6,2,4,10,1,3,4,0,7,0,2,2,2,1,1,0,79,5,13,0,0,0,0,1,0,305,التحالف الديمقراطي:1  نداء تونس :1  الجبهة الشعبية:1  آفاق تونس:1  حركة النهضة:1  حزب المبادرة :1  
12,1,5,19,7,583,450,696,2,244,246,450,696,0,0,441,4,5,450,0,True,18:55,21:50,33,0,33,1,1,4,0,14,12,0,2,8,0,13,0,2,0,0,1,1,1,88,3,5,0,1,1,1,0,0,216,نداء تونس :2  حركة النهضة:1  صوت شعب تونس:1  الاتحاد الوطني الحر:1  
12,1,5,19,6,588,396,700,2,302,304,396,700,0,0,393,2,1,396,0,True,18:15,21:30,35,1,22,2,3,6,2,10,10,0,1,6,0,5,1,8,0,0,0,1,0,96,4,0,0,0,0,2,0,2,176,آفاق تونس:1  الجبهة الشعبية:1  حركة النهضة:2  نداء تونس :2  
12,1,5,19,5,588,461,700,0,239,239,461,700,0,0,454,7,0,461,0,True,1845,2150,18,0,16,0,2,3,3,10,2,0,2,10,2,5,0,11,1,3,1,0,0,124,5,3,1,0,0,3,0,0,229,الجبهة الشعبية:1  نداء تونس :1  حركة النهضة:1  الحزب الجمهوري:1  التكتل :1  
12,1,5,19,4,588,503,700,1,196,197,503,700,0,0,495,5,3,503,0,True,18,21:38,35,0,14,0,2,5,1,4,7,1,0,12,0,5,0,3,0,0,0,0,0,137,5,4,0,3,0,5,0,3,249,حركة النهضة:1  الجبهة الشعبية:1  حزب المبادرة :1  
12,1,5,19,3,588,468,700,0,232,232,468,700,0,0,441,11,16,468,0,True,19:05,21:45,12,0,15,1,3,0,3,8,12,0,2,6,0,2,1,7,2,0,2,0,0,125,8,4,2,1,0,2,2,4,217,نداء تونس :1  المؤتمر من أجل الجمهورية:1  الجبهة الشعبية:1  آفاق تونس:1  حركة النهضة:1  
12,1,5,19,2,588,497,700,41,162,203,497,700,0,0,469,13,15,497,0,True,19,22:15,21,0,11,1,2,4,4,5,4,0,6,14,2,7,1,1,2,0,0,0,2,111,10,2,2,5,3,3,0,2,244,نداء تونس :2  آفاق تونس:1  حركة النهضة:1  تيار المحبة:1  حزب المبادرة :1  
12,1,5,19,1,588,522,700,0,178,178,522,700,0,0,490,20,12,522,0,True,18:20,20:40,17,2,5,2,0,6,3,13,13,1,6,6,1,3,1,8,1,2,5,3,1,108,12,5,4,3,9,2,1,3,244,الجبهة الشعبية:1  التكتل :1  نداء تونس :1  آفاق تونس:1  حزب المبادرة :1  حركة النهضة:1  حركة وفاء:1  
12,1,5,18,8,535,423,592,50,119,169,423,592,0,0,418,1,4,423,0,True,1835,,52,0,35,1,1,5,1,11,14,1,2,5,0,8,0,1,0,0,0,0,1,36,4,1,0,1,0,3,0,0,235,نداء تونس :1  المؤتمر من أجل الجمهورية:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
12,1,5,18,7,540,362,600,55,183,238,362,600,0,0,360,0,2,362,0,True,1845,2145,21,0,14,0,0,3,1,4,10,0,2,8,1,6,0,4,1,2,0,0,0,72,1,0,0,1,0,2,0,2,205,الجبهة الشعبية:1  نداء تونس :1  حركة النهضة:1  
12,1,5,18,6,540,420,600,14,166,180,420,600,0,0,418,1,1,420,0,True,18:25,10:30,35,0,16,0,1,6,1,9,4,0,1,8,0,4,0,1,0,0,0,1,0,78,7,2,1,0,0,1,0,0,242,الجبهة الشعبية:1  نداء تونس :1  حركة النهضة:1  الحزب الجمهوري:1  التحالف الديمقراطي:1  
12,1,5,18,5,540,459,600,0,141,141,459,600,0,0,457,2,0,459,0,True,18:36,21:45,44,0,16,0,0,6,2,9,6,0,1,11,0,8,0,7,0,0,0,1,0,101,7,0,0,1,0,1,1,0,235,التكتل :1  نداء تونس :1  حزب المبادرة :1  الجبهة الشعبية:1  حركة النهضة:1  
12,1,5,18,4,540,460,600,3,137,140,460,600,0,0,459,1,0,460,0,True,19,21:20,36,0,16,1,0,6,3,11,8,0,0,12,0,2,1,3,0,0,1,0,1,106,5,1,0,0,0,5,0,0,241,آفاق تونس:1  حركة النهضة:1  حركة وفاء:1  حزب المبادرة :1  الجبهة الشعبية:1  
12,1,5,18,3,540,432,600,17,152,169,431,600,0,1,424,5,2,431,0,True,1830,2050,19,0,9,1,2,7,0,5,17,0,0,10,0,1,1,3,0,1,0,0,0,87,8,2,0,0,0,1,2,1,247,آفاق تونس:1  الجبهة الشعبية:1  حركة النهضة:1  نداء تونس :1  
12,1,5,18,2,540,477,601,37,87,124,477,601,0,0,465,11,1,477,0,True,1920,2300,33,2,10,2,1,6,4,8,5,0,3,6,1,8,0,3,1,2,0,0,0,85,5,2,0,1,4,2,2,1,268,حركة النهضة:1  
12,1,5,18,1,540,458,600,6,136,142,458,600,0,0,445,7,6,458,0,True,1830,2100,22,0,9,2,0,1,1,2,6,2,4,9,1,4,0,4,0,0,1,2,2,61,5,7,3,1,0,2,0,1,293,حركة النهضة:1  نداء تونس :1  آفاق تونس:1  الجبهة الشعبية:1  
12,1,5,17,5,585,382,700,3,315,318,382,700,0,0,374,3,5,382,0,True,18h30,20h40,17,0,25,2,3,5,4,5,8,0,1,6,0,6,0,1,0,1,0,0,1,53,4,0,0,3,0,1,0,0,228,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس :1  آفاق تونس:1  الجبهة الشعبية:1  
12,1,5,17,4,585,379,699,0,320,320,379,699,0,0,374,3,2,379,0,True,1830,2020,29,1,18,0,2,3,0,3,4,0,0,6,1,10,0,1,0,0,1,0,0,66,4,2,1,0,1,2,1,0,218,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس :1  حركة الديمقراطيين الاجتماعيين:1  الجبهة الشعبية:1  
