circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,اتحاد الشباب الديمقراطي التونسي,الاتحاد الوطني الحر,الاتحاد من أجل تونس ,البناء الوطني,التآلف الوطني,التحالف الديمقراطي,التكتل من أجل العمل والحريات,التيار الديمقراطي,الجبهة الشعبية,الحزب الجمهوري,الربيع العربي لتحقيق السيادة الاقتصادية,الشعب يريد,المؤتمر من أجل الجمهورية,المبادرة,الوحدة الوطنية المستقلة,تونس اقوى,تيار المحبة,حركة الديمقراطيين الاشتراكيين,حركة الشعب,حركة النهضة,حركة نداء تونس,حركة وفاء,حزب الأمان,حزب الاصالة,حزب الانفتاح والوفاء,حزب العدالة والتنمية,حزب الغد,حزب المجد,حزب حركة الدستوريين الاحرار,حماة الوطن,شباب مدنين,صوت شعب تونس,من أجل تحقيق سلطة الشعب,observers
26,6,1,131,1,426,249,500,17,234,251,249,500,0,0,241,3,5,249,0,False,"18,45","20,21",25,0,5,6,1,0,5,2,1,8,2,0,1,3,0,0,0,1,0,29,92,45,1,0,1,0,1,0,1,2,4,2,1,2,آفاق تونس:  الجبهة الشعبية:  الاتحاد من أجل تونس :  حركة الشعب:  حركة النهضة:  حماة الوطن:  
26,6,1,130,2,520,326,600,24,250,274,326,600,0,0,321,2,3,326,0,True,1848,2030,13,0,20,4,0,0,0,7,2,8,3,0,0,21,2,0,1,2,0,38,137,50,1,0,0,0,0,0,0,1,8,2,1,0,حركة الشعب:1  الاتحاد من أجل تونس :1  حركة نداء تونس:1  آفاق تونس:1  الاتحاد الوطني الحر:1  حماة الوطن:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  
26,6,1,130,1,520,411,600,2,187,189,411,600,0,0,393,14,4,411,0,False,18,"22,10",17,0,16,10,0,1,2,13,2,6,3,2,0,23,3,0,1,1,1,44,145,83,1,2,0,1,2,0,0,0,9,2,3,0,حركة نداء تونس:  حركة الشعب:  التكتل من أجل العمل والحريات:  حركة النهضة:  الحزب الجمهوري:  
26,6,1,129,2,497,309,600,1,290,1,309,310,290,0,298,5,6,309,0,False,"18,51","20,55",8,0,4,2,0,0,0,4,4,37,0,0,0,20,1,0,0,3,0,56,120,27,4,1,0,0,1,0,0,1,3,2,0,0,الاتحاد من أجل تونس :  حركة النهضة:  الجبهة الشعبية:  حركة الشعب:  
26,6,1,129,1,496,378,600,0,222,222,378,600,0,0,360,11,7,378,0,False,"18,27","19,50",12,1,3,7,1,0,4,2,1,48,1,1,0,6,1,1,2,3,1,72,120,55,3,0,0,3,1,2,2,2,3,1,1,0,تيار المحبة:  الاتحاد من أجل تونس :  حركة نداء تونس:  حركة الشعب:  حركة النهضة:  حماة الوطن:  
26,6,1,128,6,513,242,600,3,355,358,242,600,0,0,236,2,4,242,0,False,1830,2025,22,0,9,2,0,0,1,10,1,10,3,0,1,12,0,0,0,1,0,29,97,35,0,0,0,0,0,0,0,0,2,1,0,0,التكتل من أجل العمل والحريات:  حركة النهضة:  آفاق تونس:  حركة نداء تونس:  
26,6,1,128,5,517,315,600,0,285,285,315,600,0,0,306,5,4,315,0,False,"18,35","20,20",27,0,8,4,0,0,4,11,2,9,4,0,0,14,1,0,0,0,0,34,140,41,1,0,0,0,0,0,2,0,1,3,0,0,التكتل من أجل العمل والحريات:  حركة النهضة:  حركة الشعب:  الاتحاد الوطني الحر:  آفاق تونس:  
26,6,1,128,4,517,363,607,2,242,244,363,607,0,0,354,6,3,363,0,False,"18,20","21,02",34,0,1,9,0,0,6,11,5,8,4,0,0,11,0,0,0,0,0,55,158,48,0,0,0,0,2,0,0,0,1,0,0,1,آفاق تونس:  حركة النهضة:  المؤتمر من أجل الجمهورية:  حركة نداء تونس:  حركة الشعب:  
26,6,1,128,3,517,401,602,3,198,201,401,602,0,0,397,2,2,401,0,False,1820,2012,38,0,5,11,1,0,4,17,2,10,1,0,0,12,4,1,0,1,0,67,161,56,0,0,0,1,0,1,0,0,2,0,2,0,حركة النهضة:1  آفاق تونس:1  الاتحاد من أجل تونس :1  التكتل من أجل العمل والحريات:2  الجبهة الشعبية:1  حركة الشعب:1  
26,6,1,128,2,517,382,600,2,216,218,382,600,0,0,361,13,8,382,0,False,1800,1952,43,1,7,5,0,0,3,20,2,11,7,0,1,8,4,2,2,2,1,54,110,60,4,2,1,0,1,0,0,0,4,4,2,0,آفاق تونس:1  الحزب الجمهوري:1  حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
26,6,1,128,1,517,390,600,1,210,211,389,600,0,1,371,12,6,389,0,False,1835,,40,1,7,2,0,0,4,22,5,8,6,0,1,4,1,0,2,3,1,47,123,77,0,0,2,2,2,0,0,1,3,3,2,2,آفاق تونس:1  حركة الشعب:1  حركة النهضة:1  الجبهة الشعبية:1  التكتل من أجل العمل والحريات:1  
26,7,10,191,1,166,123,200,2,75,77,123,200,0,0,113,10,0,123,0,False,1830,1917,0,0,4,2,1,0,4,0,3,0,1,0,0,4,2,1,1,0,2,15,56,9,0,1,0,1,0,1,0,0,0,3,0,2,حركة النهضة:1  حركة نداء تونس:1  
26,7,10,190,1,516,408,600,0,192,192,408,600,0,0,376,3,29,408,0,False,1815,2000,5,1,16,3,0,1,8,0,2,1,0,0,1,5,10,2,0,2,1,20,196,77,4,0,0,0,2,1,4,1,0,6,3,4,حركة نداء تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  
26,7,10,189,1,384,268,500,0,232,232,268,500,0,0,236,29,3,268,0,False,1830,1947,0,0,8,0,1,0,53,2,0,0,1,1,1,5,2,0,0,0,0,5,95,42,2,3,0,2,2,0,1,0,3,4,1,2,التحالف الديمقراطي:2  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  حركة نداء تونس:2  حركة النهضة:1  
26,7,9,188,1,582,283,700,3,417,417,280,697,3,3,244,33,3,280,0,False,1805,,36,3,15,11,2,1,2,2,1,1,1,2,0,1,10,6,2,0,2,1,109,2,4,2,0,3,4,2,4,1,2,5,2,5,آفاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
26,7,9,187,1,597,367,700,1,333,334,366,700,0,1,311,50,5,366,0,False,1825,2110,3,1,13,17,1,1,1,1,4,0,1,0,1,3,10,3,0,3,4,1,184,9,0,4,1,0,3,2,1,1,14,3,4,17,التحالف الديمقراطي:1  حركة النهضة:1  الاتحاد الوطني الحر:1  حركة نداء تونس:1  
26,7,8,186,1,265,185,300,0,115,115,185,300,0,0,173,5,7,185,0,True,18.25,20.02,3,0,3,1,0,0,2,0,1,2,1,0,0,4,1,0,0,2,0,1,122,12,1,3,2,0,3,2,1,1,0,3,2,0,حركة نداء تونس:1  حركة النهضة:1  
26,7,7,185,1,443,297,500,108,95,203,297,500,0,0,268,19,10,297,0,False,18:30,19:30,2,0,6,3,0,0,4,1,2,0,0,0,1,2,3,0,0,3,3,2,207,11,1,1,0,1,3,2,0,0,2,3,1,4,الاتحاد الوطني الحر:1  حركة نداء تونس:1  حركة النهضة:2  :  
26,7,7,184,1,13,8,100,0,92,92,8,100,0,0,8,0,0,8,0,False,18:15,18:35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,حركة النهضة:1  حركة نداء تونس:1  
26,7,7,183,1,467,343,600,1,256,257,343,600,0,0,321,6,16,343,0,False,18:00,20:00,17,1,6,2,0,3,4,0,0,2,0,0,0,2,7,4,1,3,0,0,187,70,1,2,1,1,1,3,0,1,1,0,0,1,آفاق تونس:1  حركة نداء تونس:1  حركة النهضة:1  
26,7,7,182,2,305,187,400,0,213,213,187,400,0,0,184,3,0,187,0,False,18:20,19:50,0,0,7,0,0,0,5,0,0,0,2,1,0,6,2,0,0,2,1,1,144,12,1,0,0,0,0,0,0,0,0,0,0,0,الاتحاد الوطني الحر:1  حركة النهضة:1  آفاق تونس:1  الحزب الجمهوري:1  حركة نداء تونس:1  
26,7,7,182,1,306,262,400,7,131,138,262,400,0,0,245,15,2,262,0,False,18:25,20:35,2,1,8,1,0,0,10,0,0,1,1,1,1,4,4,0,0,2,0,4,171,25,2,0,0,0,0,0,2,0,1,0,1,3,حركة النهضة:1  الاتحاد الوطني الحر:1  
26,7,6,181,1,142,125,200,0,75,75,125,200,0,0,119,4,2,125,0,False,18:30,19:30,0,0,1,0,1,0,3,2,0,0,1,0,1,1,0,0,2,0,0,1,73,27,1,0,0,0,0,0,1,0,3,1,0,0,حركة نداء تونس:2  حركة النهضة:1  
26,7,6,180,1,59,40,100,0,60,60,40,100,0,0,36,2,2,40,0,False,1825,,0,0,2,0,0,2,1,0,0,1,0,0,0,0,1,0,1,0,1,0,18,7,1,0,0,0,0,1,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
26,7,6,179,1,333,238,400,0,162,162,238,400,0,0,216,9,13,238,0,False,1805,2215,9,0,8,0,2,1,9,0,0,0,2,0,0,5,4,1,0,2,6,2,124,25,2,0,0,0,5,1,1,0,1,3,2,1,حركة نداء تونس:1  حركة النهضة:1  آفاق تونس:1  التحالف الديمقراطي:1  
26,7,6,178,2,583,340,704,3,361,364,340,704,0,0,333,6,1,340,0,False,1845,2020,4,1,9,1,0,0,2,0,1,4,5,0,0,3,15,2,0,1,11,8,141,117,3,0,1,0,0,0,0,2,0,0,1,1,حركة النهضة:1  الجبهة الشعبية:1  حركة نداء تونس:1  
26,7,6,178,1,583,437,700,0,263,263,437,700,0,0,383,15,39,437,0,True,1830,2115,3,1,6,1,0,0,1,0,1,5,4,1,0,3,7,1,1,3,15,9,153,141,4,0,2,3,3,2,3,1,4,1,2,2,حركة النهضة:1  حركة نداء تونس:1  
26,7,5,177,1,410,310,499,14,175,189,310,499,0,0,304,1,5,310,0,False,1825,2020,3,0,7,0,2,0,5,0,0,1,0,0,0,12,2,1,0,3,0,6,242,11,2,0,1,0,1,2,0,0,0,1,2,0,حركة النهضة:1  حركة نداء تونس:1  
26,7,5,176,1,312,217,400,6,177,183,217,400,0,0,210,4,3,217,0,True,1800,,1,2,6,3,1,0,0,1,0,0,2,0,0,12,4,3,2,0,0,13,127,19,2,0,0,1,0,0,1,1,4,5,0,0,حركة نداء تونس:1  حركة النهضة:1  
26,7,5,174,1,460,308,600,0,292,292,308,600,0,0,301,4,3,308,0,True,1900,2130,5,0,11,0,0,1,13,1,1,3,0,0,0,10,7,2,2,0,0,3,202,26,2,0,0,0,2,2,0,0,6,1,0,1,حركة النهضة:1  حركة نداء تونس:1  
26,7,4,173,1,500,368,600,0,232,232,368,600,0,0,346,7,15,368,0,False,1818,2016,2,0,15,0,1,0,3,1,0,0,0,0,0,8,4,2,1,0,0,9,236,41,3,0,0,1,0,0,1,0,13,3,1,1,حركة النهضة:1  حركة نداء تونس:1  
26,7,3,172,1,27,18,100,0,82,82,18,100,0,0,17,1,0,18,0,False,1800,1845,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,12,2,0,0,0,0,1,0,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
26,7,3,171,1,163,129,200,29,42,71,129,200,0,0,125,0,4,129,0,False,1800,1920,0,0,4,1,0,0,5,0,2,4,1,0,0,5,0,0,1,0,0,0,85,12,1,0,0,0,0,0,0,0,3,1,0,0,حركة نداء تونس:1  حركة النهضة:1  الجبهة الشعبية:1  
26,7,3,170,1,314,221,400,1,178,179,221,400,0,0,213,5,3,221,0,False,1818,2000,4,0,2,2,0,0,6,0,1,1,2,0,0,9,1,0,0,1,0,1,107,56,1,2,0,1,2,1,0,1,6,4,1,1,حركة النهضة:1  حركة نداء تونس:1  
26,7,3,169,1,190,128,300,5,167,172,128,300,0,0,118,7,3,128,0,True,1841,2005,0,0,1,2,0,0,3,0,1,0,1,0,1,4,4,0,0,1,0,0,90,6,0,1,0,0,1,0,1,0,1,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
26,7,2,168,1,74,47,100,0,53,53,47,100,0,0,46,1,0,47,0,False,1815,1845,0,0,0,0,0,0,1,0,0,0,1,0,0,4,5,0,0,1,0,2,23,3,1,0,0,2,0,0,2,0,0,1,0,0,حركة النهضة:1  الحزب الجمهوري:1  حركة نداء تونس:1  
26,7,2,167,1,507,300,600,1,299,300,300,600,0,0,279,3,18,301,0,False,18:00,,5,1,10,1,1,1,14,2,4,1,2,0,0,21,4,1,1,6,1,21,153,6,2,1,0,2,6,3,0,1,4,2,1,1,حركة نداء تونس:1  الاتحاد الوطني الحر:1  الحزب الجمهوري:1  حركة النهضة:2  
26,7,1,166,1,224,170,300,2,128,130,170,300,0,0,155,11,4,170,0,False,18:15,19:20,1,0,18,0,0,0,0,0,0,0,0,0,0,2,13,2,0,0,1,2,78,25,1,0,0,0,0,0,2,2,3,2,1,2,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  
26,7,1,165,1,452,256,508,1,251,252,256,508,0,0,243,6,7,256,0,False,1823,2000,6,2,13,0,1,1,13,0,2,0,11,0,0,21,5,2,1,4,1,3,119,23,1,0,1,0,1,2,0,0,2,6,1,1,حركة نداء تونس:2  حركة النهضة:2  الحزب الجمهوري:1  الاتحاد الوطني الحر:1  
26,7,1,164,3,445,252,500,8,240,248,252,500,0,0,241,5,6,252,0,False,1825,2000,2,0,9,1,1,0,8,0,2,0,3,0,0,16,2,7,0,1,0,14,141,25,0,0,0,1,0,0,0,0,3,2,0,3,آفاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  حماة الوطن:1  
26,7,1,164,2,446,268,500,0,232,232,268,500,0,0,261,7,0,268,0,False,18:30,20:00,2,0,5,4,0,0,6,0,1,0,0,0,0,21,2,5,0,0,0,19,162,24,1,0,0,0,1,1,2,0,2,1,1,1,آفاق تونس:1  حماة الوطن:1  حركة نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
26,7,1,164,1,446,344,500,2,154,156,344,500,0,0,318,18,8,344,1,False,1825,2055,7,0,7,2,2,0,8,0,2,2,0,0,1,19,6,9,1,3,1,16,152,57,2,1,0,2,1,2,1,4,3,4,1,2,التحالف الديمقراطي:1  الحزب الجمهوري:1  التكتل من أجل العمل والحريات:1  حركة النهضة:1  حركة نداء تونس:1  
26,8,10,226,1,309,244,400,0,156,156,244,400,0,0,235,6,3,244,0,True,1800,1906,0,0,2,1,0,0,37,1,0,5,1,0,0,9,0,2,1,1,1,5,141,16,0,3,0,0,0,1,0,0,4,3,1,0,حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  المؤتمر من أجل الجمهورية:1  
26,8,10,225,1,251,192,300,0,108,108,192,300,0,0,185,5,2,192,0,False,18h,19h40,2,0,1,4,1,0,1,0,2,0,0,0,1,5,0,0,2,0,1,11,135,7,0,0,0,0,0,1,0,0,9,1,0,1,حركة النهضة:2  حركة نداء تونس:1  
26,8,10,224,1,219,148,300,2,150,152,148,300,0,0,141,4,3,148,0,True,18h45,20h,5,0,2,0,1,1,3,0,0,0,0,0,0,5,0,0,0,3,5,28,76,6,2,1,0,0,0,1,0,0,0,1,1,0,حركة النهضة:1  حركة نداء تونس:1  
26,8,10,223,1,453,309,500,31,160,191,309,500,0,0,293,8,8,309,0,False,18.00,20.45,1,0,3,1,4,1,5,2,0,2,0,0,1,12,2,1,3,5,0,58,165,7,2,1,0,1,2,1,0,1,7,2,0,3,حزب الأمان:1  حركة الشعب:1  حركة النهضة:1  التكتل من أجل العمل والحريات:1  حماة الوطن:1  حركة نداء تونس:1  
26,8,10,222,1,218,158,300,2,140,142,158,300,0,0,151,2,5,158,0,True,1830,2010,1,1,6,1,1,0,3,4,0,2,2,0,0,7,2,2,0,1,0,14,80,13,2,0,0,0,2,2,0,0,5,0,0,0,حماة الوطن:1  حركة نداء تونس:2  حركة النهضة:1  حركة الشعب:1  
26,8,10,221,2,349,199,400,7,194,201,199,400,0,0,197,0,2,199,0,True,18h,19h55,2,0,4,0,0,0,10,1,0,1,0,0,1,13,0,2,0,0,0,20,128,4,2,0,0,0,1,1,1,0,6,0,0,0,التحالف الديمقراطي:1  حركة النهضة:1  حركة نداء تونس:1  الجبهة الشعبية:1  
26,8,10,221,1,350,280,400,9,111,120,280,400,0,0,267,7,6,280,0,True,18.20,20.00,6,0,1,1,1,0,20,2,0,3,0,0,0,5,3,3,1,2,0,35,146,22,2,0,0,1,2,1,0,0,9,1,0,0,حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  حماة الوطن:1  
26,8,10,220,1,120,85,200,0,115,115,85,200,0,0,80,4,1,85,0,True,18h,19h,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,47,8,0,0,0,0,0,0,0,0,13,0,0,0,حركة النهضة:1  حركة نداء تونس:1  حركة الشعب:1  
26,8,10,219,1,260,191,300,1,108,109,191,300,0,0,181,2,8,191,0,True,18h15,19h10,2,0,6,0,2,1,31,0,3,0,0,0,0,9,1,0,0,1,1,3,92,24,0,2,0,0,1,0,0,0,2,0,0,0,حركة النهضة:1  حركة نداء تونس:1  
26,8,10,218,1,430,308,500,1,191,192,308,500,0,0,294,7,7,308,0,True,18h40,20h30,2,0,9,3,0,0,6,0,1,2,1,1,3,1,3,1,1,1,2,7,160,36,4,0,0,0,1,1,0,2,42,2,0,2,حركة النهضة:1  حركة نداء تونس:1  الاتحاد الوطني الحر:1  حماة الوطن:1  
26,8,9,217,1,278,161,300,0,139,139,161,300,0,0,156,3,2,161,0,False,1815,2000,1,0,5,2,1,0,4,0,1,0,0,0,0,9,2,0,0,7,0,4,96,11,5,1,0,1,0,1,0,0,0,0,3,2,حركة النهضة:1  حركة نداء تونس:1  
26,8,9,216,2,534,316,600,3,281,284,316,600,0,0,307,7,2,316,0,True,1800,2100,2,1,7,0,0,0,7,0,0,1,1,0,0,9,5,0,0,3,1,3,235,17,7,0,1,1,2,0,0,0,1,1,2,0,حركة النهضة:1  حركة نداء تونس:1  :  
26,8,9,216,1,535,407,600,3,190,193,407,600,0,0,377,7,23,407,0,True,1815,2039,5,1,6,2,0,1,4,1,1,0,0,1,0,8,8,2,0,4,2,5,267,34,3,2,1,0,1,3,1,1,5,2,4,2,التحالف الديمقراطي:1  المؤتمر من أجل الجمهورية:1  حركة النهضة:1  حركة نداء تونس:1  
26,8,8,215,1,564,392,700,3,305,308,392,700,0,0,375,5,12,392,0,True,1800,1956,7,0,13,1,0,0,1,1,0,0,0,0,1,12,3,2,0,11,0,3,286,13,9,1,0,0,1,3,0,0,0,4,2,1,آفاق تونس:1  حركة نداء تونس:1  حركة النهضة:1  تيار المحبة:1  
26,8,7,214,1,109,65,200,0,135,135,65,200,0,0,58,7,0,65,0,False,1820,1921,0,1,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,27,1,0,0,0,0,0,0,0,1,12,0,0,0,حركة النهضة:1  حركة نداء تونس:1  حماة الوطن:1  
26,8,7,213,1,213,133,300,0,167,167,133,300,0,0,123,1,9,133,0,False,1900,2000,2,1,2,0,1,0,15,0,0,0,0,0,0,7,0,0,0,0,0,2,81,9,0,2,0,0,0,0,0,0,0,1,0,0,حركة النهضة:1  التحالف الديمقراطي:1  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  
26,8,7,212,1,113,77,200,1,122,123,77,200,0,0,74,2,1,77,0,True,1821,1845,0,0,1,0,0,0,2,0,0,0,0,0,0,3,1,2,0,0,0,0,50,11,0,0,1,0,1,0,0,0,1,1,0,0,حركة النهضة:1  حركة نداء تونس:1  
26,8,7,211,1,383,285,500,3,213,216,284,500,0,1,263,8,13,284,0,True,1853,2128,4,0,4,0,2,0,13,0,0,0,0,0,0,14,7,5,0,4,0,5,185,9,0,0,0,0,0,1,1,0,3,3,2,1,الاتحاد الوطني الحر:1  التحالف الديمقراطي:1  تيار المحبة:1  المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  حركة النهضة:1  
26,8,7,210,4,454,266,500,0,234,234,266,500,0,0,257,4,5,266,0,False,1800,1938,1,0,1,0,0,0,56,2,1,0,0,0,0,11,1,2,1,1,0,2,166,8,2,0,0,0,0,1,0,0,0,1,0,0,المؤتمر من أجل الجمهورية:1  حركة نداء تونس:1  حركة النهضة:1  التحالف الديمقراطي:1  
26,8,7,210,3,457,290,500,0,210,210,290,500,0,0,281,3,6,290,0,False,1815,2042,1,0,1,0,0,0,67,1,0,1,0,0,0,22,2,4,0,0,0,8,161,9,1,0,0,0,0,0,0,0,3,0,0,0,حركة النهضة:1  حركة نداء تونس:1  التحالف الديمقراطي:1  
26,8,7,210,2,457,364,500,3,133,136,364,500,0,0,345,15,4,364,0,True,1835,2118,1,0,4,0,1,0,70,0,0,1,1,0,1,9,1,0,0,0,0,7,225,15,0,0,0,1,1,0,1,0,5,1,0,0,المؤتمر من أجل الجمهورية:1  التحالف الديمقراطي:1  حركة نداء تونس:1  حركة النهضة:1  
26,8,7,210,1,457,337,500,2,161,163,337,500,0,0,302,29,6,337,0,False,1818,2118,6,0,3,0,0,2,47,1,0,2,2,0,1,5,11,0,0,1,1,4,172,21,1,1,0,0,2,2,0,3,7,2,5,0,التحالف الديمقراطي:1  حركة النهضة:1  حركة نداء تونس:1  حزب الأمان:1  
26,8,6,209,1,458,336,600,31,234,265,335,600,0,1,316,14,5,335,0,False,1830,2155,3,0,11,0,0,0,11,1,2,0,0,0,0,5,1,2,0,2,1,2,233,32,1,2,0,0,1,0,0,0,2,3,1,0,حركة النهضة:3  حركة نداء تونس:2  
26,8,6,208,1,520,365,600,0,235,235,365,600,0,0,341,10,14,365,0,False,18h42,22h25,3,0,9,4,0,0,15,0,2,0,1,0,0,16,4,0,1,1,1,0,255,9,1,1,0,0,2,2,1,0,6,1,2,4,حركة النهضة:1  حركة نداء تونس:1  آفاق تونس:1  المؤتمر من أجل الجمهورية:1  
26,8,5,207,2,492,283,600,2,315,317,283,600,0,0,274,6,3,283,0,True,18h23,19h49,1,0,5,0,1,1,2,0,1,0,1,0,0,62,1,0,0,3,0,2,184,7,0,1,0,0,1,0,0,0,0,1,0,0,حركة النهضة:1  حركة نداء تونس:1  المؤتمر من أجل الجمهورية:1  
26,8,5,207,1,492,381,600,0,219,219,381,600,0,0,343,33,5,381,0,True,18h18,21h,2,2,3,2,0,0,1,0,2,2,3,1,0,78,5,1,0,9,1,1,193,13,2,2,0,0,2,1,3,1,5,3,2,3,حركة النهضة:1  حركة نداء تونس:1  حماة الوطن:1  
26,8,4,206,1,102,75,200,0,125,125,75,200,0,0,72,2,1,75,0,False,1830,1910,0,0,0,0,1,0,14,0,0,0,0,0,1,2,0,0,0,1,0,3,44,5,1,0,0,0,0,0,0,0,0,0,0,0,حركة النهضة:1  حركة نداء تونس:1  المؤتمر من أجل الجمهورية:1  
26,8,4,205,1,198,131,300,8,161,169,131,300,0,0,124,6,1,131,0,False,18h20,19h25,0,0,3,0,1,1,12,0,0,1,0,0,1,4,0,1,0,2,0,6,80,6,0,2,0,0,0,1,0,0,1,1,0,1,حركة النهضة:1  حركة نداء تونس:1  
26,8,4,204,1,98,86,200,0,114,114,86,200,0,0,82,4,0,86,0,False,18h30,20h19,1,0,0,1,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,1,64,3,0,0,0,0,1,0,0,0,0,0,0,0,التحالف الديمقراطي:1  حركة النهضة:1  
26,8,4,203,1,84,58,200,1,142,143,57,200,0,1,50,1,6,57,0,False,18.29,19.22,1,0,1,0,0,0,5,0,0,0,0,0,0,9,0,0,1,0,0,0,30,1,0,0,0,0,0,1,0,0,0,1,0,0,حركة النهضة:1  حركة نداء تونس:2  حماة الوطن:1  
26,8,3,202,1,261,208,300,0,92,92,208,300,0,0,199,5,4,208,0,False,1800,2000,0,0,3,0,0,2,3,0,0,0,0,1,6,15,0,0,1,1,0,5,140,5,1,0,1,0,1,1,0,0,11,1,1,0,التحالف الديمقراطي:1  آفاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  حماة الوطن:1  
26,8,3,201,1,549,380,700,8,312,320,380,700,0,0,356,10,14,380,0,False,18h15,20h15,1,0,8,1,0,0,1,0,1,0,0,0,3,15,9,0,0,1,0,3,276,14,0,0,0,1,1,1,1,0,16,2,0,1,حركة النهضة:1  حماة الوطن:1  
26,8,3,200,1,305,224,400,1,175,176,224,400,0,0,221,3,0,224,0,False,19h,20h20,5,0,9,0,0,1,7,0,0,0,1,0,0,14,3,0,0,0,0,5,158,7,1,0,0,0,1,0,1,1,1,2,3,1,التحالف الديمقراطي:1  آفاق تونس:1  حركة النهضة:1  حركة نداء تونس:1  حزب الأمان:1  حماة الوطن:1  المؤتمر من أجل الجمهورية:1  
26,8,3,199,2,433,288,500,1,211,212,288,500,0,0,281,3,4,288,0,False,18h,20h30,2,0,8,0,0,0,8,1,1,4,0,0,2,30,2,1,1,2,0,2,188,8,0,0,0,0,0,0,0,0,21,0,0,0,حركة النهضة:1  حركة نداء تونس:1  حماة الوطن:1  
26,8,3,199,1,433,353,500,25,122,147,353,500,0,0,323,22,8,353,0,True,18h30,20h20,3,0,10,0,0,0,9,1,0,2,2,0,1,18,3,0,0,5,1,4,192,11,1,1,0,0,0,2,2,4,46,2,0,3,حركة النهضة:2  حركة نداء تونس:1  حماة الوطن:1  
26,8,2,198,2,429,294,500,0,206,206,294,500,0,0,290,1,3,294,0,False,18h20,20h35,0,0,8,0,0,1,12,1,3,4,1,0,0,38,0,2,1,0,0,10,168,26,3,0,0,0,1,0,0,0,8,3,0,0,حركة النهضة:1  التحالف الديمقراطي:1  حركة نداء تونس:1  حماة الوطن:1  
26,8,2,198,1,429,353,500,2,148,150,351,501,1,2,342,7,2,351,0,False,1827,2045,1,0,6,0,0,0,10,1,2,10,2,0,0,26,6,3,0,1,0,16,207,35,4,0,1,0,0,0,1,0,7,2,1,0,حركة النهضة:1  حماة الوطن:1  حركة نداء تونس:1  الجبهة الشعبية:1  :2  
26,8,1,197,4,467,299,600,0,301,301,299,600,0,0,293,0,6,299,0,False,1800,2000,0,0,8,0,0,1,7,0,0,4,3,0,1,24,0,2,1,13,1,2,173,12,1,0,0,0,0,0,0,2,37,1,0,0,حركة النهضة:1  الحزب الجمهوري:1  حماة الوطن:1  تيار المحبة:1  حركة نداء تونس:1  المؤتمر من أجل الجمهورية:1  
26,8,1,197,3,469,308,600,10,282,292,308,600,0,0,295,6,7,308,0,True,18h25,20h15,0,0,6,2,0,0,4,1,1,4,0,0,1,18,1,1,0,10,0,4,204,13,1,0,0,0,0,0,1,3,19,0,0,1,حركة النهضة:1  حركة نداء تونس:1  تيار المحبة:1  حماة الوطن:1  التحالف الديمقراطي:1  
26,8,1,197,2,469,370,600,0,230,230,370,600,0,0,360,5,5,370,0,False,18h15,20h25,0,0,5,1,0,0,4,0,0,6,0,0,1,26,1,0,0,4,1,10,249,16,2,0,2,0,1,0,0,2,28,1,0,0,حركة النهضة:1  حركة نداء تونس:1  حماة الوطن:1  التكتل من أجل العمل والحريات:1  
26,8,1,197,1,469,389,600,13,98,211,389,600,0,0,359,16,14,389,0,True,18.40,21.00,3,0,5,2,0,0,5,0,1,3,2,1,3,8,9,0,1,6,1,7,242,12,0,1,0,3,2,0,2,3,29,4,3,1,حركة النهضة:1  حماة الوطن:1  حركة نداء تونس:1  الجبهة الشعبية:1  
