circonscriptionId,delegationId,subDelegationId,centerID,stationId,registeredVoters,aSigningVoters,bDeliveredBallots,cSpoiledBallots,dLeftBallots,eCplusD,fExtractedBallots,gEplusF,hBminusG,iAminusF,jListVotes,kCancelledVotes,lBlankVotes,mJplusKplusL,nFminusM,countingStart,countingEnd,tampon,آفاق تونس,أولاد الشعب,أولاد زغوان,اتحاد الشباب الديمقراطي التونسي,اتحاد القوى الشبابية,الأمان بزغوان,الاتحاد الوطني الحر,البناء الوطني,التحالف الحر,التحالف الديمقراطي,التحدي لمستقبل أفضل,التكتل من أجل العمل والحريات,التيار الديمقراطي,الثقافة والتنوع,الجبهة الشعبية,الجبهة الوطنية للانقاذ,الحركة الدستورية,الحزب الاشتراكي,الحزب الجمهوري,الربيع العربي لتحقيق السيادة الاقتصادية,الشعب يريد,الصفاء,العدل أساس الملك,العلم نور,القائمة المستقلة لولاية زغوان ,المؤتمر من أجل الجمهورية,المبادرة,النسري,النسور ,النصر,تحيا تونس,تونسنا,تيار المحبة,حركة الديمقراطيين الاشتراكيين,حركة النهضة,حركة وفاء,حزب تونس للجميع,حزب صوت الفلاحين,شباب تونس,شباب زغوان لحزب المستقبل,صوت شعب تونس,قائمة الأمل,حركة نداء تونس,نداء قرطاج,observers
13,5,1,79,2,524,374,600,0,226,226,374,600,0,0,369,3,2,374,0,False,1815,,14,1,2,1,0,0,24,0,1,2,0,8,5,0,28,2,0,6,5,0,2,0,1,0,1,8,1,1,2,0,0,8,7,0,108,3,1,0,2,0,0,0,124,1,الاتحاد الوطني الحر:1  آفاق تونس:1  نداء تونس:1  حركة النهضة:1  الحزب الاشتراكي:1  
13,5,1,79,1,524,433,600,0,167,167,433,600,0,0,409,16,8,433,0,False,1857,2304,10,1,1,1,0,1,22,1,3,6,1,9,6,1,20,1,1,6,6,0,3,0,1,2,0,6,5,0,2,0,0,5,5,0,124,7,3,3,0,1,1,1,143,0,الحزب الاشتراكي:1  نداء تونس:1  حركة النهضة:1  
13,5,1,78,7,558,389,600,1,210,211,389,600,0,0,384,3,2,389,0,False,1845,2050,15,0,0,0,0,0,47,2,2,3,0,0,6,0,27,0,2,4,7,0,0,0,0,1,1,6,4,0,0,0,0,6,0,0,73,2,0,1,0,0,1,0,174,0,الجبهة الشعبية:1  الاتحاد الوطني الحر:1  نداء تونس:1  حركة النهضة:1  
13,5,1,78,6,563,442,600,0,158,158,442,600,0,0,435,6,1,442,0,False,1843,2057,9,0,1,0,0,0,19,2,1,4,0,4,14,0,34,0,0,4,11,0,0,0,0,0,0,13,10,0,1,0,1,3,2,0,131,4,5,0,0,1,1,0,159,1,الجبهة الشعبية:1  نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
13,5,1,78,5,563,400,600,2,198,200,400,600,0,0,394,4,2,400,0,True,19.05,21.25,23,1,0,1,1,0,35,2,3,1,0,1,10,0,16,1,0,2,5,0,0,1,0,0,0,7,4,0,1,0,0,6,1,0,68,1,1,1,0,1,0,0,199,1,نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  الجبهة الشعبية:1  
13,5,1,78,4,563,426,600,0,174,174,426,600,0,0,420,1,5,426,0,False,1830,2125,19,0,1,0,0,0,32,1,6,8,0,1,8,0,19,1,1,6,3,0,0,0,0,1,0,6,7,1,0,0,1,8,0,0,90,1,1,0,1,1,0,0,193,3,تونسنا:1  آفاق تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
13,5,1,78,3,563,474,600,0,126,126,474,600,0,0,462,8,4,474,0,False,1840,2110,23,0,0,0,1,2,36,0,4,15,0,1,2,0,15,0,0,2,3,0,1,0,0,1,0,5,11,0,1,1,0,10,2,0,106,2,2,0,1,0,0,1,214,0,تونسنا:1  الاتحاد الوطني الحر:1  نداء تونس:1  حركة النهضة:1  
13,5,1,78,2,563,496,600,1,103,104,496,600,0,0,473,11,12,496,0,False,,21:10,15,0,0,0,1,0,27,2,1,10,1,2,6,0,22,3,1,8,5,0,1,0,0,5,1,5,12,0,2,0,2,7,3,0,107,7,7,1,1,2,0,1,203,2,المبادرة:1  تونسنا:1  التكتل من أجل العمل والحريات:1  نداء تونس:1  حركة النهضة:1  
13,6,5,109,1,512,340,600,0,260,260,340,600,0,0,301,24,15,340,0,True,18.15,20.10,3,1,5,2,2,1,13,2,0,0,0,0,1,0,5,0,1,4,15,0,2,4,0,0,2,2,4,2,0,0,2,13,6,0,56,5,9,1,4,0,3,3,128,0,تونسنا:1  الحزب الجمهوري:1  :  حركة النهضة:1  نداء تونس:1  
13,6,4,108,2,355,188,400,0,212,212,188,400,0,0,176,10,2,188,0,False,"18,20","19,25",9,0,2,0,0,0,26,0,0,0,0,5,1,0,10,0,4,0,2,0,0,1,0,1,0,1,4,0,2,0,1,2,0,0,43,2,2,1,0,1,0,0,56,0,نداء تونس:2  حركة النهضة:  آفاق تونس:  
13,6,4,108,1,355,267,400,0,133,133,267,400,0,0,236,28,3,267,0,False,18:20,20:14,5,0,4,4,1,1,13,5,1,2,1,6,2,0,6,0,5,6,3,0,2,0,0,3,3,2,8,1,2,3,3,3,3,2,28,6,6,3,3,0,1,1,88,0,الحزب الجمهوري:  حركة النهضة:  نداء تونس:  
13,6,4,107,2,333,195,400,0,206,206,195,401,1,0,186,7,2,195,0,True,18.45,20.05,9,0,4,0,1,0,20,2,0,1,0,0,3,0,4,0,2,1,7,0,0,0,1,1,2,4,5,1,0,0,1,1,2,1,44,1,2,0,1,0,0,0,63,2,الاتحاد الوطني الحر:1  نداء تونس:1  الحزب الجمهوري:1  حركة النهضة:1  
13,6,4,107,1,334,260,400,0,140,140,260,400,0,0,223,26,11,260,0,True,1900,2100,0,2,0,1,0,1,13,6,6,0,2,1,2,0,2,1,5,5,7,0,1,1,3,3,3,5,3,1,1,2,2,3,5,1,42,8,1,3,2,3,4,2,70,0,حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
13,6,4,106,1,495,370,600,0,230,230,370,600,0,0,325,16,29,370,0,False,18:40,20:20,5,1,2,1,1,1,20,1,1,7,0,2,0,1,7,1,11,10,9,0,3,2,1,1,1,4,12,2,0,1,3,3,4,2,52,8,13,1,2,2,0,3,121,3,الاتحاد الوطني الحر:  آفاق تونس:  الحزب الجمهوري:  حركة النهضة:  نداء تونس:  الحركة الدستورية:  
13,6,3,105,1,276,175,300,0,125,125,175,300,0,0,158,10,7,175,0,True,18h26,20h10,0,0,0,0,0,1,24,1,0,3,1,2,4,1,9,3,0,5,1,0,2,1,1,2,0,3,1,1,2,0,0,0,9,1,15,2,3,1,3,2,7,2,45,1,حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  تيار المحبة:1  
13,6,3,104,2,327,191,400,1,208,209,191,400,0,0,172,13,6,191,0,False,18h30,20h,2,0,2,1,1,2,8,1,1,6,0,1,0,0,5,0,6,3,10,0,1,1,1,1,0,1,3,1,0,1,3,3,6,1,35,1,3,1,0,1,1,1,54,3,الحزب الجمهوري:1  آفاق تونس:1  حركة النهضة:1  نداء تونس:2  
13,6,3,104,1,328,240,400,0,160,160,240,400,0,0,209,9,22,240,0,False,18h28,20h27,4,0,0,0,1,1,10,1,0,0,1,2,1,0,1,0,9,9,12,0,1,1,2,2,0,0,2,1,0,0,0,2,6,2,34,4,6,0,3,2,1,1,86,1,الجبهة الشعبية:1  الحزب الجمهوري:1  حركة النهضة:1  نداء تونس:2  آفاق تونس:2  
13,6,2,103,1,401,271,500,1,228,229,271,500,0,0,228,37,6,271,0,True,18h36,20h,3,2,1,0,1,0,29,1,1,1,1,4,4,0,3,0,1,5,1,0,4,0,0,0,0,6,2,1,1,1,2,2,6,0,24,3,3,1,0,2,0,1,111,0,نداء تونس:1  حركة النهضة:1  
13,6,2,102,2,508,336,600,0,264,264,336,600,0,0,314,13,9,336,0,False,18:35,21:00,12,1,7,0,1,0,18,2,1,2,0,3,1,1,1,0,0,1,6,0,1,0,0,1,1,4,4,0,0,2,0,4,4,0,83,3,5,0,1,2,2,3,135,2,الاتحاد الوطني الحر:  آفاق تونس:  حركة النهضة:2  نداء تونس:2  :  
13,6,2,102,1,508,397,600,1,202,203,397,600,0,0,347,42,8,397,0,False,18h33,21h,6,2,5,1,1,1,21,2,1,3,1,3,0,3,2,2,0,4,3,0,4,1,0,0,1,1,15,3,3,2,1,7,3,1,80,3,5,2,1,2,1,2,146,2,الحزب الجمهوري:1  الاتحاد الوطني الحر:1  نداء تونس:2  حركة النهضة:1  الحركة الدستورية:1  آفاق تونس:1  
13,6,1,101,1,146,114,200,0,86,86,114,200,0,0,102,8,4,114,0,False,18h30,20h10,2,0,0,0,0,2,13,0,0,0,0,0,0,0,0,1,0,8,0,0,3,1,1,0,0,2,5,0,1,2,1,1,3,0,4,0,1,0,2,2,0,1,44,2,الحزب الجمهوري:1  
13,6,1,100,1,371,211,500,0,289,289,211,500,0,0,169,37,5,211,0,True,18h38,20h33,5,0,2,2,0,2,9,1,0,0,0,1,0,0,0,0,2,2,3,0,1,0,0,2,1,0,2,1,1,0,0,1,3,1,56,4,0,2,0,0,1,0,64,0,الحزب الجمهوري:1  المبادرة:1  الحركة الدستورية:1  حركة النهضة:2  نداء تونس:3  
13,6,1,99,1,561,359,600,4,239,243,357,600,0,2,323,25,9,357,0,False,19:00,22:07,6,28,10,2,2,1,8,5,2,0,1,1,0,2,1,0,0,4,9,1,0,1,0,1,2,0,7,1,1,1,1,5,29,2,77,1,1,2,4,1,0,0,103,0,تيار المحبة:  آفاق تونس:  حركة النهضة:  المبادرة:  نداء تونس:  
13,3,5,64,2,438,169,500,0,331,331,169,500,0,0,144,6,19,169,0,False,1832,2059,0,0,1,0,1,0,2,1,1,1,0,0,1,0,1,2,41,2,2,0,1,0,1,0,0,0,2,2,1,0,0,2,3,0,43,0,0,0,1,1,0,0,28,3,حركة النهضة:1  نداء تونس:1  الحركة الدستورية:1  
13,3,5,64,1,438,307,500,1,193,194,306,500,0,1,256,37,13,306,0,False,1825,2110,1,0,1,1,0,2,9,11,0,1,1,4,2,2,0,1,41,8,1,1,2,1,1,2,0,0,14,11,5,1,1,10,5,2,64,0,6,2,2,2,0,2,34,2,حركة النهضة:1  نداء تونس:1  
13,3,5,63,1,232,140,300,0,160,160,140,300,0,0,134,2,4,140,0,True,1820,,2,0,0,3,1,1,2,1,3,1,0,1,1,1,1,0,0,3,3,1,0,0,0,0,0,0,15,0,3,1,2,0,2,0,17,0,3,5,3,0,0,0,56,2,حركة النهضة:1  نداء تونس:1  
13,3,5,62,1,474,278,600,6,316,322,278,600,0,0,258,10,10,278,0,True,18.30,20.30,2,2,1,1,0,0,3,5,1,2,0,0,0,1,4,0,0,6,5,1,0,0,6,2,1,2,39,2,2,0,1,8,7,0,40,0,1,1,1,13,2,2,93,1,الاتحاد الوطني الحر:1  نداء تونس:1  تونسنا:1  الحزب الجمهوري:1  المبادرة:1  حركة النهضة:1  
13,3,5,61,1,547,373,600,0,227,227,373,600,0,0,329,13,31,373,0,True,"18,28","20,45",6,3,3,4,2,1,12,7,3,0,6,1,1,3,3,0,6,4,10,5,0,1,1,0,0,1,15,2,5,0,3,3,3,0,115,7,10,1,4,1,1,2,70,4,الحركة الدستورية:  
13,3,4,60,1,495,334,600,0,268,268,334,602,2,0,300,28,6,334,0,True,1835,2130,1,1,1,3,1,1,7,0,3,1,1,3,0,1,1,1,15,3,5,2,1,0,1,5,1,3,16,10,0,1,1,7,0,3,89,2,7,1,3,2,0,1,95,0,حركة النهضة:1  
13,3,4,59,1,448,229,503,0,274,274,229,503,0,0,197,20,12,229,0,False,,1951,17,3,5,1,3,2,5,6,0,1,2,2,2,8,6,1,2,2,4,0,3,0,2,4,1,2,5,2,4,3,3,5,1,1,34,4,2,4,6,3,1,0,35,0,حركة النهضة:1  الحركة الدستورية:1  نداء تونس:1  الحزب الجمهوري:1  آفاق تونس:1  
13,3,4,58,1,536,291,600,6,303,309,291,600,0,0,263,24,4,291,0,True,1815,2000,17,1,1,0,0,2,5,1,1,0,0,2,3,1,2,0,2,3,2,0,9,0,0,0,3,5,6,5,3,1,1,1,9,2,112,1,4,2,2,0,2,2,49,1,حركة النهضة:1  
13,3,4,57,1,549,353,600,0,249,249,351,600,0,2,323,12,16,351,0,False,1810,2000,6,12,1,1,2,2,19,3,4,3,0,2,1,0,6,0,1,4,6,2,4,1,0,3,5,2,32,3,3,1,1,37,3,3,60,4,4,1,2,2,1,3,73,0,نداء تونس:1  حركة النهضة:1  تونسنا:1  آفاق تونس:1  الاتحاد الوطني الحر:1  التحالف الديمقراطي:1  
13,3,4,56,2,452,184,500,0,316,316,184,500,0,0,177,5,2,184,0,False,,1930,0,2,2,1,0,2,8,0,3,0,0,0,3,0,10,0,3,0,3,1,0,0,1,1,1,0,3,0,2,0,1,2,3,1,77,2,0,0,0,1,0,0,43,1,حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  تيار المحبة:1  
13,3,4,56,1,452,349,500,2,149,151,349,500,0,0,317,30,2,349,0,False,1833,2010,1,1,1,1,1,0,7,2,5,2,0,1,0,1,7,0,4,2,3,0,4,1,0,1,3,3,5,5,4,2,2,9,7,1,136,2,2,1,3,1,2,0,83,1,الاتحاد الوطني الحر:1  حركة النهضة:1  الحركة الدستورية:1  آفاق تونس:1  نداء تونس:1  
13,3,3,55,1,166,97,202,1,104,105,97,202,0,0,86,9,2,97,0,True,1830,2015,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,2,6,0,0,0,1,3,1,0,6,0,0,0,1,3,3,0,13,2,3,1,0,0,0,1,31,0,الاتحاد الوطني الحر:1  نداء تونس:2  حركة النهضة:2  
13,3,3,54,1,323,189,401,0,212,212,189,401,0,0,171,15,3,189,0,False,1820,1954,2,5,1,1,1,0,8,1,0,2,1,0,2,0,2,0,0,3,1,0,1,0,0,1,2,0,4,1,1,2,0,7,3,2,57,4,4,0,2,1,0,0,48,1,نداء تونس:3  حركة النهضة:2  الحركة الدستورية:1  تونسنا:2  
13,3,3,53,1,329,175,400,0,225,225,175,400,0,0,157,16,2,175,0,False,18.30,21.00,7,2,1,1,0,0,19,3,1,0,1,2,1,1,2,1,2,3,1,0,1,0,0,3,1,2,4,1,1,1,0,2,4,1,36,1,2,2,1,2,1,2,39,2,حركة النهضة:2  نداء تونس:2  
13,3,2,52,2,374,195,400,0,205,205,195,400,0,0,172,18,5,195,0,False,18h30,20h15,2,2,0,1,0,0,10,3,2,1,0,0,1,0,3,1,0,2,9,6,1,0,2,1,4,4,4,0,3,0,1,28,1,1,46,3,5,0,0,1,0,0,24,0,نداء تونس:1  حركة النهضة:2  
13,3,2,52,1,374,295,400,0,105,105,295,400,0,0,247,15,33,295,0,False,1810,2115,4,3,0,0,4,1,3,4,2,1,0,0,0,0,2,3,4,3,8,5,2,0,1,2,0,2,7,2,2,1,1,51,3,0,63,2,8,2,0,0,1,2,47,1,حركة النهضة:1  نداء تونس:2  
13,3,2,51,1,524,345,600,0,256,256,344,600,0,1,301,26,17,344,0,True,"18,05","20,45",7,2,0,1,1,1,19,1,1,1,0,0,2,1,0,1,1,2,1,54,0,0,3,0,1,0,39,0,2,0,2,68,3,1,28,3,1,5,3,0,0,2,43,0,حركة النهضة:  نداء تونس:  الحركة الدستورية:  
13,3,2,50,2,313,187,400,2,211,213,187,400,0,0,145,34,8,187,0,True,19h,,3,72,0,0,0,1,3,0,4,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,8,1,3,1,1,1,1,1,12,3,1,1,0,0,1,0,22,0,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  تونسنا:1  التحالف الحر:1  
13,3,2,50,1,314,237,400,3,163,163,234,400,0,3,189,34,14,237,0,False,19h05,,6,68,0,0,1,0,4,2,7,0,0,1,0,1,2,0,0,2,1,1,1,0,0,0,0,0,14,1,3,2,0,0,6,1,20,6,3,0,1,5,1,0,29,0,آفاق تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  
13,3,2,49,2,525,271,600,1,328,329,271,600,0,0,257,8,6,271,0,False,19h,20h39,37,1,2,1,0,2,18,1,0,0,0,0,1,0,15,1,5,1,5,0,2,0,1,0,1,0,0,0,0,0,2,9,4,0,72,1,3,3,0,0,0,2,47,0,المبادرة:1  نداء تونس:1  حركة النهضة:1  الحركة الدستورية:1  
13,3,2,49,1,526,413,600,0,187,187,413,600,0,0,371,29,13,42,0,False,18h,20h30,47,1,2,2,1,2,15,7,4,1,1,1,0,0,20,0,4,7,3,2,0,1,3,1,3,0,29,2,3,0,5,23,4,1,94,5,6,4,1,2,3,2,58,1,المبادرة:1  حركة النهضة:1  الاتحاد الوطني الحر:1  نداء تونس:1  الحركة الدستورية:1  آفاق تونس:1  
13,3,1,47,2,301,151,400,3,246,249,151,400,0,0,141,10,0,151,0,True,18:20,20:16,3,2,1,0,0,0,9,3,0,1,0,1,1,0,2,1,0,0,1,0,3,0,0,0,2,3,6,0,0,1,1,3,4,0,47,0,2,1,1,2,0,0,38,2,التحالف الحر:  حركة النهضة:  الاتحاد الوطني الحر:  
13,3,1,47,1,301,220,400,1,180,181,219,400,0,1,191,12,16,219,0,True,18.15,20.33,5,0,2,1,0,0,8,1,2,2,0,1,2,0,1,0,1,4,11,0,1,0,0,0,0,2,17,0,3,0,1,0,9,3,54,3,2,3,1,1,3,1,45,1,نداء تونس:1  الحزب الجمهوري:1  الحركة الدستورية:1  تيار المحبة:1  
13,3,1,46,3,473,310,500,0,190,190,310,500,0,0,302,4,4,310,0,True,1815,2008,15,0,0,1,0,0,27,1,0,0,0,0,8,0,11,0,0,0,12,0,5,0,0,0,0,10,36,0,0,0,1,12,2,3,61,0,4,1,1,4,1,1,85,0,تونسنا:1  نداء تونس:1  حركة النهضة:1  آفاق تونس:1  الاتحاد الوطني الحر:1  
13,3,1,46,2,475,356,600,0,244,244,356,600,0,0,345,9,2,356,0,False,1831,2115,25,2,1,0,0,0,26,0,2,0,2,0,2,0,8,0,2,0,8,0,8,1,0,0,1,15,27,0,1,1,0,6,8,2,94,3,8,1,2,4,0,0,84,1,حركة النهضة:1  نداء تونس:1  آفاق تونس:1  تونسنا:1  
13,3,1,46,1,475,406,500,2,92,94,406,500,0,0,357,34,15,406,0,True,19.01,22.00,20,1,0,1,1,1,17,1,0,2,2,0,2,2,8,2,2,3,13,2,4,0,8,0,4,5,73,1,1,3,0,6,7,3,82,4,12,3,0,4,0,1,64,0,المبادرة:1  آفاق تونس:1  نداء تونس:1  الاتحاد الوطني الحر:1  
13,3,1,45,1,465,333,500,1,167,168,332,500,0,1,318,12,2,332,0,True,1845,2050,21,1,1,2,0,1,24,4,0,2,2,0,2,1,19,1,10,2,4,1,0,0,0,1,1,3,4,1,0,0,1,0,2,2,146,3,1,4,1,1,0,3,45,1,آفاق تونس:1  الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  
13,3,1,44,4,592,374,700,0,326,326,374,700,0,0,364,4,6,374,0,True,1909,2216,37,0,0,0,0,1,17,1,2,2,0,0,5,0,7,0,6,1,9,0,17,0,1,2,2,11,18,0,1,0,0,7,5,1,124,1,1,1,1,0,2,0,81,0,نداء تونس:1  حركة النهضة:1  
13,3,1,44,3,594,379,600,1,220,221,379,600,0,0,356,5,18,379,0,False,19.15,22.15,45,2,0,0,0,0,14,1,0,4,1,3,4,0,7,1,5,1,2,0,24,0,1,0,0,8,18,0,0,0,2,15,3,0,88,0,2,1,1,0,1,1,100,1,المبادرة:1  حركة النهضة:1  نداء تونس:1  الاتحاد الوطني الحر:1  تونسنا:1  
13,3,1,44,2,594,472,700,2,226,228,472,700,0,0,452,17,3,472,0,True,1815,2040,72,2,0,1,1,0,12,3,1,1,0,1,4,1,6,0,3,5,5,0,35,0,1,1,1,12,31,0,0,0,0,13,2,0,124,3,1,2,1,1,0,1,105,0,تونسنا:1  الحركة الدستورية:1  تيار المحبة:1  آفاق تونس:1  المبادرة:1  الاتحاد الوطني الحر:1  نداء تونس:1  حركة النهضة:1  
13,3,1,44,1,594,479,700,0,221,221,479,700,0,0,411,50,18,479,221,True,,,49,1,1,3,1,2,13,2,1,3,2,3,1,1,6,0,4,4,8,1,25,2,0,2,3,2,51,1,2,2,3,11,2,0,77,1,12,3,3,2,1,1,95,4,نداء تونس:1  حركة النهضة:1  
13,2,13,43,1,191,106,300,0,194,194,106,300,0,0,91,12,3,106,0,False,18:10,19:10,0,1,2,0,0,0,4,0,0,0,0,1,0,1,0,0,4,0,5,0,1,1,0,0,2,0,3,1,0,0,0,14,2,0,26,0,3,0,0,1,1,0,17,1,تونسنا:1  حركة النهضة:1  نداء تونس:2  الاتحاد الوطني الحر:1  
13,2,13,42,2,314,180,400,1,219,220,180,400,0,0,169,6,5,180,0,False,1815,1940,1,0,1,0,0,0,3,0,0,0,0,0,0,2,2,0,1,0,9,0,2,0,0,1,0,0,16,0,1,0,2,5,0,0,38,1,4,2,1,3,2,0,72,0,الحزب الجمهوري:1  نداء تونس:2  حركة النهضة:3  المبادرة:1  الاتحاد الوطني الحر:1  
13,2,13,42,1,315,249,400,0,151,151,249,400,0,0,215,25,9,249,0,False,1820,2014,2,0,0,1,0,1,4,3,0,0,0,0,1,0,3,3,1,7,5,1,2,3,1,2,3,1,18,1,4,2,0,6,1,1,46,3,4,1,6,7,1,0,69,1,شباب زغوان لحزب المستقبل:1  الحزب الجمهوري:1  نداء تونس:2  حركة النهضة:2  المبادرة:1  
13,2,12,41,1,227,127,300,0,173,173,127,300,0,0,112,14,1,127,0,True,1825,1935,0,1,1,1,0,0,6,2,1,1,4,0,0,0,6,1,0,0,1,2,1,1,2,0,2,3,6,1,5,0,0,1,2,0,10,2,3,5,0,1,0,0,40,0,حركة النهضة:1  نداء تونس:3  
13,2,12,39,1,169,110,200,0,90,90,110,200,0,0,98,3,9,110,0,False,18:11,19:22,0,0,1,3,1,2,2,1,5,0,7,0,0,0,4,1,2,0,2,0,0,0,2,0,1,1,0,0,3,0,0,3,5,1,24,2,0,1,0,0,4,3,17,0,تيار المحبة:1  نداء تونس:2  حركة النهضة:2  
13,2,11,38,2,330,134,400,1,265,266,134,400,0,0,122,10,2,134,0,False,18:15,19:13,0,0,2,0,0,3,9,1,1,0,1,0,0,0,4,0,0,0,1,0,0,0,0,1,0,1,3,0,0,1,0,1,7,0,37,1,1,1,1,0,0,0,45,0,نداء تونس:1  حركة النهضة:1  الاتحاد الوطني الحر:1  
13,2,11,38,1,331,202,400,1,197,198,202,400,0,0,194,8,0,202,0,False,18:20,19:58,2,0,3,1,2,4,7,7,0,2,1,1,0,2,0,2,1,6,1,0,4,0,1,2,4,2,3,2,3,0,0,4,5,4,27,3,6,4,3,1,1,1,72,0,الحزب الجمهوري:1  حركة النهضة:1  تيار المحبة:1  نداء تونس:1  
13,2,10,37,1,301,191,400,0,209,209,191,400,0,0,154,31,6,191,0,False,18:58,20:41,1,1,1,0,2,0,1,2,3,0,1,1,0,0,6,0,0,0,58,1,1,0,2,0,0,0,2,0,0,0,0,1,1,0,25,2,3,1,5,2,1,1,28,1,الحزب الجمهوري:1  نداء تونس:4  حركة النهضة:2  
13,2,10,36,1,241,145,300,1,155,156,144,300,0,1,132,6,6,144,0,True,18:30,19:55,0,0,1,0,0,1,3,0,0,1,1,1,1,0,4,1,1,2,2,0,0,0,0,0,0,1,19,1,2,3,1,0,2,3,27,0,7,0,0,0,0,0,48,0,نداء تونس:2  حركة النهضة:2  
13,2,10,35,2,346,195,400,1,204,205,195,400,0,0,187,6,2,195,0,False,18h15,20h,1,0,2,0,0,0,7,0,0,0,0,0,0,0,2,0,1,2,39,0,0,0,0,0,1,2,6,1,1,3,0,3,1,0,35,0,2,0,0,0,0,1,77,0,حركة النهضة:1  نداء تونس:1  
13,2,10,35,1,346,247,400,0,153,153,247,400,0,0,231,12,4,247,0,False,18.15,20.12,1,0,3,0,1,2,4,0,0,2,0,2,2,1,5,1,0,2,38,1,0,1,0,0,1,1,11,0,1,4,2,3,5,1,43,4,6,4,3,2,0,2,71,1,تونسنا:1  الحزب الجمهوري:1  حركة النهضة:2  نداء تونس:2  
13,2,10,34,2,470,262,600,0,338,338,262,600,0,0,251,8,3,262,0,False,18h26,20h12,3,0,5,3,0,36,10,0,1,1,1,1,3,0,1,0,0,2,10,0,0,0,2,1,1,3,4,0,0,1,0,1,0,3,61,2,5,3,1,0,2,0,84,0,نداء تونس:1  حركة النهضة:1  
13,2,10,34,1,470,361,499,2,138,140,359,499,0,2,328,10,21,359,0,False,18h25,21h27,2,1,0,2,1,39,17,1,0,1,1,3,4,0,2,2,2,4,10,2,0,2,3,1,1,1,2,1,0,0,0,0,6,6,63,6,14,5,0,0,2,5,116,0,الاتحاد الوطني الحر:1  حركة النهضة:1  نداء تونس:1  الحزب الجمهوري:1  تونسنا:1  الحركة الدستورية:1  
13,2,9,33,1,371,227,400,2,173,175,225,400,0,2,215,3,7,225,0,False,1839,,1,1,1,0,0,2,17,3,1,1,0,3,2,1,3,0,0,3,4,1,0,0,1,1,0,0,3,1,4,0,0,1,0,0,42,1,58,2,1,1,2,2,50,1,حركة النهضة:2  نداء تونس:3  :  
13,2,8,32,1,419,283,500,1,216,217,283,500,0,0,268,9,6,283,0,False,1915,2144,2,1,0,2,1,0,9,2,0,0,2,1,0,1,3,0,1,3,6,0,0,0,2,1,2,2,36,2,2,2,0,3,2,2,43,5,2,0,2,1,1,0,123,1,نداء تونس:3  حركة النهضة:2  الاتحاد الوطني الحر:1  تيار المحبة:1  
13,2,8,31,1,472,317,500,3,180,183,317,500,0,0,293,22,2,317,0,True,1830,2030,3,0,0,0,0,5,21,1,1,0,1,5,2,1,1,0,2,4,5,0,3,0,0,0,1,2,6,0,2,1,2,0,2,1,93,0,11,0,0,1,0,1,114,1,حركة النهضة:1  نداء تونس:2  
13,2,7,30,1,224,143,300,0,157,157,143,300,0,0,136,3,4,143,0,True,1900,2050,2,0,0,2,1,1,9,0,0,1,0,0,1,0,2,0,0,2,1,0,0,0,1,0,0,4,2,0,1,0,0,0,9,0,30,1,8,1,1,0,1,1,54,0,حركة النهضة:1  نداء تونس:1  تيار المحبة:1  
13,2,7,29,1,352,184,400,0,216,216,184,400,0,0,173,7,4,184,0,False,1815,2018,1,0,1,2,2,5,14,0,2,2,0,13,2,1,1,2,0,0,4,0,1,0,3,0,1,1,3,0,1,1,1,1,3,0,27,1,11,3,3,1,1,2,54,2,حركة النهضة:1  نداء تونس:1  تيار المحبة:1  
13,2,7,28,1,484,259,600,0,341,341,259,600,0,0,247,9,3,259,0,False,1815,1900,7,0,2,2,0,2,23,3,1,0,0,1,0,0,5,20,2,3,4,1,0,0,0,2,1,0,5,0,2,2,2,1,6,0,66,1,2,1,1,1,2,1,74,1,حركة النهضة:1  نداء تونس:1  تيار المحبة:1  الاتحاد الوطني الحر:1  
13,2,6,27,1,97,74,200,0,126,126,74,200,0,0,64,7,3,74,0,True,1820,,0,0,32,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,1,0,2,1,1,0,0,1,0,1,8,0,0,0,0,0,0,0,7,2,نداء تونس:1  حركة النهضة:1  
13,2,6,26,1,114,86,200,0,114,114,86,200,0,0,77,6,3,86,0,True,1820,1954,0,0,0,0,0,0,12,0,0,0,2,0,0,0,2,0,3,2,1,0,4,0,0,1,0,1,3,1,3,0,1,0,2,0,10,1,0,1,0,0,2,0,25,0,الاتحاد الوطني الحر:2  نداء تونس:2  حركة النهضة:1  :  
